ticker,last_price,bid_price,ask_price,SELL_UOTB-D,BUY_ANON,SELL_LETH-T2,BUY_LETH-D,SELL_ANON,BUY_UOTB-P,BUY_UOTB-D,SELL_LETH-D,SELL_UOTB-T1,SELL_UOTB-P,SELL_LETH-P,SELL_BABS-P,BUY_LETH-P,tick,timestamp
ELEC-F,100.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,9,2026-02-04 17:40:27.421272
NG,2.19,2.17,2.21,800000.0,800000.0,0,0,0,0,0,0,0,0,0,0,0,10,2026-02-04 17:40:28.545879
ELEC-day2,19.16,19.15,19.16,326.0,326.0,0,0,0,0,0,0,0,0,0,0,0,10,2026-02-04 17:40:28.545879
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,10,2026-02-04 17:40:28.545879
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,10,2026-02-04 17:40:28.545879
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,10,2026-02-04 17:40:28.545879
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,10,2026-02-04 17:40:28.545879
ELEC-F,100.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,10,2026-02-04 17:40:28.545879
NG,2.19,2.17,2.21,800000.0,800000.0,0,0,0,0,0,0,0,0,0,0,0,11,2026-02-04 17:40:29.607701
ELEC-day2,19.16,19.15,19.16,326.0,326.0,0,0,0,0,0,0,0,0,0,0,0,11,2026-02-04 17:40:29.607701
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,11,2026-02-04 17:40:29.607701
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,11,2026-02-04 17:40:29.607701
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,11,2026-02-04 17:40:29.607701
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,11,2026-02-04 17:40:29.607701
ELEC-F,100.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,11,2026-02-04 17:40:29.607701
NG,2.2,2.18,2.22,800000.0,800000.0,,0,0,0,0,0,0,0,0,0,0,12,2026-02-04 17:40:30.689812
ELEC-day2,19.16,19.15,19.16,326.0,326.0,,0,0,0,0,0,0,0,0,0,0,12,2026-02-04 17:40:30.689812
ELEC-day3,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,12,2026-02-04 17:40:30.689812
ELEC-day4,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,12,2026-02-04 17:40:30.689812
ELEC-day5,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,12,2026-02-04 17:40:30.689812
ELEC-day6,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,12,2026-02-04 17:40:30.689812
ELEC-F,100.0,0.0,50.0,,,40.0,0,0,0,0,0,0,0,0,0,0,12,2026-02-04 17:40:30.689812
NG,2.19,2.17,2.21,800000.0,800000.0,,0,0,0,0,0,0,0,0,0,0,13,2026-02-04 17:40:31.741328
ELEC-day2,19.16,19.15,19.16,326.0,326.0,,0,0,0,0,0,0,0,0,0,0,13,2026-02-04 17:40:31.741328
ELEC-day3,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,13,2026-02-04 17:40:31.741328
ELEC-day4,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,13,2026-02-04 17:40:31.741328
ELEC-day5,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,13,2026-02-04 17:40:31.741328
ELEC-day6,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,13,2026-02-04 17:40:31.741328
ELEC-F,100.0,0.0,50.0,,,40.0,0,0,0,0,0,0,0,0,0,0,13,2026-02-04 17:40:31.741328
NG,2.19,2.17,2.21,800000.0,800000.0,,0,0,0,0,0,0,0,0,0,0,14,2026-02-04 17:40:32.790892
ELEC-day2,19.16,19.15,19.16,326.0,326.0,,0,0,0,0,0,0,0,0,0,0,14,2026-02-04 17:40:32.790892
ELEC-day3,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,14,2026-02-04 17:40:32.790892
ELEC-day4,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,14,2026-02-04 17:40:32.790892
ELEC-day5,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,14,2026-02-04 17:40:32.790892
ELEC-day6,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,14,2026-02-04 17:40:32.790892
ELEC-F,100.0,0.0,50.0,,,40.0,0,0,0,0,0,0,0,0,0,0,14,2026-02-04 17:40:32.790892
NG,2.2,2.18,2.22,800000.0,800000.0,,0,0,0,0,0,0,0,0,0,0,15,2026-02-04 17:40:33.850241
ELEC-day2,19.16,19.15,19.16,326.0,326.0,,0,0,0,0,0,0,0,0,0,0,15,2026-02-04 17:40:33.850241
ELEC-day3,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,15,2026-02-04 17:40:33.850241
ELEC-day4,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,15,2026-02-04 17:40:33.850241
ELEC-day5,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,15,2026-02-04 17:40:33.850241
ELEC-day6,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,15,2026-02-04 17:40:33.850241
ELEC-F,100.0,0.0,50.0,,,40.0,0,0,0,0,0,0,0,0,0,0,15,2026-02-04 17:40:33.850241
NG,2.19,2.17,2.21,800000.0,800000.0,,0,0,0,0,0,0,0,0,0,0,16,2026-02-04 17:40:34.455368
ELEC-day2,19.16,19.15,19.16,326.0,326.0,,0,0,0,0,0,0,0,0,0,0,16,2026-02-04 17:40:34.455368
ELEC-day3,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,16,2026-02-04 17:40:34.455368
ELEC-day4,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,16,2026-02-04 17:40:34.455368
ELEC-day5,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,16,2026-02-04 17:40:34.455368
ELEC-day6,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,16,2026-02-04 17:40:34.455368
ELEC-F,100.0,0.0,50.0,,,40.0,0,0,0,0,0,0,0,0,0,0,16,2026-02-04 17:40:34.455368
NG,2.19,2.17,2.21,800000.0,800000.0,,0,0,0,0,0,0,0,0,0,0,17,2026-02-04 17:40:35.628132
ELEC-day2,19.16,19.15,19.16,326.0,326.0,,0,0,0,0,0,0,0,0,0,0,17,2026-02-04 17:40:35.628132
ELEC-day3,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,17,2026-02-04 17:40:35.628132
ELEC-day4,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,17,2026-02-04 17:40:35.628132
ELEC-day5,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,17,2026-02-04 17:40:35.628132
ELEC-day6,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,17,2026-02-04 17:40:35.628132
ELEC-F,100.0,0.0,50.0,,,40.0,0,0,0,0,0,0,0,0,0,0,17,2026-02-04 17:40:35.628132
NG,2.2,2.18,2.22,800000.0,800000.0,,0,0,0,0,0,0,0,0,0,0,18,2026-02-04 17:40:36.709372
ELEC-day2,19.16,19.15,19.16,326.0,326.0,,0,0,0,0,0,0,0,0,0,0,18,2026-02-04 17:40:36.709372
ELEC-day3,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,18,2026-02-04 17:40:36.709372
ELEC-day4,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,18,2026-02-04 17:40:36.709372
ELEC-day5,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,18,2026-02-04 17:40:36.709372
ELEC-day6,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,18,2026-02-04 17:40:36.709372
ELEC-F,100.0,0.0,50.0,,,40.0,0,0,0,0,0,0,0,0,0,0,18,2026-02-04 17:40:36.709372
NG,2.2,2.18,2.22,800000.0,800000.0,,0,0,0,0,0,0,0,0,0,0,19,2026-02-04 17:40:37.761130
ELEC-day2,19.16,19.15,19.16,326.0,326.0,,0,0,0,0,0,0,0,0,0,0,19,2026-02-04 17:40:37.761130
ELEC-day3,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,19,2026-02-04 17:40:37.761130
ELEC-day4,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,19,2026-02-04 17:40:37.761130
ELEC-day5,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,19,2026-02-04 17:40:37.761130
ELEC-day6,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,19,2026-02-04 17:40:37.761130
ELEC-F,100.0,0.0,40.0,,,50.0,0,0,0,0,0,0,0,0,0,0,19,2026-02-04 17:40:37.761130
NG,2.2,2.18,2.22,800000.0,800000.0,,0,0,0,0,0,0,0,0,0,0,20,2026-02-04 17:40:38.811507
ELEC-day2,19.16,19.15,19.16,326.0,326.0,,0,0,0,0,0,0,0,0,0,0,20,2026-02-04 17:40:38.811507
ELEC-day3,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,20,2026-02-04 17:40:38.811507
ELEC-day4,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,20,2026-02-04 17:40:38.811507
ELEC-day5,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,20,2026-02-04 17:40:38.811507
ELEC-day6,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,20,2026-02-04 17:40:38.811507
ELEC-F,100.0,0.0,40.0,,,50.0,0,0,0,0,0,0,0,0,0,0,20,2026-02-04 17:40:38.811507
NG,2.2,2.18,2.22,800000.0,800000.0,,,0,0,0,0,0,0,0,0,0,0,21,2026-02-04 17:40:39.870203
ELEC-day2,19.16,19.15,19.16,326.0,326.0,,,0,0,0,0,0,0,0,0,0,0,21,2026-02-04 17:40:39.870203
ELEC-day3,0.0,0.0,0.0,,,,,0,0,0,0,0,0,0,0,0,0,21,2026-02-04 17:40:39.870203
ELEC-day4,0.0,0.0,0.0,,,,,0,0,0,0,0,0,0,0,0,0,21,2026-02-04 17:40:39.870203
ELEC-day5,0.0,0.0,0.0,,,,,0,0,0,0,0,0,0,0,0,0,21,2026-02-04 17:40:39.870203
ELEC-day6,0.0,0.0,0.0,,,,,0,0,0,0,0,0,0,0,0,0,21,2026-02-04 17:40:39.870203
ELEC-F,100.0,0.0,39.0,,,20.0,50.0,0,0,0,0,0,0,0,0,0,0,21,2026-02-04 17:40:39.870203
NG,2.2,2.18,2.22,800000.0,800000.0,,,0,0,0,0,0,0,0,0,0,0,22,2026-02-04 17:40:40.515047
ELEC-day2,19.16,19.15,19.16,326.0,326.0,,,0,0,0,0,0,0,0,0,0,0,22,2026-02-04 17:40:40.515047
ELEC-day3,0.0,0.0,0.0,,,,,0,0,0,0,0,0,0,0,0,0,22,2026-02-04 17:40:40.515047
ELEC-day4,0.0,0.0,0.0,,,,,0,0,0,0,0,0,0,0,0,0,22,2026-02-04 17:40:40.515047
ELEC-day5,0.0,0.0,0.0,,,,,0,0,0,0,0,0,0,0,0,0,22,2026-02-04 17:40:40.515047
ELEC-day6,0.0,0.0,0.0,,,,,0,0,0,0,0,0,0,0,0,0,22,2026-02-04 17:40:40.515047
ELEC-F,100.0,0.0,38.0,,,30.0,50.0,0,0,0,0,0,0,0,0,0,0,22,2026-02-04 17:40:40.515047
NG,2.19,2.17,2.21,800000.0,800000.0,,,0,0,0,0,0,0,0,0,0,0,23,2026-02-04 17:40:41.653545
ELEC-day2,19.16,19.15,19.16,326.0,326.0,,,0,0,0,0,0,0,0,0,0,0,23,2026-02-04 17:40:41.653545
ELEC-day3,0.0,0.0,0.0,,,,,0,0,0,0,0,0,0,0,0,0,23,2026-02-04 17:40:41.653545
ELEC-day4,0.0,0.0,0.0,,,,,0,0,0,0,0,0,0,0,0,0,23,2026-02-04 17:40:41.653545
ELEC-day5,0.0,0.0,0.0,,,,,0,0,0,0,0,0,0,0,0,0,23,2026-02-04 17:40:41.653545
ELEC-day6,0.0,0.0,0.0,,,,,0,0,0,0,0,0,0,0,0,0,23,2026-02-04 17:40:41.653545
ELEC-F,100.0,0.0,37.0,,,40.0,50.0,0,0,0,0,0,0,0,0,0,0,23,2026-02-04 17:40:41.653545
NG,2.2,2.18,2.22,800000.0,800000.0,,,0,0,0,0,0,0,0,0,0,0,24,2026-02-04 17:40:42.706031
ELEC-day2,19.16,19.15,19.16,326.0,326.0,,,0,0,0,0,0,0,0,0,0,0,24,2026-02-04 17:40:42.706031
ELEC-day3,0.0,0.0,0.0,,,,,0,0,0,0,0,0,0,0,0,0,24,2026-02-04 17:40:42.706031
ELEC-day4,0.0,0.0,0.0,,,,,0,0,0,0,0,0,0,0,0,0,24,2026-02-04 17:40:42.706031
ELEC-day5,0.0,0.0,0.0,,,,,0,0,0,0,0,0,0,0,0,0,24,2026-02-04 17:40:42.706031
ELEC-day6,0.0,0.0,0.0,,,,,0,0,0,0,0,0,0,0,0,0,24,2026-02-04 17:40:42.706031
ELEC-F,100.0,0.0,37.0,,,40.0,50.0,0,0,0,0,0,0,0,0,0,0,24,2026-02-04 17:40:42.706031
NG,2.2,2.18,2.22,800000.0,800000.0,,,0,0,0,0,0,0,0,0,0,0,25,2026-02-04 17:40:43.757295
ELEC-day2,19.16,19.15,19.16,326.0,326.0,,,0,0,0,0,0,0,0,0,0,0,25,2026-02-04 17:40:43.757295
ELEC-day3,0.0,0.0,0.0,,,,,0,0,0,0,0,0,0,0,0,0,25,2026-02-04 17:40:43.757295
ELEC-day4,0.0,0.0,0.0,,,,,0,0,0,0,0,0,0,0,0,0,25,2026-02-04 17:40:43.757295
ELEC-day5,0.0,0.0,0.0,,,,,0,0,0,0,0,0,0,0,0,0,25,2026-02-04 17:40:43.757295
ELEC-day6,0.0,0.0,0.0,,,,,0,0,0,0,0,0,0,0,0,0,25,2026-02-04 17:40:43.757295
ELEC-F,100.0,0.0,37.0,,,40.0,50.0,0,0,0,0,0,0,0,0,0,0,25,2026-02-04 17:40:43.757295
NG,2.19,2.17,2.21,800000.0,800000.0,,,0,0,0,0,0,0,0,0,0,0,26,2026-02-04 17:40:44.833143
ELEC-day2,19.16,19.15,19.16,326.0,326.0,,,0,0,0,0,0,0,0,0,0,0,26,2026-02-04 17:40:44.833143
ELEC-day3,0.0,0.0,0.0,,,,,0,0,0,0,0,0,0,0,0,0,26,2026-02-04 17:40:44.833143
ELEC-day4,0.0,0.0,0.0,,,,,0,0,0,0,0,0,0,0,0,0,26,2026-02-04 17:40:44.833143
ELEC-day5,0.0,0.0,0.0,,,,,0,0,0,0,0,0,0,0,0,0,26,2026-02-04 17:40:44.833143
ELEC-day6,0.0,0.0,0.0,,,,,0,0,0,0,0,0,0,0,0,0,26,2026-02-04 17:40:44.833143
ELEC-F,100.0,0.0,37.0,,,40.0,50.0,0,0,0,0,0,0,0,0,0,0,26,2026-02-04 17:40:44.833143
NG,2.19,2.17,2.21,800000.0,800000.0,,,0,0,0,0,0,0,0,0,0,0,27,2026-02-04 17:40:45.877929
ELEC-day2,19.16,19.15,19.16,326.0,326.0,,,0,0,0,0,0,0,0,0,0,0,27,2026-02-04 17:40:45.877929
ELEC-day3,0.0,0.0,0.0,,,,,0,0,0,0,0,0,0,0,0,0,27,2026-02-04 17:40:45.877929
ELEC-day4,0.0,0.0,0.0,,,,,0,0,0,0,0,0,0,0,0,0,27,2026-02-04 17:40:45.877929
ELEC-day5,0.0,0.0,0.0,,,,,0,0,0,0,0,0,0,0,0,0,27,2026-02-04 17:40:45.877929
ELEC-day6,0.0,0.0,0.0,,,,,0,0,0,0,0,0,0,0,0,0,27,2026-02-04 17:40:45.877929
ELEC-F,100.0,0.0,37.0,,,50.0,50.0,0,0,0,0,0,0,0,0,0,0,27,2026-02-04 17:40:45.877929
NG,2.2,2.18,2.22,800000.0,800000.0,,,0,0,0,0,0,0,0,0,0,0,28,2026-02-04 17:40:46.923930
ELEC-day2,19.16,19.15,19.16,326.0,326.0,,,0,0,0,0,0,0,0,0,0,0,28,2026-02-04 17:40:46.923930
ELEC-day3,0.0,0.0,0.0,,,,,0,0,0,0,0,0,0,0,0,0,28,2026-02-04 17:40:46.923930
ELEC-day4,0.0,0.0,0.0,,,,,0,0,0,0,0,0,0,0,0,0,28,2026-02-04 17:40:46.923930
ELEC-day5,0.0,0.0,0.0,,,,,0,0,0,0,0,0,0,0,0,0,28,2026-02-04 17:40:46.923930
ELEC-day6,0.0,0.0,0.0,,,,,0,0,0,0,0,0,0,0,0,0,28,2026-02-04 17:40:46.923930
ELEC-F,100.0,0.0,37.0,,,50.0,50.0,0,0,0,0,0,0,0,0,0,0,28,2026-02-04 17:40:46.923930
NG,2.19,2.17,2.21,800000.0,800000.0,,,0,0,0,0,0,0,0,0,0,0,29,2026-02-04 17:40:48.058820
ELEC-day2,19.16,19.15,19.16,326.0,326.0,,,0,0,0,0,0,0,0,0,0,0,29,2026-02-04 17:40:48.058820
ELEC-day3,0.0,0.0,0.0,,,,,0,0,0,0,0,0,0,0,0,0,29,2026-02-04 17:40:48.058820
ELEC-day4,0.0,0.0,0.0,,,,,0,0,0,0,0,0,0,0,0,0,29,2026-02-04 17:40:48.058820
ELEC-day5,0.0,0.0,0.0,,,,,0,0,0,0,0,0,0,0,0,0,29,2026-02-04 17:40:48.058820
ELEC-day6,0.0,0.0,0.0,,,,,0,0,0,0,0,0,0,0,0,0,29,2026-02-04 17:40:48.058820
ELEC-F,100.0,0.0,37.0,,,50.0,50.0,0,0,0,0,0,0,0,0,0,0,29,2026-02-04 17:40:48.058820
NG,2.19,2.17,2.21,800000.0,800000.0,,,0,0,0,0,0,0,0,0,0,0,30,2026-02-04 17:40:48.663210
ELEC-day2,19.16,19.15,19.16,326.0,326.0,,,0,0,0,0,0,0,0,0,0,0,30,2026-02-04 17:40:48.663210
ELEC-day3,0.0,0.0,0.0,,,,,0,0,0,0,0,0,0,0,0,0,30,2026-02-04 17:40:48.663210
ELEC-day4,0.0,0.0,0.0,,,,,0,0,0,0,0,0,0,0,0,0,30,2026-02-04 17:40:48.663210
ELEC-day5,0.0,0.0,0.0,,,,,0,0,0,0,0,0,0,0,0,0,30,2026-02-04 17:40:48.663210
ELEC-day6,0.0,0.0,0.0,,,,,0,0,0,0,0,0,0,0,0,0,30,2026-02-04 17:40:48.663210
ELEC-F,100.0,0.0,37.0,,,50.0,50.0,0,0,0,0,0,0,0,0,0,0,30,2026-02-04 17:40:48.663210
NG,2.2,2.18,2.22,800000.0,800000.0,,0,0,0,0,0,0,0,0,0,0,0,31,2026-02-04 17:40:49.716768
ELEC-day2,19.16,19.15,19.16,326.0,326.0,,0,0,0,0,0,0,0,0,0,0,0,31,2026-02-04 17:40:49.716768
ELEC-day3,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,31,2026-02-04 17:40:49.716768
ELEC-day4,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,31,2026-02-04 17:40:49.716768
ELEC-day5,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,31,2026-02-04 17:40:49.716768
ELEC-day6,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,31,2026-02-04 17:40:49.716768
ELEC-F,100.0,0.0,40.0,,,50.0,0,0,0,0,0,0,0,0,0,0,0,31,2026-02-04 17:40:49.716768
NG,2.19,2.17,2.21,800000.0,800000.0,,0,0,0,0,0,0,0,0,0,0,0,32,2026-02-04 17:40:50.765451
ELEC-day2,19.16,19.15,19.16,326.0,326.0,,0,0,0,0,0,0,0,0,0,0,0,32,2026-02-04 17:40:50.765451
ELEC-day3,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,32,2026-02-04 17:40:50.765451
ELEC-day4,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,32,2026-02-04 17:40:50.765451
ELEC-day5,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,32,2026-02-04 17:40:50.765451
ELEC-day6,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,32,2026-02-04 17:40:50.765451
ELEC-F,100.0,0.0,40.0,,,50.0,0,0,0,0,0,0,0,0,0,0,0,32,2026-02-04 17:40:50.765451
NG,2.21,2.19,2.23,800000.0,800000.0,,0,0,0,0,0,0,0,0,0,0,0,33,2026-02-04 17:40:51.809590
ELEC-day2,19.16,19.15,19.16,326.0,326.0,,0,0,0,0,0,0,0,0,0,0,0,33,2026-02-04 17:40:51.809590
ELEC-day3,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,33,2026-02-04 17:40:51.809590
ELEC-day4,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,33,2026-02-04 17:40:51.809590
ELEC-day5,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,33,2026-02-04 17:40:51.809590
ELEC-day6,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,33,2026-02-04 17:40:51.809590
ELEC-F,100.0,0.0,40.0,,,50.0,0,0,0,0,0,0,0,0,0,0,0,33,2026-02-04 17:40:51.809590
NG,2.21,2.19,2.23,800000.0,800000.0,,0,0,0,0,0,0,0,0,0,0,0,34,2026-02-04 17:40:52.849815
ELEC-day2,19.16,19.15,19.16,326.0,326.0,,0,0,0,0,0,0,0,0,0,0,0,34,2026-02-04 17:40:52.849815
ELEC-day3,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,34,2026-02-04 17:40:52.849815
ELEC-day4,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,34,2026-02-04 17:40:52.849815
ELEC-day5,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,34,2026-02-04 17:40:52.849815
ELEC-day6,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,34,2026-02-04 17:40:52.849815
ELEC-F,100.0,0.0,40.0,,,50.0,0,0,0,0,0,0,0,0,0,0,0,34,2026-02-04 17:40:52.849815
NG,2.21,2.19,2.23,800000.0,800000.0,,0,0,0,0,0,0,0,0,0,0,0,35,2026-02-04 17:40:53.906758
ELEC-day2,19.16,19.15,19.16,326.0,326.0,,0,0,0,0,0,0,0,0,0,0,0,35,2026-02-04 17:40:53.906758
ELEC-day3,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,35,2026-02-04 17:40:53.906758
ELEC-day4,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,35,2026-02-04 17:40:53.906758
ELEC-day5,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,35,2026-02-04 17:40:53.906758
ELEC-day6,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,35,2026-02-04 17:40:53.906758
ELEC-F,40.0,0.0,50.0,,,40.0,0,0,0,0,0,0,0,0,0,0,0,35,2026-02-04 17:40:53.906758
NG,2.21,2.19,2.23,800000.0,800000.0,,0,0,0,0,0,0,0,0,0,0,0,36,2026-02-04 17:40:54.973188
ELEC-day2,19.16,19.15,19.16,326.0,326.0,,0,0,0,0,0,0,0,0,0,0,0,36,2026-02-04 17:40:54.973188
ELEC-day3,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,36,2026-02-04 17:40:54.973188
ELEC-day4,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,36,2026-02-04 17:40:54.973188
ELEC-day5,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,36,2026-02-04 17:40:54.973188
ELEC-day6,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,36,2026-02-04 17:40:54.973188
ELEC-F,50.0,0.0,50.0,,,30.0,0,0,0,0,0,0,0,0,0,0,0,36,2026-02-04 17:40:54.973188
NG,2.22,2.2,2.24,800000.0,800000.0,,0,0,0,0,0,0,0,0,0,0,0,37,2026-02-04 17:40:56.025475
ELEC-day2,19.16,19.15,19.16,326.0,326.0,,0,0,0,0,0,0,0,0,0,0,0,37,2026-02-04 17:40:56.025475
ELEC-day3,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,37,2026-02-04 17:40:56.025475
ELEC-day4,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,37,2026-02-04 17:40:56.025475
ELEC-day5,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,37,2026-02-04 17:40:56.025475
ELEC-day6,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,37,2026-02-04 17:40:56.025475
ELEC-F,50.0,0.0,50.0,,,30.0,0,0,0,0,0,0,0,0,0,0,0,37,2026-02-04 17:40:56.025475
NG,2.21,2.19,2.23,800000.0,800000.0,,0,0,0,0,0,0,0,0,0,0,0,38,2026-02-04 17:40:56.618934
ELEC-day2,19.16,19.15,19.16,326.0,326.0,,0,0,0,0,0,0,0,0,0,0,0,38,2026-02-04 17:40:56.618934
ELEC-day3,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,38,2026-02-04 17:40:56.618934
ELEC-day4,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,38,2026-02-04 17:40:56.618934
ELEC-day5,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,38,2026-02-04 17:40:56.618934
ELEC-day6,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,38,2026-02-04 17:40:56.618934
ELEC-F,50.0,0.0,50.0,,,30.0,0,0,0,0,0,0,0,0,0,0,0,38,2026-02-04 17:40:56.618934
NG,2.22,2.2,2.24,800000.0,800000.0,,0,0,0,0,0,0,0,0,0,0,0,39,2026-02-04 17:40:57.754406
ELEC-day2,19.16,19.15,19.16,326.0,326.0,,0,0,0,0,0,0,0,0,0,0,0,39,2026-02-04 17:40:57.754406
ELEC-day3,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,39,2026-02-04 17:40:57.754406
ELEC-day4,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,39,2026-02-04 17:40:57.754406
ELEC-day5,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,39,2026-02-04 17:40:57.754406
ELEC-day6,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,39,2026-02-04 17:40:57.754406
ELEC-F,50.0,0.0,50.0,,,30.0,0,0,0,0,0,0,0,0,0,0,0,39,2026-02-04 17:40:57.754406
NG,2.21,2.19,2.23,800000.0,800000.0,,0,0,0,0,0,0,0,0,0,0,0,40,2026-02-04 17:40:58.805735
ELEC-day2,19.16,19.15,19.16,326.0,326.0,,0,0,0,0,0,0,0,0,0,0,0,40,2026-02-04 17:40:58.805735
ELEC-day3,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,40,2026-02-04 17:40:58.805735
ELEC-day4,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,40,2026-02-04 17:40:58.805735
ELEC-day5,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,40,2026-02-04 17:40:58.805735
ELEC-day6,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,40,2026-02-04 17:40:58.805735
