ticker,last_price,bid_price,ask_price,BUY_CITY-P,BUY_ANON,SELL_CITY-P,SELL_ANON,BUY_CITY-D,BUY_DUBL-T1,SELL_DUBL-T1,SELL_CITY-T1,BUY_CHUL-P,BUY_CITY-T1,SELL_CITY-D,SELL_LAVL-D,SELL_CITY-T2,tick,timestamp
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,141,2026-02-03 09:18:03.791353
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,141,2026-02-03 09:18:03.791353
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,141,2026-02-03 09:18:03.791353
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,141,2026-02-03 09:18:03.791353
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,141,2026-02-03 09:18:03.791353
ELEC-F,16.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,141,2026-02-03 09:18:03.791353
NG,2.12,2.1,2.14,800000.0,800000.0,0,0,0,0,0,0,0,0,0,0,0,142,2026-02-03 09:18:04.338391
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,142,2026-02-03 09:18:04.338391
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,142,2026-02-03 09:18:04.338391
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,142,2026-02-03 09:18:04.338391
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,142,2026-02-03 09:18:04.338391
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,142,2026-02-03 09:18:04.338391
ELEC-F,16.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,142,2026-02-03 09:18:04.338391
NG,2.12,2.1,2.14,800000.0,800000.0,0,0,0,0,0,0,0,0,0,0,0,143,2026-02-03 09:18:05.439961
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,143,2026-02-03 09:18:05.439961
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,143,2026-02-03 09:18:05.439961
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,143,2026-02-03 09:18:05.439961
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,143,2026-02-03 09:18:05.439961
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,143,2026-02-03 09:18:05.439961
ELEC-F,16.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,143,2026-02-03 09:18:05.439961
NG,2.11,2.09,2.13,800000.0,800000.0,0,0,0,0,0,0,0,0,0,0,0,144,2026-02-03 09:18:06.481160
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,144,2026-02-03 09:18:06.481160
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,144,2026-02-03 09:18:06.481160
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,144,2026-02-03 09:18:06.481160
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,144,2026-02-03 09:18:06.481160
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,144,2026-02-03 09:18:06.481160
ELEC-F,16.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,144,2026-02-03 09:18:06.481160
NG,2.11,2.09,2.13,800000.0,800000.0,0,0,0,0,0,0,0,0,0,0,0,145,2026-02-03 09:18:07.522069
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,145,2026-02-03 09:18:07.522069
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,145,2026-02-03 09:18:07.522069
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,145,2026-02-03 09:18:07.522069
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,145,2026-02-03 09:18:07.522069
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,145,2026-02-03 09:18:07.522069
ELEC-F,16.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,145,2026-02-03 09:18:07.522069
NG,2.11,2.09,2.13,800000.0,800000.0,0,0,0,0,0,0,0,0,0,0,0,146,2026-02-03 09:18:08.571345
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,146,2026-02-03 09:18:08.571345
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,146,2026-02-03 09:18:08.571345
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,146,2026-02-03 09:18:08.571345
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,146,2026-02-03 09:18:08.571345
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,146,2026-02-03 09:18:08.571345
ELEC-F,16.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,146,2026-02-03 09:18:08.571345
NG,2.11,2.09,2.13,800000.0,800000.0,0,0,0,0,0,0,0,0,0,0,0,147,2026-02-03 09:18:09.626458
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,147,2026-02-03 09:18:09.626458
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,147,2026-02-03 09:18:09.626458
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,147,2026-02-03 09:18:09.626458
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,147,2026-02-03 09:18:09.626458
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,147,2026-02-03 09:18:09.626458
ELEC-F,16.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,147,2026-02-03 09:18:09.626458
NG,2.11,2.09,2.13,800000.0,800000.0,0,0,0,0,0,0,0,0,0,0,0,148,2026-02-03 09:18:10.671145
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,148,2026-02-03 09:18:10.671145
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,148,2026-02-03 09:18:10.671145
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,148,2026-02-03 09:18:10.671145
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,148,2026-02-03 09:18:10.671145
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,148,2026-02-03 09:18:10.671145
ELEC-F,16.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,148,2026-02-03 09:18:10.671145
NG,2.11,2.09,2.13,800000.0,800000.0,0,0,0,0,0,0,0,0,0,0,0,149,2026-02-03 09:18:11.726401
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,149,2026-02-03 09:18:11.726401
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,149,2026-02-03 09:18:11.726401
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,149,2026-02-03 09:18:11.726401
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,149,2026-02-03 09:18:11.726401
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,149,2026-02-03 09:18:11.726401
ELEC-F,16.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,149,2026-02-03 09:18:11.726401
NG,2.12,2.1,2.14,800000.0,800000.0,0,0,0,0,0,0,0,0,0,0,0,150,2026-02-03 09:18:12.776865,7.0,1.0,149.0,,PRICE AND VOLUME BULLETIN,"Given the expected supply and demand in the market, the Regulatory Authority for Electricity board expects that the price for tomorrow will be between $17.00 and $22.00.<br><br>There will be 500 contracts available in the entire ELEC market, 250 contracts for buying and 250 contracts for selling. There are a total of 19 Producers, 19 Distributors and 38 Traders in the market.<br><br>Please note that the RAE will charge a bid-ask spread of 1 cent"
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,150,2026-02-03 09:18:12.776865,6.0,1.0,149.0,,TEMPERATURE Forecast for DAY 2,The average temperature tomorrow will be 29 degrees Celsius.
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,150,2026-02-03 09:18:12.776865,,,,,,
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,150,2026-02-03 09:18:12.776865,,,,,,
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,150,2026-02-03 09:18:12.776865,,,,,,
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,150,2026-02-03 09:18:12.776865,,,,,,
ELEC-F,16.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,150,2026-02-03 09:18:12.776865,,,,,,
NG,2.12,2.1,2.14,800000.0,800000.0,0,0,0,0,0,0,0,0,0,0,0,151,2026-02-03 09:18:13.822208
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,151,2026-02-03 09:18:13.822208
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,151,2026-02-03 09:18:13.822208
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,151,2026-02-03 09:18:13.822208
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,151,2026-02-03 09:18:13.822208
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,151,2026-02-03 09:18:13.822208
ELEC-F,16.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,151,2026-02-03 09:18:13.822208
NG,2.12,2.1,2.14,800000.0,800000.0,0,0,0,0,0,0,0,0,0,0,0,152,2026-02-03 09:18:14.395157
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,152,2026-02-03 09:18:14.395157
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,152,2026-02-03 09:18:14.395157
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,152,2026-02-03 09:18:14.395157
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,152,2026-02-03 09:18:14.395157
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,152,2026-02-03 09:18:14.395157
ELEC-F,16.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,152,2026-02-03 09:18:14.395157
NG,2.12,2.1,2.14,800000.0,800000.0,0,0,0,0,0,0,0,0,0,0,0,153,2026-02-03 09:18:15.516012
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,153,2026-02-03 09:18:15.516012
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,153,2026-02-03 09:18:15.516012
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,153,2026-02-03 09:18:15.516012
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,153,2026-02-03 09:18:15.516012
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,153,2026-02-03 09:18:15.516012
ELEC-F,16.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,153,2026-02-03 09:18:15.516012
NG,2.12,2.1,2.14,800000.0,800000.0,0,0,0,0,0,0,0,0,0,0,0,154,2026-02-03 09:18:16.555319
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,154,2026-02-03 09:18:16.555319
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,154,2026-02-03 09:18:16.555319
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,154,2026-02-03 09:18:16.555319
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,154,2026-02-03 09:18:16.555319
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,154,2026-02-03 09:18:16.555319
ELEC-F,16.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,154,2026-02-03 09:18:16.555319
NG,2.11,2.09,2.13,800000.0,800000.0,0,0,0,0,0,0,0,0,0,0,0,155,2026-02-03 09:18:17.598093
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,155,2026-02-03 09:18:17.598093
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,155,2026-02-03 09:18:17.598093
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,155,2026-02-03 09:18:17.598093
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,155,2026-02-03 09:18:17.598093
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,155,2026-02-03 09:18:17.598093
ELEC-F,16.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,155,2026-02-03 09:18:17.598093
NG,2.12,2.1,2.14,800000.0,800000.0,0,0,0,0,0,0,0,0,0,0,0,156,2026-02-03 09:18:18.635118
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,156,2026-02-03 09:18:18.635118
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,156,2026-02-03 09:18:18.635118
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,156,2026-02-03 09:18:18.635118
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,156,2026-02-03 09:18:18.635118
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,156,2026-02-03 09:18:18.635118
ELEC-F,16.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,156,2026-02-03 09:18:18.635118
NG,2.12,2.1,2.14,800000.0,800000.0,0,0,0,0,0,0,0,0,0,0,0,157,2026-02-03 09:18:19.675286
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,157,2026-02-03 09:18:19.675286
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,157,2026-02-03 09:18:19.675286
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,157,2026-02-03 09:18:19.675286
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,157,2026-02-03 09:18:19.675286
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,157,2026-02-03 09:18:19.675286
ELEC-F,16.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,157,2026-02-03 09:18:19.675286
NG,2.12,2.1,2.14,800000.0,800000.0,0,0,0,0,0,0,0,0,0,0,0,158,2026-02-03 09:18:20.711948
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,158,2026-02-03 09:18:20.711948
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,158,2026-02-03 09:18:20.711948
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,158,2026-02-03 09:18:20.711948
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,158,2026-02-03 09:18:20.711948
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,158,2026-02-03 09:18:20.711948
ELEC-F,16.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,158,2026-02-03 09:18:20.711948
NG,2.12,2.1,2.14,800000.0,800000.0,0,0,0,0,0,0,0,0,0,0,0,159,2026-02-03 09:18:21.748951
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,159,2026-02-03 09:18:21.748951
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,159,2026-02-03 09:18:21.748951
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,159,2026-02-03 09:18:21.748951
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,159,2026-02-03 09:18:21.748951
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,159,2026-02-03 09:18:21.748951
ELEC-F,16.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,159,2026-02-03 09:18:21.748951
NG,2.12,2.1,2.14,800000.0,800000.0,0,0,0,0,0,0,0,0,0,0,0,160,2026-02-03 09:18:22.793895
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,160,2026-02-03 09:18:22.793895
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,160,2026-02-03 09:18:22.793895
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,160,2026-02-03 09:18:22.793895
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,160,2026-02-03 09:18:22.793895
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,160,2026-02-03 09:18:22.793895
ELEC-F,16.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,160,2026-02-03 09:18:22.793895
NG,2.11,2.09,2.13,800000.0,800000.0,0,0,0,0,0,0,0,0,0,0,0,161,2026-02-03 09:18:23.834560
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,161,2026-02-03 09:18:23.834560
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,161,2026-02-03 09:18:23.834560
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,161,2026-02-03 09:18:23.834560
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,161,2026-02-03 09:18:23.834560
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,161,2026-02-03 09:18:23.834560
ELEC-F,16.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,161,2026-02-03 09:18:23.834560
NG,2.11,2.09,2.13,800000.0,800000.0,0,0,0,0,0,0,0,0,0,0,0,162,2026-02-03 09:18:24.875921
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,162,2026-02-03 09:18:24.875921
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,162,2026-02-03 09:18:24.875921
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,162,2026-02-03 09:18:24.875921
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,162,2026-02-03 09:18:24.875921
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,162,2026-02-03 09:18:24.875921
ELEC-F,16.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,162,2026-02-03 09:18:24.875921
NG,2.12,2.1,2.14,800000.0,800000.0,0,0,0,0,0,0,0,0,0,0,0,163,2026-02-03 09:18:25.466033
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,163,2026-02-03 09:18:25.466033
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,163,2026-02-03 09:18:25.466033
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,163,2026-02-03 09:18:25.466033
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,163,2026-02-03 09:18:25.466033
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,163,2026-02-03 09:18:25.466033
ELEC-F,16.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,163,2026-02-03 09:18:25.466033
NG,2.12,2.1,2.14,800000.0,800000.0,0,0,0,0,0,0,0,0,0,0,0,164,2026-02-03 09:18:26.576927
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,164,2026-02-03 09:18:26.576927
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,164,2026-02-03 09:18:26.576927
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,164,2026-02-03 09:18:26.576927
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,164,2026-02-03 09:18:26.576927
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,164,2026-02-03 09:18:26.576927
ELEC-F,16.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,164,2026-02-03 09:18:26.576927
NG,2.13,2.11,2.15,800000.0,800000.0,0,0,0,0,0,0,0,0,0,0,0,165,2026-02-03 09:18:27.615771
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,165,2026-02-03 09:18:27.615771
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,165,2026-02-03 09:18:27.615771
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,165,2026-02-03 09:18:27.615771
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,165,2026-02-03 09:18:27.615771
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,165,2026-02-03 09:18:27.615771
ELEC-F,16.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,165,2026-02-03 09:18:27.615771
NG,2.12,2.1,2.14,800000.0,800000.0,0,0,0,0,0,0,0,0,0,0,0,166,2026-02-03 09:18:28.657990
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,166,2026-02-03 09:18:28.657990
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,166,2026-02-03 09:18:28.657990
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,166,2026-02-03 09:18:28.657990
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,166,2026-02-03 09:18:28.657990
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,166,2026-02-03 09:18:28.657990
ELEC-F,16.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,166,2026-02-03 09:18:28.657990
NG,2.12,2.1,2.14,800000.0,800000.0,0,0,0,0,0,0,0,0,0,0,0,167,2026-02-03 09:18:29.699312
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,167,2026-02-03 09:18:29.699312
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,167,2026-02-03 09:18:29.699312
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,167,2026-02-03 09:18:29.699312
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,167,2026-02-03 09:18:29.699312
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,167,2026-02-03 09:18:29.699312
ELEC-F,16.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,167,2026-02-03 09:18:29.699312
NG,2.11,2.09,2.13,800000.0,800000.0,0,0,0,0,0,0,0,0,0,0,0,168,2026-02-03 09:18:30.751308
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,168,2026-02-03 09:18:30.751308
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,168,2026-02-03 09:18:30.751308
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,168,2026-02-03 09:18:30.751308
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,168,2026-02-03 09:18:30.751308
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,168,2026-02-03 09:18:30.751308
ELEC-F,16.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,168,2026-02-03 09:18:30.751308
NG,2.11,2.09,2.13,800000.0,800000.0,0,0,0,0,0,0,0,0,0,0,0,169,2026-02-03 09:18:31.794302
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,169,2026-02-03 09:18:31.794302
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,169,2026-02-03 09:18:31.794302
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,169,2026-02-03 09:18:31.794302
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,169,2026-02-03 09:18:31.794302
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,169,2026-02-03 09:18:31.794302
ELEC-F,16.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,169,2026-02-03 09:18:31.794302
NG,2.11,2.09,2.13,800000.0,800000.0,0,0,0,0,0,0,0,0,0,0,0,170,2026-02-03 09:18:32.840418
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,170,2026-02-03 09:18:32.840418
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,170,2026-02-03 09:18:32.840418
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,170,2026-02-03 09:18:32.840418
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,170,2026-02-03 09:18:32.840418
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,170,2026-02-03 09:18:32.840418
ELEC-F,16.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,170,2026-02-03 09:18:32.840418
NG,2.11,2.09,2.13,800000.0,800000.0,0,0,0,0,0,0,0,0,0,0,0,171,2026-02-03 09:18:33.890772
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,171,2026-02-03 09:18:33.890772
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,171,2026-02-03 09:18:33.890772
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,171,2026-02-03 09:18:33.890772
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,171,2026-02-03 09:18:33.890772
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,171,2026-02-03 09:18:33.890772
ELEC-F,16.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,171,2026-02-03 09:18:33.890772
NG,2.12,2.1,2.14,800000.0,800000.0,0,0,0,0,0,0,0,0,0,0,0,172,2026-02-03 09:18:34.931024
