ticker,last_price,bid_price,ask_price,SELL_CITY-T1,SELL_CITY-D,SELL_CITY-P,BUY_CITY-P,SELL_CITY-T2,SELL_ANON,BUY_ANON,BUY_CITY-T1,BUY_CITY-D,tick,timestamp
NG,2.18,2.16,2.2,800000.0,800000.0,,0,0,0,0,0,0,161,2026-02-03 00:01:34.634706
ELEC-day2,0.0,0.0,0.0,,,,0,0,0,0,0,0,161,2026-02-03 00:01:34.634706
ELEC-day3,0.0,0.0,0.0,,,,0,0,0,0,0,0,161,2026-02-03 00:01:34.634706
ELEC-day4,0.0,0.0,0.0,,,,0,0,0,0,0,0,161,2026-02-03 00:01:34.634706
ELEC-day5,0.0,0.0,0.0,,,,0,0,0,0,0,0,161,2026-02-03 00:01:34.634706
ELEC-day6,0.0,0.0,0.0,,,,0,0,0,0,0,0,161,2026-02-03 00:01:34.634706
ELEC-F,0.0,16.0,0.0,,,1.0,0,0,0,0,0,0,161,2026-02-03 00:01:34.634706
NG,2.18,2.16,2.2,800000.0,800000.0,,0,0,0,0,0,0,162,2026-02-03 00:01:35.668064
ELEC-day2,0.0,0.0,0.0,,,,0,0,0,0,0,0,162,2026-02-03 00:01:35.668064
ELEC-day3,0.0,0.0,0.0,,,,0,0,0,0,0,0,162,2026-02-03 00:01:35.668064
ELEC-day4,0.0,0.0,0.0,,,,0,0,0,0,0,0,162,2026-02-03 00:01:35.668064
ELEC-day5,0.0,0.0,0.0,,,,0,0,0,0,0,0,162,2026-02-03 00:01:35.668064
ELEC-day6,0.0,0.0,0.0,,,,0,0,0,0,0,0,162,2026-02-03 00:01:35.668064
ELEC-F,0.0,16.0,0.0,,,1.0,0,0,0,0,0,0,162,2026-02-03 00:01:35.668064
NG,2.17,2.15,2.19,800000.0,800000.0,,0,0,0,0,0,0,163,2026-02-03 00:01:36.722985
ELEC-day2,0.0,0.0,0.0,,,,0,0,0,0,0,0,163,2026-02-03 00:01:36.722985
ELEC-day3,0.0,0.0,0.0,,,,0,0,0,0,0,0,163,2026-02-03 00:01:36.722985
ELEC-day4,0.0,0.0,0.0,,,,0,0,0,0,0,0,163,2026-02-03 00:01:36.722985
ELEC-day5,0.0,0.0,0.0,,,,0,0,0,0,0,0,163,2026-02-03 00:01:36.722985
ELEC-day6,0.0,0.0,0.0,,,,0,0,0,0,0,0,163,2026-02-03 00:01:36.722985
ELEC-F,0.0,16.0,0.0,,,1.0,0,0,0,0,0,0,163,2026-02-03 00:01:36.722985
NG,2.16,2.14,2.18,800000.0,800000.0,,0,0,0,0,0,0,164,2026-02-03 00:01:37.762622
ELEC-day2,0.0,0.0,0.0,,,,0,0,0,0,0,0,164,2026-02-03 00:01:37.762622
ELEC-day3,0.0,0.0,0.0,,,,0,0,0,0,0,0,164,2026-02-03 00:01:37.762622
ELEC-day4,0.0,0.0,0.0,,,,0,0,0,0,0,0,164,2026-02-03 00:01:37.762622
ELEC-day5,0.0,0.0,0.0,,,,0,0,0,0,0,0,164,2026-02-03 00:01:37.762622
ELEC-day6,0.0,0.0,0.0,,,,0,0,0,0,0,0,164,2026-02-03 00:01:37.762622
ELEC-F,0.0,16.0,0.0,,,1.0,0,0,0,0,0,0,164,2026-02-03 00:01:37.762622
NG,2.17,2.15,2.19,800000.0,800000.0,,0,0,0,0,0,0,165,2026-02-03 00:01:38.348740
ELEC-day2,0.0,0.0,0.0,,,,0,0,0,0,0,0,165,2026-02-03 00:01:38.348740
ELEC-day3,0.0,0.0,0.0,,,,0,0,0,0,0,0,165,2026-02-03 00:01:38.348740
ELEC-day4,0.0,0.0,0.0,,,,0,0,0,0,0,0,165,2026-02-03 00:01:38.348740
ELEC-day5,0.0,0.0,0.0,,,,0,0,0,0,0,0,165,2026-02-03 00:01:38.348740
ELEC-day6,0.0,0.0,0.0,,,,0,0,0,0,0,0,165,2026-02-03 00:01:38.348740
ELEC-F,0.0,16.0,0.0,,,1.0,0,0,0,0,0,0,165,2026-02-03 00:01:38.348740
NG,2.17,2.15,2.19,800000.0,800000.0,,0,0,0,0,0,0,166,2026-02-03 00:01:39.475898
ELEC-day2,0.0,0.0,0.0,,,,0,0,0,0,0,0,166,2026-02-03 00:01:39.475898
ELEC-day3,0.0,0.0,0.0,,,,0,0,0,0,0,0,166,2026-02-03 00:01:39.475898
ELEC-day4,0.0,0.0,0.0,,,,0,0,0,0,0,0,166,2026-02-03 00:01:39.475898
ELEC-day5,0.0,0.0,0.0,,,,0,0,0,0,0,0,166,2026-02-03 00:01:39.475898
ELEC-day6,0.0,0.0,0.0,,,,0,0,0,0,0,0,166,2026-02-03 00:01:39.475898
ELEC-F,0.0,16.0,0.0,,,1.0,0,0,0,0,0,0,166,2026-02-03 00:01:39.475898
NG,2.17,2.15,2.19,800000.0,800000.0,,0,0,0,0,0,0,167,2026-02-03 00:01:40.514476
ELEC-day2,0.0,0.0,0.0,,,,0,0,0,0,0,0,167,2026-02-03 00:01:40.514476
ELEC-day3,0.0,0.0,0.0,,,,0,0,0,0,0,0,167,2026-02-03 00:01:40.514476
ELEC-day4,0.0,0.0,0.0,,,,0,0,0,0,0,0,167,2026-02-03 00:01:40.514476
ELEC-day5,0.0,0.0,0.0,,,,0,0,0,0,0,0,167,2026-02-03 00:01:40.514476
ELEC-day6,0.0,0.0,0.0,,,,0,0,0,0,0,0,167,2026-02-03 00:01:40.514476
ELEC-F,0.0,16.0,0.0,,,1.0,0,0,0,0,0,0,167,2026-02-03 00:01:40.514476
NG,2.17,2.15,2.19,800000.0,800000.0,,0,0,0,0,0,0,168,2026-02-03 00:01:41.556389
ELEC-day2,0.0,0.0,0.0,,,,0,0,0,0,0,0,168,2026-02-03 00:01:41.556389
ELEC-day3,0.0,0.0,0.0,,,,0,0,0,0,0,0,168,2026-02-03 00:01:41.556389
ELEC-day4,0.0,0.0,0.0,,,,0,0,0,0,0,0,168,2026-02-03 00:01:41.556389
ELEC-day5,0.0,0.0,0.0,,,,0,0,0,0,0,0,168,2026-02-03 00:01:41.556389
ELEC-day6,0.0,0.0,0.0,,,,0,0,0,0,0,0,168,2026-02-03 00:01:41.556389
ELEC-F,0.0,16.0,0.0,,,1.0,0,0,0,0,0,0,168,2026-02-03 00:01:41.556389
NG,2.18,2.16,2.2,800000.0,800000.0,,0,0,0,0,0,0,169,2026-02-03 00:01:42.594823
ELEC-day2,0.0,0.0,0.0,,,,0,0,0,0,0,0,169,2026-02-03 00:01:42.594823
ELEC-day3,0.0,0.0,0.0,,,,0,0,0,0,0,0,169,2026-02-03 00:01:42.594823
ELEC-day4,0.0,0.0,0.0,,,,0,0,0,0,0,0,169,2026-02-03 00:01:42.594823
ELEC-day5,0.0,0.0,0.0,,,,0,0,0,0,0,0,169,2026-02-03 00:01:42.594823
ELEC-day6,0.0,0.0,0.0,,,,0,0,0,0,0,0,169,2026-02-03 00:01:42.594823
ELEC-F,0.0,16.0,0.0,,,1.0,0,0,0,0,0,0,169,2026-02-03 00:01:42.594823
NG,2.17,2.15,2.19,800000.0,800000.0,,0,0,0,0,0,0,170,2026-02-03 00:01:43.627800
ELEC-day2,0.0,0.0,0.0,,,,0,0,0,0,0,0,170,2026-02-03 00:01:43.627800
ELEC-day3,0.0,0.0,0.0,,,,0,0,0,0,0,0,170,2026-02-03 00:01:43.627800
ELEC-day4,0.0,0.0,0.0,,,,0,0,0,0,0,0,170,2026-02-03 00:01:43.627800
ELEC-day5,0.0,0.0,0.0,,,,0,0,0,0,0,0,170,2026-02-03 00:01:43.627800
ELEC-day6,0.0,0.0,0.0,,,,0,0,0,0,0,0,170,2026-02-03 00:01:43.627800
ELEC-F,0.0,16.0,0.0,,,1.0,0,0,0,0,0,0,170,2026-02-03 00:01:43.627800
NG,2.17,2.15,2.19,800000.0,800000.0,,0,0,0,0,0,0,171,2026-02-03 00:01:44.670681
ELEC-day2,0.0,0.0,0.0,,,,0,0,0,0,0,0,171,2026-02-03 00:01:44.670681
ELEC-day3,0.0,0.0,0.0,,,,0,0,0,0,0,0,171,2026-02-03 00:01:44.670681
ELEC-day4,0.0,0.0,0.0,,,,0,0,0,0,0,0,171,2026-02-03 00:01:44.670681
ELEC-day5,0.0,0.0,0.0,,,,0,0,0,0,0,0,171,2026-02-03 00:01:44.670681
ELEC-day6,0.0,0.0,0.0,,,,0,0,0,0,0,0,171,2026-02-03 00:01:44.670681
ELEC-F,0.0,16.0,0.0,,,1.0,0,0,0,0,0,0,171,2026-02-03 00:01:44.670681
NG,2.18,2.16,2.2,800000.0,800000.0,,0,0,0,0,0,0,172,2026-02-03 00:01:45.712143
ELEC-day2,0.0,0.0,0.0,,,,0,0,0,0,0,0,172,2026-02-03 00:01:45.712143
ELEC-day3,0.0,0.0,0.0,,,,0,0,0,0,0,0,172,2026-02-03 00:01:45.712143
ELEC-day4,0.0,0.0,0.0,,,,0,0,0,0,0,0,172,2026-02-03 00:01:45.712143
ELEC-day5,0.0,0.0,0.0,,,,0,0,0,0,0,0,172,2026-02-03 00:01:45.712143
ELEC-day6,0.0,0.0,0.0,,,,0,0,0,0,0,0,172,2026-02-03 00:01:45.712143
ELEC-F,0.0,16.0,0.0,,,1.0,0,0,0,0,0,0,172,2026-02-03 00:01:45.712143
NG,2.18,2.16,2.2,800000.0,800000.0,,0,0,0,0,0,0,173,2026-02-03 00:01:46.747575
ELEC-day2,0.0,0.0,0.0,,,,0,0,0,0,0,0,173,2026-02-03 00:01:46.747575
ELEC-day3,0.0,0.0,0.0,,,,0,0,0,0,0,0,173,2026-02-03 00:01:46.747575
ELEC-day4,0.0,0.0,0.0,,,,0,0,0,0,0,0,173,2026-02-03 00:01:46.747575
ELEC-day5,0.0,0.0,0.0,,,,0,0,0,0,0,0,173,2026-02-03 00:01:46.747575
ELEC-day6,0.0,0.0,0.0,,,,0,0,0,0,0,0,173,2026-02-03 00:01:46.747575
ELEC-F,0.0,16.0,0.0,,,1.0,0,0,0,0,0,0,173,2026-02-03 00:01:46.747575
NG,2.18,2.16,2.2,800000.0,800000.0,,0,0,0,0,0,0,174,2026-02-03 00:01:47.783581
ELEC-day2,0.0,0.0,0.0,,,,0,0,0,0,0,0,174,2026-02-03 00:01:47.783581
ELEC-day3,0.0,0.0,0.0,,,,0,0,0,0,0,0,174,2026-02-03 00:01:47.783581
ELEC-day4,0.0,0.0,0.0,,,,0,0,0,0,0,0,174,2026-02-03 00:01:47.783581
ELEC-day5,0.0,0.0,0.0,,,,0,0,0,0,0,0,174,2026-02-03 00:01:47.783581
ELEC-day6,0.0,0.0,0.0,,,,0,0,0,0,0,0,174,2026-02-03 00:01:47.783581
ELEC-F,0.0,16.0,0.0,,,1.0,0,0,0,0,0,0,174,2026-02-03 00:01:47.783581
NG,2.17,2.15,2.19,800000.0,800000.0,,0,0,0,0,0,0,175,2026-02-03 00:01:48.815991
ELEC-day2,0.0,0.0,0.0,,,,0,0,0,0,0,0,175,2026-02-03 00:01:48.815991
ELEC-day3,0.0,0.0,0.0,,,,0,0,0,0,0,0,175,2026-02-03 00:01:48.815991
ELEC-day4,0.0,0.0,0.0,,,,0,0,0,0,0,0,175,2026-02-03 00:01:48.815991
ELEC-day5,0.0,0.0,0.0,,,,0,0,0,0,0,0,175,2026-02-03 00:01:48.815991
ELEC-day6,0.0,0.0,0.0,,,,0,0,0,0,0,0,175,2026-02-03 00:01:48.815991
ELEC-F,0.0,16.0,0.0,,,1.0,0,0,0,0,0,0,175,2026-02-03 00:01:48.815991
NG,2.19,2.17,2.21,800000.0,800000.0,,0,0,0,0,0,0,176,2026-02-03 00:01:49.906195
ELEC-day2,0.0,0.0,0.0,,,,0,0,0,0,0,0,176,2026-02-03 00:01:49.906195
ELEC-day3,0.0,0.0,0.0,,,,0,0,0,0,0,0,176,2026-02-03 00:01:49.906195
ELEC-day4,0.0,0.0,0.0,,,,0,0,0,0,0,0,176,2026-02-03 00:01:49.906195
ELEC-day5,0.0,0.0,0.0,,,,0,0,0,0,0,0,176,2026-02-03 00:01:49.906195
ELEC-day6,0.0,0.0,0.0,,,,0,0,0,0,0,0,176,2026-02-03 00:01:49.906195
ELEC-F,0.0,16.0,0.0,,,1.0,0,0,0,0,0,0,176,2026-02-03 00:01:49.906195
NG,2.19,2.17,2.21,800000.0,800000.0,,0,0,0,0,0,0,177,2026-02-03 00:01:50.434951
ELEC-day2,0.0,0.0,0.0,,,,0,0,0,0,0,0,177,2026-02-03 00:01:50.434951
ELEC-day3,0.0,0.0,0.0,,,,0,0,0,0,0,0,177,2026-02-03 00:01:50.434951
ELEC-day4,0.0,0.0,0.0,,,,0,0,0,0,0,0,177,2026-02-03 00:01:50.434951
ELEC-day5,0.0,0.0,0.0,,,,0,0,0,0,0,0,177,2026-02-03 00:01:50.434951
ELEC-day6,0.0,0.0,0.0,,,,0,0,0,0,0,0,177,2026-02-03 00:01:50.434951
ELEC-F,0.0,16.0,0.0,,,1.0,0,0,0,0,0,0,177,2026-02-03 00:01:50.434951
NG,2.2,2.18,2.22,800000.0,800000.0,,0,0,0,0,0,0,178,2026-02-03 00:01:51.526015
ELEC-day2,0.0,0.0,0.0,,,,0,0,0,0,0,0,178,2026-02-03 00:01:51.526015
ELEC-day3,0.0,0.0,0.0,,,,0,0,0,0,0,0,178,2026-02-03 00:01:51.526015
ELEC-day4,0.0,0.0,0.0,,,,0,0,0,0,0,0,178,2026-02-03 00:01:51.526015
ELEC-day5,0.0,0.0,0.0,,,,0,0,0,0,0,0,178,2026-02-03 00:01:51.526015
ELEC-day6,0.0,0.0,0.0,,,,0,0,0,0,0,0,178,2026-02-03 00:01:51.526015
ELEC-F,0.0,16.0,0.0,,,1.0,0,0,0,0,0,0,178,2026-02-03 00:01:51.526015
NG,2.19,2.17,2.21,800000.0,800000.0,,0,0,0,0,0,0,179,2026-02-03 00:01:52.565680
ELEC-day2,0.0,0.0,0.0,,,,0,0,0,0,0,0,179,2026-02-03 00:01:52.565680
ELEC-day3,0.0,0.0,0.0,,,,0,0,0,0,0,0,179,2026-02-03 00:01:52.565680
ELEC-day4,0.0,0.0,0.0,,,,0,0,0,0,0,0,179,2026-02-03 00:01:52.565680
ELEC-day5,0.0,0.0,0.0,,,,0,0,0,0,0,0,179,2026-02-03 00:01:52.565680
ELEC-day6,0.0,0.0,0.0,,,,0,0,0,0,0,0,179,2026-02-03 00:01:52.565680
ELEC-F,0.0,16.0,0.0,,,1.0,0,0,0,0,0,0,179,2026-02-03 00:01:52.565680
NG,2.19,2.17,2.21,800000.0,800000.0,,0,0,0,0,0,0,180,2026-02-03 00:01:53.602729
ELEC-day2,0.0,0.0,0.0,,,,0,0,0,0,0,0,180,2026-02-03 00:01:53.602729
ELEC-day3,0.0,0.0,0.0,,,,0,0,0,0,0,0,180,2026-02-03 00:01:53.602729
ELEC-day4,0.0,0.0,0.0,,,,0,0,0,0,0,0,180,2026-02-03 00:01:53.602729
ELEC-day5,0.0,0.0,0.0,,,,0,0,0,0,0,0,180,2026-02-03 00:01:53.602729
ELEC-day6,0.0,0.0,0.0,,,,0,0,0,0,0,0,180,2026-02-03 00:01:53.602729
ELEC-F,0.0,16.0,0.0,,,1.0,0,0,0,0,0,0,180,2026-02-03 00:01:53.602729
NG,2.2,2.18,2.22,800000.0,800000.0,,0,0,0,0,0,0,0,2026-02-03 00:01:54.641485,8.0,1.0,180.0,,SPOT PRICE AND VOLUMES FOR DAY 2,The Regulatory Authority for Electricity board decided that on day 2 the following prices and volumes will be enforced:<br><br>326 contracts are available for market participants to buy at a price of $19.16<br><br>326 contracts are available for market participants to sell at a price of $19.15
ELEC-day2,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,2026-02-03 00:01:54.641485,,,,,,
ELEC-day3,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,2026-02-03 00:01:54.641485,,,,,,
ELEC-day4,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,2026-02-03 00:01:54.641485,,,,,,
ELEC-day5,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,2026-02-03 00:01:54.641485,,,,,,
ELEC-day6,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,2026-02-03 00:01:54.641485,,,,,,
ELEC-F,0.0,16.0,0.0,,,1.0,0,0,0,0,0,0,0,2026-02-03 00:01:54.641485,,,,,,
NG,2.19,2.17,2.21,800000.0,800000.0,,0,0,0,0,0,0,1,2026-02-03 00:01:55.789223
ELEC-day2,0.0,19.15,19.16,326.0,326.0,,0,0,0,0,0,0,1,2026-02-03 00:01:55.789223
ELEC-day3,0.0,0.0,0.0,,,,0,0,0,0,0,0,1,2026-02-03 00:01:55.789223
ELEC-day4,0.0,0.0,0.0,,,,0,0,0,0,0,0,1,2026-02-03 00:01:55.789223
ELEC-day5,0.0,0.0,0.0,,,,0,0,0,0,0,0,1,2026-02-03 00:01:55.789223
ELEC-day6,0.0,0.0,0.0,,,,0,0,0,0,0,0,1,2026-02-03 00:01:55.789223
ELEC-F,0.0,16.0,0.0,,,1.0,0,0,0,0,0,0,1,2026-02-03 00:01:55.789223
NG,2.19,2.17,2.21,800000.0,800000.0,,0,0,0,0,0,0,2,2026-02-03 00:01:56.827593,9.0,2.0,1.0,,SUNLIGHT Forecast for DAY 3,The weather forecasts call for between 1 and 6 hours of sunlight tomorrow.
ELEC-day2,0.0,19.15,19.16,326.0,326.0,,0,0,0,0,0,0,2,2026-02-03 00:01:56.827593,,,,,,
ELEC-day3,0.0,0.0,0.0,,,,0,0,0,0,0,0,2,2026-02-03 00:01:56.827593,,,,,,
ELEC-day4,0.0,0.0,0.0,,,,0,0,0,0,0,0,2,2026-02-03 00:01:56.827593,,,,,,
ELEC-day5,0.0,0.0,0.0,,,,0,0,0,0,0,0,2,2026-02-03 00:01:56.827593,,,,,,
ELEC-day6,0.0,0.0,0.0,,,,0,0,0,0,0,0,2,2026-02-03 00:01:56.827593,,,,,,
ELEC-F,0.0,16.0,0.0,,,1.0,0,0,0,0,0,0,2,2026-02-03 00:01:56.827593,,,,,,
NG,2.19,2.17,2.21,800000.0,800000.0,,0,0,0,0,0,0,3,2026-02-03 00:01:57.872153
ELEC-day2,0.0,19.15,19.16,326.0,326.0,,0,0,0,0,0,0,3,2026-02-03 00:01:57.872153
ELEC-day3,0.0,0.0,0.0,,,,0,0,0,0,0,0,3,2026-02-03 00:01:57.872153
ELEC-day4,0.0,0.0,0.0,,,,0,0,0,0,0,0,3,2026-02-03 00:01:57.872153
ELEC-day5,0.0,0.0,0.0,,,,0,0,0,0,0,0,3,2026-02-03 00:01:57.872153
ELEC-day6,0.0,0.0,0.0,,,,0,0,0,0,0,0,3,2026-02-03 00:01:57.872153
ELEC-F,0.0,16.0,0.0,,,1.0,0,0,0,0,0,0,3,2026-02-03 00:01:57.872153
NG,2.19,2.17,2.21,800000.0,800000.0,,0,0,0,0,0,0,4,2026-02-03 00:01:58.910386
ELEC-day2,0.0,19.15,19.16,326.0,326.0,,0,0,0,0,0,0,4,2026-02-03 00:01:58.910386
ELEC-day3,0.0,0.0,0.0,,,,0,0,0,0,0,0,4,2026-02-03 00:01:58.910386
ELEC-day4,0.0,0.0,0.0,,,,0,0,0,0,0,0,4,2026-02-03 00:01:58.910386
ELEC-day5,0.0,0.0,0.0,,,,0,0,0,0,0,0,4,2026-02-03 00:01:58.910386
ELEC-day6,0.0,0.0,0.0,,,,0,0,0,0,0,0,4,2026-02-03 00:01:58.910386
ELEC-F,0.0,16.0,0.0,,,1.0,0,0,0,0,0,0,4,2026-02-03 00:01:58.910386
NG,2.19,2.17,2.21,800000.0,800000.0,,0,0,0,0,0,0,5,2026-02-03 00:02:00.011621
ELEC-day2,0.0,19.15,19.16,326.0,326.0,,0,0,0,0,0,0,5,2026-02-03 00:02:00.011621
ELEC-day3,0.0,0.0,0.0,,,,0,0,0,0,0,0,5,2026-02-03 00:02:00.011621
ELEC-day4,0.0,0.0,0.0,,,,0,0,0,0,0,0,5,2026-02-03 00:02:00.011621
ELEC-day5,0.0,0.0,0.0,,,,0,0,0,0,0,0,5,2026-02-03 00:02:00.011621
ELEC-day6,0.0,0.0,0.0,,,,0,0,0,0,0,0,5,2026-02-03 00:02:00.011621
ELEC-F,0.0,16.0,0.0,,,1.0,0,0,0,0,0,0,5,2026-02-03 00:02:00.011621
NG,2.18,2.16,2.2,800000.0,800000.0,,0,0,0,0,0,0,6,2026-02-03 00:02:00.581020
ELEC-day2,0.0,19.15,19.16,326.0,326.0,,0,0,0,0,0,0,6,2026-02-03 00:02:00.581020
ELEC-day3,0.0,0.0,0.0,,,,0,0,0,0,0,0,6,2026-02-03 00:02:00.581020
ELEC-day4,0.0,0.0,0.0,,,,0,0,0,0,0,0,6,2026-02-03 00:02:00.581020
ELEC-day5,0.0,0.0,0.0,,,,0,0,0,0,0,0,6,2026-02-03 00:02:00.581020
ELEC-day6,0.0,0.0,0.0,,,,0,0,0,0,0,0,6,2026-02-03 00:02:00.581020
ELEC-F,0.0,16.0,0.0,,,1.0,0,0,0,0,0,0,6,2026-02-03 00:02:00.581020
NG,2.18,2.16,2.2,800000.0,800000.0,,0,0,0,0,0,0,7,2026-02-03 00:02:01.624429
ELEC-day2,0.0,19.15,19.16,326.0,326.0,,0,0,0,0,0,0,7,2026-02-03 00:02:01.624429
ELEC-day3,0.0,0.0,0.0,,,,0,0,0,0,0,0,7,2026-02-03 00:02:01.624429
ELEC-day4,0.0,0.0,0.0,,,,0,0,0,0,0,0,7,2026-02-03 00:02:01.624429
ELEC-day5,0.0,0.0,0.0,,,,0,0,0,0,0,0,7,2026-02-03 00:02:01.624429
ELEC-day6,0.0,0.0,0.0,,,,0,0,0,0,0,0,7,2026-02-03 00:02:01.624429
ELEC-F,0.0,16.0,0.0,,,1.0,0,0,0,0,0,0,7,2026-02-03 00:02:01.624429
NG,2.19,2.17,2.21,800000.0,800000.0,,0,0,0,0,0,0,8,2026-02-03 00:02:02.664086
ELEC-day2,0.0,19.15,19.16,326.0,326.0,,0,0,0,0,0,0,8,2026-02-03 00:02:02.664086
ELEC-day3,0.0,0.0,0.0,,,,0,0,0,0,0,0,8,2026-02-03 00:02:02.664086
ELEC-day4,0.0,0.0,0.0,,,,0,0,0,0,0,0,8,2026-02-03 00:02:02.664086
ELEC-day5,0.0,0.0,0.0,,,,0,0,0,0,0,0,8,2026-02-03 00:02:02.664086
ELEC-day6,0.0,0.0,0.0,,,,0,0,0,0,0,0,8,2026-02-03 00:02:02.664086
ELEC-F,0.0,16.0,0.0,,,1.0,0,0,0,0,0,0,8,2026-02-03 00:02:02.664086
NG,2.19,2.17,2.21,800000.0,800000.0,,0,0,0,0,0,0,9,2026-02-03 00:02:03.704944
ELEC-day2,0.0,19.15,19.16,326.0,326.0,,0,0,0,0,0,0,9,2026-02-03 00:02:03.704944
ELEC-day3,0.0,0.0,0.0,,,,0,0,0,0,0,0,9,2026-02-03 00:02:03.704944
ELEC-day4,0.0,0.0,0.0,,,,0,0,0,0,0,0,9,2026-02-03 00:02:03.704944
ELEC-day5,0.0,0.0,0.0,,,,0,0,0,0,0,0,9,2026-02-03 00:02:03.704944
ELEC-day6,0.0,0.0,0.0,,,,0,0,0,0,0,0,9,2026-02-03 00:02:03.704944
ELEC-F,0.0,16.0,0.0,,,1.0,0,0,0,0,0,0,9,2026-02-03 00:02:03.704944
NG,2.19,2.17,2.21,800000.0,800000.0,,0,0,0,0,0,0,10,2026-02-03 00:02:04.741986
ELEC-day2,0.0,19.15,19.16,326.0,326.0,,0,0,0,0,0,0,10,2026-02-03 00:02:04.741986
ELEC-day3,0.0,0.0,0.0,,,,0,0,0,0,0,0,10,2026-02-03 00:02:04.741986
ELEC-day4,0.0,0.0,0.0,,,,0,0,0,0,0,0,10,2026-02-03 00:02:04.741986
ELEC-day5,0.0,0.0,0.0,,,,0,0,0,0,0,0,10,2026-02-03 00:02:04.741986
ELEC-day6,0.0,0.0,0.0,,,,0,0,0,0,0,0,10,2026-02-03 00:02:04.741986
ELEC-F,0.0,16.0,0.0,,,1.0,0,0,0,0,0,0,10,2026-02-03 00:02:04.741986
NG,2.19,2.17,2.21,800000.0,800000.0,,0,0,0,0,0,0,11,2026-02-03 00:02:05.788641
ELEC-day2,0.0,19.15,19.16,326.0,326.0,,0,0,0,0,0,0,11,2026-02-03 00:02:05.788641
ELEC-day3,0.0,0.0,0.0,,,,0,0,0,0,0,0,11,2026-02-03 00:02:05.788641
ELEC-day4,0.0,0.0,0.0,,,,0,0,0,0,0,0,11,2026-02-03 00:02:05.788641
ELEC-day5,0.0,0.0,0.0,,,,0,0,0,0,0,0,11,2026-02-03 00:02:05.788641
ELEC-day6,0.0,0.0,0.0,,,,0,0,0,0,0,0,11,2026-02-03 00:02:05.788641
ELEC-F,0.0,16.0,0.0,,,1.0,0,0,0,0,0,0,11,2026-02-03 00:02:05.788641
NG,2.2,2.18,2.22,800000.0,800000.0,,0,0,0,0,0,0,12,2026-02-03 00:02:06.829797
ELEC-day2,0.0,19.15,19.16,326.0,326.0,,0,0,0,0,0,0,12,2026-02-03 00:02:06.829797
ELEC-day3,0.0,0.0,0.0,,,,0,0,0,0,0,0,12,2026-02-03 00:02:06.829797
ELEC-day4,0.0,0.0,0.0,,,,0,0,0,0,0,0,12,2026-02-03 00:02:06.829797
ELEC-day5,0.0,0.0,0.0,,,,0,0,0,0,0,0,12,2026-02-03 00:02:06.829797
ELEC-day6,0.0,0.0,0.0,,,,0,0,0,0,0,0,12,2026-02-03 00:02:06.829797
ELEC-F,0.0,16.0,0.0,,,1.0,0,0,0,0,0,0,12,2026-02-03 00:02:06.829797
NG,2.19,2.17,2.21,800000.0,800000.0,,0,0,0,0,0,0,13,2026-02-03 00:02:07.874113
ELEC-day2,0.0,19.15,19.16,326.0,326.0,,0,0,0,0,0,0,13,2026-02-03 00:02:07.874113
ELEC-day3,0.0,0.0,0.0,,,,0,0,0,0,0,0,13,2026-02-03 00:02:07.874113
ELEC-day4,0.0,0.0,0.0,,,,0,0,0,0,0,0,13,2026-02-03 00:02:07.874113
ELEC-day5,0.0,0.0,0.0,,,,0,0,0,0,0,0,13,2026-02-03 00:02:07.874113
ELEC-day6,0.0,0.0,0.0,,,,0,0,0,0,0,0,13,2026-02-03 00:02:07.874113
ELEC-F,0.0,16.0,0.0,,,1.0,0,0,0,0,0,0,13,2026-02-03 00:02:07.874113
NG,2.19,2.17,2.21,800000.0,800000.0,,0,0,0,0,0,0,14,2026-02-03 00:02:08.923463
ELEC-day2,0.0,19.15,19.16,326.0,326.0,,0,0,0,0,0,0,14,2026-02-03 00:02:08.923463
ELEC-day3,0.0,0.0,0.0,,,,0,0,0,0,0,0,14,2026-02-03 00:02:08.923463
ELEC-day4,0.0,0.0,0.0,,,,0,0,0,0,0,0,14,2026-02-03 00:02:08.923463
ELEC-day5,0.0,0.0,0.0,,,,0,0,0,0,0,0,14,2026-02-03 00:02:08.923463
ELEC-day6,0.0,0.0,0.0,,,,0,0,0,0,0,0,14,2026-02-03 00:02:08.923463
ELEC-F,0.0,16.0,0.0,,,1.0,0,0,0,0,0,0,14,2026-02-03 00:02:08.923463
NG,2.2,2.18,2.22,800000.0,800000.0,,0,0,0,0,0,0,15,2026-02-03 00:02:09.962774
ELEC-day2,0.0,19.15,19.16,326.0,326.0,,0,0,0,0,0,0,15,2026-02-03 00:02:09.962774
ELEC-day3,0.0,0.0,0.0,,,,0,0,0,0,0,0,15,2026-02-03 00:02:09.962774
ELEC-day4,0.0,0.0,0.0,,,,0,0,0,0,0,0,15,2026-02-03 00:02:09.962774
ELEC-day5,0.0,0.0,0.0,,,,0,0,0,0,0,0,15,2026-02-03 00:02:09.962774
ELEC-day6,0.0,0.0,0.0,,,,0,0,0,0,0,0,15,2026-02-03 00:02:09.962774
