ticker,last_price,bid_price,ask_price,BUY_ANON,SELL_ANON,SELL_GIOT-2,BUY_GIOT-2,tick,timestamp
COMP,25.21,25.19,25.21,133400.0,87800.0,15000.0,0,143,2026-02-02 23:01:59.809760
RITC,9.87,9.87,9.89,208000.0,211000.0,,0,144,2026-02-02 23:02:00.831288
COMP,25.21,25.19,25.21,132800.0,87800.0,15000.0,0,144,2026-02-02 23:02:00.831288
RITC,9.87,9.87,9.89,208000.0,206400.0,,0,145,2026-02-02 23:02:01.857961
COMP,25.21,25.19,25.22,133200.0,87800.0,15000.0,0,145,2026-02-02 23:02:01.857961
RITC,9.87,9.87,9.89,207800.0,206400.0,,0,146,2026-02-02 23:02:02.378606
COMP,25.21,25.19,25.22,134800.0,87800.0,15000.0,0,146,2026-02-02 23:02:02.378606
RITC,9.87,9.87,9.89,210200.0,207200.0,,0,147,2026-02-02 23:02:03.427102
COMP,25.22,25.19,25.22,134800.0,87800.0,15000.0,0,147,2026-02-02 23:02:03.427102
RITC,9.87,9.87,9.88,210200.0,206100.0,,0,148,2026-02-02 23:02:04.455131
COMP,25.22,25.21,25.22,136100.0,87800.0,15000.0,0,148,2026-02-02 23:02:04.455131
RITC,9.85,9.85,9.88,214000.0,206100.0,,0,149,2026-02-02 23:02:05.784399
COMP,25.22,25.21,25.22,137200.0,80500.0,15000.0,0,149,2026-02-02 23:02:05.784399
RITC,9.85,9.85,9.88,214400.0,206100.0,,0,150,2026-02-02 23:02:06.408402
COMP,25.22,25.21,25.22,137200.0,80500.0,15000.0,0,150,2026-02-02 23:02:06.408402
RITC,9.85,9.84,9.85,206100.0,208200.0,,0,151,2026-02-02 23:02:07.533117
COMP,25.22,25.21,25.22,138300.0,80500.0,15000.0,0,151,2026-02-02 23:02:07.533117
RITC,9.85,9.84,9.85,215400.0,211400.0,,0,152,2026-02-02 23:02:08.965777
COMP,25.22,25.21,25.22,138300.0,73400.0,15000.0,0,152,2026-02-02 23:02:08.965777
RITC,9.84,9.84,9.85,206000.0,210600.0,,0,153,2026-02-02 23:02:09.569042
COMP,25.22,25.21,25.22,138300.0,73400.0,15000.0,0,153,2026-02-02 23:02:09.569042
RITC,9.86,9.84,9.86,215300.0,209800.0,0,0,154,2026-02-02 23:02:10.589605
COMP,25.23,25.21,25.23,138300.0,73400.0,0,0,154,2026-02-02 23:02:10.589605
RITC,9.86,9.84,9.85,215300.0,210500.0,,0,155,2026-02-02 23:02:11.617536
COMP,25.23,25.21,25.23,139300.0,74100.0,15000.0,0,155,2026-02-02 23:02:11.617536
RITC,9.86,9.84,9.85,211700.0,210500.0,,0,156,2026-02-02 23:02:12.684959
COMP,25.23,25.21,25.23,140300.0,74100.0,15000.0,0,156,2026-02-02 23:02:12.684959
RITC,9.85,9.84,9.85,209200.0,210500.0,,0,157,2026-02-02 23:02:13.736310
COMP,25.23,25.22,25.23,139400.0,74100.0,15000.0,0,157,2026-02-02 23:02:13.736310
RITC,9.84,9.84,9.85,210900.0,209000.0,,0,158,2026-02-02 23:02:14.782311
COMP,25.23,25.22,25.23,138100.0,74100.0,15000.0,0,158,2026-02-02 23:02:14.782311
RITC,9.84,9.84,9.85,202300.0,209700.0,0,0,159,2026-02-02 23:02:15.809503
COMP,25.27,25.22,25.27,140400.0,74100.0,0,0,159,2026-02-02 23:02:15.809503
RITC,9.84,9.84,9.85,193000.0,207700.0,,0,160,2026-02-02 23:02:16.841912
COMP,25.27,25.24,25.27,139300.0,74100.0,10000.0,0,160,2026-02-02 23:02:16.841912
RITC,9.85,9.84,9.85,193000.0,207000.0,,0,161,2026-02-02 23:02:17.869441
COMP,25.27,25.24,25.27,139300.0,72900.0,10000.0,0,161,2026-02-02 23:02:17.869441
RITC,9.83,9.83,9.86,184600.0,209000.0,0,0,162,2026-02-02 23:02:18.899629
COMP,25.29,25.24,25.29,139300.0,72900.0,0,0,162,2026-02-02 23:02:18.899629
RITC,9.83,9.83,9.86,184600.0,210200.0,0,0,163,2026-02-02 23:02:19.925593
COMP,25.29,25.27,25.29,138300.0,72900.0,0,0,163,2026-02-02 23:02:19.925593
RITC,9.82,9.82,9.84,165800.0,210700.0,0,0,164,2026-02-02 23:02:20.959539
COMP,25.31,25.27,25.31,138300.0,71600.0,0,0,164,2026-02-02 23:02:20.959539
RITC,9.84,9.82,9.84,165800.0,210700.0,0,0,165,2026-02-02 23:02:21.478860
COMP,25.31,25.3,25.31,138000.0,71600.0,0,0,165,2026-02-02 23:02:21.478860
RITC,9.82,9.82,9.84,154600.0,210700.0,0,0,166,2026-02-02 23:02:22.536028
COMP,25.31,25.3,25.31,140200.0,71600.0,0,0,166,2026-02-02 23:02:22.536028
RITC,9.82,9.82,9.84,165200.0,213300.0,0,0,167,2026-02-02 23:02:23.567941
COMP,25.31,25.3,25.31,140000.0,71600.0,0,0,167,2026-02-02 23:02:23.567941
RITC,9.82,9.82,9.84,165200.0,213000.0,0,0,168,2026-02-02 23:02:24.614910
COMP,25.31,25.3,25.31,140200.0,71600.0,0,0,168,2026-02-02 23:02:24.614910
RITC,9.85,9.82,9.83,165200.0,213500.0,0,0,169,2026-02-02 23:02:25.657591
COMP,25.33,25.3,25.33,140200.0,70400.0,0,0,169,2026-02-02 23:02:25.657591
RITC,9.85,9.82,9.83,174100.0,213500.0,0,0,170,2026-02-02 23:02:26.701644
COMP,25.33,25.3,25.33,140200.0,70400.0,0,0,170,2026-02-02 23:02:26.701644
RITC,9.82,9.82,9.83,172100.0,213500.0,0,0,171,2026-02-02 23:02:27.772465
COMP,25.33,25.33,25.34,139500.0,68000.0,0,0,171,2026-02-02 23:02:27.772465
RITC,9.82,9.82,9.83,190500.0,213500.0,0,0,172,2026-02-02 23:02:28.808365
COMP,25.34,25.33,25.34,141200.0,68000.0,0,0,172,2026-02-02 23:02:28.808365
RITC,9.83,9.84,9.85,200900.0,211700.0,0,0,173,2026-02-02 23:02:29.842352
COMP,25.37,25.33,25.37,141200.0,68100.0,0,0,173,2026-02-02 23:02:29.842352
RITC,9.85,9.85,9.86,209600.0,209400.0,0,0,174,2026-02-02 23:02:30.876642
COMP,25.37,25.33,25.37,139400.0,68100.0,0,0,174,2026-02-02 23:02:30.876642
RITC,9.86,9.85,9.86,209600.0,209100.0,0,0,175,2026-02-02 23:02:31.902270
COMP,25.49,25.33,25.49,139400.0,67100.0,0,0,175,2026-02-02 23:02:31.902270
RITC,9.86,9.85,9.86,207300.0,208500.0,0,0,176,2026-02-02 23:02:32.932099
COMP,25.49,25.48,25.49,138100.0,67100.0,0,0,176,2026-02-02 23:02:32.932099
RITC,9.87,9.85,9.87,207300.0,210300.0,0,0,177,2026-02-02 23:02:33.961875
COMP,25.49,25.48,25.49,139200.0,67100.0,0,0,177,2026-02-02 23:02:33.961875
RITC,9.87,9.86,9.87,207900.0,209600.0,0,0,178,2026-02-02 23:02:34.988157
COMP,25.49,25.48,25.49,139100.0,67100.0,0,0,178,2026-02-02 23:02:34.988157
RITC,9.87,9.86,9.87,209000.0,208400.0,0,0,179,2026-02-02 23:02:36.018833
COMP,25.49,25.48,25.49,139100.0,73400.0,0,0,179,2026-02-02 23:02:36.018833
RITC,9.87,9.86,9.87,206000.0,208400.0,0,0,180,2026-02-02 23:02:36.560690
COMP,25.52,25.48,25.52,139100.0,65200.0,0,0,180,2026-02-02 23:02:36.560690
RITC,9.87,9.86,9.87,207200.0,210200.0,0,0,181,2026-02-02 23:02:37.613818
COMP,25.48,25.48,25.52,139100.0,65200.0,0,0,181,2026-02-02 23:02:37.613818
RITC,9.88,9.86,9.88,204900.0,206800.0,0,0,182,2026-02-02 23:02:38.725481
COMP,25.53,25.48,25.53,139100.0,65600.0,0,0,182,2026-02-02 23:02:38.725481
RITC,9.88,9.86,9.88,205900.0,205700.0,0,0,183,2026-02-02 23:02:39.778566
COMP,25.53,25.48,25.53,138200.0,65600.0,0,0,183,2026-02-02 23:02:39.778566
RITC,9.89,9.87,9.89,205100.0,205900.0,0,0,184,2026-02-02 23:02:40.848964
COMP,25.53,25.51,25.53,138000.0,65600.0,0,0,184,2026-02-02 23:02:40.848964
RITC,9.89,9.88,9.89,206200.0,205900.0,0,0,185,2026-02-02 23:02:41.892295
COMP,25.5,25.5,25.53,138200.0,65600.0,0,0,185,2026-02-02 23:02:41.892295
RITC,9.89,9.88,9.89,205800.0,206100.0,0,0,186,2026-02-02 23:02:42.922056
COMP,25.5,25.5,25.53,138200.0,73700.0,0,0,186,2026-02-02 23:02:42.922056
RITC,9.89,9.88,9.89,205800.0,207900.0,0,0,187,2026-02-02 23:02:43.949060
COMP,25.54,25.5,25.54,138200.0,67900.0,0,0,187,2026-02-02 23:02:43.949060
RITC,9.89,9.88,9.89,202900.0,206800.0,0,0,188,2026-02-02 23:02:44.981025
COMP,25.61,25.5,25.51,138200.0,74900.0,0,0,188,2026-02-02 23:02:44.981025
RITC,9.9,9.88,9.9,202600.0,206000.0,0,0,189,2026-02-02 23:02:46.007120
COMP,25.61,25.5,25.51,136800.0,81000.0,0,0,189,2026-02-02 23:02:46.007120
RITC,9.9,9.9,9.91,207700.0,206900.0,0,0,190,2026-02-02 23:02:47.052088
COMP,25.51,25.5,25.51,136800.0,87400.0,0,0,190,2026-02-02 23:02:47.052088
RITC,9.91,9.9,9.91,207700.0,209600.0,0,0,191,2026-02-02 23:02:47.638946
COMP,25.51,25.52,25.56,135200.0,80100.0,0,0,191,2026-02-02 23:02:47.638946
RITC,9.91,9.9,9.91,206100.0,210300.0,0,0,192,2026-02-02 23:02:48.693834
COMP,25.5,25.5,25.56,136800.0,87300.0,0,0,192,2026-02-02 23:02:48.693834
RITC,9.91,9.9,9.91,206400.0,210300.0,0,0,193,2026-02-02 23:02:49.909562
COMP,25.5,25.52,25.56,135400.0,87300.0,0,0,193,2026-02-02 23:02:49.909562
RITC,9.9,9.9,9.91,204500.0,210300.0,0,0,194,2026-02-02 23:02:50.967201
COMP,25.56,25.52,25.56,136300.0,87300.0,0,0,194,2026-02-02 23:02:50.967201
RITC,9.91,9.9,9.91,204900.0,213300.0,0,0,195,2026-02-02 23:02:52.003484
COMP,25.56,25.52,25.56,136300.0,93700.0,0,0,195,2026-02-02 23:02:52.003484
RITC,9.91,9.9,9.91,206200.0,210900.0,0,0,196,2026-02-02 23:02:53.033927
COMP,25.56,25.55,25.56,136400.0,93700.0,0,0,196,2026-02-02 23:02:53.033927
RITC,9.91,9.91,9.92,207700.0,210700.0,0,0,197,2026-02-02 23:02:54.065792
COMP,25.56,25.55,25.56,136400.0,87300.0,0,0,197,2026-02-02 23:02:54.065792
RITC,9.92,9.91,9.92,208200.0,211200.0,0,0,198,2026-02-02 23:02:55.096828
COMP,25.55,25.55,25.61,136400.0,80100.0,0,0,198,2026-02-02 23:02:55.096828
RITC,9.92,9.91,9.92,208600.0,211200.0,0,0,199,2026-02-02 23:02:56.130523
COMP,25.55,25.55,25.61,136400.0,80100.0,0,0,199,2026-02-02 23:02:56.130523
RITC,9.9,9.9,9.92,209700.0,211200.0,0,0,200,2026-02-02 23:02:57.174304
COMP,25.55,25.59,25.61,137700.0,80100.0,0,0,200,2026-02-02 23:02:57.174304
RITC,9.9,9.91,9.92,209200.0,211200.0,0,0,201,2026-02-02 23:02:57.699370
COMP,25.64,25.59,25.64,137700.0,67500.0,0,0,201,2026-02-02 23:02:57.699370
RITC,9.91,9.91,9.92,209200.0,211200.0,0,0,202,2026-02-02 23:02:58.751872
COMP,25.64,25.64,25.65,138600.0,68000.0,0,0,202,2026-02-02 23:02:58.751872
RITC,9.92,9.91,9.92,209400.0,211700.0,0,0,203,2026-02-02 23:02:59.815198
COMP,25.44,25.59,25.61,137700.0,75900.0,0,0,203,2026-02-02 23:02:59.815198
RITC,9.91,9.91,9.92,210500.0,211700.0,,0,204,2026-02-02 23:03:00.895391
COMP,25.61,25.59,25.61,137700.0,68000.0,15000.0,0,204,2026-02-02 23:03:00.895391
RITC,9.93,9.91,9.93,209500.0,213400.0,0,0,205,2026-02-02 23:03:01.930354
COMP,25.52,25.52,25.65,136600.0,68000.0,0,0,205,2026-02-02 23:03:01.930354
RITC,9.93,9.91,9.92,209500.0,211500.0,0,0,206,2026-02-02 23:03:03.035864
COMP,25.47,25.55,25.65,137500.0,68000.0,0,0,206,2026-02-02 23:03:03.035864
RITC,9.93,9.91,9.92,206900.0,211500.0,0,0,207,2026-02-02 23:03:04.111764
COMP,25.66,25.55,25.66,137500.0,67800.0,0,0,207,2026-02-02 23:03:04.111764
RITC,9.92,9.91,9.92,209600.0,211500.0,0,0,208,2026-02-02 23:03:05.180876
COMP,25.66,25.58,25.66,137600.0,67800.0,0,0,208,2026-02-02 23:03:05.180876
RITC,9.92,9.91,9.92,207000.0,211500.0,0,0,209,2026-02-02 23:03:05.708409
COMP,25.66,25.63,25.66,137400.0,67800.0,0,0,209,2026-02-02 23:03:05.708409
RITC,9.92,9.91,9.92,204900.0,211500.0,0,0,210,2026-02-02 23:03:06.778905
COMP,25.72,25.65,25.72,139200.0,68100.0,0,0,210,2026-02-02 23:03:06.778905
RITC,9.92,9.91,9.92,205600.0,211500.0,0,0,211,2026-02-02 23:03:07.828419
COMP,25.72,25.65,25.72,136500.0,68100.0,0,0,211,2026-02-02 23:03:07.828419
RITC,9.93,9.91,9.93,208200.0,212300.0,0,0,212,2026-02-02 23:03:08.874978
COMP,25.72,25.68,25.72,136100.0,68100.0,0,0,212,2026-02-02 23:03:08.874978
RITC,9.93,9.91,9.93,208100.0,212300.0,0,0,213,2026-02-02 23:03:09.927591
COMP,25.74,25.68,25.74,137200.0,67300.0,0,0,213,2026-02-02 23:03:09.927591
RITC,9.93,9.93,9.94,210900.0,211700.0,0,0,214,2026-02-02 23:03:11.027675
COMP,25.74,25.68,25.74,137200.0,67300.0,0,0,214,2026-02-02 23:03:11.027675
RITC,9.94,9.93,9.94,208500.0,214800.0,0,0,215,2026-02-02 23:03:12.087902
COMP,25.68,25.68,25.74,138500.0,67300.0,0,0,215,2026-02-02 23:03:12.087902
RITC,9.94,9.94,9.95,205800.0,214600.0,0,0,216,2026-02-02 23:03:13.125487
COMP,25.92,25.68,25.92,138500.0,64900.0,0,0,216,2026-02-02 23:03:13.125487
RITC,9.94,9.94,9.95,206900.0,214600.0,0,0,217,2026-02-02 23:03:14.174707
COMP,25.92,25.68,25.77,138500.0,79200.0,0,0,217,2026-02-02 23:03:14.174707
RITC,9.95,9.94,9.95,206200.0,211700.0,0,0,218,2026-02-02 23:03:15.209879
COMP,25.77,25.71,25.77,140500.0,79200.0,0,0,218,2026-02-02 23:03:15.209879
RITC,9.95,9.94,9.95,207200.0,208400.0,0,0,219,2026-02-02 23:03:16.250220
COMP,25.77,25.77,25.83,142100.0,72300.0,0,0,219,2026-02-02 23:03:16.250220
RITC,9.95,9.94,9.95,208400.0,208400.0,0,0,220,2026-02-02 23:03:16.784898
COMP,25.77,25.77,25.83,141700.0,72300.0,0,0,220,2026-02-02 23:03:16.784898
RITC,9.97,9.96,9.97,207500.0,204600.0,0,0,221,2026-02-02 23:03:17.819966
COMP,25.83,25.77,25.83,141700.0,72300.0,0,0,221,2026-02-02 23:03:17.819966
RITC,9.96,9.94,9.96,208400.0,205400.0,0,0,222,2026-02-02 23:03:18.861050
COMP,25.83,25.79,25.83,138900.0,72300.0,0,0,222,2026-02-02 23:03:18.861050
RITC,9.96,9.95,9.96,206300.0,205400.0,0,0,223,2026-02-02 23:03:19.959408
COMP,25.83,25.79,25.83,137300.0,72300.0,0,0,223,2026-02-02 23:03:19.959408
RITC,9.97,9.95,9.97,204700.0,204600.0,0,0,224,2026-02-02 23:03:21.001544
COMP,25.83,25.79,25.83,139600.0,72300.0,0,0,224,2026-02-02 23:03:21.001544
RITC,9.97,9.95,9.97,204700.0,203800.0,0,0,225,2026-02-02 23:03:22.044577
COMP,25.93,25.79,25.93,139600.0,65000.0,0,0,225,2026-02-02 23:03:22.044577
RITC,9.97,9.96,9.97,204100.0,203800.0,0,0,226,2026-02-02 23:03:23.075149
COMP,25.93,25.88,25.93,141500.0,65000.0,0,0,226,2026-02-02 23:03:23.075149
RITC,9.99,9.97,9.99,203100.0,201700.0,0,0,227,2026-02-02 23:03:24.120031
COMP,25.93,25.88,25.93,141100.0,65000.0,0,0,227,2026-02-02 23:03:24.120031
RITC,10.0,9.99,10.0,201600.0,201800.0,0,0,228,2026-02-02 23:03:25.152080
COMP,25.93,25.88,25.93,141800.0,71500.0,0,0,228,2026-02-02 23:03:25.152080
RITC,10.02,9.99,10.02,198000.0,201000.0,0,0,229,2026-02-02 23:03:26.188049
COMP,25.93,25.9,25.93,140800.0,71500.0,0,0,229,2026-02-02 23:03:26.188049
RITC,10.02,10.0,10.02,195900.0,198500.0,0,0,230,2026-02-02 23:03:27.214257
COMP,25.93,25.9,25.93,140800.0,84400.0,0,0,230,2026-02-02 23:03:27.214257
RITC,10.02,10.0,10.01,196400.0,198800.0,0,0,231,2026-02-02 23:03:28.244177
COMP,25.94,25.9,25.94,140800.0,78300.0,0,0,231,2026-02-02 23:03:28.244177
RITC,10.02,10.01,10.02,194200.0,198700.0,0,0,232,2026-02-02 23:03:29.281771
COMP,25.88,25.88,25.94,141000.0,78300.0,0,0,232,2026-02-02 23:03:29.281771
RITC,10.02,10.02,10.03,198600.0,199500.0,0,0,233,2026-02-02 23:03:30.313639
COMP,25.88,25.88,25.89,141000.0,85200.0,0,0,233,2026-02-02 23:03:30.313639
RITC,10.03,10.02,10.03,198600.0,199200.0,0,0,234,2026-02-02 23:03:30.864416
COMP,25.89,25.89,25.94,142500.0,78300.0,0,0,234,2026-02-02 23:03:30.864416
RITC,10.02,10.01,10.02,196100.0,197700.0,0,0,235,2026-02-02 23:03:31.924999
COMP,25.89,25.89,25.9,142500.0,86000.0,0,0,235,2026-02-02 23:03:31.924999
RITC,10.03,10.02,10.03,197400.0,199000.0,0,0,236,2026-02-02 23:03:32.992027
COMP,25.89,25.89,25.9,140600.0,86000.0,0,0,236,2026-02-02 23:03:32.992027
RITC,10.02,10.02,10.04,197400.0,199500.0,0,0,237,2026-02-02 23:03:34.091393
COMP,25.9,25.89,25.9,140600.0,86000.0,0,0,237,2026-02-02 23:03:34.091393
RITC,10.01,10.01,10.04,195800.0,199500.0,0,0,238,2026-02-02 23:03:35.192622
COMP,25.97,25.89,25.97,140600.0,71800.0,0,0,238,2026-02-02 23:03:35.192622
RITC,10.04,10.0,10.02,195800.0,199900.0,0,0,239,2026-02-02 23:03:36.219313
COMP,25.97,25.89,25.97,140500.0,78100.0,0,0,239,2026-02-02 23:03:36.219313
RITC,10.02,10.0,10.02,195800.0,202000.0,0,0,240,2026-02-02 23:03:37.248642
COMP,25.97,25.9,25.97,140300.0,78100.0,0,0,240,2026-02-02 23:03:37.248642
RITC,10.0,10.01,10.02,197100.0,202000.0,0,0,241,2026-02-02 23:03:38.278290
COMP,25.97,25.97,25.99,142200.0,71700.0,0,0,241,2026-02-02 23:03:38.278290
RITC,10.0,10.01,10.02,198700.0,200400.0,0,0,242,2026-02-02 23:03:39.322019
COMP,25.97,25.98,25.99,141500.0,71700.0,0,0,242,2026-02-02 23:03:39.322019
RITC,10.02,10.01,10.02,198700.0,200700.0,0,0,243,2026-02-02 23:03:40.359961
COMP,25.99,25.98,26.03,141500.0,65400.0,0,0,243,2026-02-02 23:03:40.359961
RITC,9.959987804878049,10.01,10.02,198400.0,190400.0,10000.0,0,244,2026-02-02 23:03:41.493675
COMP,25.99,26.01,26.03,141300.0,65400.0,,0,244,2026-02-02 23:03:41.493675
RITC,10.02,10.01,10.02,198400.0,189600.0,10000.0,0,245,2026-02-02 23:03:42.025554
COMP,25.99,26.02,26.03,140600.0,65400.0,,0,245,2026-02-02 23:03:42.025554
RITC,10.01,10.01,10.02,198400.0,10000.0,191200.0,0,246,2026-02-02 23:03:43.056447
COMP,26.03,26.02,26.03,140600.0,,65400.0,0,246,2026-02-02 23:03:43.056447
RITC,10.04,10.01,10.04,198400.0,188900.0,10000.0,0,247,2026-02-02 23:03:44.122876
COMP,26.03,26.02,26.03,139200.0,65400.0,,0,247,2026-02-02 23:03:44.122876
RITC,10.04,10.02,10.04,196900.0,190900.0,10000.0,0,248,2026-02-02 23:03:45.164105
COMP,26.03,26.02,26.03,140200.0,65400.0,,0,248,2026-02-02 23:03:45.164105
RITC,10.04,10.02,10.04,197700.0,190900.0,10000.0,0,249,2026-02-02 23:03:46.205991
COMP,26.1,26.02,26.1,140700.0,64800.0,,0,249,2026-02-02 23:03:46.205991
RITC,10.04,10.02,10.04,199200.0,190900.0,10000.0,0,250,2026-02-02 23:03:47.249171
COMP,26.1,26.05,26.1,140700.0,64800.0,,0,250,2026-02-02 23:03:47.249171
RITC,10.04,10.02,10.04,197700.0,190900.0,10000.0,0,251,2026-02-02 23:03:48.276841
COMP,26.12,26.05,26.12,140700.0,65200.0,,0,251,2026-02-02 23:03:48.276841
RITC,10.04,10.02,10.05,189100.0,1200.0,200300.0,0,252,2026-02-02 23:03:49.309301
COMP,26.12,26.08,26.12,141900.0,,65200.0,0,252,2026-02-02 23:03:49.309301
RITC,10.05,10.04,10.05,202000.0,200600.0,0,0,253,2026-02-02 23:03:50.332833
COMP,26.12,26.08,26.12,143500.0,65200.0,0,0,253,2026-02-02 23:03:50.332833
RITC,10.06,10.04,10.06,202000.0,203100.0,0,0,254,2026-02-02 23:03:51.361826
COMP,26.15,26.08,26.15,142200.0,64600.0,0,0,254,2026-02-02 23:03:51.361826
RITC,10.06,10.05,10.06,203100.0,203100.0,0,0,255,2026-02-02 23:03:52.390943
COMP,26.21,26.08,26.21,142200.0,63800.0,0,0,255,2026-02-02 23:03:52.390943
RITC,10.05,10.05,10.06,203100.0,203500.0,0,0,256,2026-02-02 23:03:53.421742
COMP,26.08,26.08,26.09,142200.0,71400.0,0,0,256,2026-02-02 23:03:53.421742
RITC,10.06,10.05,10.06,203100.0,204000.0,0,0,257,2026-02-02 23:03:54.451072
COMP,26.08,26.08,26.09,143800.0,71400.0,0,0,257,2026-02-02 23:03:54.451072
RITC,10.06,10.05,10.06,201900.0,203200.0,0,0,258,2026-02-02 23:03:55.478849
COMP,26.08,26.08,26.09,143800.0,77100.0,0,0,258,2026-02-02 23:03:55.478849
RITC,10.06,10.07,10.08,201200.0,200800.0,0,0,259,2026-02-02 23:03:56.000598
COMP,26.08,26.08,26.09,143800.0,77100.0,0,0,259,2026-02-02 23:03:56.000598
RITC,10.08,10.07,10.08,201000.0,201400.0,0,0,260,2026-02-02 23:03:57.043291
COMP,26.08,26.08,26.09,144400.0,77100.0,0,0,260,2026-02-02 23:03:57.043291
RITC,10.08,10.07,10.08,201000.0,201400.0,0,0,261,2026-02-02 23:03:58.090372
COMP,26.09,26.08,26.09,144400.0,69500.0,0,0,261,2026-02-02 23:03:58.090372
RITC,10.08,10.07,10.08,202500.0,202100.0,0,0,262,2026-02-02 23:03:59.138672
COMP,26.09,26.1,26.21,142900.0,63800.0,0,0,262,2026-02-02 23:03:59.138672
RITC,10.08,10.07,10.08,203500.0,198000.0,0,0,263,2026-02-02 23:04:00.216015
COMP,26.21,26.11,26.21,142700.0,65500.0,0,0,263,2026-02-02 23:04:00.216015
RITC,10.09,10.07,10.09,202400.0,196500.0,0,0,264,2026-02-02 23:04:01.268883
COMP,26.21,26.18,26.21,143200.0,65500.0,0,0,264,2026-02-02 23:04:01.268883
RITC,10.09,10.07,10.09,204500.0,185600.0,0,0,265,2026-02-02 23:04:02.360916
COMP,26.18,26.18,26.21,142200.0,65500.0,0,0,265,2026-02-02 23:04:02.360916
RITC,10.09,10.07,10.09,204500.0,177300.0,0,0,266,2026-02-02 23:04:03.402150
COMP,26.18,26.18,26.21,142200.0,71500.0,0,0,266,2026-02-02 23:04:03.402150
RITC,10.09,10.07,10.09,204800.0,168600.0,0,0,267,2026-02-02 23:04:04.436463
COMP,26.18,26.18,26.21,141500.0,71500.0,0,0,267,2026-02-02 23:04:04.436463
RITC,10.1,10.07,10.1,204800.0,148400.0,0,0,268,2026-02-02 23:04:05.464409
COMP,26.37,26.18,26.37,141500.0,65200.0,0,0,268,2026-02-02 23:04:05.464409
RITC,10.1,10.07,10.1,204800.0,137000.0,0,0,269,2026-02-02 23:04:06.493556
COMP,26.46,26.18,26.46,141500.0,65500.0,0,0,269,2026-02-02 23:04:06.493556
RITC,10.11,10.08,10.11,201700.0,127600.0,0,0,270,2026-02-02 23:04:07.059374
COMP,26.46,26.21,26.38,142700.0,72200.0,0,0,270,2026-02-02 23:04:07.059374
RITC,10.12,10.08,10.12,201700.0,107100.0,0,0,271,2026-02-02 23:04:08.136027
COMP,26.46,26.21,26.46,142700.0,65500.0,0,0,271,2026-02-02 23:04:08.136027
RITC,10.15,10.12,10.15,201200.0,99700.0,0,0,272,2026-02-02 23:04:09.222045
COMP,26.46,26.27,26.32,141000.0,71100.0,0,0,272,2026-02-02 23:04:09.222045
RITC,10.15,10.13,10.15,200300.0,99700.0,0,0,273,2026-02-02 23:04:10.264215
COMP,26.46,26.27,26.31,141000.0,77100.0,0,0,273,2026-02-02 23:04:10.264215
RITC,10.15,10.15,10.16,198400.0,101400.0,0,0,274,2026-02-02 23:04:11.310601
COMP,26.46,26.27,26.31,141000.0,83600.0,0,0,274,2026-02-02 23:04:11.310601
RITC,10.16,10.15,10.16,195900.0,101600.0,0,0,275,2026-02-02 23:04:12.347408
COMP,26.27,26.24,26.25,141600.0,90700.0,0,0,275,2026-02-02 23:04:12.347408
RITC,10.23,10.16,10.23,197400.0,96400.0,0,0,276,2026-02-02 23:04:13.398815
COMP,26.27,26.24,26.25,141600.0,96500.0,0,0,276,2026-02-02 23:04:13.398815
RITC,10.23,10.2,10.23,197400.0,96400.0,0,0,277,2026-02-02 23:04:14.419606
COMP,26.25,26.28,26.31,140800.0,97000.0,0,0,277,2026-02-02 23:04:14.419606
RITC,10.23,10.2,10.23,197400.0,105300.0,0,0,278,2026-02-02 23:04:15.458955
COMP,26.24,26.24,26.31,141600.0,97000.0,0,0,278,2026-02-02 23:04:15.458955
RITC,10.25,10.22,10.25,194200.0,94300.0,0,0,279,2026-02-02 23:04:16.559654
COMP,26.31,26.31,26.32,140500.0,98300.0,0,0,279,2026-02-02 23:04:16.559654
RITC,10.25,10.23,10.25,195400.0,94300.0,0,0,280,2026-02-02 23:04:17.084724
COMP,26.32,26.31,26.33,140500.0,92700.0,0,0,280,2026-02-02 23:04:17.084724
RITC,10.27,10.23,10.27,195400.0,93900.0,0,0,281,2026-02-02 23:04:18.138547
COMP,26.32,26.31,26.33,140500.0,98200.0,0,0,281,2026-02-02 23:04:18.138547
RITC,10.27,10.24,10.27,192500.0,93900.0,0,0,282,2026-02-02 23:04:19.189019
COMP,26.21,26.21,26.27,142700.0,104200.0,0,0,282,2026-02-02 23:04:19.189019
RITC,10.27,10.25,10.27,192400.0,93900.0,0,0,283,2026-02-02 23:04:20.239969
COMP,26.21,26.24,26.27,141600.0,104200.0,0,0,283,2026-02-02 23:04:20.239969
RITC,10.27,10.25,10.27,189900.0,92900.0,0,0,284,2026-02-02 23:04:21.279660
COMP,26.21,26.18,26.19,141500.0,111600.0,0,0,284,2026-02-02 23:04:21.279660
RITC,10.27,10.26,10.27,191600.0,92900.0,0,0,285,2026-02-02 23:04:22.311374
COMP,26.21,26.18,26.19,141500.0,118700.0,0,0,285,2026-02-02 23:04:22.311374
RITC,10.28,10.26,10.28,193500.0,91900.0,0,0,286,2026-02-02 23:04:23.365642
COMP,26.18,26.15,26.17,141300.0,131300.0,0,0,286,2026-02-02 23:04:23.365642
RITC,10.28,10.27,10.28,195600.0,91900.0,0,0,287,2026-02-02 23:04:24.457940
COMP,26.13,26.13,26.17,142600.0,131300.0,0,0,287,2026-02-02 23:04:24.457940
