ticker,last_price,bid_price,ask_price,BUY_ANON,SELL_ANON,BUY_ZUAI-5,BUY_ZUAI-2,SELL_ZUAI-5,SELL_WRSW-6,BUY_OTWA-1,BUY_WRSW-6,tick,timestamp
ATB,64.6,64.59,64.61,50000000.0,50000000.0,0,0,0,0,0,0,148,2026-02-03 23:34:19.502917
SPK,53.95,53.94,53.96,50000000.0,50000000.0,0,0,0,0,0,0,148,2026-02-03 23:34:19.502917
EEC,50.15,50.14,50.16,50000000.0,50000000.0,0,0,0,0,0,0,148,2026-02-03 23:34:19.502917
TGX,45.31,45.3,45.32,50000000.0,50000000.0,0,0,0,0,0,0,149,2026-02-03 23:34:20.548204
PHR,45.4,45.39,45.41,50000000.0,50000000.0,0,0,0,0,0,0,149,2026-02-03 23:34:20.548204
BYL,50.36,50.35,50.37,50000000.0,50000000.0,0,0,0,0,0,0,149,2026-02-03 23:34:20.548204
CLD,86.38,86.37,86.39,50000000.0,50000000.0,0,0,0,0,0,0,149,2026-02-03 23:34:20.548204
GGD,29.76,29.75,29.77,50000000.0,50000000.0,0,0,0,0,0,0,149,2026-02-03 23:34:20.548204
PNR,61.6,61.59,61.61,50000000.0,50000000.0,0,0,0,0,0,0,149,2026-02-03 23:34:20.548204
FSR,30.56,30.55,30.57,50000000.0,50000000.0,0,0,0,0,0,0,149,2026-02-03 23:34:20.548204
ATB,65.09,65.08,65.1,50000000.0,50000000.0,0,0,0,0,0,0,149,2026-02-03 23:34:20.548204
SPK,54.07,54.06,54.08,50000000.0,50000000.0,0,0,0,0,0,0,149,2026-02-03 23:34:20.548204
EEC,50.46,50.45,50.47,50000000.0,50000000.0,0,0,0,0,0,0,149,2026-02-03 23:34:20.548204
TGX,45.4,45.39,45.41,50000000.0,50000000.0,0,0,0,0,0,0,150,2026-02-03 23:34:21.602590
PHR,45.41,45.4,45.42,50000000.0,50000000.0,0,0,0,0,0,0,150,2026-02-03 23:34:21.602590
BYL,50.5,50.49,50.51,50000000.0,50000000.0,0,0,0,0,0,0,150,2026-02-03 23:34:21.602590
CLD,86.67,86.66,86.68,50000000.0,50000000.0,0,0,0,0,0,0,150,2026-02-03 23:34:21.602590
GGD,29.76,29.75,29.77,50000000.0,50000000.0,0,0,0,0,0,0,150,2026-02-03 23:34:21.602590
PNR,61.63,61.62,61.64,50000000.0,50000000.0,0,0,0,0,0,0,150,2026-02-03 23:34:21.602590
FSR,30.59,30.58,30.6,50000000.0,50000000.0,0,0,0,0,0,0,150,2026-02-03 23:34:21.602590
ATB,64.99,64.98,65.0,50000000.0,50000000.0,0,0,0,0,0,0,150,2026-02-03 23:34:21.602590
SPK,54.1,54.09,54.11,50000000.0,50000000.0,0,0,0,0,0,0,150,2026-02-03 23:34:21.602590
EEC,50.53,50.52,50.54,50000000.0,50000000.0,0,0,0,0,0,0,150,2026-02-03 23:34:21.602590
TGX,45.41,45.4,45.42,50000000.0,50000000.0,0,0,0,0,0,0,151,2026-02-03 23:34:22.655933
PHR,45.3,45.29,45.31,50000000.0,50000000.0,0,0,0,0,0,0,151,2026-02-03 23:34:22.655933
BYL,50.71,50.7,50.72,50000000.0,50000000.0,0,0,0,0,0,0,151,2026-02-03 23:34:22.655933
CLD,87.06,87.05,87.07,50000000.0,50000000.0,0,0,0,0,0,0,151,2026-02-03 23:34:22.655933
GGD,29.72,29.71,29.73,50000000.0,50000000.0,0,0,0,0,0,0,151,2026-02-03 23:34:22.655933
PNR,61.25,61.24,61.26,50000000.0,50000000.0,0,0,0,0,0,0,151,2026-02-03 23:34:22.655933
FSR,30.54,30.53,30.55,50000000.0,50000000.0,0,0,0,0,0,0,151,2026-02-03 23:34:22.655933
ATB,64.6,64.59,64.61,50000000.0,50000000.0,0,0,0,0,0,0,151,2026-02-03 23:34:22.655933
SPK,54.04,54.03,54.05,50000000.0,50000000.0,0,0,0,0,0,0,151,2026-02-03 23:34:22.655933
EEC,50.27,50.26,50.28,50000000.0,50000000.0,0,0,0,0,0,0,151,2026-02-03 23:34:22.655933
TGX,45.43,45.42,45.44,50000000.0,50000000.0,0,0,0,0,0,0,152,2026-02-03 23:34:23.708474
PHR,45.28,45.27,45.29,50000000.0,50000000.0,0,0,0,0,0,0,152,2026-02-03 23:34:23.708474
BYL,50.58,50.57,50.59,50000000.0,50000000.0,0,0,0,0,0,0,152,2026-02-03 23:34:23.708474
CLD,86.98,86.97,86.99,50000000.0,50000000.0,0,0,0,0,0,0,152,2026-02-03 23:34:23.708474
GGD,29.74,29.73,29.75,50000000.0,50000000.0,0,0,0,0,0,0,152,2026-02-03 23:34:23.708474
PNR,61.44,61.43,61.45,50000000.0,50000000.0,0,0,0,0,0,0,152,2026-02-03 23:34:23.708474
FSR,30.55,30.54,30.56,50000000.0,50000000.0,0,0,0,0,0,0,152,2026-02-03 23:34:23.708474
ATB,64.65,64.64,64.66,50000000.0,50000000.0,0,0,0,0,0,0,152,2026-02-03 23:34:23.708474
SPK,53.92,53.91,53.93,50000000.0,50000000.0,0,0,0,0,0,0,152,2026-02-03 23:34:23.708474
EEC,50.18,50.17,50.19,50000000.0,50000000.0,0,0,0,0,0,0,152,2026-02-03 23:34:23.708474
TGX,45.46,45.45,45.47,50000000.0,50000000.0,0,0,0,0,0,0,153,2026-02-03 23:34:24.793783
PHR,45.31,45.3,45.32,50000000.0,50000000.0,0,0,0,0,0,0,153,2026-02-03 23:34:24.793783
BYL,50.67,50.66,50.68,50000000.0,50000000.0,0,0,0,0,0,0,153,2026-02-03 23:34:24.793783
CLD,87.05,87.04,87.06,50000000.0,50000000.0,0,0,0,0,0,0,153,2026-02-03 23:34:24.793783
GGD,29.75,29.74,29.76,50000000.0,50000000.0,0,0,0,0,0,0,153,2026-02-03 23:34:24.793783
PNR,61.54,61.53,61.55,50000000.0,50000000.0,0,0,0,0,0,0,153,2026-02-03 23:34:24.793783
FSR,30.55,30.54,30.56,50000000.0,50000000.0,0,0,0,0,0,0,153,2026-02-03 23:34:24.793783
ATB,64.65,64.64,64.66,50000000.0,50000000.0,0,0,0,0,0,0,153,2026-02-03 23:34:24.793783
SPK,53.89,53.88,53.9,50000000.0,50000000.0,0,0,0,0,0,0,153,2026-02-03 23:34:24.793783
EEC,50.19,50.18,50.2,50000000.0,50000000.0,0,0,0,0,0,0,153,2026-02-03 23:34:24.793783
TGX,45.49,45.48,45.5,50000000.0,50000000.0,0,0,0,0,0,0,154,2026-02-03 23:34:25.416404
PHR,45.32,45.31,45.33,50000000.0,50000000.0,0,0,0,0,0,0,154,2026-02-03 23:34:25.416404
BYL,50.98,50.97,50.99,50000000.0,50000000.0,0,0,0,0,0,0,154,2026-02-03 23:34:25.416404
CLD,87.75,87.74,87.76,50000000.0,50000000.0,0,0,0,0,0,0,154,2026-02-03 23:34:25.416404
GGD,29.75,29.74,29.76,50000000.0,50000000.0,0,0,0,0,0,0,154,2026-02-03 23:34:25.416404
PNR,61.5,61.49,61.51,50000000.0,50000000.0,0,0,0,0,0,0,154,2026-02-03 23:34:25.416404
FSR,30.58,30.57,30.59,50000000.0,50000000.0,0,0,0,0,0,0,154,2026-02-03 23:34:25.416404
ATB,64.85,64.84,64.86,50000000.0,50000000.0,0,0,0,0,0,0,154,2026-02-03 23:34:25.416404
SPK,53.81,53.8,53.82,50000000.0,50000000.0,0,0,0,0,0,0,154,2026-02-03 23:34:25.416404
EEC,50.02,50.01,50.03,50000000.0,50000000.0,0,0,0,0,0,0,154,2026-02-03 23:34:25.416404
TGX,45.54,45.53,45.55,50000000.0,50000000.0,0,0,0,0,0,0,155,2026-02-03 23:34:26.486637
PHR,45.25,45.24,45.26,50000000.0,50000000.0,0,0,0,0,0,0,155,2026-02-03 23:34:26.486637
BYL,50.79,50.78,50.8,50000000.0,50000000.0,0,0,0,0,0,0,155,2026-02-03 23:34:26.486637
CLD,87.27,87.26,87.28,50000000.0,50000000.0,0,0,0,0,0,0,155,2026-02-03 23:34:26.486637
GGD,29.75,29.74,29.76,50000000.0,50000000.0,0,0,0,0,0,0,155,2026-02-03 23:34:26.486637
PNR,61.4,61.39,61.41,50000000.0,50000000.0,0,0,0,0,0,0,155,2026-02-03 23:34:26.486637
FSR,30.59,30.58,30.6,50000000.0,50000000.0,0,0,0,0,0,0,155,2026-02-03 23:34:26.486637
ATB,65.16,65.15,65.17,50000000.0,50000000.0,0,0,0,0,0,0,155,2026-02-03 23:34:26.486637
SPK,53.76,53.75,53.77,50000000.0,50000000.0,0,0,0,0,0,0,155,2026-02-03 23:34:26.486637
EEC,50.04,50.03,50.05,50000000.0,50000000.0,0,0,0,0,0,0,155,2026-02-03 23:34:26.486637
TGX,45.52,45.51,45.53,50000000.0,50000000.0,0,0,0,0,0,0,156,2026-02-03 23:34:27.532774
PHR,45.15,45.14,45.16,50000000.0,50000000.0,0,0,0,0,0,0,156,2026-02-03 23:34:27.532774
BYL,50.44,50.43,50.45,50000000.0,50000000.0,0,0,0,0,0,0,156,2026-02-03 23:34:27.532774
CLD,86.63,86.62,86.64,50000000.0,50000000.0,0,0,0,0,0,0,156,2026-02-03 23:34:27.532774
GGD,29.8,29.79,29.81,50000000.0,50000000.0,0,0,0,0,0,0,156,2026-02-03 23:34:27.532774
PNR,61.41,61.4,61.42,50000000.0,50000000.0,0,0,0,0,0,0,156,2026-02-03 23:34:27.532774
FSR,30.51,30.5,30.52,50000000.0,50000000.0,0,0,0,0,0,0,156,2026-02-03 23:34:27.532774
ATB,65.07,65.06,65.08,50000000.0,50000000.0,0,0,0,0,0,0,156,2026-02-03 23:34:27.532774
SPK,53.67,53.66,53.68,50000000.0,50000000.0,0,0,0,0,0,0,156,2026-02-03 23:34:27.532774
EEC,50.03,50.02,50.04,50000000.0,50000000.0,0,0,0,0,0,0,156,2026-02-03 23:34:27.532774
TGX,45.49,45.48,45.5,50000000.0,50000000.0,0,0,0,0,0,0,157,2026-02-03 23:34:28.580717
PHR,45.25,45.24,45.26,50000000.0,50000000.0,0,0,0,0,0,0,157,2026-02-03 23:34:28.580717
BYL,50.42,50.41,50.43,50000000.0,50000000.0,0,0,0,0,0,0,157,2026-02-03 23:34:28.580717
CLD,86.56,86.55,86.57,50000000.0,50000000.0,0,0,0,0,0,0,157,2026-02-03 23:34:28.580717
GGD,29.84,29.83,29.85,50000000.0,50000000.0,0,0,0,0,0,0,157,2026-02-03 23:34:28.580717
PNR,61.67,61.66,61.68,50000000.0,50000000.0,0,0,0,0,0,0,157,2026-02-03 23:34:28.580717
FSR,30.48,30.47,30.49,50000000.0,50000000.0,0,0,0,0,0,0,157,2026-02-03 23:34:28.580717
ATB,64.99,64.98,65.0,50000000.0,50000000.0,0,0,0,0,0,0,157,2026-02-03 23:34:28.580717
SPK,53.61,53.6,53.62,50000000.0,50000000.0,0,0,0,0,0,0,157,2026-02-03 23:34:28.580717
EEC,49.91,49.9,49.92,50000000.0,50000000.0,0,0,0,0,0,0,157,2026-02-03 23:34:28.580717
TGX,45.49,45.48,45.5,50000000.0,50000000.0,0,0,0,0,0,0,158,2026-02-03 23:34:29.655586
PHR,45.26,45.25,45.27,50000000.0,50000000.0,0,0,0,0,0,0,158,2026-02-03 23:34:29.655586
BYL,50.22,50.21,50.23,50000000.0,50000000.0,0,0,0,0,0,0,158,2026-02-03 23:34:29.655586
CLD,86.16,86.15,86.17,50000000.0,50000000.0,0,0,0,0,0,0,158,2026-02-03 23:34:29.655586
GGD,29.85,29.84,29.86,50000000.0,50000000.0,0,0,0,0,0,0,158,2026-02-03 23:34:29.655586
PNR,61.73,61.72,61.74,50000000.0,50000000.0,0,0,0,0,0,0,158,2026-02-03 23:34:29.655586
FSR,30.44,30.43,30.45,50000000.0,50000000.0,0,0,0,0,0,0,158,2026-02-03 23:34:29.655586
ATB,65.19,65.18,65.2,50000000.0,50000000.0,0,0,0,0,0,0,158,2026-02-03 23:34:29.655586
SPK,53.59,53.58,53.6,50000000.0,50000000.0,0,0,0,0,0,0,158,2026-02-03 23:34:29.655586
EEC,49.78,49.77,49.79,50000000.0,50000000.0,0,0,0,0,0,0,158,2026-02-03 23:34:29.655586
TGX,45.59,45.58,45.6,50000000.0,50000000.0,0,0,0,0,0,0,159,2026-02-03 23:34:30.696511
PHR,45.16,45.15,45.17,50000000.0,50000000.0,0,0,0,0,0,0,159,2026-02-03 23:34:30.696511
BYL,50.1,50.09,50.11,50000000.0,50000000.0,0,0,0,0,0,0,159,2026-02-03 23:34:30.696511
CLD,86.02,86.01,86.03,50000000.0,50000000.0,0,0,0,0,0,0,159,2026-02-03 23:34:30.696511
GGD,29.86,29.85,29.87,50000000.0,50000000.0,0,0,0,0,0,0,159,2026-02-03 23:34:30.696511
PNR,61.81,61.8,61.82,50000000.0,50000000.0,0,0,0,0,0,0,159,2026-02-03 23:34:30.696511
FSR,30.32,30.31,30.33,50000000.0,50000000.0,0,0,0,0,0,0,159,2026-02-03 23:34:30.696511
ATB,64.98,64.97,64.99,50000000.0,50000000.0,0,0,0,0,0,0,159,2026-02-03 23:34:30.696511
SPK,53.58,53.57,53.59,50000000.0,50000000.0,0,0,0,0,0,0,159,2026-02-03 23:34:30.696511
EEC,49.77,49.76,49.78,50000000.0,50000000.0,0,0,0,0,0,0,159,2026-02-03 23:34:30.696511
TGX,45.52,45.51,45.53,50000000.0,50000000.0,0,0,0,0,0,0,160,2026-02-03 23:34:31.732509
PHR,45.1,45.09,45.11,50000000.0,50000000.0,0,0,0,0,0,0,160,2026-02-03 23:34:31.732509
BYL,50.17,50.16,50.18,50000000.0,50000000.0,0,0,0,0,0,0,160,2026-02-03 23:34:31.732509
CLD,86.01,86.0,86.02,50000000.0,50000000.0,0,0,0,0,0,0,160,2026-02-03 23:34:31.732509
GGD,29.84,29.83,29.85,50000000.0,50000000.0,0,0,0,0,0,0,160,2026-02-03 23:34:31.732509
PNR,61.87,61.86,61.88,50000000.0,50000000.0,0,0,0,0,0,0,160,2026-02-03 23:34:31.732509
FSR,30.3,30.29,30.31,50000000.0,50000000.0,0,0,0,0,0,0,160,2026-02-03 23:34:31.732509
ATB,65.05,65.04,65.06,50000000.0,50000000.0,0,0,0,0,0,0,160,2026-02-03 23:34:31.732509
SPK,53.69,53.68,53.7,50000000.0,50000000.0,0,0,0,0,0,0,160,2026-02-03 23:34:31.732509
EEC,49.95,49.94,49.96,50000000.0,50000000.0,0,0,0,0,0,0,160,2026-02-03 23:34:31.732509
TGX,45.56,45.55,45.57,50000000.0,50000000.0,0,0,0,0,0,0,161,2026-02-03 23:34:32.775754
PHR,45.09,45.08,45.1,50000000.0,50000000.0,0,0,0,0,0,0,161,2026-02-03 23:34:32.775754
BYL,50.01,50.0,50.02,50000000.0,50000000.0,0,0,0,0,0,0,161,2026-02-03 23:34:32.775754
CLD,85.77,85.76,85.78,50000000.0,50000000.0,0,0,0,0,0,0,161,2026-02-03 23:34:32.775754
GGD,29.89,29.88,29.9,50000000.0,50000000.0,0,0,0,0,0,0,161,2026-02-03 23:34:32.775754
PNR,62.39,62.38,62.4,50000000.0,50000000.0,0,0,0,0,0,0,161,2026-02-03 23:34:32.775754
FSR,30.29,30.28,30.3,50000000.0,50000000.0,0,0,0,0,0,0,161,2026-02-03 23:34:32.775754
ATB,64.92,64.91,64.93,50000000.0,50000000.0,0,0,0,0,0,0,161,2026-02-03 23:34:32.775754
SPK,53.7,53.69,53.71,50000000.0,50000000.0,0,0,0,0,0,0,161,2026-02-03 23:34:32.775754
EEC,49.99,49.98,50.0,50000000.0,50000000.0,0,0,0,0,0,0,161,2026-02-03 23:34:32.775754
TGX,45.54,45.53,45.55,50000000.0,50000000.0,0,0,0,0,0,0,162,2026-02-03 23:34:33.836009
PHR,45.0,44.99,45.01,50000000.0,50000000.0,0,0,0,0,0,0,162,2026-02-03 23:34:33.836009
BYL,49.66,49.65,49.67,50000000.0,50000000.0,0,0,0,0,0,0,162,2026-02-03 23:34:33.836009
CLD,85.12,85.11,85.13,50000000.0,50000000.0,0,0,0,0,0,0,162,2026-02-03 23:34:33.836009
GGD,29.88,29.87,29.89,50000000.0,50000000.0,0,0,0,0,0,0,162,2026-02-03 23:34:33.836009
PNR,62.34,62.33,62.35,50000000.0,50000000.0,0,0,0,0,0,0,162,2026-02-03 23:34:33.836009
FSR,30.2,30.19,30.21,50000000.0,50000000.0,0,0,0,0,0,0,162,2026-02-03 23:34:33.836009
ATB,65.13,65.12,65.14,50000000.0,50000000.0,0,0,0,0,0,0,162,2026-02-03 23:34:33.836009
SPK,53.63,53.62,53.64,50000000.0,50000000.0,0,0,0,0,0,0,162,2026-02-03 23:34:33.836009
EEC,49.72,49.71,49.73,50000000.0,50000000.0,0,0,0,0,0,0,162,2026-02-03 23:34:33.836009
TGX,45.56,45.55,45.57,50000000.0,50000000.0,0,0,0,0,0,0,163,2026-02-03 23:34:34.417347
PHR,45.1,45.09,45.11,50000000.0,50000000.0,0,0,0,0,0,0,163,2026-02-03 23:34:34.417347
BYL,49.43,49.42,49.44,50000000.0,50000000.0,0,0,0,0,0,0,163,2026-02-03 23:34:34.417347
CLD,84.89,84.88,84.9,50000000.0,50000000.0,0,0,0,0,0,0,163,2026-02-03 23:34:34.417347
GGD,29.9,29.89,29.91,50000000.0,50000000.0,0,0,0,0,0,0,163,2026-02-03 23:34:34.417347
PNR,62.35,62.34,62.36,50000000.0,50000000.0,0,0,0,0,0,0,163,2026-02-03 23:34:34.417347
FSR,30.14,30.13,30.15,50000000.0,50000000.0,0,0,0,0,0,0,163,2026-02-03 23:34:34.417347
ATB,65.27,65.26,65.28,50000000.0,50000000.0,0,0,0,0,0,0,163,2026-02-03 23:34:34.417347
SPK,53.76,53.75,53.77,50000000.0,50000000.0,0,0,0,0,0,0,163,2026-02-03 23:34:34.417347
EEC,49.97,49.96,49.98,50000000.0,50000000.0,0,0,0,0,0,0,163,2026-02-03 23:34:34.417347
TGX,45.52,45.51,45.53,50000000.0,50000000.0,0,0,0,0,0,0,164,2026-02-03 23:34:35.487680
PHR,45.07,45.06,45.08,50000000.0,50000000.0,0,0,0,0,0,0,164,2026-02-03 23:34:35.487680
BYL,49.34,49.33,49.35,50000000.0,50000000.0,0,0,0,0,0,0,164,2026-02-03 23:34:35.487680
CLD,84.5,84.49,84.51,50000000.0,50000000.0,0,0,0,0,0,0,164,2026-02-03 23:34:35.487680
GGD,29.89,29.88,29.9,50000000.0,50000000.0,0,0,0,0,0,0,164,2026-02-03 23:34:35.487680
PNR,62.5,62.49,62.51,50000000.0,50000000.0,0,0,0,0,0,0,164,2026-02-03 23:34:35.487680
FSR,30.22,30.21,30.23,50000000.0,50000000.0,0,0,0,0,0,0,164,2026-02-03 23:34:35.487680
ATB,65.63,65.62,65.64,50000000.0,50000000.0,0,0,0,0,0,0,164,2026-02-03 23:34:35.487680
SPK,53.68,53.67,53.69,50000000.0,50000000.0,0,0,0,0,0,0,164,2026-02-03 23:34:35.487680
EEC,49.9,49.89,49.91,50000000.0,50000000.0,0,0,0,0,0,0,164,2026-02-03 23:34:35.487680
TGX,45.51,45.5,45.52,50000000.0,50000000.0,0,0,0,0,0,0,165,2026-02-03 23:34:36.533614
PHR,45.07,45.06,45.08,50000000.0,50000000.0,0,0,0,0,0,0,165,2026-02-03 23:34:36.533614
BYL,49.47,49.46,49.48,50000000.0,50000000.0,0,0,0,0,0,0,165,2026-02-03 23:34:36.533614
CLD,84.76,84.75,84.77,50000000.0,50000000.0,0,0,0,0,0,0,165,2026-02-03 23:34:36.533614
GGD,29.88,29.87,29.89,50000000.0,50000000.0,0,0,0,0,0,0,165,2026-02-03 23:34:36.533614
PNR,62.44,62.43,62.45,50000000.0,50000000.0,0,0,0,0,0,0,165,2026-02-03 23:34:36.533614
FSR,30.21,30.2,30.22,50000000.0,50000000.0,0,0,0,0,0,0,165,2026-02-03 23:34:36.533614
ATB,65.91,65.9,65.92,50000000.0,50000000.0,0,0,0,0,0,0,165,2026-02-03 23:34:36.533614
SPK,53.64,53.63,53.65,50000000.0,50000000.0,0,0,0,0,0,0,165,2026-02-03 23:34:36.533614
EEC,49.88,49.87,49.89,50000000.0,50000000.0,0,0,0,0,0,0,165,2026-02-03 23:34:36.533614
TGX,45.55,45.54,45.56,50000000.0,50000000.0,0,0,0,0,0,0,166,2026-02-03 23:34:37.602826
PHR,45.23,45.22,45.24,50000000.0,50000000.0,0,0,0,0,0,0,166,2026-02-03 23:34:37.602826
BYL,49.02,49.01,49.03,50000000.0,50000000.0,0,0,0,0,0,0,166,2026-02-03 23:34:37.602826
CLD,83.9,83.89,83.91,50000000.0,50000000.0,0,0,0,0,0,0,166,2026-02-03 23:34:37.602826
GGD,29.87,29.86,29.88,50000000.0,50000000.0,0,0,0,0,0,0,166,2026-02-03 23:34:37.602826
PNR,62.6,62.59,62.61,50000000.0,50000000.0,0,0,0,0,0,0,166,2026-02-03 23:34:37.602826
FSR,30.28,30.27,30.29,50000000.0,50000000.0,0,0,0,0,0,0,166,2026-02-03 23:34:37.602826
ATB,65.71,65.7,65.72,50000000.0,50000000.0,0,0,0,0,0,0,166,2026-02-03 23:34:37.602826
SPK,53.68,53.67,53.69,50000000.0,50000000.0,0,0,0,0,0,0,166,2026-02-03 23:34:37.602826
EEC,49.87,49.86,49.88,50000000.0,50000000.0,0,0,0,0,0,0,166,2026-02-03 23:34:37.602826
TGX,45.6,45.59,45.61,50000000.0,50000000.0,0,0,0,0,0,0,167,2026-02-03 23:34:38.651840
PHR,45.32,45.31,45.33,50000000.0,50000000.0,0,0,0,0,0,0,167,2026-02-03 23:34:38.651840
BYL,48.6,48.59,48.61,50000000.0,50000000.0,0,0,0,0,0,0,167,2026-02-03 23:34:38.651840
CLD,82.99,82.98,83.0,50000000.0,50000000.0,0,0,0,0,0,0,167,2026-02-03 23:34:38.651840
GGD,29.89,29.88,29.9,50000000.0,50000000.0,0,0,0,0,0,0,167,2026-02-03 23:34:38.651840
PNR,62.94,62.93,62.95,50000000.0,50000000.0,0,0,0,0,0,0,167,2026-02-03 23:34:38.651840
FSR,30.36,30.35,30.37,50000000.0,50000000.0,0,0,0,0,0,0,167,2026-02-03 23:34:38.651840
ATB,65.77,65.76,65.78,50000000.0,50000000.0,0,0,0,0,0,0,167,2026-02-03 23:34:38.651840
SPK,53.68,53.67,53.69,50000000.0,50000000.0,0,0,0,0,0,0,167,2026-02-03 23:34:38.651840
EEC,49.9,49.89,49.91,50000000.0,50000000.0,0,0,0,0,0,0,167,2026-02-03 23:34:38.651840
TGX,45.6,45.59,45.61,50000000.0,50000000.0,0,0,0,0,0,0,168,2026-02-03 23:34:39.695414
PHR,45.51,45.5,45.52,50000000.0,50000000.0,0,0,0,0,0,0,168,2026-02-03 23:34:39.695414
BYL,48.45,48.44,48.46,50000000.0,50000000.0,0,0,0,0,0,0,168,2026-02-03 23:34:39.695414
CLD,82.78,82.77,82.79,50000000.0,50000000.0,0,0,0,0,0,0,168,2026-02-03 23:34:39.695414
GGD,29.87,29.86,29.88,50000000.0,50000000.0,0,0,0,0,0,0,168,2026-02-03 23:34:39.695414
PNR,62.84,62.83,62.85,50000000.0,50000000.0,0,0,0,0,0,0,168,2026-02-03 23:34:39.695414
FSR,30.36,30.35,30.37,50000000.0,50000000.0,0,0,0,0,0,0,168,2026-02-03 23:34:39.695414
ATB,65.9,65.89,65.91,50000000.0,50000000.0,0,0,0,0,0,0,168,2026-02-03 23:34:39.695414
SPK,53.71,53.7,53.72,50000000.0,50000000.0,0,0,0,0,0,0,168,2026-02-03 23:34:39.695414
EEC,50.0,49.99,50.01,50000000.0,50000000.0,0,0,0,0,0,0,168,2026-02-03 23:34:39.695414
TGX,45.62,45.61,45.63,50000000.0,50000000.0,0,0,0,0,0,0,169,2026-02-03 23:34:40.747705
PHR,45.53,45.52,45.54,50000000.0,50000000.0,0,0,0,0,0,0,169,2026-02-03 23:34:40.747705
BYL,48.48,48.47,48.49,50000000.0,50000000.0,0,0,0,0,0,0,169,2026-02-03 23:34:40.747705
CLD,82.9,82.89,82.91,50000000.0,50000000.0,0,0,0,0,0,0,169,2026-02-03 23:34:40.747705
GGD,29.85,29.84,29.86,50000000.0,50000000.0,0,0,0,0,0,0,169,2026-02-03 23:34:40.747705
PNR,62.8,62.79,62.81,50000000.0,50000000.0,0,0,0,0,0,0,169,2026-02-03 23:34:40.747705
FSR,30.36,30.35,30.37,50000000.0,50000000.0,0,0,0,0,0,0,169,2026-02-03 23:34:40.747705
ATB,65.8,65.79,65.81,50000000.0,50000000.0,0,0,0,0,0,0,169,2026-02-03 23:34:40.747705
SPK,53.8,53.79,53.81,50000000.0,50000000.0,0,0,0,0,0,0,169,2026-02-03 23:34:40.747705
EEC,50.09,50.08,50.1,50000000.0,50000000.0,0,0,0,0,0,0,169,2026-02-03 23:34:40.747705
TGX,45.61,45.6,45.62,50000000.0,50000000.0,0,0,0,0,0,0,170,2026-02-03 23:34:41.800425
PHR,45.56,45.55,45.57,50000000.0,50000000.0,0,0,0,0,0,0,170,2026-02-03 23:34:41.800425
BYL,48.21,48.2,48.22,50000000.0,50000000.0,0,0,0,0,0,0,170,2026-02-03 23:34:41.800425
CLD,82.41,82.4,82.42,50000000.0,50000000.0,0,0,0,0,0,0,170,2026-02-03 23:34:41.800425
GGD,29.91,29.9,29.92,50000000.0,50000000.0,0,0,0,0,0,0,170,2026-02-03 23:34:41.800425
PNR,63.21,63.2,63.22,50000000.0,50000000.0,0,0,0,0,0,0,170,2026-02-03 23:34:41.800425
FSR,30.41,30.4,30.42,50000000.0,50000000.0,0,0,0,0,0,0,170,2026-02-03 23:34:41.800425
ATB,65.69,65.68,65.7,50000000.0,50000000.0,0,0,0,0,0,0,170,2026-02-03 23:34:41.800425
SPK,53.9,53.89,53.91,50000000.0,50000000.0,0,0,0,0,0,0,170,2026-02-03 23:34:41.800425
EEC,50.23,50.22,50.24,50000000.0,50000000.0,0,0,0,0,0,0,170,2026-02-03 23:34:41.800425
TGX,45.6,45.59,45.61,50000000.0,50000000.0,0,0,0,0,0,0,171,2026-02-03 23:34:42.848383
PHR,45.36,45.35,45.37,50000000.0,50000000.0,0,0,0,0,0,0,171,2026-02-03 23:34:42.848383
BYL,48.25,48.24,48.26,50000000.0,50000000.0,0,0,0,0,0,0,171,2026-02-03 23:34:42.848383
CLD,82.59,82.58,82.6,50000000.0,50000000.0,0,0,0,0,0,0,171,2026-02-03 23:34:42.848383
GGD,29.92,29.91,29.93,50000000.0,50000000.0,0,0,0,0,0,0,171,2026-02-03 23:34:42.848383
PNR,63.19,63.18,63.2,50000000.0,50000000.0,0,0,0,0,0,0,171,2026-02-03 23:34:42.848383
FSR,30.37,30.36,30.38,50000000.0,50000000.0,0,0,0,0,0,0,171,2026-02-03 23:34:42.848383
ATB,65.84,65.83,65.85,50000000.0,50000000.0,0,0,0,0,0,0,171,2026-02-03 23:34:42.848383
SPK,54.04,54.03,54.05,50000000.0,50000000.0,0,0,0,0,0,0,171,2026-02-03 23:34:42.848383
EEC,50.31,50.3,50.32,50000000.0,50000000.0,0,0,0,0,0,0,171,2026-02-03 23:34:42.848383
TGX,45.58,45.57,45.59,50000000.0,50000000.0,0,0,0,0,0,0,172,2026-02-03 23:34:43.924613
PHR,45.27,45.26,45.28,50000000.0,50000000.0,0,0,0,0,0,0,172,2026-02-03 23:34:43.924613
BYL,48.51,48.5,48.52,50000000.0,50000000.0,0,0,0,0,0,0,172,2026-02-03 23:34:43.924613
CLD,83.05,83.04,83.06,50000000.0,50000000.0,0,0,0,0,0,0,172,2026-02-03 23:34:43.924613
GGD,29.92,29.91,29.93,50000000.0,50000000.0,0,0,0,0,0,0,172,2026-02-03 23:34:43.924613
PNR,63.25,63.24,63.26,50000000.0,50000000.0,0,0,0,0,0,0,172,2026-02-03 23:34:43.924613
