news_id,period,tick,ticker,headline,body,tick,timestamp,ticker,last_price,bid_price,ask_price,BUY_ANON,SELL_ANON,BUY_LUIS-1,SELL_CHUL-2,BUY_CNCD-1,SELL_CNCD-1,BUY_COLB-1,SELL_COLB-1,SELL_LUIS-1,SELL_BOST-3
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,82,2026-02-01 11:53:57.836942,RITC,10.17,10.17,10.19,202600.0,192100.0,0,0,0,0,0,0,0,0
,,,,,,82,2026-02-01 11:53:57.836942,COMP,24.6,24.54,24.6,150000.0,141700.0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,83,2026-02-01 11:53:58.858313,RITC,10.17,10.17,10.18,202700.0,190600.0,0,0,0,0,0,0,0,0
,,,,,,83,2026-02-01 11:53:58.858313,COMP,24.6,24.54,24.6,150000.0,141700.0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,84,2026-02-01 11:53:59.886815,RITC,10.17,10.17,10.18,203800.0,190700.0,0,0,0,0,0,0,0,0
,,,,,,84,2026-02-01 11:53:59.886815,COMP,24.61,24.54,24.61,150000.0,139700.0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,86,2026-02-01 11:54:00.931399,RITC,10.28,10.15,10.18,200400.0,190700.0,0,0,0,0,0,0,0,0
,,,,,,86,2026-02-01 11:54:00.931399,COMP,24.61,24.58,24.61,151100.0,139700.0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,87,2026-02-01 11:54:01.955381,RITC,10.27,10.15,10.17,198800.0,191000.0,0,0,0,0,0,0,0,0
,,,,,,87,2026-02-01 11:54:01.955381,COMP,24.61,24.58,24.61,153400.0,140300.0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,88,2026-02-01 11:54:02.986645,RITC,10.14,10.14,10.17,197900.0,191000.0,0,0,0,0,0,0,0,0
,,,,,,88,2026-02-01 11:54:02.986645,COMP,24.61,24.58,24.61,153000.0,140300.0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,89,2026-02-01 11:54:04.026704,RITC,10.12,10.12,10.17,198400.0,189500.0,0,0,0,0,0,0,0,0
,,,,,,89,2026-02-01 11:54:04.026704,COMP,24.66,24.63,24.66,151100.0,139800.0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,90,2026-02-01 11:54:05.046795,RITC,10.17,10.12,10.17,198400.0,189100.0,0,0,0,0,0,0,0,0
,,,,,,90,2026-02-01 11:54:05.046795,COMP,24.67,24.63,24.67,151100.0,139000.0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,91,2026-02-01 11:54:06.066356,RITC,10.12,10.12,10.15,199500.0,188900.0,0,0,0,0,0,0,0,0
,,,,,,91,2026-02-01 11:54:06.066356,COMP,24.68,24.63,24.68,151100.0,139000.0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,92,2026-02-01 11:54:07.096253,RITC,10.15,10.12,10.15,199500.0,187600.0,0,0,0,0,0,0,0,0
,,,,,,92,2026-02-01 11:54:07.096253,COMP,24.68,24.64,24.68,152300.0,139000.0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,93,2026-02-01 11:54:08.141035,RITC,10.15,10.12,10.14,199500.0,189300.0,0,0,0,0,0,0,0,0
,,,,,,93,2026-02-01 11:54:08.141035,COMP,24.68,24.64,24.68,153200.0,139000.0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,94,2026-02-01 11:54:09.169903,RITC,10.15,10.11,10.15,197600.0,187400.0,0,0,0,0,0,0,0,0
,,,,,,94,2026-02-01 11:54:09.169903,COMP,24.68,24.64,24.68,151100.0,139000.0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,95,2026-02-01 11:54:10.193336,RITC,10.18,10.11,10.15,197600.0,188100.0,0,0,0,0,0,0,0,0
,,,,,,95,2026-02-01 11:54:10.193336,COMP,24.68,24.68,24.71,147300.0,139400.0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,96,2026-02-01 11:54:11.226048,RITC,10.13,10.1,10.13,198200.0,190700.0,0,0,0,0,0,0,0,0
,,,,,,96,2026-02-01 11:54:11.226048,COMP,24.72,24.68,24.72,147300.0,139800.0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,97,2026-02-01 11:54:12.259079,RITC,10.1,10.1,10.12,199400.0,191100.0,0,0,0,0,0,0,0,0
,,,,,,97,2026-02-01 11:54:12.259079,COMP,24.76,24.75,24.76,146400.0,139600.0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,98,2026-02-01 11:54:13.298871,RITC,10.12,10.1,10.12,199400.0,193400.0,0,0,0,0,0,0,0,0
,,,,,,98,2026-02-01 11:54:13.298871,COMP,24.76,24.75,24.76,145600.0,139600.0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,99,2026-02-01 11:54:14.341180,RITC,10.12,10.1,10.12,199400.0,196500.0,0,0,0,0,0,0,0,0
,,,,,,99,2026-02-01 11:54:14.341180,COMP,24.76,24.75,24.76,147200.0,139600.0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,100,2026-02-01 11:54:15.371883,RITC,10.09,10.09,10.1,203000.0,199600.0,0,0,0,0,0,0,0,0
,,,,,,100,2026-02-01 11:54:15.371883,COMP,24.79,24.75,24.79,147200.0,137900.0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,101,2026-02-01 11:54:16.407487,RITC,10.12,10.09,10.1,203000.0,196100.0,0,0,0,0,0,0,0,0
,,,,,,101,2026-02-01 11:54:16.407487,COMP,24.79,24.75,24.79,145700.0,137900.0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,102,2026-02-01 11:54:17.439689,RITC,10.1,10.09,10.1,201700.0,197100.0,0,0,0,0,0,0,0,0
,,,,,,102,2026-02-01 11:54:17.439689,COMP,24.79,24.75,24.79,146100.0,138100.0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,103,2026-02-01 11:54:18.458921,RITC,10.1,10.09,10.1,201700.0,199300.0,0,0,0,0,0,0,0,0
,,,,,,103,2026-02-01 11:54:18.458921,COMP,24.83,24.75,24.83,146400.0,139500.0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,104,2026-02-01 11:54:19.496780,RITC,10.09,10.09,10.1,200700.0,197900.0,0,0,0,0,0,0,0,0
,,,,,,104,2026-02-01 11:54:19.496780,COMP,24.87,24.75,24.87,146400.0,139800.0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,105,2026-02-01 11:54:20.527186,RITC,10.08,10.08,10.1,201500.0,200900.0,0,0,0,0,0,0,0,0
,,,,,,105,2026-02-01 11:54:20.527186,COMP,24.88,24.75,24.88,146400.0,141300.0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,106,2026-02-01 11:54:21.566244,RITC,10.07,10.07,10.08,198400.0,202500.0,0,0,0,0,0,0,0,0
,,,,,,106,2026-02-01 11:54:21.566244,COMP,24.9,24.88,24.9,146700.0,140300.0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,107,2026-02-01 11:54:22.595916,RITC,10.07,10.07,10.08,195900.0,205100.0,0,0,0,0,0,0,0,0
,,,,,,107,2026-02-01 11:54:22.595916,COMP,24.9,24.88,24.9,146700.0,139500.0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,108,2026-02-01 11:54:23.641466,RITC,10.07,10.07,10.08,195900.0,204300.0,0,0,0,0,0,0,0,0
,,,,,,108,2026-02-01 11:54:23.641466,COMP,24.9,24.88,24.9,145000.0,139500.0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,109,2026-02-01 11:54:24.678368,RITC,10.07,10.07,10.08,195900.0,201200.0,0,0,0,0,0,0,0,0
,,,,,,109,2026-02-01 11:54:24.678368,COMP,24.9,24.88,24.9,146700.0,139500.0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,110,2026-02-01 11:54:25.708728,RITC,10.05,10.05,10.07,193000.0,203600.0,0,0,0,0,0,0,0,0
,,,,,,110,2026-02-01 11:54:25.708728,COMP,24.91,24.89,24.91,145300.0,139100.0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,111,2026-02-01 11:54:26.730685,RITC,10.05,10.05,10.06,193000.0,204300.0,0,0,0,0,0,0,0,0
,,,,,,111,2026-02-01 11:54:26.730685,COMP,24.91,24.89,24.91,146200.0,139100.0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,112,2026-02-01 11:54:27.761493,RITC,10.05,10.05,10.06,193000.0,203900.0,0,0,0,0,0,0,0,0
,,,,,,112,2026-02-01 11:54:27.761493,COMP,24.91,24.9,24.91,147700.0,139100.0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,113,2026-02-01 11:54:28.791643,RITC,10.03,10.03,10.06,195200.0,203900.0,0,0,0,0,0,0,0,0
,,,,,,113,2026-02-01 11:54:28.791643,COMP,24.92,24.9,24.92,147700.0,139100.0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,114,2026-02-01 11:54:29.818778,RITC,10.03,10.02,10.03,195900.0,203100.0,0,0,0,0,0,0,0,0
,,,,,,114,2026-02-01 11:54:29.818778,COMP,24.92,24.9,24.92,145400.0,139100.0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,115,2026-02-01 11:54:30.841315,RITC,10.01,10.01,10.03,197900.0,202700.0,0,0,0,0,0,0,0,0
,,,,,,115,2026-02-01 11:54:30.841315,COMP,24.92,24.9,24.92,145400.0,139500.0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,116,2026-02-01 11:54:31.858176,RITC,10.01,10.01,10.03,195300.0,201900.0,0,0,0,0,0,0,0,0
,,,,,,116,2026-02-01 11:54:31.858176,COMP,24.93,24.92,24.93,147000.0,140000.0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,117,2026-02-01 11:54:32.892001,RITC,10.01,10.01,10.03,195300.0,200000.0,0,0,0,0,0,0,0,0
,,,,,,117,2026-02-01 11:54:32.892001,COMP,24.94,24.92,24.94,147000.0,141100.0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,118,2026-02-01 11:54:33.926775,RITC,10.01,10.01,10.02,195300.0,204300.0,0,0,0,0,0,0,0,0
,,,,,,118,2026-02-01 11:54:33.926775,COMP,24.94,24.92,24.94,147000.0,139900.0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,119,2026-02-01 11:54:34.957987,RITC,10.01,10.01,10.02,197200.0,204300.0,0,0,0,0,0,0,0,0
,,,,,,119,2026-02-01 11:54:34.957987,COMP,24.94,24.92,24.94,148400.0,139900.0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,120,2026-02-01 11:54:35.991791,RITC,10.0,10.0,10.02,198000.0,203900.0,0,0,0,0,0,0,0,0
,,,,,,120,2026-02-01 11:54:35.991791,COMP,24.94,24.93,24.94,148100.0,139900.0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,121,2026-02-01 11:54:37.014191,RITC,10.0,10.0,10.02,198000.0,204600.0,0,0,0,0,0,0,0,0
,,,,,,121,2026-02-01 11:54:37.014191,COMP,24.94,24.93,24.94,146200.0,139900.0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,122,2026-02-01 11:54:38.048318,RITC,10.0,10.0,10.01,196800.0,203100.0,0,0,0,0,0,0,0,0
,,,,,,122,2026-02-01 11:54:38.048318,COMP,24.95,24.93,24.95,146200.0,141900.0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,123,2026-02-01 11:54:39.071500,RITC,10.0,10.0,10.01,197000.0,203100.0,0,0,0,0,0,0,0,0
,,,,,,123,2026-02-01 11:54:39.071500,COMP,24.95,24.94,24.95,145700.0,141900.0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,124,2026-02-01 11:54:40.092130,RITC,10.0,10.0,10.01,198000.0,202400.0,0,0,0,0,0,0,0,0
,,,,,,124,2026-02-01 11:54:40.092130,COMP,24.97,24.94,24.97,145700.0,140900.0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,126,2026-02-01 11:54:41.191014,RITC,9.99,9.99,10.01,202700.0,202400.0,0,0,0,0,0,0,0,0
,,,,,,126,2026-02-01 11:54:41.191014,COMP,24.99,24.94,24.99,145700.0,141000.0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,127,2026-02-01 11:54:42.213602,RITC,9.99,9.99,10.01,202700.0,205800.0,0,0,0,0,0,0,0,0
,,,,,,127,2026-02-01 11:54:42.213602,COMP,25.0,24.94,25.0,145000.0,141900.0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,128,2026-02-01 11:54:43.236543,RITC,9.99,9.99,10.0,202700.0,206700.0,0,0,0,0,0,0,0,0
,,,,,,128,2026-02-01 11:54:43.236543,COMP,25.0,24.98,25.0,142400.0,141900.0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,129,2026-02-01 11:54:44.276820,RITC,9.99,9.99,10.0,202700.0,207000.0,0,0,0,0,0,0,0,0
,,,,,,129,2026-02-01 11:54:44.276820,COMP,25.0,24.98,25.0,139400.0,141900.0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,130,2026-02-01 11:54:45.306534,RITC,9.99,9.99,10.0,202700.0,204000.0,0,0,0,0,0,0,0,0
,,,,,,130,2026-02-01 11:54:45.306534,COMP,25.01,24.98,25.01,139400.0,142000.0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,131,2026-02-01 11:54:46.335230,RITC,9.98,9.98,10.0,206100.0,201500.0,0,0,0,0,0,0,0,0
,,,,,,131,2026-02-01 11:54:46.335230,COMP,25.01,24.98,25.01,137200.0,142000.0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,132,2026-02-01 11:54:47.363817,RITC,9.98,9.98,10.0,206100.0,198900.0,0,0,0,0,0,0,0,0
,,,,,,132,2026-02-01 11:54:47.363817,COMP,25.01,24.98,25.01,137200.0,140400.0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,133,2026-02-01 11:54:48.389815,RITC,10.0,9.98,10.0,206100.0,198900.0,0,0,0,0,0,0,0,0
,,,,,,133,2026-02-01 11:54:48.389815,COMP,25.01,24.98,25.01,135800.0,140400.0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,134,2026-02-01 11:54:49.417235,RITC,10.0,9.98,10.0,204300.0,199300.0,0,0,0,0,0,0,0,0
,,,,,,134,2026-02-01 11:54:49.417235,COMP,25.01,24.98,25.01,135800.0,140400.0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,135,2026-02-01 11:54:50.441025,RITC,10.0,9.98,10.0,204300.0,200800.0,0,0,0,0,0,0,0,0
,,,,,,135,2026-02-01 11:54:50.441025,COMP,25.01,24.98,25.01,135400.0,140400.0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,136,2026-02-01 11:54:51.459612,RITC,10.0,9.99,10.0,202200.0,200800.0,0,0,0,0,0,0,0,0
,,,,,,136,2026-02-01 11:54:51.459612,COMP,25.01,24.98,25.01,136700.0,140400.0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,137,2026-02-01 11:54:52.486886,RITC,10.0,9.99,10.0,201200.0,200800.0,0,0,0,0,0,0,0,0
,,,,,,137,2026-02-01 11:54:52.486886,COMP,25.01,24.98,25.01,136700.0,140400.0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,138,2026-02-01 11:54:53.511554,RITC,9.99,9.99,10.01,203700.0,202600.0,0,0,0,0,0,0,0,0
,,,,,,138,2026-02-01 11:54:53.511554,COMP,25.01,24.98,25.01,136700.0,138400.0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,139,2026-02-01 11:54:54.536917,RITC,10.01,9.99,10.01,203700.0,205600.0,0,0,0,0,0,0,0,0
,,,,,,139,2026-02-01 11:54:54.536917,COMP,25.02,24.98,25.02,135400.0,138100.0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,140,2026-02-01 11:54:55.566447,RITC,10.01,9.99,10.01,204100.0,205600.0,0,0,0,0,0,0,0,0
,,,,,,140,2026-02-01 11:54:55.566447,COMP,25.02,24.98,25.02,134800.0,138100.0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,141,2026-02-01 11:54:56.596782,RITC,10.01,9.99,10.01,204100.0,203500.0,0,0,0,0,0,0,0,0
,,,,,,141,2026-02-01 11:54:56.596782,COMP,25.02,25.02,25.03,132700.0,138500.0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,142,2026-02-01 11:54:57.616626,RITC,10.01,9.99,10.01,203200.0,204500.0,0,0,0,0,0,0,0,0
,,,,,,142,2026-02-01 11:54:57.616626,COMP,25.05,25.04,25.05,133500.0,140500.0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,143,2026-02-01 11:54:58.636674,RITC,10.01,9.99,10.01,202900.0,204000.0,0,0,0,0,0,0,0,0
,,,,,,143,2026-02-01 11:54:58.636674,COMP,25.06,25.04,25.06,133500.0,140700.0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,144,2026-02-01 11:54:59.666388,RITC,10.13,9.99,10.02,201000.0,203900.0,0,0,0,0,0,0,0,0
,,,,,,144,2026-02-01 11:54:59.666388,COMP,25.08,25.04,25.08,133500.0,140900.0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,145,2026-02-01 11:55:00.686617,RITC,10.02,9.99,10.02,199800.0,203900.0,0,0,0,0,0,0,0,0
,,,,,,145,2026-02-01 11:55:00.686617,COMP,25.09,25.04,25.09,133500.0,138700.0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,146,2026-02-01 11:55:01.720369,RITC,10.03,9.99,10.03,198900.0,203900.0,0,0,0,0,0,0,0,0
,,,,,,146,2026-02-01 11:55:01.720369,COMP,24.98,24.98,25.09,134800.0,138700.0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,147,2026-02-01 11:55:02.749509,RITC,10.03,9.99,10.03,200000.0,203900.0,0,0,0,0,0,0,0,0
,,,,,,147,2026-02-01 11:55:02.749509,COMP,24.98,25.05,25.08,134400.0,139500.0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,148,2026-02-01 11:55:03.771390,RITC,10.05,9.99,10.05,198100.0,202600.0,0,0,0,0,0,0,0,0
,,,,,,148,2026-02-01 11:55:03.771390,COMP,24.98,25.05,25.08,134400.0,139500.0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,149,2026-02-01 11:55:04.796609,RITC,10.05,9.99,10.05,199700.0,202600.0,0,0,0,0,0,0,0,0
,,,,,,149,2026-02-01 11:55:04.796609,COMP,25.08,25.05,25.08,134400.0,140200.0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,150,2026-02-01 11:55:05.816645,RITC,10.06,10.05,10.06,198800.0,204300.0,0,0,0,0,0,0,0,0
,,,,,,150,2026-02-01 11:55:05.816645,COMP,25.08,25.05,25.08,134400.0,139700.0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,151,2026-02-01 11:55:06.840232,RITC,10.05,9.99,10.05,199700.0,201700.0,0,0,0,0,0,0,0,0
,,,,,,151,2026-02-01 11:55:06.840232,COMP,25.08,25.05,25.08,134400.0,139400.0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,152,2026-02-01 11:55:07.880590,RITC,10.05,10.02,10.05,201300.0,201700.0,0,0,0,0,0,0,0,0
,,,,,,152,2026-02-01 11:55:07.880590,COMP,25.05,25.05,25.09,134400.0,140400.0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,153,2026-02-01 11:55:08.906618,RITC,10.05,10.02,10.05,204500.0,201700.0,0,0,0,0,0,0,0,0
,,,,,,153,2026-02-01 11:55:08.906618,COMP,25.1,25.05,25.1,134400.0,140000.0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,154,2026-02-01 11:55:09.926040,RITC,10.06,10.04,10.06,201700.0,203600.0,0,0,0,0,0,0,0,0
,,,,,,154,2026-02-01 11:55:09.926040,COMP,25.0,24.98,25.0,134800.0,140100.0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,155,2026-02-01 11:55:10.956519,RITC,10.06,10.05,10.06,200000.0,203600.0,0,0,0,0,0,0,0,0
,,,,,,155,2026-02-01 11:55:10.956519,COMP,25.0,24.98,25.0,135100.0,140100.0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,156,2026-02-01 11:55:11.976670,RITC,10.07,10.06,10.07,200900.0,204000.0,0,0,0,0,0,0,0,0
,,,,,,156,2026-02-01 11:55:11.976670,COMP,24.98,24.98,25.0,139500.0,140100.0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,157,2026-02-01 11:55:12.992933,RITC,10.07,10.06,10.07,200900.0,204000.0,0,0,0,0,0,0,0,0
,,,,,,157,2026-02-01 11:55:12.992933,COMP,24.98,24.98,25.0,139500.0,139400.0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,158,2026-02-01 11:55:14.016931,RITC,10.07,10.07,10.08,202000.0,201900.0,0,0,0,0,0,0,0,0
,,,,,,158,2026-02-01 11:55:14.016931,COMP,25.01,25.06,25.1,139300.0,140000.0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,159,2026-02-01 11:55:15.044751,RITC,10.08,10.07,10.08,204900.0,202800.0,0,0,0,0,0,0,0,0
,,,,,,159,2026-02-01 11:55:15.044751,COMP,25.01,25.06,25.1,138600.0,140000.0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,160,2026-02-01 11:55:16.076090,RITC,10.08,10.05,10.08,200600.0,201100.0,0,0,0,0,0,0,0,0
,,,,,,160,2026-02-01 11:55:16.076090,COMP,25.08,25.06,25.08,138600.0,140300.0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,161,2026-02-01 11:55:17.110761,RITC,10.08,10.05,10.08,203200.0,200200.0,0,0,0,0,0,0,0,0
,,,,,,161,2026-02-01 11:55:17.110761,COMP,25.06,25.06,25.08,138600.0,140300.0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,162,2026-02-01 11:55:18.128079,RITC,10.08,10.05,10.08,203200.0,200000.0,0,0,0,0,0,0,0,0
,,,,,,162,2026-02-01 11:55:18.128079,COMP,25.06,25.06,25.07,140700.0,140000.0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,163,2026-02-01 11:55:19.142041,RITC,10.08,10.07,10.08,202000.0,200000.0,0,0,0,0,0,0,0,0
