news_id,period,tick,ticker,headline,body,tick,timestamp,ticker,last_price,bid_price,ask_price,BUY_ANON,SELL_ANON,BUY_CNCD-1,BUY_COLB-1,SELL_LUIS-1,BUY_LUIS-1,BUY_CHUL-2,SELL_CHUL-2,SELL_OTWA-2,SELL_CNCD-1,BUY_DUBL-6,SELL_COLB-1,BUY_OTWA-2,SELL_BOST-3,SELL_DUBL-6
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,71,2026-02-01 12:27:15.470062,RITC,9.93,9.93,9.94,202000.0,196800.0,5000.0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,71,2026-02-01 12:27:15.470062,COMP,25.34,25.34,25.38,148100.0,100400.0,,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,72,2026-02-01 12:27:16.500016,RITC,9.94,9.93,9.94,203800.0,196800.0,5000.0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,72,2026-02-01 12:27:16.500016,COMP,25.34,25.34,25.37,148100.0,107700.0,,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,73,2026-02-01 12:27:17.522601,RITC,9.94,9.93,9.94,203800.0,195200.0,5000.0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,73,2026-02-01 12:27:17.522601,COMP,25.38,25.34,25.38,148100.0,100400.0,,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,74,2026-02-01 12:27:18.553125,RITC,9.94,9.93,9.94,203800.0,192100.0,5000.0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,74,2026-02-01 12:27:18.553125,COMP,25.3,25.3,25.38,147300.0,100400.0,,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,75,2026-02-01 12:27:19.576856,RITC,9.95,9.94,9.95,204300.0,194000.0,5000.0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,75,2026-02-01 12:27:19.576856,COMP,25.3,25.3,25.38,147300.0,100400.0,,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,76,2026-02-01 12:27:20.593471,RITC,9.95,9.94,9.95,204100.0,194000.0,5000.0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,76,2026-02-01 12:27:20.593471,COMP,25.29,25.29,25.38,147600.0,100400.0,,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,77,2026-02-01 12:27:21.620933,RITC,9.77,9.94,9.95,204400.0,194000.0,5000.0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,77,2026-02-01 12:27:21.620933,COMP,25.29,25.29,25.38,148700.0,108000.0,,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,78,2026-02-01 12:27:22.646636,RITC,9.95,9.94,9.95,202000.0,194000.0,5000.0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,78,2026-02-01 12:27:22.646636,COMP,25.4,25.29,25.49,148700.0,92000.0,,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,79,2026-02-01 12:27:23.668617,RITC,9.94,9.94,9.95,201500.0,195200.0,5000.0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,79,2026-02-01 12:27:23.668617,COMP,25.4,25.29,25.4,148700.0,99700.0,,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,80,2026-02-01 12:27:24.693021,RITC,9.97,9.94,9.97,198500.0,194200.0,5000.0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,80,2026-02-01 12:27:24.693021,COMP,25.29,25.29,25.4,147900.0,99700.0,,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,81,2026-02-01 12:27:25.726870,RITC,9.94,9.94,9.97,200600.0,194200.0,5000.0,,0,0,0,0,0,0,0,0,0,0,0
,,,,,,81,2026-02-01 12:27:25.726870,COMP,25.29,25.28,25.29,146100.0,106000.0,,10000.0,0,0,0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,82,2026-02-01 12:27:26.755809,RITC,9.94,9.96,9.97,199700.0,194200.0,5000.0,,0,0,0,0,0,0,0,0,0,0,0
,,,,,,82,2026-02-01 12:27:26.755809,COMP,25.26,25.26,25.29,145700.0,106000.0,,10000.0,0,0,0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,83,2026-02-01 12:27:27.774004,RITC,9.97,9.96,9.97,199700.0,190700.0,5000.0,,0,0,0,0,0,0,0,0,0,0,0
,,,,,,83,2026-02-01 12:27:27.774004,COMP,25.26,25.26,25.29,145800.0,106000.0,,10000.0,0,0,0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,84,2026-02-01 12:27:28.797445,RITC,9.99,9.96,9.99,199700.0,189200.0,5000.0,,0,0,0,0,0,0,0,0,0,0,0
,,,,,,84,2026-02-01 12:27:28.797445,COMP,25.26,25.26,25.27,146100.0,113000.0,,15000.0,0,0,0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,85,2026-02-01 12:27:29.825802,RITC,9.96,9.94,9.96,199600.0,200600.0,,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,85,2026-02-01 12:27:29.825802,COMP,25.28,25.26,25.28,146100.0,106000.0,15000.0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,86,2026-02-01 12:27:30.855516,RITC,9.96,9.97,9.99,198600.0,200500.0,,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,86,2026-02-01 12:27:30.855516,COMP,25.23,25.23,25.28,147200.0,106000.0,15000.0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,87,2026-02-01 12:27:31.876298,RITC,9.97,9.95,9.97,200900.0,201300.0,,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,87,2026-02-01 12:27:31.876298,COMP,25.22,25.22,25.28,150000.0,111400.0,15000.0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,88,2026-02-01 12:27:32.894837,RITC,9.97,9.97,9.99,203700.0,200500.0,,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,88,2026-02-01 12:27:32.894837,COMP,25.22,25.22,25.29,148100.0,111400.0,10000.0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,90,2026-02-01 12:27:33.927462,RITC,9.99,9.98,9.99,206800.0,198000.0,,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,90,2026-02-01 12:27:33.927462,COMP,25.22,25.22,25.23,148100.0,118100.0,10000.0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,91,2026-02-01 12:27:34.959259,RITC,9.99,9.98,9.99,206800.0,200200.0,,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,91,2026-02-01 12:27:34.959259,COMP,25.21,25.21,25.23,148300.0,118100.0,10000.0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,92,2026-02-01 12:27:35.993823,RITC,9.99,9.98,9.99,207300.0,200200.0,,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,92,2026-02-01 12:27:35.993823,COMP,25.21,25.21,25.23,148300.0,124600.0,10000.0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,93,2026-02-01 12:27:37.021184,RITC,9.8,9.98,9.99,206800.0,9000.0,169200.0,,0,0,0,0,0,0,0,0,0,0,0
,,,,,,93,2026-02-01 12:27:37.021184,COMP,25.21,25.21,25.23,148600.0,,124900.0,10000.0,0,0,0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,94,2026-02-01 12:27:38.060953,RITC,9.8,9.98,10.0,207700.0,201000.0,,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,94,2026-02-01 12:27:38.060953,COMP,25.21,25.21,25.23,147900.0,124900.0,10000.0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,95,2026-02-01 12:27:39.089130,RITC,9.8,9.99,10.0,207700.0,201000.0,,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,95,2026-02-01 12:27:39.089130,COMP,25.2,25.2,25.23,146200.0,125600.0,10000.0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,96,2026-02-01 12:27:40.127006,RITC,9.8,9.99,10.0,208800.0,169200.0,9000.0,,0,0,0,0,0,0,0,0,0,0,0
,,,,,,96,2026-02-01 12:27:40.127006,COMP,25.2,25.2,25.23,146200.0,124600.0,,10000.0,0,0,0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,97,2026-02-01 12:27:41.176956,RITC,9.8,9.99,10.0,209600.0,158900.0,14000.0,,0,0,0,0,0,0,0,0,0,0,0
,,,,,,97,2026-02-01 12:27:41.176956,COMP,25.2,25.2,25.21,146200.0,122600.0,,10000.0,0,0,0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,98,2026-02-01 12:27:42.205411,RITC,10.0,9.99,10.0,209600.0,158900.0,14000.0,,0,0,0,0,0,0,0,0,0,0,0
,,,,,,98,2026-02-01 12:27:42.205411,COMP,25.2,25.2,25.21,146200.0,122200.0,,10000.0,0,0,0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,99,2026-02-01 12:27:43.241364,RITC,10.0,9.99,10.0,209600.0,162300.0,14000.0,,0,0,0,0,0,0,0,0,0,0,0
,,,,,,99,2026-02-01 12:27:43.241364,COMP,25.2,25.19,25.21,145400.0,122200.0,,10000.0,0,0,0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,100,2026-02-01 12:27:44.279772,RITC,10.0,9.99,10.0,206500.0,162300.0,14000.0,,0,0,0,0,0,0,0,0,0,0,0
,,,,,,100,2026-02-01 12:27:44.279772,COMP,25.2,25.19,25.21,145400.0,120800.0,,10000.0,0,0,0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,101,2026-02-01 12:27:45.302602,RITC,10.0,9.99,10.0,208700.0,162300.0,14000.0,,0,0,0,0,0,0,0,0,0,0,0
,,,,,,101,2026-02-01 12:27:45.302602,COMP,25.2,25.19,25.21,145400.0,120800.0,,10000.0,0,0,0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,102,2026-02-01 12:27:46.322878,RITC,10.0,9.99,10.0,210900.0,161800.0,14000.0,,0,0,0,0,0,0,0,0,0,0,0
,,,,,,102,2026-02-01 12:27:46.322878,COMP,25.19,25.19,25.21,145400.0,120900.0,,10000.0,0,0,0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,103,2026-02-01 12:27:47.356189,RITC,10.0,9.99,10.0,210900.0,5000.0,196600.0,,0,0,0,0,0,0,0,0,0,0,0
,,,,,,103,2026-02-01 12:27:47.356189,COMP,25.18,25.18,25.21,144100.0,,120900.0,10000.0,0,0,0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,104,2026-02-01 12:27:48.377040,RITC,10.01,9.99,10.01,210900.0,204600.0,,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,104,2026-02-01 12:27:48.377040,COMP,25.18,25.18,25.19,144100.0,121500.0,10000.0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,105,2026-02-01 12:27:49.406168,RITC,10.01,9.99,10.01,210900.0,202200.0,,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,105,2026-02-01 12:27:49.406168,COMP,25.17,25.17,25.19,144500.0,121500.0,10000.0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,106,2026-02-01 12:27:50.426551,RITC,9.79,10.0,10.01,207300.0,202200.0,,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,106,2026-02-01 12:27:50.426551,COMP,25.17,25.17,25.19,145600.0,121200.0,10000.0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,107,2026-02-01 12:27:51.447352,RITC,10.01,10.0,10.01,205900.0,199600.0,,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,107,2026-02-01 12:27:51.447352,COMP,25.15,25.15,25.19,148200.0,121200.0,10000.0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,108,2026-02-01 12:27:52.480153,RITC,10.01,10.0,10.01,205900.0,161000.0,14000.0,,0,0,0,0,0,0,0,0,0,0,0
,,,,,,108,2026-02-01 12:27:52.480153,COMP,25.15,25.15,25.19,148200.0,123500.0,,10000.0,0,0,0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,109,2026-02-01 12:27:53.526944,RITC,10.01,10.0,10.01,205900.0,162300.0,14000.0,,0,0,0,0,0,0,0,0,0,0,0
,,,,,,109,2026-02-01 12:27:53.526944,COMP,25.15,25.15,25.19,148200.0,123500.0,,10000.0,0,0,0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,110,2026-02-01 12:27:54.562737,RITC,10.01,10.0,10.01,205600.0,162900.0,14000.0,,0,0,0,0,0,0,0,0,0,0,0
,,,,,,110,2026-02-01 12:27:54.562737,COMP,25.15,25.15,25.19,146000.0,123500.0,,10000.0,0,0,0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,111,2026-02-01 12:27:55.608644,RITC,10.01,10.0,10.01,205600.0,162200.0,14000.0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,111,2026-02-01 12:27:55.608644,COMP,25.15,25.15,25.16,146000.0,136700.0,,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,112,2026-02-01 12:27:56.636507,RITC,10.01,10.0,10.01,203500.0,5000.0,195200.0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,112,2026-02-01 12:27:56.636507,COMP,25.15,25.15,25.16,145600.0,,138600.0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,113,2026-02-01 12:27:57.660434,RITC,10.02,10.0,10.02,203500.0,204000.0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,113,2026-02-01 12:27:57.660434,COMP,25.15,25.08,25.13,147100.0,138800.0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,114,2026-02-01 12:27:58.692790,RITC,10.02,10.0,10.02,204200.0,184300.0,10000.0,,0,0,0,0,0,0,0,0,0,0,0
,,,,,,114,2026-02-01 12:27:58.692790,COMP,25.08,25.08,25.12,147100.0,132000.0,,5000.0,0,0,0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,115,2026-02-01 12:27:59.711361,RITC,10.02,10.0,10.02,204200.0,10000.0,185200.0,,0,0,0,0,0,0,0,0,0,0,0
,,,,,,115,2026-02-01 12:27:59.711361,COMP,25.08,25.08,25.11,147100.0,,131800.0,5000.0,0,0,0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,116,2026-02-01 12:28:00.735,RITC,10.03,10.0,10.03,204200.0,193100.0,5000.0,,0,0,0,0,0,0,0,0,0,0,0
,,,,,,116,2026-02-01 12:28:00.735,COMP,25.08,25.08,25.11,147100.0,132900.0,,5000.0,0,0,0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,117,2026-02-01 12:28:01.757672,RITC,10.03,10.02,10.03,203600.0,190700.0,5000.0,,0,0,0,0,0,0,0,0,0,0,0
,,,,,,117,2026-02-01 12:28:01.757672,COMP,25.04,25.04,25.11,146600.0,132900.0,,5000.0,0,0,0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,118,2026-02-01 12:28:02.791335,RITC,10.04,10.02,10.04,203600.0,202300.0,,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,118,2026-02-01 12:28:02.791335,COMP,25.03,25.03,25.08,144900.0,126900.0,8000.0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,119,2026-02-01 12:28:03.827406,RITC,10.04,10.02,10.04,201500.0,201200.0,,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,119,2026-02-01 12:28:03.827406,COMP,25.03,25.03,25.08,144900.0,127000.0,8000.0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,120,2026-02-01 12:28:04.855362,RITC,10.03,10.03,10.04,198700.0,180700.0,10000.0,,0,0,0,0,0,0,0,0,0,0,0
,,,,,,120,2026-02-01 12:28:04.855362,COMP,25.03,25.03,25.08,144000.0,127000.0,,8000.0,0,0,0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,121,2026-02-01 12:28:05.893591,RITC,10.04,10.03,10.04,198700.0,178600.0,10000.0,,0,0,0,0,0,0,0,0,0,0,0
,,,,,,121,2026-02-01 12:28:05.893591,COMP,25.03,25.03,25.08,143900.0,127700.0,,8000.0,0,0,0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,122,2026-02-01 12:28:06.916315,RITC,10.04,10.03,10.04,198600.0,178600.0,10000.0,,0,0,0,0,0,0,0,0,0,0,0
,,,,,,122,2026-02-01 12:28:06.916315,COMP,25.03,25.03,25.06,143900.0,126500.0,,8000.0,0,0,0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,123,2026-02-01 12:28:07.946233,RITC,10.04,10.04,10.05,196300.0,189300.0,5000.0,,0,0,0,0,0,0,0,0,0,0,0
,,,,,,123,2026-02-01 12:28:07.946233,COMP,25.02,25.02,25.06,143600.0,127400.0,,8000.0,0,0,0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,124,2026-02-01 12:28:08.992984,RITC,10.05,10.04,10.05,196300.0,189500.0,5000.0,,0,0,0,0,0,0,0,0,0,0,0
,,,,,,124,2026-02-01 12:28:08.992984,COMP,25.02,25.01,25.02,142400.0,126400.0,,8000.0,0,0,0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,125,2026-02-01 12:28:10.026196,RITC,10.06,10.04,10.06,196300.0,179600.0,,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,125,2026-02-01 12:28:10.026196,COMP,25.01,24.99,25.02,142200.0,126400.0,8000.0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,126,2026-02-01 12:28:11.066063,RITC,10.06,10.04,10.05,195300.0,14000.0,159700.0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,126,2026-02-01 12:28:11.066063,COMP,24.96,24.95,24.96,141700.0,,141700.0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,127,2026-02-01 12:28:12.100236,RITC,10.06,10.04,10.06,195000.0,10000.0,170500.0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,127,2026-02-01 12:28:12.100236,COMP,24.95,24.95,24.96,141700.0,,143600.0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,129,2026-02-01 12:28:13.150674,RITC,10.07,10.05,10.07,193100.0,170500.0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,129,2026-02-01 12:28:13.150674,COMP,24.95,24.95,24.96,141700.0,143000.0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,130,2026-02-01 12:28:14.179394,RITC,10.07,10.05,10.07,190200.0,159900.0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,130,2026-02-01 12:28:14.179394,COMP,24.95,24.95,24.96,141700.0,145200.0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,131,2026-02-01 12:28:15.203030,RITC,10.07,10.05,10.06,186600.0,14000.0,159900.0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,131,2026-02-01 12:28:15.203030,COMP,24.95,24.95,24.96,141700.0,,145900.0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,132,2026-02-01 12:28:16.236422,RITC,10.07,10.06,10.07,187400.0,148100.0,10000.0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,132,2026-02-01 12:28:16.236422,COMP,24.95,24.95,24.96,141700.0,145800.0,,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,133,2026-02-01 12:28:17.265532,RITC,10.07,10.06,10.07,189700.0,136900.0,10000.0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,133,2026-02-01 12:28:17.265532,COMP,24.95,24.95,24.96,141700.0,147000.0,,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,134,2026-02-01 12:28:18.290975,RITC,10.07,10.06,10.07,189700.0,5000.0,117300.0,,0,0,0,0,0,0,0,0,0,0,0
,,,,,,134,2026-02-01 12:28:18.290975,COMP,24.95,24.94,24.95,142300.0,,138700.0,3000.0,0,0,0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,135,2026-02-01 12:28:19.326651,RITC,10.08,10.07,10.08,187200.0,107800.0,,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,135,2026-02-01 12:28:19.326651,COMP,24.94,24.94,24.95,142300.0,138700.0,3000.0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,136,2026-02-01 12:28:20.346125,RITC,10.08,10.07,10.08,187200.0,98500.0,,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,136,2026-02-01 12:28:20.346125,COMP,24.94,24.94,24.95,142300.0,136600.0,3000.0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,137,2026-02-01 12:28:21.376263,RITC,10.08,10.07,10.08,182400.0,98500.0,,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,137,2026-02-01 12:28:21.376263,COMP,24.94,24.94,24.95,142300.0,134200.0,3000.0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,138,2026-02-01 12:28:22.396020,RITC,10.09,10.07,10.09,156900.0,9000.0,98500.0,,0,0,0,0,0,0,0,0,0,0,0
,,,,,,138,2026-02-01 12:28:22.396020,COMP,24.94,24.94,24.95,142300.0,,132600.0,3000.0,0,0,0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,139,2026-02-01 12:28:23.434435,RITC,10.1,10.07,10.1,183200.0,95200.0,,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,139,2026-02-01 12:28:23.434435,COMP,24.94,24.94,24.95,139700.0,132600.0,3000.0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,140,2026-02-01 12:28:24.456246,RITC,10.12,10.1,10.12,184500.0,94700.0,,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,140,2026-02-01 12:28:24.456246,COMP,24.94,24.94,24.95,139700.0,132900.0,3000.0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,141,2026-02-01 12:28:25.495963,RITC,10.12,10.11,10.12,186400.0,92700.0,10000.0,,0,0,0,0,0,0,0,0,0,0,0
,,,,,,141,2026-02-01 12:28:25.495963,COMP,24.93,24.93,24.95,137500.0,132300.0,,3000.0,0,0,0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,142,2026-02-01 12:28:26.526224,RITC,10.12,10.11,10.12,188100.0,92700.0,,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,142,2026-02-01 12:28:26.526224,COMP,24.93,24.93,24.95,137500.0,132200.0,3000.0,0,0,0,0,0,0,0,0,0,0,0,0
