news_id,period,tick,ticker,headline,body,tick,timestamp,ticker,last_price,bid_price,ask_price,BUY_ANON,SELL_ANON,BUY_LUIS-1,BUY_CHUL-2,SELL_CHUL-2,BUY_CNCD-1,SELL_CNCD-1,BUY_COLB-1,SELL_COLB-1,SELL_LUIS-1,SELL_BOST-3
,,,,,,83,2026-02-01 12:05:06.080506,COMP,24.84,24.82,24.84,138100.0,145700.0,0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,84,2026-02-01 12:05:07.097491,RITC,10.14,10.14,10.15,189200.0,198000.0,0,0,0,0,0,0,0,0,0
,,,,,,84,2026-02-01 12:05:07.097491,COMP,24.81,24.81,24.84,138100.0,145700.0,0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,85,2026-02-01 12:05:08.130466,RITC,10.14,10.14,10.15,190000.0,198000.0,0,0,0,0,0,0,0,0,0
,,,,,,85,2026-02-01 12:05:08.130466,COMP,24.81,24.81,24.84,145400.0,145700.0,0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,86,2026-02-01 12:05:09.163359,RITC,10.14,10.14,10.15,190000.0,195500.0,0,0,0,0,0,0,0,0,0
,,,,,,86,2026-02-01 12:05:09.163359,COMP,24.81,24.81,24.83,145600.0,144900.0,0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,87,2026-02-01 12:05:10.180452,RITC,10.13,10.13,10.15,191500.0,193900.0,0,0,0,0,0,0,0,0,0
,,,,,,87,2026-02-01 12:05:10.180452,COMP,24.83,24.81,24.83,145600.0,144900.0,0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,88,2026-02-01 12:05:11.217118,RITC,10.13,10.11,10.12,189400.0,192400.0,0,0,0,0,0,0,0,0,0
,,,,,,88,2026-02-01 12:05:11.217118,COMP,24.84,24.81,24.84,144300.0,146200.0,0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,89,2026-02-01 12:05:12.236856,RITC,10.13,10.11,10.12,189400.0,191800.0,0,0,0,0,0,0,0,0,0
,,,,,,89,2026-02-01 12:05:12.236856,COMP,24.84,24.82,24.84,144500.0,146200.0,0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,90,2026-02-01 12:05:13.251839,RITC,10.11,10.1,10.11,191600.0,194300.0,0,0,0,0,0,0,0,0,0
,,,,,,90,2026-02-01 12:05:13.251839,COMP,24.84,24.82,24.84,144800.0,146200.0,0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,91,2026-02-01 12:05:14.284495,RITC,10.09,10.09,10.1,192000.0,195300.0,0,0,0,0,0,0,0,0,0
,,,,,,91,2026-02-01 12:05:14.284495,COMP,24.86,24.82,24.86,144800.0,143200.0,0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,92,2026-02-01 12:05:15.324342,RITC,10.09,10.09,10.1,192000.0,195900.0,0,0,0,0,0,0,0,0,0
,,,,,,92,2026-02-01 12:05:15.324342,COMP,24.86,24.82,24.86,144900.0,143200.0,0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,94,2026-02-01 12:05:16.375247,RITC,10.09,10.09,10.1,192000.0,194900.0,0,0,0,0,0,0,0,0,0
,,,,,,94,2026-02-01 12:05:16.375247,COMP,24.86,24.85,24.86,145100.0,143200.0,0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,95,2026-02-01 12:05:17.430467,RITC,10.09,10.09,10.1,192000.0,196900.0,0,0,0,0,0,0,0,0,0
,,,,,,95,2026-02-01 12:05:17.430467,COMP,24.86,24.85,24.86,144900.0,143200.0,0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,96,2026-02-01 12:05:18.483459,RITC,10.09,10.09,10.1,192000.0,199400.0,0,0,0,0,0,0,0,0,0
,,,,,,96,2026-02-01 12:05:18.483459,COMP,24.86,24.9,24.91,143000.0,141000.0,0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,97,2026-02-01 12:05:19.530162,RITC,10.05,10.05,10.08,189800.0,200800.0,0,0,0,0,0,0,0,0,0
,,,,,,97,2026-02-01 12:05:19.530162,COMP,24.91,24.9,24.91,143500.0,142800.0,0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,98,2026-02-01 12:05:20.566219,RITC,10.05,10.04,10.05,190200.0,203800.0,0,0,0,0,0,0,0,0,0
,,,,,,98,2026-02-01 12:05:20.566219,COMP,24.91,24.9,24.91,144900.0,142800.0,0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,99,2026-02-01 12:05:21.583881,RITC,10.03,10.03,10.04,189900.0,204700.0,0,0,0,0,0,0,0,0,0
,,,,,,99,2026-02-01 12:05:21.583881,COMP,24.91,24.9,24.91,145000.0,142800.0,0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,100,2026-02-01 12:05:22.618527,RITC,10.03,10.03,10.04,194600.0,204700.0,0,0,0,0,0,0,0,0,0
,,,,,,100,2026-02-01 12:05:22.618527,COMP,24.91,24.9,24.91,145000.0,144700.0,0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,101,2026-02-01 12:05:23.646854,RITC,10.02,10.02,10.04,194900.0,204700.0,0,0,0,0,0,0,0,0,0
,,,,,,101,2026-02-01 12:05:23.646854,COMP,24.91,24.9,24.91,145000.0,144700.0,0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,102,2026-02-01 12:05:24.680742,RITC,10.02,10.02,10.03,196600.0,206300.0,0,0,0,0,0,0,0,0,0
,,,,,,102,2026-02-01 12:05:24.680742,COMP,24.91,24.9,24.91,145500.0,144700.0,0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,103,2026-02-01 12:05:25.715824,RITC,10.02,10.02,10.03,197700.0,210000.0,0,0,0,0,0,0,0,0,0
,,,,,,103,2026-02-01 12:05:25.715824,COMP,24.89,24.89,24.91,145400.0,144700.0,0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,104,2026-02-01 12:05:26.746676,RITC,10.02,10.02,10.03,198600.0,208800.0,0,0,0,0,0,0,0,0,0
,,,,,,104,2026-02-01 12:05:26.746676,COMP,24.88,24.88,24.91,144400.0,144700.0,0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,105,2026-02-01 12:05:27.782099,RITC,10.01,10.01,10.03,200100.0,209900.0,0,0,0,0,0,0,0,0,0
,,,,,,105,2026-02-01 12:05:27.782099,COMP,24.88,24.88,24.91,144400.0,144700.0,0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,106,2026-02-01 12:05:28.797366,RITC,10.01,10.01,10.02,200100.0,210100.0,0,0,0,0,0,0,0,0,0
,,,,,,106,2026-02-01 12:05:28.797366,COMP,24.78,24.88,24.91,145400.0,144700.0,0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,107,2026-02-01 12:05:29.830312,RITC,10.27,10.01,10.02,198300.0,207700.0,0,0,0,0,0,0,0,0,0
,,,,,,107,2026-02-01 12:05:29.830312,COMP,24.88,24.88,24.91,146300.0,144700.0,0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,108,2026-02-01 12:05:30.866544,RITC,10.01,10.01,10.02,196200.0,207700.0,0,0,0,0,0,0,0,0,0
,,,,,,108,2026-02-01 12:05:30.866544,COMP,24.87,24.87,24.91,145400.0,144700.0,0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,109,2026-02-01 12:05:31.897271,RITC,10.01,10.01,10.02,198800.0,207700.0,0,0,0,0,0,0,0,0,0
,,,,,,109,2026-02-01 12:05:31.897271,COMP,24.87,24.89,24.91,147300.0,144700.0,0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,110,2026-02-01 12:05:32.930208,RITC,10.01,10.01,10.02,198100.0,204800.0,0,0,0,0,0,0,0,0,0
,,,,,,110,2026-02-01 12:05:32.930208,COMP,24.87,24.89,24.91,147300.0,144600.0,0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,111,2026-02-01 12:05:33.963376,RITC,10.01,10.01,10.02,198100.0,204000.0,0,0,0,0,0,0,0,0,0
,,,,,,111,2026-02-01 12:05:33.963376,COMP,24.87,24.89,24.91,148800.0,144600.0,0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,112,2026-02-01 12:05:34.996662,RITC,10.01,10.01,10.02,199400.0,204000.0,0,0,0,0,0,0,0,0,0
,,,,,,112,2026-02-01 12:05:34.996662,COMP,24.91,24.89,24.91,148800.0,144600.0,0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,113,2026-02-01 12:05:36.021701,RITC,10.01,10.01,10.02,197700.0,201000.0,0,0,0,0,0,0,0,0,0
,,,,,,113,2026-02-01 12:05:36.021701,COMP,24.92,24.91,24.92,150300.0,144900.0,0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,114,2026-02-01 12:05:37.046874,RITC,10.0,10.0,10.02,195300.0,201000.0,0,0,0,0,0,0,0,0,0
,,,,,,114,2026-02-01 12:05:37.046874,COMP,24.94,24.94,24.95,149900.0,145100.0,0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,115,2026-02-01 12:05:38.079990,RITC,10.0,10.0,10.02,197100.0,201000.0,0,0,0,0,0,0,0,0,0
,,,,,,115,2026-02-01 12:05:38.079990,COMP,24.95,24.94,24.95,149300.0,145100.0,0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,116,2026-02-01 12:05:39.116444,RITC,10.0,10.0,10.02,195400.0,200600.0,0,0,0,0,0,0,0,0,0
,,,,,,116,2026-02-01 12:05:39.116444,COMP,24.95,24.94,24.95,149300.0,145100.0,0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,117,2026-02-01 12:05:40.146749,RITC,10.0,10.0,10.01,195400.0,202100.0,0,0,0,0,0,0,0,0,0
,,,,,,117,2026-02-01 12:05:40.146749,COMP,24.95,24.94,24.95,149300.0,146100.0,0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,118,2026-02-01 12:05:41.181576,RITC,10.0,9.99,10.0,194800.0,202400.0,0,0,0,0,0,0,0,0,0
,,,,,,118,2026-02-01 12:05:41.181576,COMP,24.86,24.86,24.96,146000.0,146700.0,0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,119,2026-02-01 12:05:42.206610,RITC,9.99,9.99,10.0,194800.0,201700.0,0,0,0,0,0,0,0,0,0
,,,,,,119,2026-02-01 12:05:42.206610,COMP,24.81,24.81,24.96,144700.0,146700.0,0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,120,2026-02-01 12:05:43.251891,RITC,9.99,9.99,10.0,194800.0,198900.0,0,0,0,0,0,0,0,0,0
,,,,,,120,2026-02-01 12:05:43.251891,COMP,24.96,24.91,24.96,144200.0,146600.0,0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,121,2026-02-01 12:05:44.281852,RITC,9.99,9.99,10.0,193300.0,198900.0,0,0,0,0,0,0,0,0,0
,,,,,,121,2026-02-01 12:05:44.281852,COMP,24.96,24.91,24.96,144300.0,146600.0,0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,122,2026-02-01 12:05:45.339981,RITC,9.99,9.99,10.0,191400.0,198400.0,0,0,0,0,0,0,0,0,0
,,,,,,122,2026-02-01 12:05:45.339981,COMP,24.96,24.95,24.96,144700.0,146600.0,0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,123,2026-02-01 12:05:46.380944,RITC,9.99,9.99,10.0,191100.0,198400.0,0,0,0,0,0,0,0,0,0
,,,,,,123,2026-02-01 12:05:46.380944,COMP,24.96,24.95,24.96,144700.0,144600.0,0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,124,2026-02-01 12:05:47.416510,RITC,9.99,9.99,10.0,192900.0,196100.0,0,0,0,0,0,0,0,0,0
,,,,,,124,2026-02-01 12:05:47.416510,COMP,24.97,24.95,24.97,146300.0,143000.0,0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,125,2026-02-01 12:05:48.440077,RITC,9.99,9.99,10.0,191500.0,196100.0,0,0,0,0,0,0,0,0,0
,,,,,,125,2026-02-01 12:05:48.440077,COMP,24.97,24.95,24.97,146300.0,143000.0,0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,126,2026-02-01 12:05:49.463851,RITC,9.99,9.99,10.0,189900.0,196300.0,0,0,0,0,0,0,0,0,0
,,,,,,126,2026-02-01 12:05:49.463851,COMP,24.98,24.95,24.98,146300.0,143800.0,0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,127,2026-02-01 12:05:50.482777,RITC,9.98,9.98,10.0,191700.0,195200.0,0,0,0,0,0,0,0,0,0
,,,,,,127,2026-02-01 12:05:50.482777,COMP,25.01,24.95,25.01,147600.0,144000.0,0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,128,2026-02-01 12:05:51.520598,RITC,9.98,9.98,10.0,192700.0,193500.0,0,0,0,0,0,0,0,0,0
,,,,,,128,2026-02-01 12:05:51.520598,COMP,25.01,24.95,25.01,147900.0,144000.0,0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,129,2026-02-01 12:05:52.570552,RITC,9.98,9.98,10.0,193900.0,193500.0,0,0,0,0,0,0,0,0,0
,,,,,,129,2026-02-01 12:05:52.570552,COMP,25.02,24.95,25.02,147900.0,144600.0,0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,130,2026-02-01 12:05:53.616416,RITC,9.98,9.98,10.0,193400.0,193500.0,0,0,0,0,0,0,0,0,0
,,,,,,130,2026-02-01 12:05:53.616416,COMP,25.02,25.01,25.02,147500.0,144600.0,0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,132,2026-02-01 12:05:54.652082,RITC,9.98,9.98,10.0,193400.0,194300.0,0,0,0,0,0,0,0,0,0
,,,,,,132,2026-02-01 12:05:54.652082,COMP,25.02,25.01,25.02,147500.0,146600.0,0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,133,2026-02-01 12:05:55.691377,RITC,9.97,9.97,10.0,196300.0,194200.0,0,0,0,0,0,0,0,0,0
,,,,,,133,2026-02-01 12:05:55.691377,COMP,24.99,24.99,25.02,148400.0,146600.0,0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,134,2026-02-01 12:05:56.731038,RITC,9.97,9.96,9.97,195900.0,196200.0,0,0,0,0,0,0,0,0,0
,,,,,,134,2026-02-01 12:05:56.731038,COMP,24.99,24.99,25.02,148100.0,146600.0,0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,135,2026-02-01 12:05:57.760827,RITC,9.96,9.96,9.97,195900.0,196200.0,0,0,0,0,0,0,0,0,0
,,,,,,135,2026-02-01 12:05:57.760827,COMP,25.03,24.99,25.03,148100.0,144400.0,0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,136,2026-02-01 12:05:58.802460,RITC,9.96,9.96,9.97,198300.0,197700.0,0,0,0,0,0,0,0,0,0
,,,,,,136,2026-02-01 12:05:58.802460,COMP,25.03,25.02,25.03,145600.0,144400.0,0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,137,2026-02-01 12:05:59.830563,RITC,9.96,9.96,9.97,198300.0,198300.0,0,0,0,0,0,0,0,0,0
,,,,,,137,2026-02-01 12:05:59.830563,COMP,25.03,25.02,25.03,144900.0,144400.0,0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,138,2026-02-01 12:06:00.849484,RITC,9.96,9.95,9.96,178500.0,198100.0,0,0,0,0,0,0,0,0,0
,,,,,,138,2026-02-01 12:06:00.849484,COMP,25.03,25.02,25.03,143900.0,144400.0,0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,139,2026-02-01 12:06:01.880836,RITC,9.95,9.95,9.96,167000.0,198100.0,0,0,0,0,0,0,0,0,0
,,,,,,139,2026-02-01 12:06:01.880836,COMP,25.03,25.02,25.03,144000.0,144400.0,0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,140,2026-02-01 12:06:02.916520,RITC,9.95,9.95,9.96,167000.0,197700.0,0,0,0,0,0,0,0,0,0
,,,,,,140,2026-02-01 12:06:02.916520,COMP,25.0,25.0,25.03,145600.0,144400.0,0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,141,2026-02-01 12:06:03.946508,RITC,9.94,9.94,9.95,147100.0,199500.0,0,0,0,0,0,0,0,0,0
,,,,,,141,2026-02-01 12:06:03.946508,COMP,24.81,24.99,25.03,145200.0,144400.0,0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,142,2026-02-01 12:06:04.981199,RITC,9.92,9.92,9.95,138700.0,200400.0,0,0,0,0,0,0,0,0,0
,,,,,,142,2026-02-01 12:06:04.981199,COMP,24.91,24.91,25.03,149900.0,142000.0,0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,143,2026-02-01 12:06:06.000663,RITC,9.92,9.92,9.95,138700.0,199300.0,0,0,0,0,0,0,0,0,0
,,,,,,143,2026-02-01 12:06:06.000663,COMP,24.81,24.81,25.03,145600.0,142000.0,0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,144,2026-02-01 12:06:07.029786,RITC,9.92,9.92,9.95,130100.0,201200.0,0,0,0,0,0,0,0,0,0
,,,,,,144,2026-02-01 12:06:07.029786,COMP,24.81,24.92,25.03,145000.0,142000.0,0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,145,2026-02-01 12:06:08.049222,RITC,9.92,9.92,9.95,130100.0,203900.0,0,0,0,0,0,0,0,0,0
,,,,,,145,2026-02-01 12:06:08.049222,COMP,24.79,24.79,24.94,143500.0,142200.0,0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,146,2026-02-01 12:06:09.080338,RITC,9.92,9.92,9.93,130100.0,201000.0,,0,0,0,0,0,0,0,0
,,,,,,146,2026-02-01 12:06:09.080338,COMP,24.79,24.79,24.93,143500.0,136100.0,10000.0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,147,2026-02-01 12:06:10.097531,RITC,9.92,9.92,9.93,121000.0,201500.0,,0,0,0,0,0,0,0,0
,,,,,,147,2026-02-01 12:06:10.097531,COMP,24.79,24.84,24.93,142000.0,136100.0,10000.0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,148,2026-02-01 12:06:11.133928,RITC,9.92,9.92,9.93,121000.0,203500.0,,0,0,0,0,0,0,0,0
,,,,,,148,2026-02-01 12:06:11.133928,COMP,24.79,24.84,24.93,142000.0,134500.0,10000.0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,149,2026-02-01 12:06:12.164083,RITC,9.92,9.91,9.92,110600.0,203900.0,,0,0,0,0,0,0,0,0
,,,,,,149,2026-02-01 12:06:12.164083,COMP,25.1,24.84,24.91,142000.0,134200.0,10000.0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,150,2026-02-01 12:06:13.183317,RITC,9.92,9.91,9.92,110600.0,203900.0,,0,0,0,0,0,0,0,0
,,,,,,150,2026-02-01 12:06:13.183317,COMP,24.83,24.83,24.85,143600.0,131700.0,10000.0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,151,2026-02-01 12:06:14.216246,RITC,9.91,9.91,9.92,110600.0,207100.0,,0,0,0,0,0,0,0,0
,,,,,,151,2026-02-01 12:06:14.216246,COMP,24.91,24.83,24.91,144000.0,134200.0,10000.0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,152,2026-02-01 12:06:15.233142,RITC,9.91,9.91,9.92,110600.0,205800.0,,0,0,0,0,0,0,0,0
,,,,,,152,2026-02-01 12:06:15.233142,COMP,24.91,24.83,24.93,144300.0,134500.0,10000.0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,153,2026-02-01 12:06:16.250010,RITC,9.91,9.91,9.92,110600.0,207300.0,0,0,0,0,0,0,0,0,0
,,,,,,153,2026-02-01 12:06:16.250010,COMP,24.94,24.83,24.94,144300.0,142800.0,0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,154,2026-02-01 12:06:17.277387,RITC,9.9,9.9,9.91,101800.0,211600.0,0,0,0,0,0,0,0,0,0
,,,,,,154,2026-02-01 12:06:17.277387,COMP,24.94,24.89,24.94,146500.0,142800.0,0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,155,2026-02-01 12:06:18.309358,RITC,9.9,9.9,9.91,103600.0,211600.0,0,0,0,0,0,0,0,0,0
,,,,,,155,2026-02-01 12:06:18.309358,COMP,24.95,24.89,24.95,148100.0,142900.0,0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,156,2026-02-01 12:06:19.343061,RITC,9.89,9.89,9.91,103100.0,209900.0,0,0,0,0,0,0,0,0,0
,,,,,,156,2026-02-01 12:06:19.343061,COMP,24.89,24.89,25.03,148100.0,142000.0,0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,157,2026-02-01 12:06:20.361170,RITC,9.87,9.87,9.91,102300.0,209900.0,0,0,0,0,0,0,0,0,0
,,,,,,157,2026-02-01 12:06:20.361170,COMP,24.89,24.89,25.04,146600.0,144100.0,0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,158,2026-02-01 12:06:21.384536,RITC,9.87,9.87,9.9,102300.0,208900.0,0,0,0,0,0,0,0,0,0
,,,,,,158,2026-02-01 12:06:21.384536,COMP,24.89,25.03,25.04,146200.0,144100.0,0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,159,2026-02-01 12:06:22.417121,RITC,9.89,9.87,9.89,102300.0,211100.0,0,0,0,0,0,0,0,0,0
,,,,,,159,2026-02-01 12:06:22.417121,COMP,24.89,25.03,25.04,148600.0,144100.0,0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,160,2026-02-01 12:06:23.434986,RITC,9.89,9.87,9.88,102300.0,210100.0,0,0,0,0,0,0,0,0,0
,,,,,,160,2026-02-01 12:06:23.434986,COMP,25.04,25.03,25.04,150200.0,144600.0,0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,161,2026-02-01 12:06:24.466498,RITC,9.87,9.84,9.86,112900.0,208600.0,0,0,0,0,0,0,0,0,0
,,,,,,161,2026-02-01 12:06:24.466498,COMP,25.04,25.03,25.04,150200.0,144600.0,0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,162,2026-02-01 12:06:25.499222,RITC,9.87,9.85,9.86,135400.0,207900.0,0,0,0,0,0,0,0,0,0
,,,,,,162,2026-02-01 12:06:25.499222,COMP,25.04,25.03,25.04,148900.0,142900.0,0,0,0,0,0,0,0,0,0
