ticker,last_price,bid_price,ask_price,BUY_ANON,SELL_ANON,BUY_ZUAI-5,SELL_ZUAI-5,SELL_WRSW-6,BUY_WRSW-6,tick,timestamp
FSR,30.13,30.12,30.14,50000000.0,50000000.0,0,0,0,0,91,2026-02-03 08:02:30.263130
ATB,63.66,63.65,63.67,50000000.0,50000000.0,0,0,0,0,91,2026-02-03 08:02:30.263130
SPK,52.09,52.08,52.1,50000000.0,50000000.0,0,0,0,0,91,2026-02-03 08:02:30.263130
EEC,46.84,46.83,46.85,50000000.0,50000000.0,0,0,0,0,91,2026-02-03 08:02:30.263130
TGX,43.83,43.82,43.84,50000000.0,50000000.0,0,0,0,0,92,2026-02-03 08:02:31.296837
PHR,46.83,46.82,46.84,50000000.0,50000000.0,0,0,0,0,92,2026-02-03 08:02:31.296837
BYL,42.6,42.59,42.61,50000000.0,50000000.0,0,0,0,0,92,2026-02-03 08:02:31.296837
CLD,76.11,76.1,76.12,50000000.0,50000000.0,0,0,0,0,92,2026-02-03 08:02:31.296837
GGD,31.3,31.29,31.31,50000000.0,50000000.0,0,0,0,0,92,2026-02-03 08:02:31.296837
PNR,59.79,59.78,59.8,50000000.0,50000000.0,0,0,0,0,92,2026-02-03 08:02:31.296837
FSR,30.07,30.06,30.08,50000000.0,50000000.0,0,0,0,0,92,2026-02-03 08:02:31.296837
ATB,64.03,64.02,64.04,50000000.0,50000000.0,0,0,0,0,92,2026-02-03 08:02:31.296837
SPK,52.14,52.13,52.15,50000000.0,50000000.0,0,0,0,0,92,2026-02-03 08:02:31.296837
EEC,46.98,46.97,46.99,50000000.0,50000000.0,0,0,0,0,92,2026-02-03 08:02:31.296837
TGX,43.88,43.87,43.89,50000000.0,50000000.0,0,0,0,0,93,2026-02-03 08:02:32.327880
PHR,46.85,46.84,46.86,50000000.0,50000000.0,0,0,0,0,93,2026-02-03 08:02:32.327880
BYL,42.84,42.83,42.85,50000000.0,50000000.0,0,0,0,0,93,2026-02-03 08:02:32.327880
CLD,76.74,76.73,76.75,50000000.0,50000000.0,0,0,0,0,93,2026-02-03 08:02:32.327880
GGD,31.29,31.28,31.3,50000000.0,50000000.0,0,0,0,0,93,2026-02-03 08:02:32.327880
PNR,59.65,59.64,59.66,50000000.0,50000000.0,0,0,0,0,93,2026-02-03 08:02:32.327880
FSR,30.04,30.03,30.05,50000000.0,50000000.0,0,0,0,0,93,2026-02-03 08:02:32.327880
ATB,63.28,63.27,63.29,50000000.0,50000000.0,0,0,0,0,93,2026-02-03 08:02:32.327880
SPK,51.99,51.98,52.0,50000000.0,50000000.0,0,0,0,0,93,2026-02-03 08:02:32.327880
EEC,46.74,46.73,46.75,50000000.0,50000000.0,0,0,0,0,93,2026-02-03 08:02:32.327880
TGX,43.88,43.87,43.89,50000000.0,50000000.0,0,0,0,0,94,2026-02-03 08:02:33.361072
PHR,46.55,46.54,46.56,50000000.0,50000000.0,0,0,0,0,94,2026-02-03 08:02:33.361072
BYL,42.79,42.78,42.8,50000000.0,50000000.0,0,0,0,0,94,2026-02-03 08:02:33.361072
CLD,76.63,76.62,76.64,50000000.0,50000000.0,0,0,0,0,94,2026-02-03 08:02:33.361072
GGD,31.33,31.32,31.34,50000000.0,50000000.0,0,0,0,0,94,2026-02-03 08:02:33.361072
PNR,59.7,59.69,59.71,50000000.0,50000000.0,0,0,0,0,94,2026-02-03 08:02:33.361072
FSR,30.19,30.18,30.2,50000000.0,50000000.0,0,0,0,0,94,2026-02-03 08:02:33.361072
ATB,63.15,63.14,63.16,50000000.0,50000000.0,0,0,0,0,94,2026-02-03 08:02:33.361072
SPK,51.69,51.68,51.7,50000000.0,50000000.0,0,0,0,0,94,2026-02-03 08:02:33.361072
EEC,46.24,46.23,46.25,50000000.0,50000000.0,0,0,0,0,94,2026-02-03 08:02:33.361072
TGX,43.92,43.91,43.93,50000000.0,50000000.0,0,0,0,0,95,2026-02-03 08:02:34.401994
PHR,46.92,46.91,46.93,50000000.0,50000000.0,0,0,0,0,95,2026-02-03 08:02:34.401994
BYL,42.73,42.72,42.74,50000000.0,50000000.0,0,0,0,0,95,2026-02-03 08:02:34.401994
CLD,76.59,76.58,76.6,50000000.0,50000000.0,0,0,0,0,95,2026-02-03 08:02:34.401994
GGD,31.38,31.37,31.39,50000000.0,50000000.0,0,0,0,0,95,2026-02-03 08:02:34.401994
PNR,59.88,59.87,59.89,50000000.0,50000000.0,0,0,0,0,95,2026-02-03 08:02:34.401994
FSR,30.24,30.23,30.25,50000000.0,50000000.0,0,0,0,0,95,2026-02-03 08:02:34.401994
ATB,63.39,63.38,63.4,50000000.0,50000000.0,0,0,0,0,95,2026-02-03 08:02:34.401994
SPK,51.73,51.72,51.74,50000000.0,50000000.0,0,0,0,0,95,2026-02-03 08:02:34.401994
EEC,46.36,46.35,46.37,50000000.0,50000000.0,0,0,0,0,95,2026-02-03 08:02:34.401994
TGX,43.94,43.93,43.95,50000000.0,50000000.0,0,0,0,0,96,2026-02-03 08:02:35.439305
PHR,47.63,47.62,47.64,50000000.0,50000000.0,0,0,0,0,96,2026-02-03 08:02:35.439305
BYL,42.88,42.87,42.89,50000000.0,50000000.0,0,0,0,0,96,2026-02-03 08:02:35.439305
CLD,76.73,76.72,76.74,50000000.0,50000000.0,0,0,0,0,96,2026-02-03 08:02:35.439305
GGD,31.4,31.39,31.41,50000000.0,50000000.0,0,0,0,0,96,2026-02-03 08:02:35.439305
PNR,60.16,60.15,60.17,50000000.0,50000000.0,0,0,0,0,96,2026-02-03 08:02:35.439305
FSR,30.18,30.17,30.19,50000000.0,50000000.0,0,0,0,0,96,2026-02-03 08:02:35.439305
ATB,62.72,62.71,62.73,50000000.0,50000000.0,0,0,0,0,96,2026-02-03 08:02:35.439305
SPK,51.69,51.68,51.7,50000000.0,50000000.0,0,0,0,0,96,2026-02-03 08:02:35.439305
EEC,46.28,46.27,46.29,50000000.0,50000000.0,0,0,0,0,96,2026-02-03 08:02:35.439305
TGX,43.87,43.86,43.88,50000000.0,50000000.0,0,0,0,0,97,2026-02-03 08:02:36.475603
PHR,47.91,47.9,47.92,50000000.0,50000000.0,0,0,0,0,97,2026-02-03 08:02:36.475603
BYL,42.81,42.8,42.82,50000000.0,50000000.0,0,0,0,0,97,2026-02-03 08:02:36.475603
CLD,76.59,76.58,76.6,50000000.0,50000000.0,0,0,0,0,97,2026-02-03 08:02:36.475603
GGD,31.34,31.33,31.35,50000000.0,50000000.0,0,0,0,0,97,2026-02-03 08:02:36.475603
PNR,60.02,60.01,60.03,50000000.0,50000000.0,0,0,0,0,97,2026-02-03 08:02:36.475603
FSR,30.16,30.15,30.17,50000000.0,50000000.0,0,0,0,0,97,2026-02-03 08:02:36.475603
ATB,63.45,63.44,63.46,50000000.0,50000000.0,0,0,0,0,97,2026-02-03 08:02:36.475603
SPK,51.8,51.79,51.81,50000000.0,50000000.0,0,0,0,0,97,2026-02-03 08:02:36.475603
EEC,46.46,46.45,46.47,50000000.0,50000000.0,0,0,0,0,97,2026-02-03 08:02:36.475603
TGX,43.87,43.86,43.88,50000000.0,50000000.0,0,0,0,0,98,2026-02-03 08:02:37.507156
PHR,47.67,47.66,47.68,50000000.0,50000000.0,0,0,0,0,98,2026-02-03 08:02:37.507156
BYL,42.87,42.86,42.88,50000000.0,50000000.0,0,0,0,0,98,2026-02-03 08:02:37.507156
CLD,76.61,76.6,76.62,50000000.0,50000000.0,0,0,0,0,98,2026-02-03 08:02:37.507156
GGD,31.39,31.38,31.4,50000000.0,50000000.0,0,0,0,0,98,2026-02-03 08:02:37.507156
PNR,60.13,60.12,60.14,50000000.0,50000000.0,0,0,0,0,98,2026-02-03 08:02:37.507156
FSR,30.76,30.75,30.77,50000000.0,50000000.0,0,0,0,0,98,2026-02-03 08:02:37.507156
ATB,63.95,63.94,63.96,50000000.0,50000000.0,0,0,0,0,98,2026-02-03 08:02:37.507156
SPK,51.64,51.63,51.65,50000000.0,50000000.0,0,0,0,0,98,2026-02-03 08:02:37.507156
EEC,46.2,46.19,46.21,50000000.0,50000000.0,0,0,0,0,98,2026-02-03 08:02:37.507156
TGX,43.87,43.86,43.88,50000000.0,50000000.0,0,0,0,0,99,2026-02-03 08:02:38.540787
PHR,47.96,47.95,47.97,50000000.0,50000000.0,0,0,0,0,99,2026-02-03 08:02:38.540787
BYL,42.9,42.89,42.91,50000000.0,50000000.0,0,0,0,0,99,2026-02-03 08:02:38.540787
CLD,76.57,76.56,76.58,50000000.0,50000000.0,0,0,0,0,99,2026-02-03 08:02:38.540787
GGD,31.4,31.39,31.41,50000000.0,50000000.0,0,0,0,0,99,2026-02-03 08:02:38.540787
PNR,60.18,60.17,60.19,50000000.0,50000000.0,0,0,0,0,99,2026-02-03 08:02:38.540787
FSR,30.82,30.81,30.83,50000000.0,50000000.0,0,0,0,0,99,2026-02-03 08:02:38.540787
ATB,64.04,64.03,64.05,50000000.0,50000000.0,0,0,0,0,99,2026-02-03 08:02:38.540787
SPK,51.35,51.34,51.36,50000000.0,50000000.0,0,0,0,0,99,2026-02-03 08:02:38.540787
EEC,46.17,46.16,46.18,50000000.0,50000000.0,0,0,0,0,99,2026-02-03 08:02:38.540787
TGX,43.84,43.83,43.85,50000000.0,50000000.0,0,0,0,0,100,2026-02-03 08:02:39.575813
PHR,47.56,47.55,47.57,50000000.0,50000000.0,0,0,0,0,100,2026-02-03 08:02:39.575813
BYL,43.07,43.06,43.08,50000000.0,50000000.0,0,0,0,0,100,2026-02-03 08:02:39.575813
CLD,76.8,76.79,76.81,50000000.0,50000000.0,0,0,0,0,100,2026-02-03 08:02:39.575813
GGD,31.42,31.41,31.43,50000000.0,50000000.0,0,0,0,0,100,2026-02-03 08:02:39.575813
PNR,60.08,60.07,60.09,50000000.0,50000000.0,0,0,0,0,100,2026-02-03 08:02:39.575813
FSR,31.47,31.46,31.48,50000000.0,50000000.0,0,0,0,0,100,2026-02-03 08:02:39.575813
ATB,63.4,63.39,63.41,50000000.0,50000000.0,0,0,0,0,100,2026-02-03 08:02:39.575813
SPK,51.32,51.31,51.33,50000000.0,50000000.0,0,0,0,0,100,2026-02-03 08:02:39.575813
EEC,46.07,46.06,46.08,50000000.0,50000000.0,0,0,0,0,100,2026-02-03 08:02:39.575813
TGX,43.88,43.87,43.89,50000000.0,50000000.0,0,0,0,0,101,2026-02-03 08:02:40.612622
PHR,47.62,47.61,47.63,50000000.0,50000000.0,0,0,0,0,101,2026-02-03 08:02:40.612622
BYL,43.14,43.13,43.15,50000000.0,50000000.0,0,0,0,0,101,2026-02-03 08:02:40.612622
CLD,76.89,76.88,76.9,50000000.0,50000000.0,0,0,0,0,101,2026-02-03 08:02:40.612622
GGD,31.38,31.37,31.39,50000000.0,50000000.0,0,0,0,0,101,2026-02-03 08:02:40.612622
PNR,60.0,59.99,60.01,50000000.0,50000000.0,0,0,0,0,101,2026-02-03 08:02:40.612622
FSR,31.56,31.55,31.57,50000000.0,50000000.0,0,0,0,0,101,2026-02-03 08:02:40.612622
ATB,63.52,63.51,63.53,50000000.0,50000000.0,0,0,0,0,101,2026-02-03 08:02:40.612622
SPK,51.43,51.42,51.44,50000000.0,50000000.0,0,0,0,0,101,2026-02-03 08:02:40.612622
EEC,46.27,46.26,46.28,50000000.0,50000000.0,0,0,0,0,101,2026-02-03 08:02:40.612622
TGX,43.92,43.91,43.93,50000000.0,50000000.0,0,0,0,0,102,2026-02-03 08:02:41.644342
PHR,47.17,47.16,47.18,50000000.0,50000000.0,0,0,0,0,102,2026-02-03 08:02:41.644342
BYL,43.15,43.14,43.16,50000000.0,50000000.0,0,0,0,0,102,2026-02-03 08:02:41.644342
CLD,76.86,76.85,76.87,50000000.0,50000000.0,0,0,0,0,102,2026-02-03 08:02:41.644342
GGD,31.33,31.32,31.34,50000000.0,50000000.0,0,0,0,0,102,2026-02-03 08:02:41.644342
PNR,60.14,60.13,60.15,50000000.0,50000000.0,0,0,0,0,102,2026-02-03 08:02:41.644342
FSR,31.59,31.58,31.6,50000000.0,50000000.0,0,0,0,0,102,2026-02-03 08:02:41.644342
ATB,63.93,63.92,63.94,50000000.0,50000000.0,0,0,0,0,102,2026-02-03 08:02:41.644342
SPK,51.24,51.23,51.25,50000000.0,50000000.0,0,0,0,0,102,2026-02-03 08:02:41.644342
EEC,45.96,45.95,45.97,50000000.0,50000000.0,0,0,0,0,102,2026-02-03 08:02:41.644342
TGX,41.55,41.54,41.56,50000000.0,50000000.0,0,0,0,0,103,2026-02-03 08:02:42.673648
PHR,47.27,47.26,47.28,50000000.0,50000000.0,0,0,0,0,103,2026-02-03 08:02:42.673648
BYL,43.07,43.06,43.08,50000000.0,50000000.0,0,0,0,0,103,2026-02-03 08:02:42.673648
CLD,76.72,76.71,76.73,50000000.0,50000000.0,0,0,0,0,103,2026-02-03 08:02:42.673648
GGD,31.35,31.34,31.36,50000000.0,50000000.0,0,0,0,0,103,2026-02-03 08:02:42.673648
PNR,60.26,60.25,60.27,50000000.0,50000000.0,0,0,0,0,103,2026-02-03 08:02:42.673648
FSR,32.19,32.18,32.2,50000000.0,50000000.0,0,0,0,0,103,2026-02-03 08:02:42.673648
ATB,63.51,63.5,63.52,50000000.0,50000000.0,0,0,0,0,103,2026-02-03 08:02:42.673648
SPK,51.34,51.33,51.35,50000000.0,50000000.0,0,0,0,0,103,2026-02-03 08:02:42.673648
EEC,46.18,46.17,46.19,50000000.0,50000000.0,0,0,0,0,103,2026-02-03 08:02:42.673648
TGX,41.58,41.57,41.59,50000000.0,50000000.0,0,0,0,0,104,2026-02-03 08:02:43.204905
PHR,46.8,46.79,46.81,50000000.0,50000000.0,0,0,0,0,104,2026-02-03 08:02:43.204905
BYL,43.03,43.02,43.04,50000000.0,50000000.0,0,0,0,0,104,2026-02-03 08:02:43.204905
CLD,76.65,76.64,76.66,50000000.0,50000000.0,0,0,0,0,104,2026-02-03 08:02:43.204905
GGD,31.4,31.39,31.41,50000000.0,50000000.0,0,0,0,0,104,2026-02-03 08:02:43.204905
PNR,60.48,60.47,60.49,50000000.0,50000000.0,0,0,0,0,104,2026-02-03 08:02:43.204905
FSR,32.15,32.14,32.16,50000000.0,50000000.0,0,0,0,0,104,2026-02-03 08:02:43.204905
ATB,63.77,63.76,63.78,50000000.0,50000000.0,0,0,0,0,104,2026-02-03 08:02:43.204905
SPK,51.15,51.14,51.16,50000000.0,50000000.0,0,0,0,0,104,2026-02-03 08:02:43.204905
EEC,45.72,45.71,45.73,50000000.0,50000000.0,0,0,0,0,104,2026-02-03 08:02:43.204905
TGX,41.99,41.98,42.0,50000000.0,50000000.0,0,0,0,0,105,2026-02-03 08:02:44.235288
PHR,46.26,46.25,46.27,50000000.0,50000000.0,0,0,0,0,105,2026-02-03 08:02:44.235288
BYL,43.04,43.03,43.05,50000000.0,50000000.0,0,0,0,0,105,2026-02-03 08:02:44.235288
CLD,76.77,76.76,76.78,50000000.0,50000000.0,0,0,0,0,105,2026-02-03 08:02:44.235288
GGD,31.38,31.37,31.39,50000000.0,50000000.0,0,0,0,0,105,2026-02-03 08:02:44.235288
PNR,60.63,60.62,60.64,50000000.0,50000000.0,0,0,0,0,105,2026-02-03 08:02:44.235288
FSR,32.11,32.1,32.12,50000000.0,50000000.0,0,0,0,0,105,2026-02-03 08:02:44.235288
ATB,63.55,63.54,63.56,50000000.0,50000000.0,0,0,0,0,105,2026-02-03 08:02:44.235288
SPK,51.12,51.11,51.13,50000000.0,50000000.0,0,0,0,0,105,2026-02-03 08:02:44.235288
EEC,45.64,45.63,45.65,50000000.0,50000000.0,0,0,0,0,105,2026-02-03 08:02:44.235288
TGX,41.95,41.94,41.96,50000000.0,50000000.0,0,0,0,0,106,2026-02-03 08:02:45.270703
PHR,45.44,45.43,45.45,50000000.0,50000000.0,0,0,0,0,106,2026-02-03 08:02:45.270703
BYL,42.97,42.96,42.98,50000000.0,50000000.0,0,0,0,0,106,2026-02-03 08:02:45.270703
CLD,76.66,76.65,76.67,50000000.0,50000000.0,0,0,0,0,106,2026-02-03 08:02:45.270703
GGD,31.35,31.34,31.36,50000000.0,50000000.0,0,0,0,0,106,2026-02-03 08:02:45.270703
PNR,60.36,60.35,60.37,50000000.0,50000000.0,0,0,0,0,106,2026-02-03 08:02:45.270703
FSR,32.18,32.17,32.19,50000000.0,50000000.0,0,0,0,0,106,2026-02-03 08:02:45.270703
ATB,63.62,63.61,63.63,50000000.0,50000000.0,0,0,0,0,106,2026-02-03 08:02:45.270703
SPK,51.21,51.2,51.22,50000000.0,50000000.0,0,0,0,0,106,2026-02-03 08:02:45.270703
EEC,45.89,45.88,45.9,50000000.0,50000000.0,0,0,0,0,106,2026-02-03 08:02:45.270703
TGX,41.95,41.94,41.96,50000000.0,50000000.0,0,0,0,0,107,2026-02-03 08:02:46.306238
PHR,45.4,45.39,45.41,50000000.0,50000000.0,0,0,0,0,107,2026-02-03 08:02:46.306238
BYL,42.88,42.87,42.89,50000000.0,50000000.0,0,0,0,0,107,2026-02-03 08:02:46.306238
CLD,76.64,76.63,76.65,50000000.0,50000000.0,0,0,0,0,107,2026-02-03 08:02:46.306238
GGD,31.37,31.36,31.38,50000000.0,50000000.0,0,0,0,0,107,2026-02-03 08:02:46.306238
PNR,60.27,60.26,60.28,50000000.0,50000000.0,0,0,0,0,107,2026-02-03 08:02:46.306238
FSR,32.18,32.17,32.19,50000000.0,50000000.0,0,0,0,0,107,2026-02-03 08:02:46.306238
ATB,62.93,62.92,62.94,50000000.0,50000000.0,0,0,0,0,107,2026-02-03 08:02:46.306238
SPK,51.04,51.03,51.05,50000000.0,50000000.0,0,0,0,0,107,2026-02-03 08:02:46.306238
EEC,45.54,45.53,45.55,50000000.0,50000000.0,0,0,0,0,107,2026-02-03 08:02:46.306238
TGX,41.87,41.86,41.88,50000000.0,50000000.0,0,0,0,0,108,2026-02-03 08:02:47.355999
PHR,45.2,45.19,45.21,50000000.0,50000000.0,0,0,0,0,108,2026-02-03 08:02:47.355999
BYL,43.17,43.16,43.18,50000000.0,50000000.0,0,0,0,0,108,2026-02-03 08:02:47.355999
CLD,77.19,77.18,77.2,50000000.0,50000000.0,0,0,0,0,108,2026-02-03 08:02:47.355999
GGD,31.43,31.42,31.44,50000000.0,50000000.0,0,0,0,0,108,2026-02-03 08:02:47.355999
PNR,60.51,60.5,60.52,50000000.0,50000000.0,0,0,0,0,108,2026-02-03 08:02:47.355999
FSR,32.21,32.2,32.22,50000000.0,50000000.0,0,0,0,0,108,2026-02-03 08:02:47.355999
ATB,63.58,63.57,63.59,50000000.0,50000000.0,0,0,0,0,108,2026-02-03 08:02:47.355999
SPK,51.11,51.1,51.12,50000000.0,50000000.0,0,0,0,0,108,2026-02-03 08:02:47.355999
EEC,45.76,45.75,45.77,50000000.0,50000000.0,0,0,0,0,108,2026-02-03 08:02:47.355999
TGX,41.84,41.83,41.85,50000000.0,50000000.0,0,0,0,0,109,2026-02-03 08:02:48.408473
PHR,44.79,44.78,44.8,50000000.0,50000000.0,0,0,0,0,109,2026-02-03 08:02:48.408473
BYL,43.14,43.13,43.15,50000000.0,50000000.0,0,0,0,0,109,2026-02-03 08:02:48.408473
CLD,77.1,77.09,77.11,50000000.0,50000000.0,0,0,0,0,109,2026-02-03 08:02:48.408473
GGD,31.44,31.43,31.45,50000000.0,50000000.0,0,0,0,0,109,2026-02-03 08:02:48.408473
PNR,60.81,60.8,60.82,50000000.0,50000000.0,0,0,0,0,109,2026-02-03 08:02:48.408473
FSR,32.22,32.21,32.23,50000000.0,50000000.0,0,0,0,0,109,2026-02-03 08:02:48.408473
ATB,64.56,64.55,64.57,50000000.0,50000000.0,0,0,0,0,109,2026-02-03 08:02:48.408473
SPK,50.98,50.97,50.99,50000000.0,50000000.0,0,0,0,0,109,2026-02-03 08:02:48.408473
EEC,45.55,45.54,45.56,50000000.0,50000000.0,0,0,0,0,109,2026-02-03 08:02:48.408473
TGX,41.85,41.84,41.86,50000000.0,50000000.0,0,0,0,0,110,2026-02-03 08:02:49.456936
PHR,44.76,44.75,44.77,50000000.0,50000000.0,0,0,0,0,110,2026-02-03 08:02:49.456936
BYL,41.61,41.6,41.62,50000000.0,50000000.0,0,0,0,0,110,2026-02-03 08:02:49.456936
CLD,76.52,76.51,76.53,50000000.0,50000000.0,0,0,0,0,110,2026-02-03 08:02:49.456936
GGD,31.44,31.43,31.45,50000000.0,50000000.0,0,0,0,0,110,2026-02-03 08:02:49.456936
PNR,60.68,60.67,60.69,50000000.0,50000000.0,0,0,0,0,110,2026-02-03 08:02:49.456936
FSR,32.28,32.27,32.29,50000000.0,50000000.0,0,0,0,0,110,2026-02-03 08:02:49.456936
ATB,64.9,64.89,64.91,50000000.0,50000000.0,0,0,0,0,110,2026-02-03 08:02:49.456936
SPK,50.97,50.96,50.98,50000000.0,50000000.0,0,0,0,0,110,2026-02-03 08:02:49.456936
EEC,45.55,45.54,45.56,50000000.0,50000000.0,0,0,0,0,110,2026-02-03 08:02:49.456936
TGX,41.84,41.83,41.85,50000000.0,50000000.0,0,0,0,0,111,2026-02-03 08:02:50.508160
PHR,44.65,44.64,44.66,50000000.0,50000000.0,0,0,0,0,111,2026-02-03 08:02:50.508160
BYL,41.68,41.67,41.69,50000000.0,50000000.0,0,0,0,0,111,2026-02-03 08:02:50.508160
CLD,76.68,76.67,76.69,50000000.0,50000000.0,0,0,0,0,111,2026-02-03 08:02:50.508160
GGD,31.44,31.43,31.45,50000000.0,50000000.0,0,0,0,0,111,2026-02-03 08:02:50.508160
PNR,60.64,60.63,60.65,50000000.0,50000000.0,0,0,0,0,111,2026-02-03 08:02:50.508160
FSR,32.28,32.27,32.29,50000000.0,50000000.0,0,0,0,0,111,2026-02-03 08:02:50.508160
ATB,64.94,64.93,64.95,50000000.0,50000000.0,0,0,0,0,111,2026-02-03 08:02:50.508160
SPK,50.81,50.8,50.82,50000000.0,50000000.0,0,0,0,0,111,2026-02-03 08:02:50.508160
EEC,45.3,45.29,45.31,50000000.0,50000000.0,0,0,0,0,111,2026-02-03 08:02:50.508160
TGX,41.84,41.83,41.85,50000000.0,50000000.0,0,0,0,0,112,2026-02-03 08:02:51.545277
PHR,44.92,44.91,44.93,50000000.0,50000000.0,0,0,0,0,112,2026-02-03 08:02:51.545277
BYL,41.68,41.67,41.69,50000000.0,50000000.0,0,0,0,0,112,2026-02-03 08:02:51.545277
CLD,76.62,76.61,76.63,50000000.0,50000000.0,0,0,0,0,112,2026-02-03 08:02:51.545277
GGD,31.44,31.43,31.45,50000000.0,50000000.0,0,0,0,0,112,2026-02-03 08:02:51.545277
PNR,60.72,60.71,60.73,50000000.0,50000000.0,0,0,0,0,112,2026-02-03 08:02:51.545277
FSR,32.3,32.29,32.31,50000000.0,50000000.0,0,0,0,0,112,2026-02-03 08:02:51.545277
ATB,64.5,64.49,64.51,50000000.0,50000000.0,0,0,0,0,112,2026-02-03 08:02:51.545277
SPK,50.68,50.67,50.69,50000000.0,50000000.0,0,0,0,0,112,2026-02-03 08:02:51.545277
EEC,45.05,45.04,45.06,50000000.0,50000000.0,0,0,0,0,112,2026-02-03 08:02:51.545277
TGX,41.84,41.83,41.85,50000000.0,50000000.0,0,0,0,0,113,2026-02-03 08:02:52.576066
PHR,44.67,44.66,44.68,50000000.0,50000000.0,0,0,0,0,113,2026-02-03 08:02:52.576066
BYL,41.91,41.9,41.92,50000000.0,50000000.0,0,0,0,0,113,2026-02-03 08:02:52.576066
CLD,77.07,77.06,77.08,50000000.0,50000000.0,0,0,0,0,113,2026-02-03 08:02:52.576066
GGD,32.06,32.05,32.07,50000000.0,50000000.0,0,0,0,0,113,2026-02-03 08:02:52.576066
PNR,60.68,60.67,60.69,50000000.0,50000000.0,0,0,0,0,113,2026-02-03 08:02:52.576066
FSR,32.34,32.33,32.35,50000000.0,50000000.0,0,0,0,0,113,2026-02-03 08:02:52.576066
ATB,64.14,64.13,64.15,50000000.0,50000000.0,0,0,0,0,113,2026-02-03 08:02:52.576066
SPK,50.66,50.65,50.67,50000000.0,50000000.0,0,0,0,0,113,2026-02-03 08:02:52.576066
EEC,44.91,44.9,44.92,50000000.0,50000000.0,0,0,0,0,113,2026-02-03 08:02:52.576066
TGX,41.8,41.79,41.81,50000000.0,50000000.0,0,0,0,0,114,2026-02-03 08:02:53.603972
PHR,44.7,44.69,44.71,50000000.0,50000000.0,0,0,0,0,114,2026-02-03 08:02:53.603972
BYL,41.9,41.89,41.91,50000000.0,50000000.0,0,0,0,0,114,2026-02-03 08:02:53.603972
CLD,77.1,77.09,77.11,50000000.0,50000000.0,0,0,0,0,114,2026-02-03 08:02:53.603972
GGD,32.03,32.02,32.04,50000000.0,50000000.0,0,0,0,0,114,2026-02-03 08:02:53.603972
PNR,60.39,60.38,60.4,50000000.0,50000000.0,0,0,0,0,114,2026-02-03 08:02:53.603972
FSR,32.4,32.39,32.41,50000000.0,50000000.0,0,0,0,0,114,2026-02-03 08:02:53.603972
ATB,64.22,64.21,64.23,50000000.0,50000000.0,0,0,0,0,114,2026-02-03 08:02:53.603972
SPK,50.7,50.69,50.71,50000000.0,50000000.0,0,0,0,0,114,2026-02-03 08:02:53.603972
EEC,44.94,44.93,44.95,50000000.0,50000000.0,0,0,0,0,114,2026-02-03 08:02:53.603972
TGX,41.77,41.76,41.78,50000000.0,50000000.0,0,0,0,0,115,2026-02-03 08:02:54.644827
PHR,44.73,44.72,44.74,50000000.0,50000000.0,0,0,0,0,115,2026-02-03 08:02:54.644827
BYL,41.84,41.83,41.85,50000000.0,50000000.0,0,0,0,0,115,2026-02-03 08:02:54.644827
CLD,77.09,77.08,77.1,50000000.0,50000000.0,0,0,0,0,115,2026-02-03 08:02:54.644827
GGD,32.06,32.05,32.07,50000000.0,50000000.0,0,0,0,0,115,2026-02-03 08:02:54.644827
PNR,60.55,60.54,60.56,50000000.0,50000000.0,0,0,0,0,115,2026-02-03 08:02:54.644827
FSR,32.37,32.36,32.38,50000000.0,50000000.0,0,0,0,0,115,2026-02-03 08:02:54.644827
ATB,64.43,64.42,64.44,50000000.0,50000000.0,0,0,0,0,115,2026-02-03 08:02:54.644827
SPK,50.57,50.56,50.58,50000000.0,50000000.0,0,0,0,0,115,2026-02-03 08:02:54.644827
EEC,44.72,44.71,44.73,50000000.0,50000000.0,0,0,0,0,115,2026-02-03 08:02:54.644827
TGX,41.73,41.72,41.74,50000000.0,50000000.0,0,0,0,0,116,2026-02-03 08:02:55.680567
PHR,44.7,44.69,44.71,50000000.0,50000000.0,0,0,0,0,116,2026-02-03 08:02:55.680567
BYL,41.82,41.81,41.83,50000000.0,50000000.0,0,0,0,0,116,2026-02-03 08:02:55.680567
CLD,77.03,77.02,77.04,50000000.0,50000000.0,0,0,0,0,116,2026-02-03 08:02:55.680567
GGD,32.07,32.06,32.08,50000000.0,50000000.0,0,0,0,0,116,2026-02-03 08:02:55.680567
PNR,60.84,60.83,60.85,50000000.0,50000000.0,0,0,0,0,116,2026-02-03 08:02:55.680567
FSR,32.39,32.38,32.4,50000000.0,50000000.0,0,0,0,0,116,2026-02-03 08:02:55.680567
ATB,64.25,64.24,64.26,50000000.0,50000000.0,0,0,0,0,116,2026-02-03 08:02:55.680567
SPK,50.49,50.48,50.5,50000000.0,50000000.0,0,0,0,0,116,2026-02-03 08:02:55.680567
EEC,44.62,44.61,44.63,50000000.0,50000000.0,0,0,0,0,116,2026-02-03 08:02:55.680567
TGX,41.75,41.74,41.76,50000000.0,50000000.0,0,0,0,0,117,2026-02-03 08:02:56.711498
PHR,44.84,44.83,44.85,50000000.0,50000000.0,0,0,0,0,117,2026-02-03 08:02:56.711498
BYL,41.74,41.73,41.75,50000000.0,50000000.0,0,0,0,0,117,2026-02-03 08:02:56.711498
