ticker,last_price,bid_price,ask_price,SELL_CITY-T2,SELL_ANON,SELL_DUBL-T1,BUY_CITY-D,SELL_LAVL-D,BUY_CITY-T1,BUY_CHUL-P,SELL_CITY-D,BUY_DUBL-T1,BUY_CITY-P,SELL_CITY-T1,BUY_ANON,SELL_CITY-P,tick,timestamp
ELEC-day3,19.58,19.57,19.58,288.0,288.0,,0,0,0,0,0,0,0,0,0,0,0,0,110,2026-02-03 09:23:36.200701
ELEC-day4,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,110,2026-02-03 09:23:36.200701
ELEC-day5,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,110,2026-02-03 09:23:36.200701
ELEC-day6,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,110,2026-02-03 09:23:36.200701
ELEC-F,16.0,12.0,0.0,,,60.0,0,0,0,0,0,0,0,0,0,0,0,0,110,2026-02-03 09:23:36.200701
NG,2.07,2.05,2.09,800000.0,800000.0,,0,0,0,0,0,0,0,0,0,0,0,0,111,2026-02-03 09:23:37.240401
ELEC-day2,20.01,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,111,2026-02-03 09:23:37.240401
ELEC-day3,19.58,19.57,19.58,288.0,288.0,,0,0,0,0,0,0,0,0,0,0,0,0,111,2026-02-03 09:23:37.240401
ELEC-day4,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,111,2026-02-03 09:23:37.240401
ELEC-day5,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,111,2026-02-03 09:23:37.240401
ELEC-day6,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,111,2026-02-03 09:23:37.240401
ELEC-F,16.0,12.0,0.0,,,60.0,0,0,0,0,0,0,0,0,0,0,0,0,111,2026-02-03 09:23:37.240401
NG,2.07,2.05,2.09,800000.0,800000.0,,0,0,0,0,0,0,0,0,0,0,0,0,112,2026-02-03 09:23:38.282300
ELEC-day2,20.01,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,112,2026-02-03 09:23:38.282300
ELEC-day3,19.58,19.57,19.58,288.0,288.0,,0,0,0,0,0,0,0,0,0,0,0,0,112,2026-02-03 09:23:38.282300
ELEC-day4,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,112,2026-02-03 09:23:38.282300
ELEC-day5,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,112,2026-02-03 09:23:38.282300
ELEC-day6,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,112,2026-02-03 09:23:38.282300
ELEC-F,16.0,12.0,0.0,,,60.0,0,0,0,0,0,0,0,0,0,0,0,0,112,2026-02-03 09:23:38.282300
NG,2.06,2.04,2.08,800000.0,800000.0,,0,0,0,0,0,0,0,0,0,0,0,0,113,2026-02-03 09:23:39.318250
ELEC-day2,20.01,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,113,2026-02-03 09:23:39.318250
ELEC-day3,19.58,19.57,19.58,288.0,288.0,,0,0,0,0,0,0,0,0,0,0,0,0,113,2026-02-03 09:23:39.318250
ELEC-day4,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,113,2026-02-03 09:23:39.318250
ELEC-day5,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,113,2026-02-03 09:23:39.318250
ELEC-day6,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,113,2026-02-03 09:23:39.318250
ELEC-F,16.0,12.0,0.0,,,60.0,0,0,0,0,0,0,0,0,0,0,0,0,113,2026-02-03 09:23:39.318250
NG,2.06,2.04,2.08,800000.0,800000.0,,0,0,0,0,0,0,0,0,0,0,0,0,114,2026-02-03 09:23:40.362786
ELEC-day2,20.01,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,114,2026-02-03 09:23:40.362786
ELEC-day3,19.58,19.57,19.58,288.0,288.0,,0,0,0,0,0,0,0,0,0,0,0,0,114,2026-02-03 09:23:40.362786
ELEC-day4,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,114,2026-02-03 09:23:40.362786
ELEC-day5,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,114,2026-02-03 09:23:40.362786
ELEC-day6,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,114,2026-02-03 09:23:40.362786
ELEC-F,16.0,12.0,0.0,,,60.0,0,0,0,0,0,0,0,0,0,0,0,0,114,2026-02-03 09:23:40.362786
NG,2.05,2.03,2.07,800000.0,800000.0,,0,0,0,0,0,0,0,0,0,0,0,0,115,2026-02-03 09:23:41.399666
ELEC-day2,20.01,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,115,2026-02-03 09:23:41.399666
ELEC-day3,19.58,19.57,19.58,288.0,288.0,,0,0,0,0,0,0,0,0,0,0,0,0,115,2026-02-03 09:23:41.399666
ELEC-day4,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,115,2026-02-03 09:23:41.399666
ELEC-day5,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,115,2026-02-03 09:23:41.399666
ELEC-day6,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,115,2026-02-03 09:23:41.399666
ELEC-F,16.0,12.0,0.0,,,60.0,0,0,0,0,0,0,0,0,0,0,0,0,115,2026-02-03 09:23:41.399666
NG,2.05,2.03,2.07,800000.0,800000.0,,0,0,0,0,0,0,0,0,0,0,0,0,116,2026-02-03 09:23:42.438009
ELEC-day2,20.01,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,116,2026-02-03 09:23:42.438009
ELEC-day3,19.58,19.57,19.58,288.0,288.0,,0,0,0,0,0,0,0,0,0,0,0,0,116,2026-02-03 09:23:42.438009
ELEC-day4,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,116,2026-02-03 09:23:42.438009
ELEC-day5,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,116,2026-02-03 09:23:42.438009
ELEC-day6,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,116,2026-02-03 09:23:42.438009
ELEC-F,16.0,12.0,0.0,,,60.0,0,0,0,0,0,0,0,0,0,0,0,0,116,2026-02-03 09:23:42.438009
NG,2.04,2.02,2.06,800000.0,800000.0,,0,0,0,0,0,0,0,0,0,0,0,0,117,2026-02-03 09:23:43.474398
ELEC-day2,20.01,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,117,2026-02-03 09:23:43.474398
ELEC-day3,19.58,19.57,19.58,288.0,288.0,,0,0,0,0,0,0,0,0,0,0,0,0,117,2026-02-03 09:23:43.474398
ELEC-day4,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,117,2026-02-03 09:23:43.474398
ELEC-day5,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,117,2026-02-03 09:23:43.474398
ELEC-day6,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,117,2026-02-03 09:23:43.474398
ELEC-F,16.0,12.0,0.0,,,60.0,0,0,0,0,0,0,0,0,0,0,0,0,117,2026-02-03 09:23:43.474398
NG,2.04,2.02,2.06,800000.0,800000.0,,0,0,0,0,0,0,0,0,0,0,0,0,118,2026-02-03 09:23:44.516339
ELEC-day2,20.01,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,118,2026-02-03 09:23:44.516339
ELEC-day3,19.58,19.57,19.58,288.0,288.0,,0,0,0,0,0,0,0,0,0,0,0,0,118,2026-02-03 09:23:44.516339
ELEC-day4,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,118,2026-02-03 09:23:44.516339
ELEC-day5,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,118,2026-02-03 09:23:44.516339
ELEC-day6,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,118,2026-02-03 09:23:44.516339
ELEC-F,16.0,12.0,0.0,,,60.0,0,0,0,0,0,0,0,0,0,0,0,0,118,2026-02-03 09:23:44.516339
NG,2.04,2.02,2.06,800000.0,800000.0,,0,0,0,0,0,0,0,0,0,0,0,0,119,2026-02-03 09:23:45.553261
ELEC-day2,20.01,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,119,2026-02-03 09:23:45.553261
ELEC-day3,19.58,19.57,19.58,288.0,288.0,,0,0,0,0,0,0,0,0,0,0,0,0,119,2026-02-03 09:23:45.553261
ELEC-day4,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,119,2026-02-03 09:23:45.553261
ELEC-day5,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,119,2026-02-03 09:23:45.553261
ELEC-day6,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,119,2026-02-03 09:23:45.553261
ELEC-F,16.0,12.0,0.0,,,60.0,0,0,0,0,0,0,0,0,0,0,0,0,119,2026-02-03 09:23:45.553261
NG,2.05,2.03,2.07,800000.0,800000.0,,0,0,0,0,0,0,0,0,0,0,0,0,120,2026-02-03 09:23:46.590750
ELEC-day2,20.01,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,120,2026-02-03 09:23:46.590750
ELEC-day3,19.58,19.57,19.58,288.0,288.0,,0,0,0,0,0,0,0,0,0,0,0,0,120,2026-02-03 09:23:46.590750
ELEC-day4,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,120,2026-02-03 09:23:46.590750
ELEC-day5,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,120,2026-02-03 09:23:46.590750
ELEC-day6,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,120,2026-02-03 09:23:46.590750
ELEC-F,16.0,12.0,0.0,,,60.0,0,0,0,0,0,0,0,0,0,0,0,0,120,2026-02-03 09:23:46.590750
NG,2.05,2.03,2.07,800000.0,800000.0,,0,0,0,0,0,0,0,0,0,0,0,0,121,2026-02-03 09:23:47.630961
ELEC-day2,20.01,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,121,2026-02-03 09:23:47.630961
ELEC-day3,19.58,19.57,19.58,288.0,288.0,,0,0,0,0,0,0,0,0,0,0,0,0,121,2026-02-03 09:23:47.630961
ELEC-day4,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,121,2026-02-03 09:23:47.630961
ELEC-day5,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,121,2026-02-03 09:23:47.630961
ELEC-day6,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,121,2026-02-03 09:23:47.630961
ELEC-F,16.0,12.0,0.0,,,60.0,0,0,0,0,0,0,0,0,0,0,0,0,121,2026-02-03 09:23:47.630961
NG,2.05,2.03,2.07,800000.0,800000.0,,0,0,0,0,0,0,0,0,0,0,0,0,122,2026-02-03 09:23:48.709749
ELEC-day2,20.01,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,122,2026-02-03 09:23:48.709749
ELEC-day3,19.58,19.57,19.58,288.0,288.0,,0,0,0,0,0,0,0,0,0,0,0,0,122,2026-02-03 09:23:48.709749
ELEC-day4,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,122,2026-02-03 09:23:48.709749
ELEC-day5,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,122,2026-02-03 09:23:48.709749
ELEC-day6,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,122,2026-02-03 09:23:48.709749
ELEC-F,16.0,12.0,0.0,,,60.0,0,0,0,0,0,0,0,0,0,0,0,0,122,2026-02-03 09:23:48.709749
NG,2.05,2.03,2.07,800000.0,800000.0,,0,0,0,0,0,0,0,0,0,0,0,0,123,2026-02-03 09:23:49.284800
ELEC-day2,20.01,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,123,2026-02-03 09:23:49.284800
ELEC-day3,19.58,19.57,19.58,288.0,288.0,,0,0,0,0,0,0,0,0,0,0,0,0,123,2026-02-03 09:23:49.284800
ELEC-day4,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,123,2026-02-03 09:23:49.284800
ELEC-day5,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,123,2026-02-03 09:23:49.284800
ELEC-day6,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,123,2026-02-03 09:23:49.284800
ELEC-F,16.0,12.0,0.0,,,60.0,0,0,0,0,0,0,0,0,0,0,0,0,123,2026-02-03 09:23:49.284800
NG,2.05,2.03,2.07,800000.0,800000.0,,0,0,0,0,0,0,0,0,0,0,0,0,124,2026-02-03 09:23:50.320297
ELEC-day2,20.01,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,124,2026-02-03 09:23:50.320297
ELEC-day3,19.58,19.57,19.58,288.0,288.0,,0,0,0,0,0,0,0,0,0,0,0,0,124,2026-02-03 09:23:50.320297
ELEC-day4,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,124,2026-02-03 09:23:50.320297
ELEC-day5,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,124,2026-02-03 09:23:50.320297
ELEC-day6,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,124,2026-02-03 09:23:50.320297
ELEC-F,16.0,12.0,0.0,,,60.0,0,0,0,0,0,0,0,0,0,0,0,0,124,2026-02-03 09:23:50.320297
NG,2.06,2.04,2.08,800000.0,800000.0,,0,0,0,0,0,0,0,0,0,0,0,0,125,2026-02-03 09:23:51.358017
ELEC-day2,20.01,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,125,2026-02-03 09:23:51.358017
ELEC-day3,19.58,19.57,19.58,288.0,288.0,,0,0,0,0,0,0,0,0,0,0,0,0,125,2026-02-03 09:23:51.358017
ELEC-day4,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,125,2026-02-03 09:23:51.358017
ELEC-day5,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,125,2026-02-03 09:23:51.358017
ELEC-day6,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,125,2026-02-03 09:23:51.358017
ELEC-F,16.0,12.0,0.0,,,60.0,0,0,0,0,0,0,0,0,0,0,0,0,125,2026-02-03 09:23:51.358017
NG,2.05,2.03,2.07,800000.0,800000.0,,0,0,0,0,0,0,0,0,0,0,0,0,126,2026-02-03 09:23:52.396143
ELEC-day2,20.01,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,126,2026-02-03 09:23:52.396143
ELEC-day3,19.58,19.57,19.58,288.0,288.0,,0,0,0,0,0,0,0,0,0,0,0,0,126,2026-02-03 09:23:52.396143
ELEC-day4,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,126,2026-02-03 09:23:52.396143
ELEC-day5,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,126,2026-02-03 09:23:52.396143
ELEC-day6,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,126,2026-02-03 09:23:52.396143
ELEC-F,16.0,12.0,0.0,,,60.0,0,0,0,0,0,0,0,0,0,0,0,0,126,2026-02-03 09:23:52.396143
NG,2.06,2.04,2.08,800000.0,800000.0,,0,0,0,0,0,0,0,0,0,0,0,0,127,2026-02-03 09:23:53.431792
ELEC-day2,20.01,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,127,2026-02-03 09:23:53.431792
ELEC-day3,19.58,19.57,19.58,288.0,288.0,,0,0,0,0,0,0,0,0,0,0,0,0,127,2026-02-03 09:23:53.431792
ELEC-day4,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,127,2026-02-03 09:23:53.431792
ELEC-day5,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,127,2026-02-03 09:23:53.431792
ELEC-day6,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,127,2026-02-03 09:23:53.431792
ELEC-F,16.0,12.0,0.0,,,60.0,0,0,0,0,0,0,0,0,0,0,0,0,127,2026-02-03 09:23:53.431792
NG,2.06,2.04,2.08,800000.0,800000.0,,0,0,0,0,0,0,0,0,0,0,0,0,128,2026-02-03 09:23:54.473610
ELEC-day2,20.01,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,128,2026-02-03 09:23:54.473610
ELEC-day3,19.58,19.57,19.58,288.0,288.0,,0,0,0,0,0,0,0,0,0,0,0,0,128,2026-02-03 09:23:54.473610
ELEC-day4,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,128,2026-02-03 09:23:54.473610
ELEC-day5,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,128,2026-02-03 09:23:54.473610
ELEC-day6,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,128,2026-02-03 09:23:54.473610
ELEC-F,16.0,12.0,0.0,,,60.0,0,0,0,0,0,0,0,0,0,0,0,0,128,2026-02-03 09:23:54.473610
NG,2.06,2.04,2.08,800000.0,800000.0,,0,0,0,0,0,0,0,0,0,0,0,0,129,2026-02-03 09:23:55.525719
ELEC-day2,20.01,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,129,2026-02-03 09:23:55.525719
ELEC-day3,19.58,19.57,19.58,288.0,288.0,,0,0,0,0,0,0,0,0,0,0,0,0,129,2026-02-03 09:23:55.525719
ELEC-day4,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,129,2026-02-03 09:23:55.525719
ELEC-day5,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,129,2026-02-03 09:23:55.525719
ELEC-day6,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,129,2026-02-03 09:23:55.525719
ELEC-F,16.0,12.0,0.0,,,60.0,0,0,0,0,0,0,0,0,0,0,0,0,129,2026-02-03 09:23:55.525719
NG,2.06,2.04,2.08,800000.0,800000.0,,0,0,0,0,0,0,0,0,0,0,0,0,130,2026-02-03 09:23:56.571046
ELEC-day2,20.01,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,130,2026-02-03 09:23:56.571046
ELEC-day3,19.58,19.57,19.58,288.0,288.0,,0,0,0,0,0,0,0,0,0,0,0,0,130,2026-02-03 09:23:56.571046
ELEC-day4,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,130,2026-02-03 09:23:56.571046
ELEC-day5,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,130,2026-02-03 09:23:56.571046
ELEC-day6,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,130,2026-02-03 09:23:56.571046
ELEC-F,16.0,12.0,0.0,,,60.0,0,0,0,0,0,0,0,0,0,0,0,0,130,2026-02-03 09:23:56.571046
NG,2.06,2.04,2.08,800000.0,800000.0,,0,0,0,0,0,0,0,0,0,0,0,0,131,2026-02-03 09:23:57.606635
ELEC-day2,20.01,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,131,2026-02-03 09:23:57.606635
ELEC-day3,19.58,19.57,19.58,288.0,288.0,,0,0,0,0,0,0,0,0,0,0,0,0,131,2026-02-03 09:23:57.606635
ELEC-day4,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,131,2026-02-03 09:23:57.606635
ELEC-day5,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,131,2026-02-03 09:23:57.606635
ELEC-day6,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,131,2026-02-03 09:23:57.606635
ELEC-F,16.0,12.0,0.0,,,60.0,0,0,0,0,0,0,0,0,0,0,0,0,131,2026-02-03 09:23:57.606635
NG,2.07,2.05,2.09,800000.0,800000.0,,0,0,0,0,0,0,0,0,0,0,0,0,132,2026-02-03 09:23:58.637628
ELEC-day2,20.01,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,132,2026-02-03 09:23:58.637628
ELEC-day3,19.58,19.57,19.58,288.0,288.0,,0,0,0,0,0,0,0,0,0,0,0,0,132,2026-02-03 09:23:58.637628
ELEC-day4,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,132,2026-02-03 09:23:58.637628
ELEC-day5,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,132,2026-02-03 09:23:58.637628
ELEC-day6,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,132,2026-02-03 09:23:58.637628
ELEC-F,16.0,12.0,0.0,,,60.0,0,0,0,0,0,0,0,0,0,0,0,0,132,2026-02-03 09:23:58.637628
NG,2.07,2.05,2.09,800000.0,800000.0,,0,0,0,0,0,0,0,0,0,0,0,0,133,2026-02-03 09:23:59.679486
ELEC-day2,20.01,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,133,2026-02-03 09:23:59.679486
ELEC-day3,19.58,19.57,19.58,288.0,288.0,,0,0,0,0,0,0,0,0,0,0,0,0,133,2026-02-03 09:23:59.679486
ELEC-day4,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,133,2026-02-03 09:23:59.679486
ELEC-day5,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,133,2026-02-03 09:23:59.679486
ELEC-day6,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,133,2026-02-03 09:23:59.679486
ELEC-F,16.0,12.0,0.0,,,60.0,0,0,0,0,0,0,0,0,0,0,0,0,133,2026-02-03 09:23:59.679486
NG,2.06,2.04,2.08,800000.0,800000.0,,0,0,0,0,0,0,0,0,0,0,0,0,134,2026-02-03 09:24:00.777866
ELEC-day2,20.01,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,134,2026-02-03 09:24:00.777866
ELEC-day3,19.58,19.57,19.58,288.0,288.0,,0,0,0,0,0,0,0,0,0,0,0,0,134,2026-02-03 09:24:00.777866
ELEC-day4,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,134,2026-02-03 09:24:00.777866
ELEC-day5,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,134,2026-02-03 09:24:00.777866
ELEC-day6,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,134,2026-02-03 09:24:00.777866
ELEC-F,16.0,12.0,0.0,,,60.0,0,0,0,0,0,0,0,0,0,0,0,0,134,2026-02-03 09:24:00.777866
NG,2.05,2.03,2.07,800000.0,800000.0,,0,0,0,0,0,0,0,0,0,0,0,0,135,2026-02-03 09:24:01.319954
ELEC-day2,20.01,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,135,2026-02-03 09:24:01.319954
ELEC-day3,19.58,19.57,19.58,288.0,288.0,,0,0,0,0,0,0,0,0,0,0,0,0,135,2026-02-03 09:24:01.319954
ELEC-day4,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,135,2026-02-03 09:24:01.319954
ELEC-day5,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,135,2026-02-03 09:24:01.319954
ELEC-day6,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,135,2026-02-03 09:24:01.319954
ELEC-F,16.0,12.0,0.0,,,60.0,0,0,0,0,0,0,0,0,0,0,0,0,135,2026-02-03 09:24:01.319954
NG,2.05,2.03,2.07,800000.0,800000.0,,0,0,0,0,0,0,0,0,0,0,0,0,136,2026-02-03 09:24:02.400753
ELEC-day2,20.01,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,136,2026-02-03 09:24:02.400753
ELEC-day3,19.58,19.57,19.58,288.0,288.0,,0,0,0,0,0,0,0,0,0,0,0,0,136,2026-02-03 09:24:02.400753
ELEC-day4,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,136,2026-02-03 09:24:02.400753
ELEC-day5,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,136,2026-02-03 09:24:02.400753
ELEC-day6,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,136,2026-02-03 09:24:02.400753
ELEC-F,16.0,12.0,0.0,,,60.0,0,0,0,0,0,0,0,0,0,0,0,0,136,2026-02-03 09:24:02.400753
NG,2.05,2.03,2.07,800000.0,800000.0,,0,0,0,0,0,0,0,0,0,0,0,0,137,2026-02-03 09:24:03.447712
ELEC-day2,20.01,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,137,2026-02-03 09:24:03.447712
ELEC-day3,19.58,19.57,19.58,288.0,288.0,,0,0,0,0,0,0,0,0,0,0,0,0,137,2026-02-03 09:24:03.447712
ELEC-day4,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,137,2026-02-03 09:24:03.447712
ELEC-day5,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,137,2026-02-03 09:24:03.447712
ELEC-day6,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,137,2026-02-03 09:24:03.447712
ELEC-F,16.0,12.0,0.0,,,60.0,0,0,0,0,0,0,0,0,0,0,0,0,137,2026-02-03 09:24:03.447712
NG,2.05,2.03,2.07,800000.0,800000.0,,0,0,0,0,0,0,0,0,0,0,0,0,138,2026-02-03 09:24:04.525144
ELEC-day2,20.01,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,138,2026-02-03 09:24:04.525144
ELEC-day3,19.58,19.57,19.58,288.0,288.0,,0,0,0,0,0,0,0,0,0,0,0,0,138,2026-02-03 09:24:04.525144
ELEC-day4,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,138,2026-02-03 09:24:04.525144
ELEC-day5,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,138,2026-02-03 09:24:04.525144
ELEC-day6,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,138,2026-02-03 09:24:04.525144
ELEC-F,16.0,12.0,0.0,,,60.0,0,0,0,0,0,0,0,0,0,0,0,0,138,2026-02-03 09:24:04.525144
NG,2.05,2.03,2.07,800000.0,800000.0,,0,0,0,0,0,0,0,0,0,0,0,0,139,2026-02-03 09:24:05.575190
ELEC-day2,20.01,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,139,2026-02-03 09:24:05.575190
ELEC-day3,19.58,19.57,19.58,288.0,288.0,,0,0,0,0,0,0,0,0,0,0,0,0,139,2026-02-03 09:24:05.575190
ELEC-day4,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,139,2026-02-03 09:24:05.575190
ELEC-day5,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,139,2026-02-03 09:24:05.575190
ELEC-day6,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,139,2026-02-03 09:24:05.575190
