ticker,last_price,bid_price,ask_price,SELL_UOTB-T1,SELL_ANON,BUY_ANON,SELL_UOTB-P,BUY_UOTB-D,SELL_BABS-P,SELL_UOTB-D,BUY_UOTB-P,tick,timestamp
ELEC-day3,20.77,20.76,20.77,364.0,364.0,0,0,0,0,0,0,179,2026-02-04 16:40:01.728186
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,179,2026-02-04 16:40:01.728186
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,179,2026-02-04 16:40:01.728186
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,179,2026-02-04 16:40:01.728186
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,179,2026-02-04 16:40:01.728186
NG,2.3,2.28,2.32,800000.0,800000.0,0,0,0,0,0,0,180,2026-02-04 16:40:02.950609
ELEC-day2,20.77,0.0,0.0,,,0,0,0,0,0,0,180,2026-02-04 16:40:02.950609
ELEC-day3,20.77,20.76,20.77,364.0,364.0,0,0,0,0,0,0,180,2026-02-04 16:40:02.950609
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,180,2026-02-04 16:40:02.950609
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,180,2026-02-04 16:40:02.950609
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,180,2026-02-04 16:40:02.950609
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,180,2026-02-04 16:40:02.950609
NG,2.31,2.29,2.33,800000.0,800000.0,0,0,0,0,0,0,181,2026-02-04 16:40:03.705875,18.0,3.0,180.0,,SPOT PRICE AND VOLUMES FOR DAY 4,The Regulatory Authority for Electricity board decided that on day 4 the following prices and volumes will be enforced:<br><br>402 contracts are available for market participants to buy at a price of $18.31<br><br>402 contracts are available for market participants to sell at a price of $18.30
ELEC-day2,20.77,0.0,0.0,,,0,0,0,0,0,0,181,2026-02-04 16:40:03.705875,,,,,,
ELEC-day3,20.77,0.0,0.0,,,0,0,0,0,0,0,181,2026-02-04 16:40:03.705875,,,,,,
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,181,2026-02-04 16:40:03.705875,,,,,,
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,181,2026-02-04 16:40:03.705875,,,,,,
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,181,2026-02-04 16:40:03.705875,,,,,,
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,181,2026-02-04 16:40:03.705875,,,,,,
NG,2.31,2.29,2.33,800000.0,800000.0,0,0,0,0,0,0,0,2026-02-04 16:40:04.454174
ELEC-day2,20.77,0.0,0.0,,,0,0,0,0,0,0,0,2026-02-04 16:40:04.454174
ELEC-day3,20.77,0.0,0.0,,,0,0,0,0,0,0,0,2026-02-04 16:40:04.454174
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,2026-02-04 16:40:04.454174
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,2026-02-04 16:40:04.454174
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,2026-02-04 16:40:04.454174
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,0,2026-02-04 16:40:04.454174
NG,2.3,2.28,2.32,800000.0,800000.0,0,0,0,0,0,0,1,2026-02-04 16:40:05.063346
ELEC-day2,20.77,0.0,0.0,,,0,0,0,0,0,0,1,2026-02-04 16:40:05.063346
ELEC-day3,20.77,0.0,0.0,,,0,0,0,0,0,0,1,2026-02-04 16:40:05.063346
ELEC-day4,0.0,18.3,18.31,402.0,402.0,0,0,0,0,0,0,1,2026-02-04 16:40:05.063346
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,1,2026-02-04 16:40:05.063346
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,1,2026-02-04 16:40:05.063346
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,1,2026-02-04 16:40:05.063346
NG,2.29,2.27,2.31,800000.0,800000.0,0,0,0,0,0,0,2,2026-02-04 16:40:05.673071,19.0,4.0,1.0,,SUNLIGHT Forecast for DAY 5,The weather forecasts call for between 13 and 20 hours of sunlight tomorrow.
ELEC-day2,20.77,0.0,0.0,,,0,0,0,0,0,0,2,2026-02-04 16:40:05.673071,,,,,,
ELEC-day3,20.77,0.0,0.0,,,0,0,0,0,0,0,2,2026-02-04 16:40:05.673071,,,,,,
ELEC-day4,0.0,18.3,18.31,402.0,402.0,0,0,0,0,0,0,2,2026-02-04 16:40:05.673071,,,,,,
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,2,2026-02-04 16:40:05.673071,,,,,,
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,2,2026-02-04 16:40:05.673071,,,,,,
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,2,2026-02-04 16:40:05.673071,,,,,,
NG,2.29,2.27,2.31,800000.0,800000.0,0,0,0,0,0,0,3,2026-02-04 16:40:06.784087
ELEC-day2,20.77,0.0,0.0,,,0,0,0,0,0,0,3,2026-02-04 16:40:06.784087
ELEC-day3,20.77,0.0,0.0,,,0,0,0,0,0,0,3,2026-02-04 16:40:06.784087
ELEC-day4,0.0,18.3,18.31,402.0,402.0,0,0,0,0,0,0,3,2026-02-04 16:40:06.784087
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,3,2026-02-04 16:40:06.784087
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,3,2026-02-04 16:40:06.784087
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,3,2026-02-04 16:40:06.784087
NG,2.29,2.27,2.31,800000.0,800000.0,0,0,0,0,0,0,4,2026-02-04 16:40:07.861081
ELEC-day2,20.77,0.0,0.0,,,0,0,0,0,0,0,4,2026-02-04 16:40:07.861081
ELEC-day3,20.77,0.0,0.0,,,0,0,0,0,0,0,4,2026-02-04 16:40:07.861081
ELEC-day4,0.0,18.3,18.31,402.0,402.0,0,0,0,0,0,0,4,2026-02-04 16:40:07.861081
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,4,2026-02-04 16:40:07.861081
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,4,2026-02-04 16:40:07.861081
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,4,2026-02-04 16:40:07.861081
NG,2.29,2.27,2.31,800000.0,800000.0,0,0,0,0,0,0,5,2026-02-04 16:40:08.910313
ELEC-day2,20.77,0.0,0.0,,,0,0,0,0,0,0,5,2026-02-04 16:40:08.910313
ELEC-day3,20.77,0.0,0.0,,,0,0,0,0,0,0,5,2026-02-04 16:40:08.910313
ELEC-day4,0.0,18.3,18.31,402.0,402.0,0,0,0,0,0,0,5,2026-02-04 16:40:08.910313
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,5,2026-02-04 16:40:08.910313
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,5,2026-02-04 16:40:08.910313
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,5,2026-02-04 16:40:08.910313
NG,2.29,2.27,2.31,800000.0,800000.0,0,0,0,0,0,0,6,2026-02-04 16:40:09.947512
ELEC-day2,20.77,0.0,0.0,,,0,0,0,0,0,0,6,2026-02-04 16:40:09.947512
ELEC-day3,20.77,0.0,0.0,,,0,0,0,0,0,0,6,2026-02-04 16:40:09.947512
ELEC-day4,0.0,18.3,18.31,402.0,402.0,0,0,0,0,0,0,6,2026-02-04 16:40:09.947512
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,6,2026-02-04 16:40:09.947512
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,6,2026-02-04 16:40:09.947512
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,6,2026-02-04 16:40:09.947512
NG,2.29,2.27,2.31,800000.0,800000.0,0,0,0,0,0,0,7,2026-02-04 16:40:10.986473
ELEC-day2,20.77,0.0,0.0,,,0,0,0,0,0,0,7,2026-02-04 16:40:10.986473
ELEC-day3,20.77,0.0,0.0,,,0,0,0,0,0,0,7,2026-02-04 16:40:10.986473
ELEC-day4,0.0,18.3,18.31,402.0,402.0,0,0,0,0,0,0,7,2026-02-04 16:40:10.986473
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,7,2026-02-04 16:40:10.986473
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,7,2026-02-04 16:40:10.986473
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,7,2026-02-04 16:40:10.986473
NG,2.29,2.27,2.31,800000.0,800000.0,0,0,0,0,0,0,8,2026-02-04 16:40:12.237994
ELEC-day2,20.77,0.0,0.0,,,0,0,0,0,0,0,8,2026-02-04 16:40:12.237994
ELEC-day3,20.77,0.0,0.0,,,0,0,0,0,0,0,8,2026-02-04 16:40:12.237994
ELEC-day4,0.0,18.3,18.31,402.0,402.0,0,0,0,0,0,0,8,2026-02-04 16:40:12.237994
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,8,2026-02-04 16:40:12.237994
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,8,2026-02-04 16:40:12.237994
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,8,2026-02-04 16:40:12.237994
NG,2.3,2.28,2.32,800000.0,800000.0,0,0,0,0,0,0,9,2026-02-04 16:40:12.787726
ELEC-day2,20.77,0.0,0.0,,,0,0,0,0,0,0,9,2026-02-04 16:40:12.787726
ELEC-day3,20.77,0.0,0.0,,,0,0,0,0,0,0,9,2026-02-04 16:40:12.787726
ELEC-day4,0.0,18.3,18.31,402.0,402.0,0,0,0,0,0,0,9,2026-02-04 16:40:12.787726
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,9,2026-02-04 16:40:12.787726
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,9,2026-02-04 16:40:12.787726
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,9,2026-02-04 16:40:12.787726
NG,2.3,2.28,2.32,800000.0,800000.0,0,0,0,0,0,0,10,2026-02-04 16:40:13.835688
ELEC-day2,20.77,0.0,0.0,,,0,0,0,0,0,0,10,2026-02-04 16:40:13.835688
ELEC-day3,20.77,0.0,0.0,,,0,0,0,0,0,0,10,2026-02-04 16:40:13.835688
ELEC-day4,0.0,18.3,18.31,402.0,402.0,0,0,0,0,0,0,10,2026-02-04 16:40:13.835688
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,10,2026-02-04 16:40:13.835688
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,10,2026-02-04 16:40:13.835688
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,10,2026-02-04 16:40:13.835688
NG,2.3,2.28,2.32,800000.0,800000.0,0,0,0,0,0,0,11,2026-02-04 16:40:14.872120
ELEC-day2,20.77,0.0,0.0,,,0,0,0,0,0,0,11,2026-02-04 16:40:14.872120
ELEC-day3,20.77,0.0,0.0,,,0,0,0,0,0,0,11,2026-02-04 16:40:14.872120
ELEC-day4,0.0,18.3,18.31,402.0,402.0,0,0,0,0,0,0,11,2026-02-04 16:40:14.872120
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,11,2026-02-04 16:40:14.872120
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,11,2026-02-04 16:40:14.872120
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,11,2026-02-04 16:40:14.872120
NG,2.31,2.29,2.33,800000.0,800000.0,0,0,0,0,0,0,12,2026-02-04 16:40:15.905864
ELEC-day2,20.77,0.0,0.0,,,0,0,0,0,0,0,12,2026-02-04 16:40:15.905864
ELEC-day3,20.77,0.0,0.0,,,0,0,0,0,0,0,12,2026-02-04 16:40:15.905864
ELEC-day4,0.0,18.3,18.31,402.0,402.0,0,0,0,0,0,0,12,2026-02-04 16:40:15.905864
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,12,2026-02-04 16:40:15.905864
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,12,2026-02-04 16:40:15.905864
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,12,2026-02-04 16:40:15.905864
NG,2.31,2.29,2.33,800000.0,800000.0,0,0,0,0,0,0,13,2026-02-04 16:40:16.939649
ELEC-day2,20.77,0.0,0.0,,,0,0,0,0,0,0,13,2026-02-04 16:40:16.939649
ELEC-day3,20.77,0.0,0.0,,,0,0,0,0,0,0,13,2026-02-04 16:40:16.939649
ELEC-day4,0.0,18.3,18.31,402.0,402.0,0,0,0,0,0,0,13,2026-02-04 16:40:16.939649
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,13,2026-02-04 16:40:16.939649
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,13,2026-02-04 16:40:16.939649
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,13,2026-02-04 16:40:16.939649
NG,2.31,2.29,2.33,800000.0,800000.0,0,0,0,0,0,0,14,2026-02-04 16:40:17.983646
ELEC-day2,20.77,0.0,0.0,,,0,0,0,0,0,0,14,2026-02-04 16:40:17.983646
ELEC-day3,20.77,0.0,0.0,,,0,0,0,0,0,0,14,2026-02-04 16:40:17.983646
ELEC-day4,0.0,18.3,18.31,402.0,402.0,0,0,0,0,0,0,14,2026-02-04 16:40:17.983646
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,14,2026-02-04 16:40:17.983646
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,14,2026-02-04 16:40:17.983646
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,14,2026-02-04 16:40:17.983646
NG,2.31,2.29,2.33,800000.0,800000.0,0,0,0,0,0,0,15,2026-02-04 16:40:19.024395
ELEC-day2,20.77,0.0,0.0,,,0,0,0,0,0,0,15,2026-02-04 16:40:19.024395
ELEC-day3,20.77,0.0,0.0,,,0,0,0,0,0,0,15,2026-02-04 16:40:19.024395
ELEC-day4,0.0,18.3,18.31,402.0,402.0,0,0,0,0,0,0,15,2026-02-04 16:40:19.024395
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,15,2026-02-04 16:40:19.024395
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,15,2026-02-04 16:40:19.024395
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,15,2026-02-04 16:40:19.024395
NG,2.3,2.28,2.32,800000.0,800000.0,0,0,0,0,0,0,16,2026-02-04 16:40:20.070596
ELEC-day2,20.77,0.0,0.0,,,0,0,0,0,0,0,16,2026-02-04 16:40:20.070596
ELEC-day3,20.77,0.0,0.0,,,0,0,0,0,0,0,16,2026-02-04 16:40:20.070596
ELEC-day4,0.0,18.3,18.31,402.0,402.0,0,0,0,0,0,0,16,2026-02-04 16:40:20.070596
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,16,2026-02-04 16:40:20.070596
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,16,2026-02-04 16:40:20.070596
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,16,2026-02-04 16:40:20.070596
NG,2.3,2.28,2.32,800000.0,800000.0,0,0,0,0,0,0,17,2026-02-04 16:40:21.114225
ELEC-day2,20.77,0.0,0.0,,,0,0,0,0,0,0,17,2026-02-04 16:40:21.114225
ELEC-day3,20.77,0.0,0.0,,,0,0,0,0,0,0,17,2026-02-04 16:40:21.114225
ELEC-day4,0.0,18.3,18.31,402.0,402.0,0,0,0,0,0,0,17,2026-02-04 16:40:21.114225
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,17,2026-02-04 16:40:21.114225
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,17,2026-02-04 16:40:21.114225
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,17,2026-02-04 16:40:21.114225
NG,2.3,2.28,2.32,800000.0,800000.0,0,0,0,0,0,0,18,2026-02-04 16:40:22.209903
ELEC-day2,20.77,0.0,0.0,,,0,0,0,0,0,0,18,2026-02-04 16:40:22.209903
ELEC-day3,20.77,0.0,0.0,,,0,0,0,0,0,0,18,2026-02-04 16:40:22.209903
ELEC-day4,0.0,18.3,18.31,402.0,402.0,0,0,0,0,0,0,18,2026-02-04 16:40:22.209903
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,18,2026-02-04 16:40:22.209903
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,18,2026-02-04 16:40:22.209903
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,18,2026-02-04 16:40:22.209903
NG,2.31,2.29,2.33,800000.0,800000.0,0,0,0,0,0,0,19,2026-02-04 16:40:22.755931
ELEC-day2,20.77,0.0,0.0,,,0,0,0,0,0,0,19,2026-02-04 16:40:22.755931
ELEC-day3,20.77,0.0,0.0,,,0,0,0,0,0,0,19,2026-02-04 16:40:22.755931
ELEC-day4,0.0,18.3,18.31,402.0,402.0,0,0,0,0,0,0,19,2026-02-04 16:40:22.755931
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,19,2026-02-04 16:40:22.755931
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,19,2026-02-04 16:40:22.755931
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,19,2026-02-04 16:40:22.755931
NG,2.31,2.29,2.33,800000.0,800000.0,0,0,0,0,0,0,20,2026-02-04 16:40:23.871451
ELEC-day2,20.77,0.0,0.0,,,0,0,0,0,0,0,20,2026-02-04 16:40:23.871451
ELEC-day3,20.77,0.0,0.0,,,0,0,0,0,0,0,20,2026-02-04 16:40:23.871451
ELEC-day4,0.0,18.3,18.31,402.0,402.0,0,0,0,0,0,0,20,2026-02-04 16:40:23.871451
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,20,2026-02-04 16:40:23.871451
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,20,2026-02-04 16:40:23.871451
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,20,2026-02-04 16:40:23.871451
NG,2.31,2.29,2.33,800000.0,800000.0,0,0,0,0,0,0,21,2026-02-04 16:40:24.919520
ELEC-day2,20.77,0.0,0.0,,,0,0,0,0,0,0,21,2026-02-04 16:40:24.919520
ELEC-day3,20.77,0.0,0.0,,,0,0,0,0,0,0,21,2026-02-04 16:40:24.919520
ELEC-day4,0.0,18.3,18.31,402.0,402.0,0,0,0,0,0,0,21,2026-02-04 16:40:24.919520
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,21,2026-02-04 16:40:24.919520
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,21,2026-02-04 16:40:24.919520
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,21,2026-02-04 16:40:24.919520
NG,2.31,2.29,2.33,800000.0,800000.0,0,0,0,0,0,0,22,2026-02-04 16:40:25.960424
ELEC-day2,20.77,0.0,0.0,,,0,0,0,0,0,0,22,2026-02-04 16:40:25.960424
ELEC-day3,20.77,0.0,0.0,,,0,0,0,0,0,0,22,2026-02-04 16:40:25.960424
ELEC-day4,0.0,18.3,18.31,402.0,402.0,0,0,0,0,0,0,22,2026-02-04 16:40:25.960424
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,22,2026-02-04 16:40:25.960424
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,22,2026-02-04 16:40:25.960424
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,22,2026-02-04 16:40:25.960424
NG,2.31,2.29,2.33,800000.0,800000.0,0,0,0,0,0,0,23,2026-02-04 16:40:26.999415
ELEC-day2,20.77,0.0,0.0,,,0,0,0,0,0,0,23,2026-02-04 16:40:26.999415
ELEC-day3,20.77,0.0,0.0,,,0,0,0,0,0,0,23,2026-02-04 16:40:26.999415
ELEC-day4,0.0,18.3,18.31,402.0,402.0,0,0,0,0,0,0,23,2026-02-04 16:40:26.999415
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,23,2026-02-04 16:40:26.999415
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,23,2026-02-04 16:40:26.999415
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,23,2026-02-04 16:40:26.999415
NG,2.31,2.29,2.33,800000.0,800000.0,0,0,0,0,0,0,24,2026-02-04 16:40:28.039584
ELEC-day2,20.77,0.0,0.0,,,0,0,0,0,0,0,24,2026-02-04 16:40:28.039584
ELEC-day3,20.77,0.0,0.0,,,0,0,0,0,0,0,24,2026-02-04 16:40:28.039584
ELEC-day4,0.0,18.3,18.31,402.0,402.0,0,0,0,0,0,0,24,2026-02-04 16:40:28.039584
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,24,2026-02-04 16:40:28.039584
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,24,2026-02-04 16:40:28.039584
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,24,2026-02-04 16:40:28.039584
NG,2.31,2.29,2.33,800000.0,800000.0,0,0,0,0,0,0,25,2026-02-04 16:40:29.075030
ELEC-day2,20.77,0.0,0.0,,,0,0,0,0,0,0,25,2026-02-04 16:40:29.075030
ELEC-day3,20.77,0.0,0.0,,,0,0,0,0,0,0,25,2026-02-04 16:40:29.075030
ELEC-day4,0.0,18.3,18.31,402.0,402.0,0,0,0,0,0,0,25,2026-02-04 16:40:29.075030
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,25,2026-02-04 16:40:29.075030
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,25,2026-02-04 16:40:29.075030
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,25,2026-02-04 16:40:29.075030
NG,2.31,2.29,2.33,800000.0,800000.0,0,0,0,0,0,0,26,2026-02-04 16:40:30.110812
ELEC-day2,20.77,0.0,0.0,,,0,0,0,0,0,0,26,2026-02-04 16:40:30.110812
ELEC-day3,20.77,0.0,0.0,,,0,0,0,0,0,0,26,2026-02-04 16:40:30.110812
ELEC-day4,0.0,18.3,18.31,402.0,402.0,0,0,0,0,0,0,26,2026-02-04 16:40:30.110812
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,26,2026-02-04 16:40:30.110812
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,26,2026-02-04 16:40:30.110812
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,26,2026-02-04 16:40:30.110812
NG,2.31,2.29,2.33,800000.0,800000.0,0,0,0,0,0,0,27,2026-02-04 16:40:31.155812
ELEC-day2,20.77,0.0,0.0,,,0,0,0,0,0,0,27,2026-02-04 16:40:31.155812
ELEC-day3,20.77,0.0,0.0,,,0,0,0,0,0,0,27,2026-02-04 16:40:31.155812
ELEC-day4,0.0,18.3,18.31,402.0,402.0,0,0,0,0,0,0,27,2026-02-04 16:40:31.155812
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,27,2026-02-04 16:40:31.155812
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,27,2026-02-04 16:40:31.155812
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,27,2026-02-04 16:40:31.155812
NG,2.32,2.3,2.34,800000.0,800000.0,0,0,0,0,0,0,28,2026-02-04 16:40:32.307842
ELEC-day2,20.77,0.0,0.0,,,0,0,0,0,0,0,28,2026-02-04 16:40:32.307842
ELEC-day3,20.77,0.0,0.0,,,0,0,0,0,0,0,28,2026-02-04 16:40:32.307842
ELEC-day4,0.0,18.3,18.31,402.0,402.0,0,0,0,0,0,0,28,2026-02-04 16:40:32.307842
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,28,2026-02-04 16:40:32.307842
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,28,2026-02-04 16:40:32.307842
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,28,2026-02-04 16:40:32.307842
NG,2.33,2.31,2.35,800000.0,800000.0,0,0,0,0,0,0,29,2026-02-04 16:40:32.888680
ELEC-day2,20.77,0.0,0.0,,,0,0,0,0,0,0,29,2026-02-04 16:40:32.888680
ELEC-day3,20.77,0.0,0.0,,,0,0,0,0,0,0,29,2026-02-04 16:40:32.888680
ELEC-day4,0.0,18.3,18.31,402.0,402.0,0,0,0,0,0,0,29,2026-02-04 16:40:32.888680
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,29,2026-02-04 16:40:32.888680
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,29,2026-02-04 16:40:32.888680
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,29,2026-02-04 16:40:32.888680
NG,2.33,2.31,2.35,800000.0,800000.0,0,0,0,0,0,0,30,2026-02-04 16:40:33.939475
ELEC-day2,20.77,0.0,0.0,,,0,0,0,0,0,0,30,2026-02-04 16:40:33.939475
ELEC-day3,20.77,0.0,0.0,,,0,0,0,0,0,0,30,2026-02-04 16:40:33.939475
ELEC-day4,0.0,18.3,18.31,402.0,402.0,0,0,0,0,0,0,30,2026-02-04 16:40:33.939475
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,30,2026-02-04 16:40:33.939475
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,30,2026-02-04 16:40:33.939475
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,30,2026-02-04 16:40:33.939475
NG,2.32,2.3,2.34,800000.0,800000.0,0,0,0,0,0,0,31,2026-02-04 16:40:34.995137
ELEC-day2,20.77,0.0,0.0,,,0,0,0,0,0,0,31,2026-02-04 16:40:34.995137
ELEC-day3,20.77,0.0,0.0,,,0,0,0,0,0,0,31,2026-02-04 16:40:34.995137
ELEC-day4,0.0,18.3,18.31,402.0,402.0,0,0,0,0,0,0,31,2026-02-04 16:40:34.995137
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,31,2026-02-04 16:40:34.995137
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,31,2026-02-04 16:40:34.995137
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,31,2026-02-04 16:40:34.995137
NG,2.32,2.3,2.34,800000.0,800000.0,0,0,0,0,0,0,32,2026-02-04 16:40:36.039206
ELEC-day2,20.77,0.0,0.0,,,0,0,0,0,0,0,32,2026-02-04 16:40:36.039206
ELEC-day3,20.77,0.0,0.0,,,0,0,0,0,0,0,32,2026-02-04 16:40:36.039206
ELEC-day4,0.0,18.3,18.31,402.0,402.0,0,0,0,0,0,0,32,2026-02-04 16:40:36.039206
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,32,2026-02-04 16:40:36.039206
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,32,2026-02-04 16:40:36.039206
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,32,2026-02-04 16:40:36.039206
NG,2.33,2.31,2.35,800000.0,800000.0,0,0,0,0,0,0,33,2026-02-04 16:40:37.082021
ELEC-day2,20.77,0.0,0.0,,,0,0,0,0,0,0,33,2026-02-04 16:40:37.082021
ELEC-day3,20.77,0.0,0.0,,,0,0,0,0,0,0,33,2026-02-04 16:40:37.082021
ELEC-day4,0.0,18.3,18.31,402.0,402.0,0,0,0,0,0,0,33,2026-02-04 16:40:37.082021
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,33,2026-02-04 16:40:37.082021
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,33,2026-02-04 16:40:37.082021
