ticker,last_price,bid_price,ask_price,BUY_ANON,SELL_ANON,BUY_WRSW-3,SELL_WRSW-3,BUY_UEBR-2,BUY_GIOT-3,SELL_WRSW-5,BUY_LUIS-1,SELL_UOTB-2,SELL_DUBL-5,SELL_BRCH-3,BUY_LAVL-1,BUY_BRCH-3,BUY_UEBR-1,BUY_WRSW-6,SELL_BABS-4,SELL_LETH-1,BUY_UOTB-1,BUY_UOTB-2,SELL_LUIS-1,SELL_WRSW-6,SELL_COLA-3,BUY_WRSW-5,SELL_CNCD-1,BUY_CNCD-1,BUY_COLA-1,BUY_WRSW-4,SELL_UOTB-3,SELL_HECM-3,SELL_NAIT-1,BUY_LETH-1,BUY_WRSW-2,SELL_WRSW-1,BUY_CNCD-5,SELL_COLB-2,SELL_COLA-1,BUY_NAIT-1,BUY_WRSW-1,SELL_BRCH-1,BUY_BRCH-2,SELL_UOTB-1,BUY_COLA-3,SELL_LAVL-1,BUY_BRCH-1,SELL_UEBR-1,SELL_GIOT-3,BUY_UOTB-3,BUY_DUBL-5,BUY_BABS-4,BUY_CAMN-1,SELL_CNCD-5,BUY_COLB-2,SELL_WRSW-2,SELL_UEBR-2,SELL_CAMN-1,SELL_WRSW-4,BUY_HECM-3,SELL_BRCH-2,tick,timestamp
ATMN,24.53,24.53,24.59,990.0,,2234100.0,964200.0,9000.0,3994.0,6000.0,,990.0,2000.0,710.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,2026-02-06 10:52:00.028549
WNTR,26.3,26.23,26.24,472.0,188.0,1097100.0,1451800.0,,5000.0,6000.0,2000.0,472.0,,,6000.0,1368.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,2026-02-06 10:52:00.028549
SPNG,23.41,23.52,23.53,5584.0,5000.0,6000.0,1528400.0,1785.0,679.0,6000.0,1785.0,4500.0,1581100.0,2000.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,2026-02-06 10:52:01.118644
SMMR,23.69,23.75,23.79,,38.0,,1825500.0,2000.0,740.0,6000.0,2000.0,10500.0,1159500.0,,740.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,2026-02-06 10:52:01.118644
ATMN,24.53,24.42,24.43,,,,2098200.0,495.0,,6000.0,495.0,12000.0,694000.0,,710.0,2000.0,3994.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,2026-02-06 10:52:01.118644
WNTR,26.23,26.23,26.24,,1368.0,,1500900.0,472.0,770.0,6000.0,472.0,,1478100.0,2000.0,,,5000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,2026-02-06 10:52:01.118644
SPNG,23.33,23.33,23.49,2147500.0,3000.0,3500.0,3000.0,1884700.0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,2026-02-06 10:52:02.184466
SMMR,23.84,23.83,23.84,1804800.0,,,7500.0,1373800.0,1000.0,38.0,740.0,1000.0,740.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,2026-02-06 10:52:02.184466
ATMN,24.64,24.64,24.66,2229800.0,,,,2124100.0,495.0,,533.0,495.0,710.0,2000.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,2026-02-06 10:52:02.184466
WNTR,26.38,26.25,26.32,1076400.0,6000.0,6000.0,,1495900.0,945.0,4868.0,770.0,945.0,740.0,,2000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,2026-02-06 10:52:02.184466
SPNG,23.88,23.46,23.88,6000.0,679.0,2147500.0,2022300.0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,2026-02-06 10:52:03.246481
SMMR,23.87,23.76,23.84,,740.0,1598600.0,1489200.0,5038.0,1500.0,1000.0,1000.0,5000.0,1500.0,740.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,2026-02-06 10:52:03.246481
ATMN,24.52,24.42,24.49,,533.0,2098200.0,2173000.0,,,,,,,710.0,2000.0,500.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,2026-02-06 10:52:03.246481
WNTR,26.32,26.27,26.32,,770.0,487100.0,1611100.0,4868.0,15000.0,945.0,945.0,,,740.0,,,2000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,2026-02-06 10:52:03.246481
SPNG,23.54,23.76,23.78,1929600.0,6000.0,937.0,1500.0,679.0,7358.0,1623500.0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,2026-02-06 10:52:04.295122
SMMR,23.87,23.8,23.83,1328000.0,,1900.0,4500.0,740.0,5000.0,1586600.0,5038.0,4500.0,740.0,1900.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,2026-02-06 10:52:04.295122
ATMN,24.67,24.54,24.64,1669500.0,6000.0,990.0,3000.0,710.0,,1866300.0,,6000.0,,990.0,2000.0,6000.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,2026-02-06 10:52:04.295122
WNTR,26.25,26.27,26.38,1375000.0,,1890.0,3000.0,,5000.0,1391500.0,7433.0,,770.0,1890.0,,,2000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,2026-02-06 10:52:04.295122
SPNG,23.54,23.55,23.6,2056500.0,3000.0,6000.0,576.0,984.0,3000.0,679.0,984.0,7358.0,1409200.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,2026-02-06 10:52:05.364703
SMMR,23.74,23.81,23.83,1968500.0,1500.0,,,1900.0,4500.0,740.0,1900.0,,1575100.0,22.0,6000.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,2026-02-06 10:52:05.364703
ATMN,24.45,24.45,24.48,1387200.0,9000.0,,634.0,990.0,10500.0,710.0,990.0,4698.0,869000.0,,6000.0,2000.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,2026-02-06 10:52:05.364703
WNTR,26.26,26.26,26.43,1697300.0,,,,1890.0,,,1890.0,,1679500.0,1390.0,,,2000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,2026-02-06 10:52:05.364703
SPNG,23.6,23.55,23.61,2308900.0,3000.0,6000.0,492.0,679.0,1500.0,492.0,7358.0,1510800.0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,2026-02-06 10:52:05.963499
SMMR,23.74,23.78,23.83,2086800.0,1500.0,,,740.0,6000.0,1900.0,,1463300.0,22.0,6000.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,2026-02-06 10:52:05.963499
ATMN,24.37,24.37,24.48,2222300.0,,,990.0,710.0,13500.0,990.0,4698.0,606800.0,,6000.0,634.0,2000.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,2026-02-06 10:52:05.963499
WNTR,26.26,26.39,26.4,1114500.0,3000.0,6000.0,945.0,626.0,3000.0,945.0,10000.0,1145100.0,11704.0,6000.0,,,2000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,2026-02-06 10:52:05.963499
SPNG,23.49,23.48,23.49,6000.0,2329400.0,5029.0,6000.0,5858.0,1314600.0,492.0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,2026-02-06 10:52:07.027541
SMMR,23.75,23.75,23.85,,1968500.0,6000.0,,,2039400.0,1985.0,1500.0,22.0,630.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,2026-02-06 10:52:07.027541
ATMN,24.65,24.52,24.65,6000.0,1410200.0,,1500.0,,2231100.0,495.0,3000.0,469.0,634.0,495.0,2000.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,2026-02-06 10:52:07.027541
WNTR,26.31,26.29,26.3,6000.0,1588200.0,6000.0,3000.0,,1356700.0,945.0,1500.0,,770.0,945.0,,2000.0,745.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,2026-02-06 10:52:07.027541
SPNG,23.49,23.49,23.62,6000.0,2194600.0,578.0,1500.0,2105300.0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,2026-02-06 10:52:08.098540
SMMR,23.83,23.72,23.73,,1958800.0,740.0,,2032700.0,908.0,6000.0,740.0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,2026-02-06 10:52:08.098540
ATMN,24.52,24.58,24.62,6000.0,1804400.0,710.0,9000.0,1401000.0,1980.0,,582.0,2000.0,3000.0,5000.0,1980.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,2026-02-06 10:52:08.098540
WNTR,26.21,26.26,26.28,,1586900.0,674.0,3000.0,1443000.0,1890.0,6000.0,,,3000.0,,1890.0,2000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,2026-02-06 10:52:08.098540
SPNG,23.65,23.66,23.72,3000.0,5000.0,1868600.0,6000.0,679.0,1919.0,5000.0,3000.0,597.0,1833600.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,2026-02-06 10:52:09.179339
SMMR,23.66,23.75,23.84,1500.0,,1957100.0,6000.0,,1997.0,5000.0,3000.0,740.0,1706400.0,6000.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,2026-02-06 10:52:09.179339
ATMN,24.44,24.37,24.43,,,2529200.0,,,,7310.0,13500.0,,732800.0,6000.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,2026-02-06 10:52:09.179339
WNTR,26.24,26.22,26.24,3000.0,,1575900.0,,770.0,992.0,,1500.0,745.0,1437400.0,6000.0,2000.0,992.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,2026-02-06 10:52:09.179339
SPNG,23.71,23.68,23.71,1273600.0,4500.0,2000.0,679.0,6415.0,944.0,6000.0,2000.0,3000.0,1742200.0,944.0,597.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,2026-02-06 10:52:10.247417
SMMR,23.66,23.77,23.78,1330300.0,7500.0,2000.0,630.0,,1997.0,6000.0,2000.0,7500.0,1138400.0,1997.0,740.0,5000.0,6000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,2026-02-06 10:52:10.247417
ATMN,24.43,24.38,24.43,2181800.0,,2000.0,634.0,,891.0,,,3000.0,1897500.0,891.0,,5000.0,6000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,2026-02-06 10:52:10.247417
WNTR,26.3,26.21,26.3,1788000.0,,,770.0,,992.0,,,,1622300.0,992.0,745.0,,6000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,2026-02-06 10:52:10.247417
SPNG,23.76,23.71,23.75,9000.0,4000.0,5131.0,893200.0,679.0,6000.0,2000.0,1500.0,1983000.0,597.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,2026-02-06 10:52:11.299136
SMMR,23.75,23.75,23.78,1500.0,,,1934000.0,630.0,6000.0,2000.0,7500.0,1157300.0,740.0,998.0,998.0,5000.0,6000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,2026-02-06 10:52:11.299136
ATMN,24.41,24.41,24.42,3000.0,2000.0,,1917700.0,710.0,,2000.0,4500.0,1520900.0,683.0,891.0,891.0,5000.0,6000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,2026-02-06 10:52:11.299136
WNTR,26.17,26.17,26.27,,,146.0,1885900.0,,,2000.0,7500.0,1014900.0,745.0,,1984.0,5000.0,6000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,2026-02-06 10:52:11.299136
SPNG,23.68,23.68,23.69,2005400.0,2000.0,2932.0,472.0,6000.0,1957300.0,2000.0,472.0,597.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,2026-02-06 10:52:12.350415
SMMR,23.75,23.76,23.77,1934000.0,2000.0,,998.0,6000.0,1626500.0,4000.0,998.0,740.0,630.0,5000.0,6000.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,2026-02-06 10:52:12.350415
ATMN,24.55,24.41,24.55,2046900.0,4000.0,,891.0,,2147900.0,,891.0,683.0,710.0,5000.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,2026-02-06 10:52:12.350415
WNTR,26.17,26.26,26.27,1707000.0,2000.0,,992.0,,1106800.0,2000.0,,770.0,674.0,2781.0,6000.0,4500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,2026-02-06 10:52:12.350415
SPNG,23.72,23.72,23.74,2036400.0,6000.0,3000.0,670.0,944.0,944.0,2000.0,1983000.0,679.0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,2026-02-06 10:52:13.399095
SMMR,23.76,23.75,23.77,2099900.0,6000.0,,630.0,1997.0,1997.0,4000.0,1645900.0,740.0,5000.0,6000.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,2026-02-06 10:52:13.399095
ATMN,24.48,24.44,24.48,956900.0,6000.0,9000.0,710.0,1820.0,1820.0,,988200.0,683.0,9193.0,6000.0,5000.0,4000.0,7500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,2026-02-06 10:52:13.399095
WNTR,26.15,26.16,26.21,1701200.0,,1500.0,674.0,1916.0,,4000.0,829200.0,770.0,2781.0,6000.0,,,7500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,2026-02-06 10:52:13.399095
SPNG,23.88,23.6,23.88,6000.0,5514.0,1500.0,1897700.0,2079600.0,679.0,944.0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,2026-02-06 10:52:13.947460
SMMR,23.76,23.75,23.77,6000.0,,,2095000.0,1645900.0,740.0,998.0,998.0,630.0,4000.0,5000.0,6000.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,2026-02-06 10:52:13.947460
ATMN,24.48,24.45,24.47,6000.0,5000.0,12000.0,845400.0,762800.0,683.0,1820.0,,710.0,,9193.0,6000.0,4000.0,10500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,2026-02-06 10:52:13.947460
WNTR,26.14,26.14,26.21,,,,1891300.0,1134300.0,,1916.0,1916.0,,4000.0,2781.0,6000.0,,3000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,2026-02-06 10:52:13.947460
SPNG,23.54,23.43,23.53,5000.0,2335800.0,579.0,5000.0,1845000.0,3000.0,991.0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,2026-02-06 10:52:14.996866
SMMR,23.8,23.75,23.79,,2009800.0,630.0,5000.0,1741900.0,1500.0,998.0,1500.0,6000.0,998.0,740.0,6000.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,2026-02-06 10:52:14.996866
ATMN,24.48,24.46,24.49,5000.0,967000.0,710.0,9193.0,990300.0,7500.0,910.0,9000.0,6000.0,910.0,683.0,6000.0,4000.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,2026-02-06 10:52:14.996866
WNTR,26.2,26.16,26.17,4728.0,1104900.0,,5000.0,634000.0,10500.0,1916.0,7500.0,,1916.0,770.0,6000.0,,6000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,2026-02-06 10:52:14.996866
SPNG,23.87,23.44,23.53,1500.0,2293900.0,958.0,958.0,6000.0,1500.0,1985000.0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,2026-02-06 10:52:16.057620
SMMR,23.83,23.68,23.83,,2224100.0,1997.0,,6000.0,1500.0,1838100.0,2000.0,999.0,2000.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,2026-02-06 10:52:16.057620
ATMN,24.54,24.47,24.5,4500.0,1354200.0,910.0,910.0,500.0,4500.0,1213500.0,4000.0,7443.0,2000.0,5000.0,710.0,6000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,2026-02-06 10:52:16.057620
WNTR,26.28,26.28,26.29,10500.0,918200.0,1916.0,,,,1904000.0,,,,4728.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,2026-02-06 10:52:16.057620
SPNG,23.41,23.89,23.9,458.0,1500.0,2293900.0,1500.0,1975000.0,679.0,2000.0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,2026-02-06 10:52:17.142487
SMMR,23.83,23.69,23.82,5000.0,,2224100.0,1500.0,1948000.0,,2000.0,2000.0,6000.0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,2026-02-06 10:52:17.142487
ATMN,24.45,24.46,24.48,,1500.0,1790300.0,7500.0,836100.0,710.0,2000.0,4000.0,500.0,705.0,6000.0,910.0,7443.0,910.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,2026-02-06 10:52:17.142487
WNTR,26.42,26.29,26.42,4728.0,4500.0,1105400.0,,1805300.0,611.0,,2000.0,,770.0,6000.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,2026-02-06 10:52:17.142487
SPNG,23.64,23.55,23.6,1500.0,5000.0,6000.0,2293900.0,4500.0,1579900.0,3369.0,679.0,2000.0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,2026-02-06 10:52:18.222935
SMMR,23.68,23.68,23.74,,,,2346100.0,,1648500.0,6000.0,,4000.0,2000.0,1225.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,2026-02-06 10:52:18.222935
ATMN,24.35,24.35,24.46,,,,2369200.0,7500.0,842300.0,6000.0,710.0,4000.0,,4543.0,705.0,1820.0,1820.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,2026-02-06 10:52:18.222935
WNTR,26.41,26.39,26.41,7500.0,4728.0,6000.0,918200.0,3000.0,1508900.0,,611.0,,2000.0,,770.0,,1511.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,2026-02-06 10:52:18.222935
SPNG,23.26,23.26,23.59,2178300.0,2000.0,7500.0,679.0,6963.0,796200.0,3369.0,945.0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,2026-02-06 10:52:19.309177
SMMR,23.83,23.74,23.75,1120800.0,4000.0,3000.0,740.0,5000.0,1503400.0,6000.0,,6000.0,7275.0,4000.0,740.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,2026-02-06 10:52:19.309177
ATMN,24.59,24.35,24.59,2115500.0,2000.0,,,,2354900.0,,,3000.0,,,707.0,1820.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,2026-02-06 10:52:19.309177
