ticker,last_price,bid_price,ask_price,BUY_ANON,SELL_ANON,SELL_LUIS-1,BUY_LUIS-1,tick,timestamp
SPNG,0.0,0.0,0.0,2028700.0,1960700.0,0,0,0,2026-02-04 11:44:39.625790
SMMR,0.0,0.0,0.0,1814100.0,2204400.0,0,0,0,2026-02-04 11:44:39.625790
ATMN,0.0,0.0,0.0,2176300.0,1935400.0,0,0,0,2026-02-04 11:44:39.625790
WNTR,0.0,24.91,0.0,1767000.0,1991100.0,0,0,0,2026-02-04 11:44:39.625790
SPNG,25.16,24.8,25.15,1847200.0,5250.0,2625.0,1871800.0,1,2026-02-04 11:44:40.595207,2.0,1.0,1.0,,Aggregate Position Limit,Your CRO has set the aggregate position limit to 14000 shares for this week.
SMMR,25.03,24.97,25.03,1592700.0,,,2204400.0,1,2026-02-04 11:44:40.595207,1.0,1.0,1.0,,Welcome to the RITC 2026 Alogithmic Market Making Case - practice server,
ATMN,24.88,24.88,25.08,2071400.0,2625.0,5250.0,1979500.0,1,2026-02-04 11:44:40.595207,,,,,,
WNTR,24.91,24.91,25.03,1873600.0,,,2030100.0,1,2026-02-04 11:44:40.595207,,,,,,
SPNG,24.75,25.02,25.15,1924600.0,2625.0,5250.0,1871800.0,2,2026-02-04 11:44:41.650573
SMMR,25.05,24.95,25.05,1592700.0,,,2184500.0,2,2026-02-04 11:44:41.650573
ATMN,25.09,24.88,25.08,1955800.0,5250.0,2625.0,2078000.0,2,2026-02-04 11:44:41.650573
WNTR,25.04,24.91,25.04,1873600.0,,,2021000.0,2,2026-02-04 11:44:41.650573
SPNG,24.86,24.76,24.86,7875.0,1736300.0,1700100.0,13125.0,3,2026-02-04 11:44:42.486793
SMMR,24.93,24.93,25.05,,1593700.0,2183400.0,,3,2026-02-04 11:44:42.486793
ATMN,25.31,24.89,25.3,10500.0,1720100.0,2042600.0,2625.0,3,2026-02-04 11:44:42.486793
WNTR,25.04,24.9,25.04,,1774100.0,2025800.0,,3,2026-02-04 11:44:42.486793
SPNG,24.86,24.84,24.86,1635600.0,10500.0,1579600.0,15750.0,4,2026-02-04 11:44:43.453661
SMMR,25.05,25.19,25.21,1598400.0,,2158200.0,,4,2026-02-04 11:44:43.453661
ATMN,25.31,24.89,24.96,1500200.0,15750.0,2058300.0,2625.0,4,2026-02-04 11:44:43.453661
WNTR,25.05,24.88,25.05,1659800.0,,2035700.0,,4,2026-02-04 11:44:43.453661
SPNG,25.27,24.89,25.27,1414900.0,15750.0,1755300.0,0,5,2026-02-04 11:44:44.510766
SMMR,25.19,25.19,25.21,1598400.0,,2187800.0,0,5,2026-02-04 11:44:44.510766
ATMN,24.96,24.89,24.92,1512800.0,15750.0,2170100.0,0,5,2026-02-04 11:44:44.510766
WNTR,25.08,24.88,24.98,1659800.0,,2015800.0,0,5,2026-02-04 11:44:44.510766
SPNG,25.27,24.9,25.27,18375.0,1324300.0,1874100.0,0,6,2026-02-04 11:44:45.112178
SMMR,25.19,25.19,25.21,500.0,1598400.0,2219200.0,0,6,2026-02-04 11:44:45.112178
ATMN,24.92,24.89,24.92,18375.0,1401500.0,2170100.0,0,6,2026-02-04 11:44:45.112178
WNTR,24.84,24.84,24.98,500.0,1727700.0,2015800.0,0,6,2026-02-04 11:44:45.112178
SPNG,25.1,24.94,25.1,20000.0,21000.0,1017600.0,2206600.0,0,7,2026-02-04 11:44:46.718966
SMMR,25.21,24.92,25.21,,,1461500.0,2219200.0,0,7,2026-02-04 11:44:46.718966
ATMN,24.88,24.88,25.2,,,2191700.0,2115500.0,0,7,2026-02-04 11:44:46.718966
WNTR,24.95,25.04,25.09,,1500.0,1751200.0,2067200.0,0,7,2026-02-04 11:44:46.718966
SPNG,25.1,25.25,25.27,1625900.0,10500.0,2081100.0,,0,8,2026-02-04 11:44:47.730662
SMMR,25.21,24.84,25.21,1277000.0,,2126000.0,1500.0,0,8,2026-02-04 11:44:47.730662
ATMN,24.89,24.88,24.89,2191100.0,,2013400.0,2625.0,0,8,2026-02-04 11:44:47.730662
WNTR,25.08,25.04,25.08,1841300.0,1000.0,2075100.0,,0,8,2026-02-04 11:44:47.730662
SPNG,25.1,25.25,25.26,1535300.0,13125.0,2625.0,2031000.0,0,9,2026-02-04 11:44:48.362087
SMMR,25.03,25.06,25.21,1407300.0,,1500.0,2146800.0,0,9,2026-02-04 11:44:48.362087
ATMN,24.89,24.88,24.89,2189400.0,,2625.0,2013400.0,0,9,2026-02-04 11:44:48.362087
WNTR,25.04,24.89,24.96,1727700.0,,500.0,2005800.0,0,9,2026-02-04 11:44:48.362087
SPNG,25.27,24.9,25.27,15750.0,1442500.0,2157800.0,,0,10,2026-02-04 11:44:49.143753
SMMR,25.06,24.84,25.02,,1277000.0,2158000.0,1500.0,0,10,2026-02-04 11:44:49.143753
ATMN,24.89,24.88,24.89,,2211300.0,1785100.0,7875.0,0,10,2026-02-04 11:44:49.143753
WNTR,25.01,24.89,25.01,,1843800.0,2009600.0,500.0,0,10,2026-02-04 11:44:49.143753
SPNG,25.09,25.25,25.36,1844600.0,5250.0,2125100.0,0,0,0,52,2026-02-04 11:45:31.576292
SMMR,25.01,24.98,25.01,2027800.0,1000.0,2254900.0,0,0,0,52,2026-02-04 11:45:31.576292
ATMN,24.97,24.97,25.2,2032100.0,2625.0,2194400.0,0,0,0,52,2026-02-04 11:45:31.576292
WNTR,25.01,25.01,25.1,1959100.0,5000.0,2134400.0,0,0,0,52,2026-02-04 11:45:31.576292
SPNG,25.25,24.63,25.2,7875.0,1721600.0,2134600.0,,0,0,53,2026-02-04 11:45:32.195039
SMMR,24.96,24.96,25.02,,2246700.0,2249400.0,,0,0,53,2026-02-04 11:45:32.195039
ATMN,24.97,25.16,25.19,5250.0,1903700.0,2085000.0,2625.0,0,0,53,2026-02-04 11:45:32.195039
WNTR,25.22,25.01,25.22,,2078300.0,2104900.0,,0,0,53,2026-02-04 11:45:32.195039
SPNG,24.79,24.79,25.2,1771200.0,7875.0,1739400.0,15000.0,5250.0,0,54,2026-02-04 11:45:33.350637
SMMR,25.06,25.06,25.07,2131000.0,500.0,2231400.0,,,0,54,2026-02-04 11:45:33.350637
ATMN,24.93,24.93,25.19,2129400.0,,1967300.0,,5250.0,0,54,2026-02-04 11:45:33.350637
WNTR,25.22,25.01,25.22,2083800.0,,2115300.0,,,0,54,2026-02-04 11:45:33.350637
SPNG,24.79,24.93,25.08,10500.0,1716900.0,1627200.0,15000.0,7875.0,0,55,2026-02-04 11:45:34.390278
SMMR,25.06,25.06,25.07,,2248800.0,2117000.0,,500.0,0,55,2026-02-04 11:45:34.390278
ATMN,24.92,24.93,25.12,2625.0,1996800.0,1850900.0,,7875.0,0,55,2026-02-04 11:45:34.390278
WNTR,25.24,25.15,25.24,,2117800.0,1964600.0,,1000.0,0,55,2026-02-04 11:45:34.390278
SPNG,25.16,24.92,25.16,1777200.0,7875.0,15000.0,10500.0,1490700.0,0,56,2026-02-04 11:45:35.520413
SMMR,25.08,25.08,25.09,2278800.0,,,500.0,2142600.0,0,56,2026-02-04 11:45:35.520413
ATMN,25.13,24.93,25.13,1739800.0,7875.0,,,2194400.0,0,56,2026-02-04 11:45:35.520413
WNTR,25.24,25.21,25.24,2107500.0,,,,2136500.0,0,56,2026-02-04 11:45:35.520413
SPNG,25.0,25.0,25.16,2089500.0,2138300.0,0,0,0,0,57,2026-02-04 11:45:37.103943
SMMR,25.08,24.95,24.97,2246400.0,2236300.0,0,0,0,0,57,2026-02-04 11:45:37.103943
ATMN,24.89,24.89,25.31,2118200.0,2157900.0,0,0,0,0,57,2026-02-04 11:45:37.103943
WNTR,25.21,25.21,25.24,2089900.0,2170200.0,0,0,0,0,57,2026-02-04 11:45:37.103943
SPNG,24.92,24.92,25.16,2077600.0,2122400.0,0,0,0,0,58,2026-02-04 11:45:37.966144
SMMR,25.09,24.94,25.09,2246400.0,2252200.0,0,0,0,0,58,2026-02-04 11:45:37.966144
ATMN,24.88,24.88,25.31,2118200.0,2187600.0,0,0,0,0,58,2026-02-04 11:45:37.966144
WNTR,25.19,25.16,25.19,2114200.0,2149700.0,0,0,0,0,58,2026-02-04 11:45:37.966144
SPNG,24.62,24.63,25.2,200000.0,,0,0,0,0,59,2026-02-04 11:45:39.051817
SMMR,25.09,24.98,25.0,200000.0,,0,0,0,0,59,2026-02-04 11:45:39.051817
ATMN,25.11,24.88,25.11,811100.0,700000.0,0,0,0,0,59,2026-02-04 11:45:39.051817
WNTR,25.09,25.01,25.02,200000.0,,0,0,0,0,59,2026-02-04 11:45:39.051817
SPNG,25.2,26.27,26.39,5250.0,818400.0,5250.0,1368600.0,0,0,60,2026-02-04 11:45:40.128797
SMMR,25.09,24.07,24.18,,1087500.0,,1344400.0,0,0,60,2026-02-04 11:45:40.128797
ATMN,27.16,27.16,27.24,,804600.0,5250.0,1195900.0,0,0,60,2026-02-04 11:45:40.128797
WNTR,25.09,24.24,24.46,,1028200.0,,1197600.0,0,0,60,2026-02-04 11:45:40.128797
SPNG,26.27,26.28,26.38,2625.0,823000.0,10500.0,1448600.0,0,0,62,2026-02-04 11:45:41.902837
SMMR,24.07,24.03,24.06,,1087500.0,,1572900.0,0,0,62,2026-02-04 11:45:41.902837
ATMN,26.64,26.63,26.64,,833000.0,7875.0,1416700.0,0,0,62,2026-02-04 11:45:41.902837
WNTR,24.32,24.17,24.32,,1041200.0,,1295300.0,0,0,62,2026-02-04 11:45:41.902837
SPNG,25.82,25.82,26.39,939700.0,7875.0,1448600.0,5250.0,0,0,63,2026-02-04 11:45:43.077044
SMMR,23.91,23.94,24.06,1141500.0,,1572900.0,,0,0,63,2026-02-04 11:45:43.077044
ATMN,26.63,26.29,26.62,830000.0,,1426600.0,15750.0,0,0,63,2026-02-04 11:45:43.077044
WNTR,24.17,24.17,24.2,1286100.0,,1385500.0,500.0,0,0,63,2026-02-04 11:45:43.077044
SPNG,26.37,25.89,26.15,1424200.0,15750.0,1456300.0,,0,0,65,2026-02-04 11:45:44.334325
SMMR,23.95,23.95,23.99,1033500.0,,1920400.0,,0,0,65,2026-02-04 11:45:44.334325
ATMN,24.99,24.99,25.7,878100.0,,1318200.0,21000.0,0,0,65,2026-02-04 11:45:44.334325
WNTR,24.36,24.26,24.36,1319100.0,,1392100.0,,0,0,65,2026-02-04 11:45:44.334325
SPNG,26.15,26.27,26.41,1625200.0,13125.0,1547500.0,,0,0,66,2026-02-04 11:45:45.755043
SMMR,23.9,23.79,23.86,1275700.0,,1792300.0,,0,0,66,2026-02-04 11:45:45.755043
ATMN,24.99,24.99,25.2,951500.0,,1334500.0,21000.0,0,0,66,2026-02-04 11:45:45.755043
WNTR,24.24,24.24,24.36,1565000.0,,1719200.0,,0,0,66,2026-02-04 11:45:45.755043
SPNG,26.48,26.08,26.47,1394500.0,18375.0,2625.0,1351100.0,0,0,68,2026-02-04 11:45:47.475105
SMMR,23.89,23.79,23.86,1384300.0,,,2044400.0,0,0,68,2026-02-04 11:45:47.475105
ATMN,24.82,24.73,24.74,951500.0,,23625.0,1281000.0,0,0,68,2026-02-04 11:45:47.475105
WNTR,24.24,24.19,24.21,1556700.0,,,1920100.0,0,0,68,2026-02-04 11:45:47.475105
SPNG,26.21,26.29,26.39,1612300.0,13125.0,1554900.0,,0,0,69,2026-02-04 11:45:48.435810
SMMR,24.02,23.79,24.01,1511800.0,,1939800.0,,0,0,69,2026-02-04 11:45:48.435810
ATMN,24.5,24.5,24.67,1021700.0,,1246500.0,23625.0,0,0,69,2026-02-04 11:45:48.435810
WNTR,24.19,24.25,24.36,1556700.0,,2094700.0,,0,0,69,2026-02-04 11:45:48.435810
SPNG,26.21,26.29,26.36,1457800.0,15750.0,1665500.0,,0,0,70,2026-02-04 11:45:49.770346
SMMR,24.02,23.79,24.01,1724000.0,,2070700.0,,0,0,70,2026-02-04 11:45:49.770346
ATMN,24.5,24.21,24.41,1329700.0,,1366800.0,21000.0,0,0,70,2026-02-04 11:45:49.770346
WNTR,24.25,24.19,24.23,1556700.0,,2120700.0,,0,0,70,2026-02-04 11:45:49.770346
SPNG,26.36,26.29,26.34,1443700.0,15750.0,1756000.0,,0,0,71,2026-02-04 11:45:50.420011
SMMR,23.75,23.75,23.88,1624100.0,,2322300.0,,0,0,71,2026-02-04 11:45:50.420011
ATMN,24.67,24.69,24.74,1435600.0,,1364400.0,21000.0,0,0,71,2026-02-04 11:45:50.420011
WNTR,24.23,24.2,24.23,1666000.0,,2109800.0,,0,0,71,2026-02-04 11:45:50.420011
SPNG,26.22,26.19,26.22,18375.0,1345200.0,1856100.0,,0,0,72,2026-02-04 11:45:51.845125
SMMR,24.06,23.88,24.06,,1718900.0,1940500.0,,0,0,72,2026-02-04 11:45:51.845125
ATMN,24.21,24.21,24.73,,1329700.0,1241800.0,23625.0,0,0,72,2026-02-04 11:45:51.845125
WNTR,24.2,24.2,24.23,,1788800.0,2140100.0,,0,0,72,2026-02-04 11:45:51.845125
SPNG,26.17,26.17,26.34,1938400.0,2625.0,1756000.0,,0,0,73,2026-02-04 11:45:52.719123
SMMR,23.96,23.89,23.96,1830900.0,,2067200.0,,0,0,73,2026-02-04 11:45:52.719123
ATMN,24.74,24.21,24.74,1429700.0,,1796500.0,10500.0,0,0,73,2026-02-04 11:45:52.719123
WNTR,24.13,24.13,24.2,1441900.0,,2169600.0,,0,0,73,2026-02-04 11:45:52.719123
SPNG,26.44,26.18,26.44,7875.0,1814900.0,1567300.0,,0,0,74,2026-02-04 11:45:53.475355
SMMR,23.89,23.95,23.96,,1929900.0,2301300.0,,0,0,74,2026-02-04 11:45:53.475355
ATMN,24.58,24.21,24.31,5250.0,1545800.0,1685700.0,13125.0,0,0,74,2026-02-04 11:45:53.475355
WNTR,24.22,24.13,24.22,500.0,1441900.0,2197600.0,,0,0,74,2026-02-04 11:45:53.475355
SPNG,26.49,26.3,26.49,1646600.0,10500.0,1376700.0,,0,0,75,2026-02-04 11:45:54.901460
SMMR,23.97,23.95,23.97,1929900.0,,2323900.0,,0,0,75,2026-02-04 11:45:54.901460
ATMN,24.58,24.21,24.31,1751700.0,7875.0,1685700.0,13125.0,0,0,75,2026-02-04 11:45:54.901460
WNTR,24.21,24.13,24.21,1560800.0,1000.0,2197600.0,,0,0,75,2026-02-04 11:45:54.901460
SPNG,26.49,26.39,26.49,1537000.0,13125.0,1481500.0,2625.0,0,0,76,2026-02-04 11:45:55.548018
SMMR,24.02,23.95,24.02,1929900.0,,2318300.0,,0,0,76,2026-02-04 11:45:55.548018
ATMN,24.58,24.21,24.31,1848000.0,10500.0,1569600.0,15750.0,0,0,76,2026-02-04 11:45:55.548018
WNTR,24.21,24.13,24.18,1560800.0,1000.0,2200400.0,,0,0,76,2026-02-04 11:45:55.548018
SPNG,26.3,26.3,26.4,1646600.0,10500.0,1668000.0,2625.0,0,0,77,2026-02-04 11:45:56.305085
SMMR,24.02,23.95,24.02,1929900.0,,2307400.0,,0,0,77,2026-02-04 11:45:56.305085
ATMN,24.58,24.58,24.59,1656500.0,13125.0,2033400.0,5250.0,0,0,77,2026-02-04 11:45:56.305085
WNTR,24.21,24.13,24.18,1787600.0,1000.0,2159000.0,,0,0,77,2026-02-04 11:45:56.305085
SPNG,26.3,26.17,26.25,1531700.0,13125.0,1766800.0,5250.0,0,0,78,2026-02-04 11:45:57.627719
SMMR,24.03,23.95,24.03,1929900.0,500.0,2292700.0,,0,0,78,2026-02-04 11:45:57.627719
ATMN,24.74,24.21,24.74,1402600.0,18375.0,2211400.0,,0,0,78,2026-02-04 11:45:57.627719
WNTR,24.13,24.13,24.22,1918500.0,2000.0,2135700.0,,0,0,78,2026-02-04 11:45:57.627719
SPNG,26.15,26.15,26.49,2134800.0,1556500.0,10500.0,,0,0,80,2026-02-04 11:45:59.351243
SMMR,24.03,24.04,24.06,1952600.0,2285700.0,,1000.0,0,0,80,2026-02-04 11:45:59.351243
ATMN,24.44,24.2,24.43,1642400.0,2145300.0,2625.0,13125.0,0,0,80,2026-02-04 11:45:59.351243
WNTR,24.24,24.13,24.23,2145300.0,2143200.0,,1000.0,0,0,80,2026-02-04 11:45:59.351243
SPNG,26.15,26.24,26.34,2066300.0,1242400.0,18375.0,,0,0,81,2026-02-04 11:46:00.952448
SMMR,24.06,23.92,24.06,1945300.0,2324200.0,,,0,0,81,2026-02-04 11:46:00.952448
ATMN,24.84,24.21,24.84,1513500.0,2218000.0,,15750.0,0,0,81,2026-02-04 11:46:00.952448
WNTR,24.29,24.13,24.29,2097100.0,2124100.0,,1000.0,0,0,81,2026-02-04 11:46:00.952448
SPNG,26.24,26.24,26.34,2038700.0,1073300.0,23625.0,,0,0,82,2026-02-04 11:46:02.163428
SMMR,23.75,23.75,24.06,1624100.0,2294000.0,,,0,0,82,2026-02-04 11:46:02.163428
ATMN,24.84,24.36,24.43,1480100.0,2235400.0,,15750.0,0,0,82,2026-02-04 11:46:02.163428
WNTR,24.42,24.33,24.42,2062600.0,2114700.0,,1000.0,0,0,82,2026-02-04 11:46:02.163428
SPNG,26.58,26.24,26.58,2055500.0,1692900.0,,0,0,0,84,2026-02-04 11:46:03.787187
SMMR,23.71,23.71,23.81,1626500.0,2325100.0,,0,0,0,84,2026-02-04 11:46:03.787187
ATMN,24.49,24.49,24.71,1412100.0,2220700.0,18375.0,0,0,0,84,2026-02-04 11:46:03.787187
WNTR,24.24,24.28,24.39,2346100.0,2095100.0,,0,0,0,84,2026-02-04 11:46:03.787187
SPNG,26.33,26.34,26.5,10500.0,1658300.0,1908300.0,,0,0,86,2026-02-04 11:46:05.893967
SMMR,23.89,23.89,23.95,,1768400.0,2285400.0,,0,0,86,2026-02-04 11:46:05.893967
ATMN,24.52,24.2,24.3,13125.0,1622000.0,1763400.0,10500.0,0,0,86,2026-02-04 11:46:05.893967
WNTR,24.23,24.24,24.45,,2307600.0,2082600.0,,0,0,86,2026-02-04 11:46:05.893967
SPNG,26.5,26.34,26.5,18375.0,1359100.0,1903700.0,,0,0,88,2026-02-04 11:46:07.388338
SMMR,24.07,23.89,24.07,,1768400.0,2283600.0,,0,0,88,2026-02-04 11:46:07.388338
ATMN,24.58,24.2,24.4,13125.0,1593300.0,1559000.0,15750.0,0,0,88,2026-02-04 11:46:07.388338
WNTR,24.2,24.2,24.45,,2346300.0,2054300.0,,0,0,88,2026-02-04 11:46:07.388338
SPNG,26.5,26.38,26.5,23625.0,1199600.0,1934000.0,,0,0,89,2026-02-04 11:46:08.745776
SMMR,23.83,24.02,24.07,,1888900.0,2300600.0,,0,0,89,2026-02-04 11:46:08.745776
ATMN,24.16,24.16,24.69,2625.0,2207500.0,2134700.0,2625.0,0,0,89,2026-02-04 11:46:08.745776
WNTR,24.13,24.13,24.41,1000.0,2074300.0,2095000.0,,0,0,89,2026-02-04 11:46:08.745776
SPNG,26.37,26.37,26.59,1456200.0,15750.0,1842100.0,2625.0,0,0,91,2026-02-04 11:46:10.671858
SMMR,24.09,23.88,24.09,2093400.0,1000.0,2293300.0,,0,0,91,2026-02-04 11:46:10.671858
ATMN,24.16,24.38,24.55,2207500.0,,1812300.0,10500.0,0,0,91,2026-02-04 11:46:10.671858
WNTR,24.41,24.4,24.41,2167000.0,500.0,2089300.0,,0,0,91,2026-02-04 11:46:10.671858
SPNG,26.27,26.27,26.59,2100600.0,1680500.0,7875.0,,0,0,93,2026-02-04 11:46:13.029144
SMMR,24.04,23.96,24.04,2107800.0,2199000.0,500.0,,0,0,93,2026-02-04 11:46:13.029144
ATMN,24.56,24.44,24.55,1873400.0,1700500.0,13125.0,7875.0,0,0,93,2026-02-04 11:46:13.029144
WNTR,24.21,24.13,24.21,2290200.0,1916600.0,2500.0,,0,0,93,2026-02-04 11:46:13.029144
SPNG,26.6,26.21,26.6,2086700.0,5250.0,1756300.0,,0,0,95,2026-02-04 11:46:14.660208
SMMR,23.86,23.96,23.98,2323200.0,500.0,2183900.0,,0,0,95,2026-02-04 11:46:14.660208
ATMN,24.23,24.52,24.55,2026700.0,15750.0,1592800.0,5250.0,0,0,95,2026-02-04 11:46:14.660208
WNTR,24.27,24.39,24.4,2266800.0,2000.0,2043900.0,,0,0,95,2026-02-04 11:46:14.660208
SPNG,26.55,26.22,26.55,5250.0,1838800.0,1771000.0,5250.0,0,0,96,2026-02-04 11:46:15.953840
SMMR,23.96,23.96,23.98,,2425800.0,2183900.0,500.0,0,0,96,2026-02-04 11:46:15.953840
ATMN,24.61,24.14,24.49,2625.0,2223400.0,1703600.0,13125.0,0,0,96,2026-02-04 11:46:15.953840
WNTR,24.38,24.38,24.44,,2290200.0,2157600.0,,0,0,96,2026-02-04 11:46:15.953840
SPNG,26.67,26.18,26.67,1971300.0,2625.0,1875700.0,,0,0,97,2026-02-04 11:46:16.912457
SMMR,23.96,23.96,23.98,2425800.0,,2166700.0,500.0,0,0,97,2026-02-04 11:46:16.912457
ATMN,24.49,24.38,24.49,2051500.0,5250.0,1575300.0,15750.0,0,0,97,2026-02-04 11:46:16.912457
WNTR,24.35,24.29,24.35,2134600.0,2500.0,2157600.0,,0,0,97,2026-02-04 11:46:16.912457
SPNG,26.68,26.15,26.68,2052600.0,1795700.0,,,0,0,98,2026-02-04 11:46:17.874696
SMMR,23.86,23.86,23.98,2478200.0,2136300.0,500.0,,0,0,98,2026-02-04 11:46:17.874696
ATMN,24.14,24.23,24.49,1665600.0,1475500.0,18375.0,13125.0,0,0,98,2026-02-04 11:46:17.874696
WNTR,24.45,24.29,24.45,2137700.0,2078100.0,,2500.0,0,0,98,2026-02-04 11:46:17.874696
SPNG,26.15,26.17,26.31,2040400.0,1558200.0,10500.0,,0,0,99,2026-02-04 11:46:19.094888
SMMR,24.0,23.85,23.87,2395600.0,2166200.0,500.0,,0,0,99,2026-02-04 11:46:19.094888
ATMN,24.25,24.25,24.61,1877100.0,1464100.0,18375.0,7875.0,0,0,99,2026-02-04 11:46:19.094888
WNTR,24.35,24.35,24.36,2153400.0,2119100.0,,2500.0,0,0,99,2026-02-04 11:46:19.094888
SPNG,26.3,26.17,26.25,1836600.0,5250.0,1596400.0,10500.0,0,0,102,2026-02-04 11:46:21.603218
SMMR,23.84,23.84,23.87,2343500.0,,2048400.0,1000.0,0,0,102,2026-02-04 11:46:21.603218
ATMN,24.5,24.5,24.61,2285700.0,,1464100.0,18375.0,0,0,102,2026-02-04 11:46:21.603218
WNTR,24.35,24.32,24.34,2077700.0,2500.0,1866700.0,1000.0,0,0,102,2026-02-04 11:46:21.603218
SPNG,26.71,26.18,26.29,10500.0,1582500.0,1872900.0,,0,0,103,2026-02-04 11:46:23.592793
SMMR,24.03,23.84,23.95,,2326900.0,2054800.0,1000.0,0,0,103,2026-02-04 11:46:23.592793
ATMN,24.23,24.23,24.29,,2308900.0,1332800.0,21000.0,0,0,103,2026-02-04 11:46:23.592793
WNTR,24.36,24.32,24.34,1300.0,2084600.0,2152400.0,,0,0,103,2026-02-04 11:46:23.592793
SPNG,26.29,26.18,26.29,13125.0,1494200.0,1872900.0,,0,0,105,2026-02-04 11:46:24.662280
SMMR,23.85,23.84,23.85,1000.0,2239200.0,2300500.0,,0,0,105,2026-02-04 11:46:24.662280
ATMN,24.52,24.23,24.41,,2268300.0,1468300.0,18375.0,0,0,105,2026-02-04 11:46:24.662280
WNTR,24.37,24.32,24.37,2600.0,1963900.0,2087000.0,,0,0,105,2026-02-04 11:46:24.662280
SPNG,26.29,26.24,26.29,1361000.0,15750.0,1872900.0,,0,0,106,2026-02-04 11:46:25.629092
SMMR,23.85,23.89,23.91,2208400.0,1000.0,2286900.0,,0,0,106,2026-02-04 11:46:25.629092
ATMN,24.42,24.14,24.41,2253900.0,,1704600.0,13125.0,0,0,106,2026-02-04 11:46:25.629092
WNTR,24.37,24.37,24.45,1955500.0,2600.0,2121900.0,,0,0,106,2026-02-04 11:46:25.629092
SPNG,26.68,26.25,26.33,18375.0,1299100.0,1683300.0,,0,0,107,2026-02-04 11:46:26.685391
SMMR,23.85,23.89,23.91,,2313900.0,2307600.0,,0,0,107,2026-02-04 11:46:26.685391
ATMN,24.14,24.14,24.36,2625.0,2144500.0,1576600.0,15750.0,0,0,107,2026-02-04 11:46:26.685391
WNTR,24.37,24.37,24.45,2600.0,1955500.0,2118400.0,,0,0,107,2026-02-04 11:46:26.685391
SPNG,26.74,26.55,26.74,1411200.0,15750.0,1775700.0,,0,0,108,2026-02-04 11:46:27.888447
SMMR,23.93,23.84,23.93,2313900.0,,2327600.0,,0,0,108,2026-02-04 11:46:27.888447
ATMN,24.42,24.44,24.5,2114500.0,2625.0,1805100.0,10500.0,0,0,108,2026-02-04 11:46:27.888447
WNTR,24.37,24.37,24.43,2053600.0,1300.0,2080400.0,,0,0,108,2026-02-04 11:46:27.888447
SPNG,26.55,26.56,26.74,15750.0,1411200.0,1944100.0,,0,0,109,2026-02-04 11:46:28.569917
SMMR,23.93,23.84,23.89,,2299400.0,2339800.0,,0,0,109,2026-02-04 11:46:28.569917
ATMN,24.23,24.33,24.5,7875.0,1919800.0,1591200.0,15750.0,0,0,109,2026-02-04 11:46:28.569917
WNTR,24.37,24.37,24.43,,2182500.0,2091800.0,,0,0,109,2026-02-04 11:46:28.569917
SPNG,26.55,26.25,26.45,13125.0,1483200.0,2000200.0,,0,0,110,2026-02-04 11:46:29.968442
SMMR,23.93,23.84,23.89,,2217400.0,2339800.0,,0,0,110,2026-02-04 11:46:29.968442
ATMN,24.33,24.15,24.17,10500.0,1795000.0,1577800.0,15750.0,0,0,110,2026-02-04 11:46:29.968442
WNTR,24.29,24.29,24.33,1300.0,2054900.0,2091800.0,,0,0,110,2026-02-04 11:46:29.968442
SPNG,26.45,26.25,26.45,18375.0,1290000.0,1894800.0,2625.0,0,0,111,2026-02-04 11:46:30.861167
SMMR,23.84,23.83,23.84,,2273900.0,2339800.0,,0,0,111,2026-02-04 11:46:30.861167
ATMN,24.17,24.2,24.5,15750.0,1570600.0,1560800.0,15750.0,0,0,111,2026-02-04 11:46:30.861167
WNTR,24.33,24.33,24.43,1300.0,2028400.0,2084400.0,,0,0,111,2026-02-04 11:46:30.861167
SPNG,26.45,26.64,26.68,5250.0,1755600.0,1716300.0,7875.0,0,0,112,2026-02-04 11:46:32.220298
SMMR,23.82,23.82,23.87,,2369800.0,2346800.0,,0,0,112,2026-02-04 11:46:32.220298
ATMN,24.2,24.16,24.2,15750.0,1580400.0,1686600.0,13125.0,0,0,112,2026-02-04 11:46:32.220298
WNTR,24.29,24.34,24.42,1300.0,2004000.0,2088100.0,,0,0,112,2026-02-04 11:46:32.220298
SPNG,26.69,26.23,26.69,1947700.0,1982300.0,,,0,0,113,2026-02-04 11:46:33.317019
SMMR,23.87,23.87,23.89,2365800.0,2339800.0,,,0,0,113,2026-02-04 11:46:33.317019
ATMN,24.47,24.47,24.49,1555200.0,1587000.0,15750.0,15750.0,0,0,113,2026-02-04 11:46:33.317019
WNTR,24.29,24.34,24.42,2128200.0,1993300.0,,1300.0,0,0,113,2026-02-04 11:46:33.317019
SPNG,26.69,26.36,26.69,1838700.0,2625.0,1910600.0,2625.0,0,0,114,2026-02-04 11:46:34.098691
SMMR,23.95,23.87,23.95,2365800.0,,2287400.0,,0,0,114,2026-02-04 11:46:34.098691
ATMN,24.47,24.32,24.39,1480700.0,18375.0,1475800.0,18375.0,0,0,114,2026-02-04 11:46:34.098691
WNTR,24.43,24.32,24.38,2128200.0,,2100900.0,,0,0,114,2026-02-04 11:46:34.098691
SPNG,26.48,26.49,26.62,5250.0,1761400.0,1815500.0,5250.0,0,0,115,2026-02-04 11:46:34.936937
SMMR,23.78,23.78,23.95,,2413500.0,2273000.0,,0,0,115,2026-02-04 11:46:34.936937
ATMN,24.47,24.33,24.39,18375.0,1480700.0,1586100.0,15750.0,0,0,115,2026-02-04 11:46:34.936937
