ticker,last_price,bid_price,ask_price,BUY_ANON,SELL_ANON,SELL_CALG-1,BUY_UEBR-1,BUY_BRCH-1,BUY_LAVL-1,SELL_CHUL-2,SELL_GIOT-3,SELL_CHUL-4,BUY_CHUL-4,SELL_CHUL-3,BUY_CALG-1,SELL_ZUAI-3,BUY_WRSW-4,SELL_LUIS-1,SELL_WRSW-4,SELL_NAIT-4,BUY_CHUL-2,SELL_CHUL-1,BUY_WRSW-1,BUY_CHUL-1,SELL_LAVL-1,BUY_GIOT-3,SELL_UEBR-1,SELL_WRSW-1,BUY_WRSW-3,SELL_WRSW-3,BUY_NAIT-4,SELL_CALG-6,SELL_COLA-1,BUY_CALG-6,BUY_COLA-1,SELL_BRCH-1,BUY_ZUAI-3,BUY_CHUL-3,BUY_LUIS-1,tick,timestamp
ATMN,25.01,25.01,25.32,2268800.0,2255200.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,2026-02-07 08:03:36.913181
WNTR,24.87,24.87,25.04,2299000.0,2194900.0,9303.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,2026-02-07 08:03:36.913181
SPNG,25.23,24.73,25.23,9997.0,1903100.0,1965600.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,2026-02-07 08:03:37.977750
SMMR,24.95,24.96,25.06,9465.0,1958800.0,2021000.0,4782.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,2026-02-07 08:03:37.977750
ATMN,25.32,25.16,25.32,6000.0,2157200.0,1996800.0,,10501.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,2026-02-07 08:03:37.977750
WNTR,24.87,24.89,24.96,8913.0,2186600.0,2193800.0,,9303.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,2026-02-07 08:03:37.977750
SPNG,25.25,24.74,24.76,1000.0,9997.0,1768400.0,1000.0,1862900.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,2026-02-07 08:03:39.028676
SMMR,25.06,25.06,25.16,2000.0,16965.0,1654700.0,,2124000.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,2026-02-07 08:03:39.028676
ATMN,24.99,25.05,25.55,670.0,100.0,2000800.0,1000.0,2026000.0,5489.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,2026-02-07 08:03:39.028676
WNTR,25.13,24.92,25.13,,16697.0,2062300.0,,2295300.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,2026-02-07 08:03:39.028676
SPNG,24.71,24.71,25.24,2083900.0,330.0,1854600.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,2026-02-07 08:03:40.116876
SMMR,25.06,25.11,25.13,1654700.0,,2124500.0,4767.0,4000.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,2026-02-07 08:03:40.116876
ATMN,25.59,25.01,25.58,1990500.0,1230.0,2145200.0,100.0,770.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,2026-02-07 08:03:40.116876
WNTR,24.92,25.03,25.1,2169600.0,,2159500.0,9303.0,,4019.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,2026-02-07 08:03:40.116876
SPNG,25.13,24.73,25.09,1560.0,1893500.0,3990.0,1443800.0,100.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,2026-02-07 08:03:40.708030
SMMR,25.06,25.11,25.13,6000.0,1548900.0,,2113900.0,,4767.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,2026-02-07 08:03:40.708030
ATMN,25.59,25.03,25.59,2310.0,1800600.0,,2145200.0,,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,2026-02-07 08:03:40.708030
WNTR,25.03,25.03,25.1,,2192900.0,,2159500.0,4019.0,9303.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,2026-02-07 08:03:40.708030
SPNG,24.71,24.72,25.24,300.0,2005400.0,100.0,1854600.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,2026-02-07 08:03:41.843924
SMMR,25.13,25.11,25.12,6000.0,1548900.0,,2089400.0,4767.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,2026-02-07 08:03:41.843924
ATMN,25.51,25.52,25.56,5050.0,1466600.0,,1928700.0,9407.0,1560.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,2026-02-07 08:03:41.843924
WNTR,24.97,25.02,25.13,,2085600.0,,2289600.0,19303.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,2026-02-07 08:03:41.843924
SPNG,24.7,24.71,25.25,750.0,1986100.0,1820.0,1758700.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,2026-02-07 08:03:42.891927
SMMR,25.13,25.11,25.12,6000.0,1548900.0,,2024900.0,4767.0,5890.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,2026-02-07 08:03:42.891927
ATMN,25.51,25.05,25.08,2690.0,1609300.0,3240.0,1923400.0,9407.0,2446.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,2026-02-07 08:03:42.891927
WNTR,24.97,25.06,25.13,,2085600.0,,2151000.0,9403.0,521.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,2026-02-07 08:03:42.891927
SPNG,25.27,24.78,25.27,2500.0,100.0,1789900.0,1943600.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,2026-02-07 08:03:43.943394
SMMR,25.06,24.99,25.01,2000.0,,1910600.0,1922500.0,10000.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,2026-02-07 08:03:43.943394
ATMN,25.6,25.57,25.58,4150.0,9407.0,1470300.0,1895000.0,,1620.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,2026-02-07 08:03:43.943394
WNTR,24.93,24.91,24.92,,6076.0,2196400.0,2144200.0,521.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,2026-02-07 08:03:43.943394
SPNG,25.27,24.8,25.1,4500.0,1789900.0,1939400.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,2026-02-07 08:03:44.989254
SMMR,25.16,25.01,25.15,4890.0,1565900.0,2021900.0,890.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,2026-02-07 08:03:44.989254
ATMN,25.6,25.07,25.59,5160.0,1574700.0,1895000.0,300.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,2026-02-07 08:03:44.989254
WNTR,24.96,24.91,24.95,,2321700.0,2155100.0,,8356.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,2026-02-07 08:03:44.989254
SPNG,24.83,24.97,25.1,1598400.0,6500.0,100.0,1939400.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,2026-02-07 08:03:46.054747
SMMR,25.16,25.15,25.16,1236900.0,7700.0,8170.0,1942900.0,300.0,1545.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,2026-02-07 08:03:46.054747
ATMN,25.55,25.6,25.68,1129100.0,10980.0,6810.0,1795300.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,2026-02-07 08:03:46.054747
WNTR,24.96,24.91,24.96,2321700.0,,,2276600.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,2026-02-07 08:03:46.054747
SPNG,24.76,24.85,25.08,2035100.0,100.0,7637.0,1827200.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,2026-02-07 08:03:47.116164
SMMR,24.99,25.01,25.13,1988700.0,5770.0,9545.0,1911100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,2026-02-07 08:03:47.116164
ATMN,25.48,25.11,25.2,2108200.0,6810.0,,2014000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,2026-02-07 08:03:47.116164
WNTR,24.96,24.92,24.96,2213300.0,2045.0,,2276600.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,2026-02-07 08:03:47.116164
SPNG,24.76,24.85,25.08,2041500.0,100.0,7637.0,1827200.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,2026-02-07 08:03:47.871026
SMMR,24.99,25.01,25.13,1988700.0,5770.0,9545.0,1935900.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,2026-02-07 08:03:47.871026
ATMN,25.48,25.11,25.2,2108200.0,6810.0,,2014000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,2026-02-07 08:03:47.871026
WNTR,24.96,24.92,24.96,2213300.0,2045.0,,2314400.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,2026-02-07 08:03:47.871026
SPNG,25.08,24.88,24.9,200.0,1916400.0,1947800.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,2026-02-07 08:03:48.985044
SMMR,24.95,24.96,24.98,,1977300.0,1825100.0,1000.0,14269.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,2026-02-07 08:03:48.985044
ATMN,25.48,25.13,25.17,8822.0,1898200.0,2014000.0,,9460.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,2026-02-07 08:03:48.985044
WNTR,24.96,24.93,24.95,16539.0,1993900.0,2181700.0,,9461.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,2026-02-07 08:03:48.985044
SPNG,24.76,24.77,25.29,510.0,2035700.0,950.0,1839400.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,2026-02-07 08:03:50.037684
SMMR,25.0,24.96,24.97,500.0,1861600.0,500.0,1920100.0,4724.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,2026-02-07 08:03:50.037684
ATMN,25.25,25.17,25.24,2560.0,1791500.0,2110.0,2019800.0,8493.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,2026-02-07 08:03:50.037684
WNTR,24.91,24.91,24.96,,2350400.0,,2293500.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,2026-02-07 08:03:50.037684
SPNG,24.88,24.88,25.08,1788900.0,100.0,1020.0,2440.0,1723800.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,2026-02-07 08:03:51.084700
SMMR,25.08,25.1,25.14,1747700.0,4824.0,500.0,830.0,1935900.0,8410.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,2026-02-07 08:03:51.084700
ATMN,25.25,25.45,25.6,1334800.0,16918.0,4720.0,1630.0,2047100.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,2026-02-07 08:03:51.084700
WNTR,24.97,24.95,24.96,2246200.0,7820.0,,,2166500.0,7820.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,2026-02-07 08:03:51.084700
SPNG,25.09,24.75,25.04,300.0,2008400.0,1000.0,1840200.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,2026-02-07 08:03:52.135519
SMMR,25.22,25.13,25.19,1575.0,1504200.0,1425.0,1810800.0,9029.0,5401.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,2026-02-07 08:03:52.135519
ATMN,25.55,25.46,25.55,5760.0,1212400.0,2270.0,1799600.0,16918.0,480.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,2026-02-07 08:03:52.135519
WNTR,24.91,24.91,24.96,,2350400.0,,2067000.0,,9461.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,2026-02-07 08:03:52.135519
SPNG,24.77,24.74,24.75,2126200.0,3010.0,1751200.0,100.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,2026-02-07 08:03:53.172794
SMMR,25.23,25.15,25.21,1623200.0,,2002700.0,7365.0,14355.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,2026-02-07 08:03:53.172794
ATMN,25.48,25.49,25.53,2168500.0,,2053500.0,9233.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,2026-02-07 08:03:53.172794
WNTR,24.95,24.91,24.94,2350400.0,,1973400.0,19213.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,2026-02-07 08:03:53.172794
SPNG,24.74,24.74,24.75,2119500.0,3010.0,1667400.0,7153.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,2026-02-07 08:03:53.726281
SMMR,25.23,25.15,25.23,1623200.0,,2104400.0,,14355.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,2026-02-07 08:03:53.726281
ATMN,24.96,24.96,25.53,2273800.0,,2052100.0,9233.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,2026-02-07 08:03:53.726281
WNTR,24.91,24.91,24.94,2380900.0,,1973400.0,19213.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,2026-02-07 08:03:53.726281
SPNG,24.78,24.74,24.78,1998200.0,100.0,1751200.0,7153.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,2026-02-07 08:03:54.895089
SMMR,25.08,24.96,25.08,1982700.0,4724.0,2135100.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,2026-02-07 08:03:54.895089
ATMN,24.93,25.48,25.62,2249900.0,,2172700.0,480.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,2026-02-07 08:03:54.895089
WNTR,24.88,24.88,24.93,2357500.0,,1853500.0,20909.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,2026-02-07 08:03:54.895089
SPNG,24.77,25.19,25.31,5910.0,1638000.0,100.0,1922100.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,2026-02-07 08:03:55.960192
SMMR,25.08,25.06,25.08,580.0,1819500.0,6683.0,2052400.0,1420.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,2026-02-07 08:03:55.960192
ATMN,24.91,24.98,25.6,1420.0,2131200.0,,2058800.0,580.0,9451.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,2026-02-07 08:03:55.960192
WNTR,25.0,24.88,24.92,,2354200.0,,2174600.0,,5091.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,2026-02-07 08:03:55.960192
SPNG,24.73,24.73,25.14,2093200.0,1641200.0,4000.0,871.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,2026-02-07 08:03:57.003823
SMMR,25.08,25.06,25.08,1716300.0,2052400.0,1420.0,,580.0,10102.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,2026-02-07 08:03:57.003823
ATMN,25.56,25.01,25.55,1675600.0,1849700.0,1550.0,9451.0,5340.0,2785.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,2026-02-07 08:03:57.003823
WNTR,25.0,24.95,25.0,2241500.0,2262600.0,,,,9406.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,2026-02-07 08:03:57.003823
SPNG,25.07,25.1,25.13,1873700.0,670.0,2195.0,2330.0,1564600.0,971.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,2026-02-07 08:03:58.041247
SMMR,24.98,25.1,25.18,1857200.0,1560.0,,1900.0,1905400.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,2026-02-07 08:03:58.041247
ATMN,25.36,25.36,25.54,1790000.0,540.0,11371.0,920.0,2040100.0,9451.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,2026-02-07 08:03:58.041247
WNTR,24.88,24.91,24.97,2260900.0,,100.0,,2148200.0,9406.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,2026-02-07 08:03:58.041247
SPNG,24.77,25.1,25.12,2003500.0,440.0,1715.0,2330.0,1482500.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,2026-02-07 08:03:59.076687
SMMR,24.98,24.98,25.15,2103900.0,,10000.0,3390.0,1712900.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,2026-02-07 08:03:59.076687
ATMN,25.36,25.44,25.49,1214500.0,2700.0,9451.0,3480.0,1815200.0,11571.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,2026-02-07 08:03:59.076687
WNTR,25.03,24.93,25.03,2146700.0,,,,2291000.0,9241.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,2026-02-07 08:03:59.076687
SPNG,24.65,24.65,25.11,2091700.0,4870.0,1564600.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,2026-02-07 08:04:00.114633
SMMR,24.98,24.98,25.11,2103900.0,5390.0,1712900.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,2026-02-07 08:04:00.114633
ATMN,25.02,24.98,24.99,2231900.0,3480.0,1911300.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,2026-02-07 08:04:00.114633
WNTR,24.97,24.99,25.13,2283100.0,,2271400.0,7125.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,2026-02-07 08:04:00.114633
SPNG,24.64,24.67,24.99,900.0,1800400.0,10210.0,1199800.0,100.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,2026-02-07 08:04:01.148175
SMMR,24.93,25.01,25.02,1610.0,1994600.0,780.0,1712900.0,7421.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,2026-02-07 08:04:01.148175
ATMN,24.99,24.98,24.99,,2263400.0,5480.0,1785700.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,2026-02-07 08:04:01.148175
WNTR,25.14,24.91,25.14,,2252800.0,,2246100.0,,6822.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,2026-02-07 08:04:01.148175
SPNG,25.0,24.83,24.86,1780600.0,1615.0,6367.0,1190.0,1764900.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,2026-02-07 08:04:02.197423
SMMR,25.23,25.05,25.21,1652700.0,5360.0,6566.0,,2028400.0,6566.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,2026-02-07 08:04:02.197423
ATMN,25.13,24.99,25.13,1921300.0,300.0,7884.0,1520.0,2131400.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,2026-02-07 08:04:02.197423
WNTR,24.87,24.9,25.05,2233900.0,,6716.0,,2163900.0,6716.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,2026-02-07 08:04:02.197423
SPNG,25.14,24.94,24.95,2750.0,1230800.0,16876.0,1762100.0,100.0,820.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,2026-02-07 08:04:03.299279
SMMR,25.23,25.08,25.16,7360.0,1438400.0,7421.0,1907700.0,8571.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,2026-02-07 08:04:03.299279
ATMN,25.13,25.15,25.61,2790.0,1063800.0,13715.0,2189100.0,,300.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,2026-02-07 08:04:03.299279
WNTR,24.87,24.9,25.06,,2257600.0,8039.0,2180300.0,4102.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,2026-02-07 08:04:03.299279
SPNG,24.64,24.64,24.95,2094800.0,1681200.0,1640.0,100.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,2026-02-07 08:04:03.937815
SMMR,25.04,25.1,25.16,1758100.0,1907700.0,,8571.0,5360.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,2026-02-07 08:04:03.937815
ATMN,25.13,25.27,25.59,730300.0,2068600.0,600.0,,6290.0,13815.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,2026-02-07 08:04:03.937815
WNTR,24.87,24.87,25.06,2344300.0,2180300.0,,4102.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,2026-02-07 08:04:03.937815
SPNG,24.99,25.12,25.13,1610.0,1714600.0,1864400.0,1290.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,2026-02-07 08:04:05.042704
SMMR,25.1,25.06,25.1,3360.0,1859800.0,1809500.0,1900.0,8571.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,2026-02-07 08:04:05.042704
ATMN,25.15,25.16,25.54,3390.0,726900.0,1694500.0,3740.0,,13815.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,2026-02-07 08:04:05.042704
