ticker,last_price,bid_price,ask_price,BUY_WRSW-3,BUY_ANON,SELL_WRSW-3,SELL_ANON,BUY_UEBR-2,BUY_GIOT-3,SELL_WRSW-5,BUY_LUIS-1,SELL_UOTB-2,SELL_DUBL-5,SELL_BRCH-3,BUY_LAVL-1,BUY_BRCH-3,BUY_UEBR-1,BUY_WRSW-6,SELL_BABS-4,SELL_LETH-1,BUY_UOTB-1,BUY_UOTB-2,SELL_LUIS-1,SELL_WRSW-6,SELL_COLA-3,BUY_WRSW-5,SELL_CNCD-1,BUY_CNCD-1,BUY_COLA-1,BUY_WRSW-4,SELL_UOTB-3,SELL_HECM-3,SELL_NAIT-1,BUY_LETH-1,BUY_WRSW-2,SELL_WRSW-1,BUY_CNCD-5,SELL_COLB-2,SELL_COLA-1,BUY_NAIT-1,BUY_WRSW-1,SELL_BRCH-1,BUY_BRCH-2,SELL_UOTB-1,BUY_COLA-3,SELL_LAVL-1,BUY_BRCH-1,SELL_UEBR-1,SELL_GIOT-3,BUY_UOTB-3,BUY_DUBL-5,BUY_BABS-4,BUY_CAMN-1,SELL_CNCD-5,BUY_COLB-2,SELL_WRSW-2,SELL_UEBR-2,SELL_CAMN-1,SELL_WRSW-4,BUY_HECM-3,SELL_BRCH-2,tick,timestamp
SPNG,23.7,23.7,24.2,1581600.0,100.0,6000.0,679.0,2800.0,4580.0,1269000.0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,2026-02-06 10:58:14.802921
SMMR,24.95,24.91,24.95,1257500.0,5262.0,,740.0,,1620.0,1713100.0,10000.0,2800.0,3000.0,6000.0,734.0,2488.0,1000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,2026-02-06 10:58:14.802921
ATMN,25.38,25.51,25.56,1533500.0,4641.0,,710.0,,2679.0,1790800.0,9283.0,,,6000.0,710.0,1124.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,2026-02-06 10:58:14.802921
WNTR,25.15,25.11,25.12,1194100.0,10000.0,,770.0,,810.0,1133000.0,239.0,,2000.0,,611.0,,7000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,2026-02-06 10:58:14.802921
SPNG,24.2,23.94,23.96,587.0,100.0,1620.0,1684600.0,100.0,6000.0,679.0,2800.0,3040.0,1365000.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,2026-02-06 10:58:15.849026
SMMR,24.77,24.77,24.95,734.0,,2488.0,2018100.0,5542.0,,740.0,,1620.0,1451400.0,3000.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,2026-02-06 10:58:15.849026
ATMN,25.51,25.52,25.55,,,,1529300.0,9236.0,,710.0,1400.0,1555.0,1765200.0,,1400.0,500.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,2026-02-06 10:58:15.849026
WNTR,25.3,25.3,25.31,611.0,9906.0,,1429700.0,,6000.0,,1400.0,2430.0,1652200.0,2000.0,1400.0,,4000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,2026-02-06 10:58:15.849026
SPNG,24.42,23.95,24.42,1400.0,100.0,1620.0,1813500.0,587.0,1936500.0,1500.0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,2026-02-06 10:58:16.401415
SMMR,24.77,24.77,24.94,,,2488.0,2018100.0,,1095500.0,1620.0,1000.0,1400.0,5000.0,5542.0,740.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,2026-02-06 10:58:16.401415
ATMN,25.7,25.41,25.55,2800.0,,,1266000.0,710.0,1765200.0,1555.0,,1400.0,,,,6000.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,2026-02-06 10:58:16.401415
WNTR,25.13,25.12,25.13,1400.0,239.0,,1428600.0,611.0,1511400.0,2430.0,4000.0,1400.0,3000.0,,,,6000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,2026-02-06 10:58:16.401415
SPNG,23.92,23.92,24.06,1875100.0,1400.0,1620.0,679.0,679.0,6000.0,2800.0,1566300.0,1500.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,2026-02-06 10:58:17.475823
SMMR,24.66,24.67,24.82,2032300.0,1400.0,1339.0,624.0,740.0,5720.0,5600.0,714000.0,2864.0,1000.0,7500.0,4000.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,2026-02-06 10:58:17.475823
ATMN,25.38,25.46,25.5,1522000.0,4200.0,,710.0,609.0,,7000.0,1486900.0,1555.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,2026-02-06 10:58:17.475823
WNTR,25.13,25.24,25.28,1189300.0,2800.0,1620.0,770.0,689.0,,2800.0,1238500.0,810.0,4000.0,100.0,4000.0,9562.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,2026-02-06 10:58:17.475823
SPNG,24.13,24.13,24.37,2800.0,1353800.0,3512.0,100.0,679.0,6000.0,5600.0,1623300.0,1500.0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,2026-02-06 10:58:18.549913
SMMR,24.81,24.81,24.83,5600.0,1290500.0,1339.0,7500.0,734.0,780.0,2800.0,838400.0,2864.0,2000.0,740.0,9294.0,4000.0,6000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,2026-02-06 10:58:18.549913
ATMN,25.35,25.42,25.47,2800.0,1534800.0,,1895.0,710.0,672.0,8400.0,936200.0,1555.0,,609.0,9183.0,,6000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,2026-02-06 10:58:18.549913
WNTR,25.27,25.32,25.33,4200.0,848200.0,1620.0,19068.0,770.0,,,1747500.0,2430.0,5000.0,689.0,6855.0,,6000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,2026-02-06 10:58:18.549913
SPNG,24.04,24.13,24.27,1400.0,1853100.0,3512.0,9800.0,1211600.0,495.0,1500.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,2026-02-06 10:58:19.630257
SMMR,24.87,24.82,24.84,8400.0,776200.0,4545.0,4200.0,1159100.0,740.0,5043.0,4000.0,734.0,2000.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,2026-02-06 10:58:19.630257
ATMN,25.56,25.56,25.57,8400.0,1271600.0,1193.0,1400.0,1894400.0,,1555.0,,710.0,,5328.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,2026-02-06 10:58:19.630257
WNTR,25.32,25.32,25.33,2800.0,1226600.0,1620.0,,1728000.0,689.0,2430.0,5000.0,770.0,2000.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,2026-02-06 10:58:19.630257
SPNG,24.28,24.04,24.09,2113700.0,679.0,810.0,6000.0,8400.0,1337100.0,1500.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,2026-02-06 10:58:20.681877
SMMR,24.84,24.83,24.84,624900.0,708.0,4545.0,6000.0,,1760500.0,1837.0,7000.0,5000.0,780.0,2000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,2026-02-06 10:58:20.681877
ATMN,25.33,25.32,25.33,1638800.0,,,6000.0,4200.0,1524300.0,3941.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,2026-02-06 10:58:20.681877
WNTR,25.21,25.16,25.19,1943100.0,,810.0,6000.0,,1553200.0,2138.0,,,,3000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,2026-02-06 10:58:20.681877
SPNG,24.48,24.05,24.09,9800.0,919300.0,679.0,3512.0,6000.0,7000.0,4202.0,587.0,1178800.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,2026-02-06 10:58:21.755164
SMMR,24.84,24.83,24.84,5600.0,874200.0,740.0,2942.0,780.0,,1837.0,634.0,1515300.0,5000.0,3000.0,6000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,2026-02-06 10:58:21.755164
ATMN,25.39,25.4,25.52,1400.0,1769400.0,710.0,,,2800.0,1555.0,,1795400.0,,,6000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,2026-02-06 10:58:21.755164
WNTR,25.3,25.3,25.33,,1948600.0,770.0,810.0,,,3466.0,,1537200.0,2000.0,3000.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,2026-02-06 10:58:21.755164
SPNG,24.48,24.07,24.09,16800.0,300200.0,3512.0,6000.0,679.0,12600.0,4202.0,857700.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,2026-02-06 10:58:22.826473
SMMR,24.88,24.88,24.89,,855800.0,4994.0,780.0,740.0,,3889.0,1384800.0,7000.0,2000.0,6000.0,740.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,2026-02-06 10:58:22.826473
ATMN,25.32,25.45,25.47,5600.0,1501600.0,1620.0,,710.0,8400.0,2365.0,1263800.0,,,6000.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,2026-02-06 10:58:22.826473
WNTR,25.3,25.31,25.33,,1589500.0,810.0,,770.0,,3466.0,1316300.0,5000.0,5000.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,2026-02-06 10:58:22.826473
SPNG,24.04,24.05,24.09,1400.0,1568200.0,3512.0,679.0,6000.0,15400.0,4202.0,547500.0,587.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,2026-02-06 10:58:23.398906
SMMR,24.81,24.82,24.89,2800.0,1618200.0,2942.0,,780.0,,3889.0,1137300.0,740.0,2000.0,4000.0,6000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,2026-02-06 10:58:23.398906
ATMN,25.45,25.45,25.47,5600.0,1501600.0,1620.0,710.0,,8400.0,3175.0,1133500.0,,,,6000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,2026-02-06 10:58:23.398906
WNTR,25.24,25.21,25.23,,1829700.0,2510.0,,,,2178.0,1184500.0,,2000.0,7000.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,2026-02-06 10:58:23.398906
SPNG,24.13,24.04,24.1,1400.0,2161.0,6000.0,1800900.0,4202.0,1400.0,1608100.0,587.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,2026-02-06 10:58:24.474172
SMMR,24.94,24.83,24.9,14000.0,1603.0,780.0,382600.0,1837.0,,1849500.0,,740.0,4000.0,6000.0,1000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,2026-02-06 10:58:24.474172
ATMN,25.36,25.36,25.4,,,6000.0,1638800.0,1555.0,,2031700.0,,710.0,,6000.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,2026-02-06 10:58:24.474172
WNTR,25.11,25.12,25.22,1400.0,,,1943100.0,3028.0,1400.0,960500.0,,770.0,1000.0,,7000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,2026-02-06 10:58:24.474172
SPNG,24.14,24.15,24.22,7000.0,1359700.0,2161.0,6000.0,4200.0,1735700.0,1500.0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,2026-02-06 10:58:25.527612
SMMR,24.84,24.83,24.84,11200.0,138800.0,4395.0,6000.0,,1643300.0,3233.0,740.0,5000.0,5720.0,2000.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,2026-02-06 10:58:25.527612
ATMN,25.36,25.38,25.39,4200.0,1544600.0,2386.0,5290.0,4200.0,1735400.0,1555.0,710.0,,6000.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,2026-02-06 10:58:25.527612
WNTR,25.1,25.12,25.21,1400.0,2031400.0,,,5600.0,778400.0,3028.0,770.0,,6000.0,4000.0,770.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,2026-02-06 10:58:25.527612
SPNG,24.14,24.15,24.22,7000.0,679.0,1230800.0,6000.0,2161.0,4200.0,679.0,1623700.0,1500.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,2026-02-06 10:58:26.587395
SMMR,24.88,24.83,24.88,,740.0,1693700.0,780.0,1339.0,,630.0,1648500.0,1837.0,3000.0,6000.0,2000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,2026-02-06 10:58:26.587395
ATMN,25.38,25.37,25.38,2800.0,710.0,1609000.0,5290.0,2386.0,4200.0,609.0,1493700.0,2748.0,,6000.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,2026-02-06 10:58:26.587395
WNTR,25.12,25.11,25.12,,,1900300.0,,1700.0,,770.0,1079600.0,3878.0,2000.0,6000.0,4000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,2026-02-06 10:58:26.587395
SPNG,24.14,24.17,24.22,3614.0,679.0,7000.0,1119200.0,6000.0,4200.0,679.0,1427800.0,4304.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,2026-02-06 10:58:27.643013
SMMR,24.88,24.83,24.85,1339.0,740.0,,1434800.0,6000.0,,740.0,1417900.0,1837.0,4000.0,4000.0,4744.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,2026-02-06 10:58:27.643013
ATMN,25.44,25.39,25.44,2386.0,,2800.0,1730800.0,6000.0,,,2190900.0,1555.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,2026-02-06 10:58:27.643013
WNTR,25.23,25.11,25.15,1700.0,770.0,,1547900.0,,,770.0,1640200.0,2988.0,4000.0,,6000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,2026-02-06 10:58:27.643013
SPNG,24.26,24.17,24.26,3614.0,679.0,7000.0,1119200.0,6000.0,2111100.0,1500.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,2026-02-06 10:58:28.700852
SMMR,24.99,24.83,24.89,3969.0,740.0,,1051800.0,6000.0,2027300.0,2342.0,6000.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,2026-02-06 10:58:28.700852
ATMN,25.31,25.31,25.44,1193.0,710.0,,2123400.0,,2108000.0,1555.0,,710.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,2026-02-06 10:58:28.700852
WNTR,25.15,25.23,25.25,1700.0,,,1425100.0,,1530600.0,2988.0,6000.0,770.0,6000.0,1000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,2026-02-06 10:58:28.700852
SPNG,24.26,24.17,24.21,3614.0,679.0,7000.0,1119200.0,6000.0,2055700.0,1500.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,2026-02-06 10:58:29.757507
SMMR,24.99,24.83,24.89,1339.0,740.0,,1718300.0,6000.0,1843100.0,1027.0,3000.0,2000.0,740.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,2026-02-06 10:58:29.757507
ATMN,25.5,25.41,25.49,4083.0,710.0,,1711900.0,6000.0,2081600.0,1555.0,,,,6000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,2026-02-06 10:58:29.757507
WNTR,25.23,25.23,25.24,850.0,,,1425100.0,,1172300.0,2988.0,7000.0,4000.0,770.0,6000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,2026-02-06 10:58:29.757507
SPNG,24.26,24.2,24.26,4006.0,679.0,7000.0,1002000.0,6000.0,1899200.0,3294.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,2026-02-06 10:58:30.809223
SMMR,24.91,24.84,24.91,1339.0,740.0,,1330700.0,6000.0,1743800.0,1027.0,6000.0,3000.0,2340.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,2026-02-06 10:58:30.809223
ATMN,25.57,25.44,25.57,4083.0,710.0,,1719200.0,6000.0,2021500.0,1555.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,2026-02-06 10:58:30.809223
WNTR,25.1,25.12,25.23,,,,2146300.0,,763600.0,3798.0,2000.0,7000.0,6000.0,770.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,2026-02-06 10:58:30.809223
SPNG,23.86,24.04,24.12,6000.0,679.0,1954600.0,810.0,6000.0,679.0,1671700.0,3294.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,2026-02-06 10:58:31.866877
SMMR,24.99,24.84,24.99,,740.0,1574500.0,1339.0,,,2029700.0,1027.0,5000.0,1000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,2026-02-06 10:58:31.866877
ATMN,25.57,25.47,25.56,,710.0,1719200.0,4830.0,,609.0,2042100.0,1555.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,2026-02-06 10:58:31.866877
WNTR,25.23,25.23,25.24,,,1971600.0,,,,1287400.0,3798.0,3000.0,4000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,2026-02-06 10:58:31.866877
SPNG,23.85,23.85,24.26,2409000.0,1899200.0,3294.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,2026-02-06 10:58:32.928991
SMMR,24.77,24.77,24.92,2201300.0,1825800.0,1027.0,1000.0,1339.0,4000.0,2000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,2026-02-06 10:58:32.928991
ATMN,25.31,25.31,25.53,2257800.0,1987500.0,3747.0,,1193.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,2026-02-06 10:58:32.928991
WNTR,25.12,25.12,25.24,2131700.0,1199300.0,3798.0,2000.0,,6000.0,4000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,2026-02-06 10:58:32.928991
SPNG,24.02,23.99,24.02,679.0,2267800.0,1890200.0,679.0,2397.0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,2026-02-06 10:58:33.494887
