ticker,last_price,bid_price,ask_price,BUY_ANON,SELL_ANON,BUY_GIOT-3,SELL_WRSW-3,BUY_LUIS-1,SELL_UOTB-2,SELL_BRCH-3,BUY_LAVL-1,BUY_BRCH-3,BUY_UEBR-1,SELL_BABS-4,BUY_UOTB-1,BUY_UOTB-2,SELL_LUIS-1,SELL_COLA-3,BUY_COLA-1,SELL_UOTB-3,SELL_NAIT-1,BUY_WRSW-2,SELL_WRSW-1,BUY_CNCD-5,SELL_COLB-2,SELL_COLA-1,BUY_NAIT-1,BUY_WRSW-1,SELL_BRCH-1,BUY_BRCH-2,SELL_UOTB-1,BUY_COLA-3,SELL_LAVL-1,BUY_WRSW-3,BUY_BRCH-1,SELL_UEBR-1,SELL_GIOT-3,BUY_UOTB-3,BUY_BABS-4,BUY_CAMN-1,SELL_CNCD-5,BUY_COLB-2,SELL_WRSW-2,SELL_CAMN-1,SELL_BRCH-2,tick,timestamp
SMMR,23.73,23.73,23.77,2199000.0,,,206.0,7451.0,1959500.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151,2026-02-05 20:13:21.848654
ATMN,26.21,26.19,26.21,1916600.0,4538.0,,,8288.0,1500700.0,,180.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151,2026-02-05 20:13:21.848654
WNTR,24.14,24.14,24.18,2268900.0,,,,8642.0,2033200.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151,2026-02-05 20:13:21.848654
SPNG,24.86,24.87,24.88,3000.0,6000.0,2260.0,208.0,444900.0,208.0,7000.0,217100.0,8742.0,3000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,2026-02-05 20:13:22.897951
SMMR,23.73,23.68,23.71,,,6176.0,196.0,2083300.0,196.0,,1800800.0,15686.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,2026-02-05 20:13:22.897951
ATMN,25.71,26.24,26.43,2250.0,,100.0,,1804000.0,,,1269600.0,,2250.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,2026-02-05 20:13:22.897951
WNTR,24.14,24.14,24.16,,,3337.0,,2204000.0,227.0,,1848900.0,18635.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,2026-02-05 20:13:22.897951
SPNG,24.98,24.87,24.88,3000.0,7413.0,2260.0,208.0,122100.0,5500.0,785300.0,100.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153,2026-02-05 20:13:23.445305
SMMR,23.65,23.65,23.78,,,,196.0,2216800.0,,2088200.0,100.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153,2026-02-05 20:13:23.445305
ATMN,25.74,25.74,26.43,4500.0,,,,1802600.0,,1269600.0,,4500.0,180.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153,2026-02-05 20:13:23.445305
WNTR,24.13,24.13,24.18,,,3337.0,,2179400.0,,2044000.0,,,216.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153,2026-02-05 20:13:23.445305
SPNG,24.89,24.87,24.89,3000.0,8251.0,210900.0,594700.0,6000.0,218.0,707.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154,2026-02-05 20:13:24.495714
SMMR,23.66,23.74,23.77,,,2227000.0,1977700.0,,205.0,5368.0,205.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154,2026-02-05 20:13:24.495714
ATMN,25.69,25.88,26.38,4500.0,,1605300.0,1269600.0,,180.0,1345.0,180.0,5383.0,6750.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154,2026-02-05 20:13:24.495714
WNTR,24.11,24.11,24.18,,,2158900.0,1953700.0,,206.0,3352.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154,2026-02-05 20:13:24.495714
SPNG,24.43,24.87,24.88,1000.0,207.0,1792600.0,3000.0,6500.0,207.0,292400.0,807.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,2026-02-05 20:13:25.548838
SMMR,23.73,23.73,23.76,,,2346800.0,,,205.0,1875400.0,13295.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,2026-02-05 20:13:25.548838
ATMN,26.09,25.92,25.94,,180.0,1373700.0,11250.0,,180.0,1141500.0,5311.0,6581.0,6750.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,2026-02-05 20:13:25.548838
WNTR,24.09,24.09,24.18,,,2053300.0,,,,2044000.0,3352.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,2026-02-05 20:13:25.548838
SPNG,24.75,24.47,24.75,2004500.0,197.0,197600.0,7000.0,197.0,3000.0,200.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156,2026-02-05 20:13:26.594606
SMMR,23.62,23.58,23.62,2353900.0,,2071900.0,,205.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156,2026-02-05 20:13:26.594606
ATMN,25.94,26.16,26.52,1244200.0,180.0,1458700.0,,,,,6581.0,9000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156,2026-02-05 20:13:26.594606
WNTR,24.2,24.11,24.16,2053300.0,196.0,2028400.0,,196.0,,,8831.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156,2026-02-05 20:13:26.594606
SPNG,24.89,24.88,24.89,1214700.0,3000.0,207.0,4816.0,3000.0,292400.0,8000.0,207.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,2026-02-05 20:13:27.636450
SMMR,23.81,23.7,23.81,2116000.0,,195.0,7361.0,,2221200.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,2026-02-05 20:13:27.636450
ATMN,25.69,26.17,26.49,1603500.0,,180.0,,6750.0,1737700.0,,,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,2026-02-05 20:13:27.636450
WNTR,24.09,23.98,24.03,2058000.0,,,,,1982200.0,,196.0,876.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,2026-02-05 20:13:27.636450
SPNG,24.51,24.49,24.51,1511300.0,2500.0,3000.0,202500.0,8000.0,100.0,197.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158,2026-02-05 20:13:28.673729
SMMR,23.81,23.74,23.8,2027400.0,,,2131100.0,,,204.0,17361.0,204.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158,2026-02-05 20:13:28.673729
ATMN,26.17,25.69,25.99,1473600.0,,9000.0,1419900.0,,3283.0,186.0,,186.0,4500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158,2026-02-05 20:13:28.673729
WNTR,23.97,23.97,23.99,2052000.0,,,2008900.0,,7676.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158,2026-02-05 20:13:28.673729
SPNG,24.51,24.49,24.51,1101000.0,4500.0,187.0,202500.0,8500.0,187.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159,2026-02-05 20:13:29.712184
SMMR,23.77,23.7,23.77,2251700.0,,195.0,2235200.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159,2026-02-05 20:13:29.712184
ATMN,26.49,25.69,26.48,1368800.0,,180.0,1528200.0,,180.0,11250.0,6750.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159,2026-02-05 20:13:29.712184
WNTR,23.99,23.97,23.99,2180600.0,,187.0,2113200.0,,187.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159,2026-02-05 20:13:29.712184
SPNG,24.92,24.49,24.92,790200.0,4830.0,187.0,100.0,1702000.0,1500.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,2026-02-05 20:13:30.748138
SMMR,23.77,23.72,23.75,2148400.0,,204.0,9284.0,2003800.0,,9284.0,204.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,2026-02-05 20:13:30.748138
ATMN,26.26,25.62,25.7,1979200.0,,186.0,,1336200.0,,7891.0,186.0,9000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,2026-02-05 20:13:30.748138
WNTR,24.03,23.99,24.03,2071700.0,,196.0,9727.0,2118100.0,,,196.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,2026-02-05 20:13:30.748138
SPNG,24.97,24.97,25.07,478900.0,6330.0,3000.0,100.0,1751500.0,1000.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161,2026-02-05 20:13:31.801725
SMMR,23.76,23.76,23.77,2016200.0,,,15900.0,2230300.0,,204.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161,2026-02-05 20:13:31.801725
ATMN,26.01,26.01,26.37,1953000.0,,,,1265400.0,,186.0,11924.0,11250.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161,2026-02-05 20:13:31.801725
WNTR,24.03,24.06,24.17,2072200.0,,,9677.0,2226800.0,,196.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161,2026-02-05 20:13:31.801725
SPNG,24.65,24.51,24.65,100.0,6000.0,6830.0,231600.0,910800.0,4070.0,196.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162,2026-02-05 20:13:32.858529
SMMR,23.78,23.8,23.81,9111.0,,,2112600.0,2167400.0,,224.0,224.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162,2026-02-05 20:13:32.858529
ATMN,26.01,25.68,25.75,,,,2040700.0,1260200.0,,,,1178.0,13500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162,2026-02-05 20:13:32.858529
WNTR,23.98,23.98,23.99,1156.0,,,2193900.0,2136900.0,,215.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162,2026-02-05 20:13:32.858529
SPNG,25.08,24.52,24.64,200.0,6000.0,9000.0,336800.0,4500.0,1875300.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163,2026-02-05 20:13:33.922354
SMMR,23.76,23.71,23.74,9160.0,,,2134400.0,9111.0,2076600.0,213.0,213.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163,2026-02-05 20:13:33.922354
ATMN,25.78,25.98,26.38,5839.0,,,1815700.0,8964.0,897700.0,180.0,180.0,18000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163,2026-02-05 20:13:33.922354
WNTR,23.99,23.99,24.0,9215.0,,,1983900.0,,2109200.0,204.0,204.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163,2026-02-05 20:13:33.922354
SPNG,24.67,24.84,25.15,233100.0,7000.0,3000.0,205.0,200.0,1948200.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164,2026-02-05 20:13:34.959279
SMMR,23.57,23.57,23.81,2237900.0,,,213.0,,2166100.0,213.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164,2026-02-05 20:13:34.959279
ATMN,25.68,25.68,25.75,1937800.0,,,180.0,,808600.0,180.0,8964.0,20250.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164,2026-02-05 20:13:34.959279
WNTR,24.17,23.99,24.17,2112400.0,,,,9215.0,2224900.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164,2026-02-05 20:13:34.959279
SPNG,24.67,24.85,25.15,6000.0,233100.0,6500.0,215.0,200.0,1831200.0,215.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165,2026-02-05 20:13:35.513315
SMMR,23.81,23.57,23.59,,2237900.0,,213.0,,2153500.0,213.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165,2026-02-05 20:13:35.513315
ATMN,25.68,25.68,25.74,,1934300.0,,180.0,,707200.0,180.0,22500.0,8964.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165,2026-02-05 20:13:35.513315
WNTR,23.99,23.98,23.99,,1982500.0,,224.0,9215.0,2128900.0,224.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165,2026-02-05 20:13:35.513315
SPNG,24.85,24.64,24.85,9000.0,8000.0,113800.0,1570600.0,3000.0,1000.0,205.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166,2026-02-05 20:13:36.583373
SMMR,23.59,23.7,23.81,,,2230100.0,2265600.0,,,,223.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166,2026-02-05 20:13:36.583373
ATMN,25.78,26.1,26.39,,,1958300.0,1003200.0,22500.0,,,180.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166,2026-02-05 20:13:36.583373
WNTR,23.99,24.01,24.07,,,2231500.0,2090800.0,,,224.0,224.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166,2026-02-05 20:13:36.583373
SPNG,25.13,25.13,25.14,220900.0,9000.0,7000.0,195.0,3000.0,1645700.0,1000.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167,2026-02-05 20:13:37.644811
SMMR,23.82,23.7,23.82,2230100.0,,,234.0,,2154700.0,,234.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167,2026-02-05 20:13:37.644811
ATMN,25.9,25.9,26.38,2071900.0,,,,18000.0,1109500.0,,180.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167,2026-02-05 20:13:37.644811
WNTR,24.16,24.16,24.17,2205100.0,,,224.0,,2223200.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167,2026-02-05 20:13:37.644811
SPNG,25.13,24.64,24.86,12000.0,7500.0,113800.0,1516500.0,6000.0,204.0,1000.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168,2026-02-05 20:13:38.728045
SMMR,23.76,23.76,23.82,,,2235900.0,2282800.0,,,,234.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168,2026-02-05 20:13:38.728045
ATMN,25.9,25.9,26.3,,,1961400.0,1106600.0,18000.0,180.0,,180.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168,2026-02-05 20:13:38.728045
WNTR,24.0,24.0,24.17,,,2322700.0,2114600.0,,223.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168,2026-02-05 20:13:38.728045
SPNG,24.86,24.64,24.85,15000.0,6838.0,113800.0,9000.0,1409900.0,204.0,1000.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169,2026-02-05 20:13:39.789741
SMMR,23.82,23.82,23.85,,,2241400.0,,2282900.0,,,234.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169,2026-02-05 20:13:39.789741
ATMN,25.61,25.61,26.29,,,2001800.0,18000.0,1111500.0,186.0,,186.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169,2026-02-05 20:13:39.789741
WNTR,24.01,23.97,24.01,,,2211800.0,,2079300.0,213.0,,213.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169,2026-02-05 20:13:39.789741
SPNG,25.14,24.64,24.86,18000.0,6664.0,204.0,1645700.0,1000.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,2026-02-05 20:13:40.855735
SMMR,23.85,23.7,23.85,,,234.0,2183800.0,,2228500.0,234.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,2026-02-05 20:13:40.855735
ATMN,25.59,25.59,26.3,,,186.0,1409900.0,,2117700.0,,11250.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,2026-02-05 20:13:40.855735
WNTR,23.99,23.97,23.99,,,223.0,2086000.0,,2322700.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,2026-02-05 20:13:40.855735
SPNG,24.63,24.71,24.88,301000.0,8000.0,3000.0,214.0,3000.0,3000.0,1191700.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171,2026-02-05 20:13:41.744749
SMMR,23.62,23.62,23.77,2339600.0,,,234.0,,,2192400.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171,2026-02-05 20:13:41.744749
ATMN,26.39,25.59,25.78,2004100.0,,,186.0,,9000.0,1521400.0,186.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171,2026-02-05 20:13:41.744749
WNTR,24.17,24.04,24.06,2232700.0,,,223.0,,,2109700.0,223.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171,2026-02-05 20:13:41.744749
SPNG,25.2,24.71,24.88,3000.0,205400.0,8000.0,224.0,1967000.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172,2026-02-05 20:13:42.856820
SMMR,23.77,23.66,23.77,,2226800.0,,234.0,2192400.0,234.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172,2026-02-05 20:13:42.856820
ATMN,25.78,25.59,25.78,4500.0,1799800.0,,186.0,1433700.0,186.0,11250.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172,2026-02-05 20:13:42.856820
WNTR,24.06,24.11,24.17,,2212700.0,,223.0,2223200.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172,2026-02-05 20:13:42.856820
SPNG,24.72,24.72,25.19,8000.0,3000.0,205400.0,235.0,3000.0,1646200.0,168.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173,2026-02-05 20:13:43.932071
SMMR,23.82,23.76,23.82,,,2234100.0,234.0,,2285400.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173,2026-02-05 20:13:43.932071
ATMN,25.89,25.59,25.89,,9000.0,1584100.0,186.0,9000.0,1586300.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173,2026-02-05 20:13:43.932071
WNTR,24.04,24.04,24.17,,,2303800.0,,,2114600.0,,234.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173,2026-02-05 20:13:43.932071
SPNG,24.63,24.63,24.72,547400.0,7500.0,1042700.0,2668.0,233.0,6000.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174,2026-02-05 20:13:45.006121
SMMR,23.82,23.76,23.79,2224200.0,,2171100.0,,234.0,,234.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174,2026-02-05 20:13:45.006121
ATMN,25.89,25.7,25.89,1582600.0,,1769800.0,,180.0,2250.0,180.0,9000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174,2026-02-05 20:13:45.006121
WNTR,24.16,24.04,24.16,2156900.0,,2123700.0,,222.0,,222.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174,2026-02-05 20:13:45.006121
SPNG,25.08,24.99,25.07,417600.0,7500.0,233.0,12000.0,3168.0,704600.0,233.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175,2026-02-05 20:13:46.075127
SMMR,23.78,23.75,23.77,2245300.0,,234.0,,,2182300.0,234.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175,2026-02-05 20:13:46.075127
ATMN,25.92,26.03,26.39,1189400.0,,180.0,,,2002800.0,,15750.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175,2026-02-05 20:13:46.075127
WNTR,24.04,24.14,24.16,2137400.0,,222.0,,,2123700.0,222.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175,2026-02-05 20:13:46.075127
SPNG,24.92,24.92,25.07,429400.0,8000.0,15000.0,5168.0,213500.0,233.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176,2026-02-05 20:13:46.625679
SMMR,23.79,23.78,23.79,2261900.0,,,,2273400.0,,234.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176,2026-02-05 20:13:46.625679
ATMN,25.7,25.71,26.39,1450900.0,,,,2002800.0,,,13500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176,2026-02-05 20:13:46.625679
WNTR,24.04,24.13,24.16,2135900.0,,,,2123700.0,222.0,222.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176,2026-02-05 20:13:46.625679
