ticker,last_price,bid_price,ask_price,BUY_ANON,SELL_ANON,BUY_WRSW-2,SELL_WRSW-1,SELL_COLB-2,SELL_COLA-1,BUY_NAIT-1,BUY_WRSW-1,SELL_BRCH-1,BUY_GIOT-3,SELL_WRSW-3,BUY_LUIS-1,SELL_UOTB-2,BUY_BRCH-2,BUY_LAVL-1,SELL_UOTB-1,BUY_UEBR-1,BUY_COLA-3,SELL_LAVL-1,BUY_WRSW-3,BUY_BRCH-1,SELL_UEBR-1,BUY_UOTB-1,SELL_GIOT-3,BUY_UOTB-2,SELL_LUIS-1,BUY_UOTB-3,SELL_COLA-3,BUY_COLB-2,SELL_WRSW-2,SELL_BRCH-2,BUY_COLA-1,SELL_UOTB-3,SELL_NAIT-1,tick,timestamp
ATMN,25.45,25.4,25.45,2248600.0,2227400.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,2026-02-05 08:31:06.806542
WNTR,25.21,25.21,25.24,2120700.0,1997600.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,2026-02-05 08:31:06.806542
SPNG,25.22,24.87,25.22,2388400.0,2247400.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,2026-02-05 08:31:07.587066
SMMR,24.84,24.84,24.95,2341100.0,2290300.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,2026-02-05 08:31:07.587066
ATMN,25.11,25.11,25.45,2262100.0,2227400.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,2026-02-05 08:31:07.587066
WNTR,25.21,25.21,25.24,2149600.0,1997600.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,2026-02-05 08:31:07.587066
SPNG,24.87,24.87,25.22,2456200.0,2220200.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,2026-02-05 08:31:08.719031
SMMR,24.84,24.94,24.95,2339400.0,2309900.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,2026-02-05 08:31:08.719031
ATMN,25.06,24.95,25.03,2274200.0,2232200.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,2026-02-05 08:31:08.719031
WNTR,25.21,25.21,25.22,2161100.0,2013500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,2026-02-05 08:31:08.719031
SPNG,25.24,25.52,25.57,1023500.0,785500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,2026-02-05 08:31:09.776916
SMMR,24.94,23.94,24.18,996600.0,928800.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,2026-02-05 08:31:09.776916
ATMN,26.48,25.88,26.07,702900.0,787300.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,2026-02-05 08:31:09.776916
WNTR,25.21,25.16,25.28,817900.0,757700.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,2026-02-05 08:31:09.776916
SPNG,25.52,24.82,25.44,1101600.0,986700.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,2026-02-05 08:31:10.867739
SMMR,23.94,23.94,23.96,1008700.0,1165600.0,8000.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,2026-02-05 08:31:10.867739
ATMN,26.24,26.2,26.24,1202300.0,828600.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,2026-02-05 08:31:10.867739
WNTR,25.07,24.93,25.07,834800.0,1085100.0,,10000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,2026-02-05 08:31:10.867739
SPNG,25.44,25.01,25.44,1473500.0,986700.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,2026-02-05 08:31:11.962287
SMMR,23.96,23.94,23.96,1174400.0,1062200.0,4000.0,5000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,2026-02-05 08:31:11.962287
ATMN,26.67,26.2,26.67,1416400.0,799700.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,2026-02-05 08:31:11.962287
WNTR,24.93,24.65,24.89,824900.0,1399600.0,,10000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,2026-02-05 08:31:11.962287
SPNG,25.57,26.64,27.98,1572600.0,1250.0,875900.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,2026-02-05 08:31:12.530618
SMMR,23.96,24.04,24.05,1275200.0,4000.0,1182000.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,2026-02-05 08:31:12.530618
ATMN,27.17,26.22,27.08,1416400.0,2375.0,898900.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,2026-02-05 08:31:12.530618
WNTR,24.65,24.65,24.7,824900.0,,1517400.0,10000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,2026-02-05 08:31:12.530618
SPNG,25.57,26.77,27.5,100.0,2500.0,1572600.0,1180500.0,2500.0,3000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,2026-02-05 08:31:13.579439
SMMR,23.96,24.04,24.05,8000.0,,1275200.0,1522200.0,,2000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,2026-02-05 08:31:13.579439
ATMN,26.2,26.1,26.14,,,1303900.0,1148500.0,,3750.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,2026-02-05 08:31:13.579439
WNTR,24.65,24.47,24.55,,2500.0,850000.0,1926300.0,2500.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,2026-02-05 08:31:13.579439
SPNG,25.01,25.02,27.48,2500.0,1473500.0,1376700.0,2500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,2026-02-05 08:31:14.633793
SMMR,24.04,23.97,24.02,2500.0,1190900.0,1648400.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,2026-02-05 08:31:14.633793
ATMN,26.75,26.63,26.7,2500.0,1532800.0,997200.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,2026-02-05 08:31:14.633793
WNTR,24.49,24.49,24.55,2500.0,970700.0,2014200.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,2026-02-05 08:31:14.633793
SPNG,25.01,25.02,26.4,2500.0,1473500.0,6000.0,1688100.0,2500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,2026-02-05 08:31:15.689653
SMMR,24.0,23.96,24.0,,1311000.0,,1884000.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,2026-02-05 08:31:15.689653
ATMN,26.63,26.63,26.67,,1532800.0,,1122300.0,2500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,2026-02-05 08:31:15.689653
WNTR,24.4,24.41,24.53,2500.0,869600.0,6000.0,1964300.0,2500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,2026-02-05 08:31:15.689653
SPNG,25.79,25.02,25.79,2250.0,1473500.0,6000.0,1905900.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,2026-02-05 08:31:16.750625
SMMR,24.0,23.99,24.0,,1558000.0,,2018100.0,6000.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,2026-02-05 08:31:16.750625
ATMN,26.52,26.34,26.48,2500.0,1509000.0,,1240800.0,6000.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,2026-02-05 08:31:16.750625
WNTR,24.53,24.35,24.4,,899900.0,6000.0,1964300.0,6000.0,2000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,2026-02-05 08:31:16.750625
SPNG,25.53,25.36,25.53,1595900.0,6000.0,1788700.0,2500.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,2026-02-05 08:31:17.825202
SMMR,23.99,23.96,23.99,1552700.0,,2018700.0,,6000.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,2026-02-05 08:31:17.825202
ATMN,26.65,26.65,26.68,1608900.0,6000.0,1234100.0,,6000.0,2500.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,2026-02-05 08:31:17.825202
WNTR,24.63,24.41,24.6,899900.0,6000.0,1958600.0,2500.0,,2500.0,2000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,2026-02-05 08:31:17.825202
SPNG,26.18,25.39,26.17,2500.0,1721400.0,6000.0,2500.0,1906300.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,2026-02-05 08:31:18.965732
SMMR,24.01,24.01,24.04,2500.0,1552700.0,6000.0,2500.0,1776400.0,8000.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,2026-02-05 08:31:18.965732
ATMN,26.34,26.61,26.65,2500.0,1749900.0,,2500.0,1328100.0,1875.0,2750.0,6000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,2026-02-05 08:31:18.965732
WNTR,24.4,24.3,24.39,2500.0,899900.0,,2500.0,1798700.0,6250.0,10000.0,6000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,2026-02-05 08:31:18.965732
SPNG,25.29,25.44,26.17,100.0,1599000.0,6000.0,2500.0,1936400.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,2026-02-05 08:31:20.024209
SMMR,23.96,23.97,24.01,8000.0,1543400.0,,2500.0,1987400.0,2000.0,500.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,2026-02-05 08:31:20.024209
ATMN,26.64,26.6,26.61,1875.0,1844500.0,,,1328100.0,2750.0,6000.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,2026-02-05 08:31:20.024209
WNTR,24.38,24.32,24.37,6250.0,1108900.0,,3000.0,1713700.0,10000.0,6000.0,500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,2026-02-05 08:31:20.024209
SPNG,25.29,25.44,25.77,100.0,2500.0,1599000.0,6000.0,1857100.0,100.0,2500.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,2026-02-05 08:31:20.636778
SMMR,23.96,24.0,24.01,8000.0,,1652500.0,6000.0,1987400.0,2000.0,,6000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,2026-02-05 08:31:20.636778
ATMN,26.7,26.61,26.64,1875.0,2500.0,1844500.0,,1303000.0,,2500.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,2026-02-05 08:31:20.636778
WNTR,24.32,24.31,24.32,6250.0,,1108900.0,,1939400.0,10000.0,,6000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,2026-02-05 08:31:20.636778
SPNG,25.01,25.21,25.74,6000.0,1607600.0,100.0,2500.0,1881400.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,2026-02-05 08:31:21.706262
SMMR,24.01,24.03,24.05,6000.0,1781300.0,,,2228000.0,8000.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,2026-02-05 08:31:21.706262
ATMN,26.21,26.6,26.63,4075.0,1537100.0,1375.0,5000.0,1400600.0,,6000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,2026-02-05 08:31:21.706262
WNTR,24.31,24.27,24.29,,1214700.0,,,2033000.0,,6000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,2026-02-05 08:31:21.706262
SPNG,25.85,25.29,25.85,1844800.0,7000.0,6000.0,2040400.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,2026-02-05 08:31:22.752752
SMMR,24.05,24.05,24.07,1907700.0,8000.0,6000.0,2113300.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,2026-02-05 08:31:22.752752
ATMN,26.21,26.6,26.61,1537100.0,3750.0,4075.0,1632000.0,2500.0,2500.0,6000.0,5500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,2026-02-05 08:31:22.752752
WNTR,24.39,24.28,24.39,1454100.0,,,2022900.0,2500.0,,6000.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,2026-02-05 08:31:22.752752
SPNG,25.85,25.35,25.78,7000.0,2500.0,1961100.0,6000.0,1898200.0,100.0,2500.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,2026-02-05 08:31:23.783627
SMMR,24.03,24.03,24.06,,,1901800.0,6000.0,2217900.0,100.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,2026-02-05 08:31:23.783627
ATMN,26.59,26.21,26.22,,,1537100.0,,1789100.0,100.0,2500.0,6000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,2026-02-05 08:31:23.783627
WNTR,24.21,24.23,24.38,,2500.0,1452100.0,,1867600.0,1562.0,2500.0,6000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,2026-02-05 08:31:23.783627
SPNG,25.37,25.26,25.37,6000.0,1863500.0,1927400.0,3000.0,2500.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,2026-02-05 08:31:24.820439
SMMR,24.03,24.03,24.05,6000.0,2026400.0,2234000.0,2000.0,,8000.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,2026-02-05 08:31:24.820439
ATMN,26.66,26.21,26.66,,1537100.0,1532000.0,,,2000.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,2026-02-05 08:31:24.820439
WNTR,24.21,24.3,24.36,,1809600.0,1867600.0,6250.0,2500.0,,2500.0,6000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,2026-02-05 08:31:24.820439
SPNG,25.37,25.39,25.6,2130400.0,6000.0,7000.0,2029300.0,2500.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,2026-02-05 08:31:25.903728
SMMR,24.06,24.03,24.05,2188400.0,6000.0,8000.0,2235300.0,,2000.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,2026-02-05 08:31:25.903728
ATMN,26.77,26.48,26.71,1658300.0,6000.0,,1537800.0,2500.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,2026-02-05 08:31:25.903728
WNTR,24.3,24.31,24.4,1919600.0,6000.0,,1854700.0,2500.0,2000.0,6000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,2026-02-05 08:31:25.903728
SPNG,25.41,25.3,25.56,6000.0,2001700.0,2080500.0,2500.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,2026-02-05 08:31:26.978727
SMMR,24.0,24.0,24.02,6000.0,1950500.0,2225100.0,,8000.0,10000.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,2026-02-05 08:31:26.978727
ATMN,26.4,26.41,26.7,6000.0,1658300.0,1537800.0,2500.0,,,2500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,2026-02-05 08:31:26.978727
WNTR,24.4,24.4,24.42,6000.0,2039300.0,2068700.0,,,2000.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,2026-02-05 08:31:26.978727
SPNG,25.41,25.2,25.5,2135900.0,2500.0,2117700.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,2026-02-05 08:31:28.020658
SMMR,24.0,24.0,24.02,2088200.0,,2096500.0,4000.0,5000.0,5700.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,2026-02-05 08:31:28.020658
ATMN,26.4,26.45,26.57,1765300.0,2500.0,1763500.0,100.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,2026-02-05 08:31:28.020658
WNTR,24.4,24.3,24.32,1919600.0,,2064800.0,,2000.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,2026-02-05 08:31:28.020658
SPNG,25.56,25.3,25.56,2239900.0,2248200.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,2026-02-05 08:31:29.069750
SMMR,24.0,24.0,24.02,2193400.0,2218300.0,8000.0,2500.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,2026-02-05 08:31:29.069750
ATMN,26.37,26.37,26.57,1741700.0,1855400.0,,,2500.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,2026-02-05 08:31:29.069750
WNTR,24.27,24.28,24.43,1899400.0,1953900.0,,2000.0,2500.0,2500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,2026-02-05 08:31:29.069750
SPNG,25.51,25.51,25.55,2356400.0,6000.0,2500.0,2147600.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,2026-02-05 08:31:30.110332
SMMR,24.03,24.03,24.06,2411400.0,,,2223200.0,8000.0,10000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,2026-02-05 08:31:30.110332
ATMN,26.29,26.31,26.57,1726900.0,,2500.0,2007200.0,1000.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,2026-02-05 08:31:30.110332
WNTR,24.27,24.33,24.42,2117000.0,,2500.0,1965500.0,,2000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,2026-02-05 08:31:30.110332
SPNG,25.45,25.37,25.45,6000.0,2239900.0,2038800.0,2500.0,750.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,2026-02-05 08:31:30.663821
SMMR,23.98,24.0,24.06,6000.0,2193400.0,2223200.0,,10000.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,2026-02-05 08:31:30.663821
ATMN,26.4,26.54,26.58,6000.0,1825900.0,2093600.0,,,1000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,2026-02-05 08:31:30.663821
WNTR,24.33,24.33,24.42,6000.0,2077100.0,1965500.0,2500.0,2000.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,2026-02-05 08:31:30.663821
SPNG,25.6,25.41,25.44,2342500.0,3500.0,6000.0,3000.0,2500.0,2048700.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,2026-02-05 08:31:31.716844
SMMR,23.98,24.03,24.05,2257100.0,8000.0,6000.0,5000.0,,2223200.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,2026-02-05 08:31:31.716844
ATMN,26.4,26.54,26.58,1950200.0,2000.0,6000.0,5500.0,,2014300.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,2026-02-05 08:31:31.716844
WNTR,24.33,24.33,24.41,2077100.0,,6000.0,2000.0,2500.0,1941400.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,2026-02-05 08:31:31.716844
SPNG,25.41,25.41,25.44,6000.0,100.0,2239900.0,750.0,200.0,1931600.0,2500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,2026-02-05 08:31:32.765360
SMMR,24.07,24.03,24.07,6000.0,100.0,2272100.0,,,2368100.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,2026-02-05 08:31:32.765360
ATMN,26.54,26.39,26.49,6000.0,,1851200.0,100.0,,1903100.0,2500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,2026-02-05 08:31:32.765360
WNTR,24.27,24.27,24.38,,,1899400.0,,,2023200.0,2500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,2026-02-05 08:31:32.765360
SPNG,25.55,25.41,25.55,6000.0,7000.0,2239900.0,2250900.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,2026-02-05 08:31:33.810838
SMMR,24.02,24.02,24.06,6000.0,,2382300.0,2142000.0,2500.0,5000.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,2026-02-05 08:31:33.810838
ATMN,26.77,26.41,26.47,6000.0,2000.0,1921200.0,1904300.0,2500.0,5500.0,2500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,2026-02-05 08:31:33.810838
WNTR,24.5,24.31,24.5,6000.0,,1899400.0,2131900.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,2026-02-05 08:31:33.810838
SPNG,25.2,25.2,25.45,2135900.0,2500.0,2140500.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,2026-02-05 08:31:34.871265
SMMR,24.02,24.02,24.06,2530000.0,,2369900.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,2026-02-05 08:31:34.871265
ATMN,26.56,26.67,26.72,2017800.0,2500.0,2055400.0,2500.0,6000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,2026-02-05 08:31:34.871265
WNTR,24.5,24.36,24.37,2105100.0,,2137800.0,,6000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,2026-02-05 08:31:34.871265
SPNG,24.89,24.89,25.48,1890200.0,5800.0,2128200.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,2026-02-05 08:31:35.967242
SMMR,23.97,23.97,24.03,2409300.0,6000.0,2269500.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,2026-02-05 08:31:35.967242
ATMN,26.56,26.67,26.71,2017800.0,,1905300.0,2500.0,6000.0,5000.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,2026-02-05 08:31:35.967242
WNTR,24.35,24.36,24.46,1999000.0,,1936200.0,2500.0,6000.0,2500.0,2000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,2026-02-05 08:31:35.967242
