ticker,last_price,bid_price,ask_price,BUY_ANON,SELL_COLA-1,SELL_ANON,BUY_COLA-1,BUY_WRSW-2,SELL_WRSW-1,SELL_COLB-2,BUY_NAIT-1,BUY_WRSW-1,SELL_BRCH-1,SELL_WRSW-3,BUY_LUIS-1,SELL_UOTB-2,BUY_LAVL-1,SELL_UOTB-1,BUY_UEBR-1,BUY_COLA-3,SELL_LAVL-1,BUY_WRSW-3,BUY_BRCH-1,SELL_UEBR-1,BUY_UOTB-1,BUY_UOTB-2,SELL_LUIS-1,BUY_UOTB-3,SELL_COLA-3,BUY_COLB-2,SELL_WRSW-2,SELL_UOTB-3,SELL_NAIT-1,tick,timestamp
WNTR,25.17,25.11,25.17,2171200.0,,1990700.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,2026-02-04 21:07:05.073714
SPNG,24.8,24.48,24.88,943900.0,6000.0,5000.0,786600.0,28000.0,6000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,2026-02-04 21:07:06.128609
SMMR,25.19,25.94,26.24,900800.0,8000.0,10000.0,843800.0,,8000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,2026-02-04 21:07:06.128609
ATMN,25.5,25.5,25.71,743900.0,,5000.0,625500.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,2026-02-04 21:07:06.128609
WNTR,25.27,25.43,25.62,865000.0,9000.0,5000.0,859300.0,,9000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,2026-02-04 21:07:06.128609
SPNG,24.46,24.47,24.82,2898.0,1019800.0,5000.0,38000.0,980700.0,5796.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,2026-02-04 21:07:07.175974
SMMR,25.94,25.95,26.16,7728.0,912800.0,15000.0,,1173700.0,7728.0,10000.0,10000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,2026-02-04 21:07:07.175974
ATMN,25.19,25.28,25.57,6210.0,842400.0,5000.0,,727900.0,6210.0,9208.0,8792.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,2026-02-04 21:07:07.175974
WNTR,25.27,25.43,25.59,8694.0,865000.0,5000.0,,1160900.0,4347.0,10000.0,10000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,2026-02-04 21:07:07.175974
SPNG,24.41,23.61,24.32,1159300.0,3866.0,48000.0,891200.0,3866.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,2026-02-04 21:07:07.721938
SMMR,25.94,26.1,26.16,1007200.0,6888.0,,1173700.0,6888.0,15000.0,10000.0,10000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,2026-02-04 21:07:07.721938
ATMN,25.57,25.28,25.57,945700.0,2768.0,,727900.0,2768.0,5000.0,9208.0,8792.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,2026-02-04 21:07:07.721938
WNTR,25.43,25.43,25.59,848200.0,,,1263200.0,,5000.0,10000.0,10000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,2026-02-04 21:07:07.721938
SPNG,24.49,24.17,24.45,1879.0,1159300.0,1160100.0,38000.0,1879.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,2026-02-04 21:07:08.767528
SMMR,25.94,26.1,26.16,2979.0,1007200.0,1575500.0,,2979.0,19000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,2026-02-04 21:07:08.767528
ATMN,25.57,25.37,25.38,2394.0,1044500.0,926700.0,,2394.0,5000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,2026-02-04 21:07:08.767528
WNTR,25.61,25.43,25.51,2104.0,848200.0,1476200.0,,4208.0,5000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,2026-02-04 21:07:08.767528
SPNG,24.39,24.39,24.45,1518000.0,3758.0,1070800.0,3758.0,38000.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,2026-02-04 21:07:09.824523
SMMR,26.1,26.1,26.16,912800.0,5958.0,1815100.0,5958.0,,10000.0,15000.0,10000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,2026-02-04 21:07:09.824523
ATMN,25.57,25.39,25.57,1254000.0,4788.0,727900.0,,,9208.0,5000.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,2026-02-04 21:07:09.824523
WNTR,25.61,25.43,25.61,847100.0,4208.0,1502100.0,4208.0,,10000.0,5000.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,2026-02-04 21:07:09.824523
SPNG,24.39,24.39,24.45,1841500.0,3892.0,1070800.0,3892.0,38000.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,2026-02-04 21:07:10.872499
SMMR,25.94,25.88,25.93,1034200.0,2661.0,2047300.0,,,10000.0,8100.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,2026-02-04 21:07:10.872499
ATMN,25.57,25.39,25.57,1254000.0,2300.0,903300.0,2300.0,,5000.0,,3792.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,2026-02-04 21:07:10.872499
WNTR,25.32,25.21,25.32,964500.0,3112.0,1720000.0,3112.0,,,2000.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,2026-02-04 21:07:10.872499
SPNG,24.37,24.37,24.48,1917900.0,1967.0,1967.0,38000.0,1057500.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,2026-02-04 21:07:11.947680
SMMR,25.94,25.94,26.0,1142700.0,2751.0,2751.0,,2066700.0,2000.0,10000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,2026-02-04 21:07:11.947680
ATMN,25.57,25.57,25.58,1350300.0,2324.0,2324.0,,905100.0,7108.0,5000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,2026-02-04 21:07:11.947680
WNTR,25.32,25.34,25.47,1151100.0,3145.0,3145.0,,1824900.0,10000.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,2026-02-04 21:07:11.947680
SPNG,24.37,24.79,24.87,1717.0,1917900.0,33000.0,1076700.0,1717.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,2026-02-04 21:07:12.997293
SMMR,26.0,25.98,26.0,2640.0,1379300.0,,2083000.0,2640.0,10000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,2026-02-04 21:07:12.997293
ATMN,25.57,25.39,25.58,,1254000.0,,1090600.0,,5000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,2026-02-04 21:07:12.997293
WNTR,25.32,25.34,25.38,3018.0,1359700.0,,1964800.0,3018.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,2026-02-04 21:07:12.997293
SPNG,24.37,24.8,24.87,10000.0,1717.0,1917900.0,33000.0,1325300.0,1717.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,2026-02-04 21:07:14.050594
SMMR,25.94,25.94,26.0,10000.0,2640.0,1248900.0,,1996400.0,2640.0,10000.0,10000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,2026-02-04 21:07:14.050594
ATMN,25.56,25.39,25.5,,,1254000.0,,1469300.0,2230.0,5000.0,3800.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,2026-02-04 21:07:14.050594
WNTR,25.29,25.29,25.38,,3018.0,1348700.0,,1870200.0,3018.0,,2000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,2026-02-04 21:07:14.050594
SPNG,24.55,24.37,24.55,2259300.0,3570.0,1255700.0,3570.0,33000.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,2026-02-04 21:07:15.096351
SMMR,25.67,25.89,26.02,1129700.0,2782.0,1872500.0,5564.0,,10000.0,5000.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,2026-02-04 21:07:15.096351
ATMN,25.6,25.37,25.6,1337400.0,4060.0,1295000.0,4060.0,,5000.0,,10000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,2026-02-04 21:07:15.096351
WNTR,25.26,25.21,25.26,1394400.0,3660.0,1811200.0,3660.0,,,2000.0,10000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,2026-02-04 21:07:15.096351
SPNG,24.35,24.36,24.55,1706.0,2117500.0,1255700.0,3412.0,33000.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,2026-02-04 21:07:16.144242
SMMR,26.03,26.03,26.16,2246.0,1118100.0,2062600.0,2246.0,,5000.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,2026-02-04 21:07:16.144242
ATMN,25.6,25.37,25.52,1940.0,1451100.0,1473700.0,1940.0,,5000.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,2026-02-04 21:07:16.144242
WNTR,25.47,25.21,25.47,1990.0,1483800.0,2026600.0,,,,2000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,2026-02-04 21:07:16.144242
SPNG,24.81,24.81,24.87,2228200.0,10000.0,1841.0,33000.0,1325300.0,1841.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,2026-02-04 21:07:17.178097
SMMR,25.24,26.03,26.16,1018300.0,10000.0,2140.0,,2001400.0,2140.0,5000.0,10000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,2026-02-04 21:07:17.178097
ATMN,25.54,25.52,25.54,1660800.0,10000.0,2392.0,,1479600.0,2392.0,5000.0,4000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,2026-02-04 21:07:17.178097
WNTR,25.49,25.21,25.44,1599500.0,10000.0,2949.0,,1863600.0,2949.0,,2000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,2026-02-04 21:07:17.178097
SPNG,24.65,24.65,24.88,1965100.0,6000.0,3712.0,1338000.0,3712.0,28000.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,2026-02-04 21:07:18.229868
SMMR,25.89,25.89,26.16,1246800.0,5000.0,2840.0,2202300.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,2026-02-04 21:07:18.229868
ATMN,25.4,25.4,25.46,1678100.0,5000.0,4430.0,1594300.0,4430.0,,2908.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,2026-02-04 21:07:18.229868
WNTR,25.21,25.21,25.44,1482100.0,,5462.0,1781900.0,5462.0,,2000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,2026-02-04 21:07:18.229868
SPNG,24.35,24.53,24.88,1905.0,3000.0,2024600.0,1348100.0,3810.0,28000.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,2026-02-04 21:07:18.780325
SMMR,25.24,25.62,26.16,3156.0,5000.0,1111200.0,2001400.0,3156.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,2026-02-04 21:07:18.780325
ATMN,25.33,25.33,25.46,4546.0,5000.0,1463700.0,1594300.0,4546.0,,2908.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,2026-02-04 21:07:18.780325
WNTR,25.38,25.38,25.44,5604.0,,1597000.0,1781900.0,5604.0,,2000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,2026-02-04 21:07:18.780325
SPNG,24.57,24.53,24.57,5000.0,3000.0,2252.0,2024600.0,1497800.0,2252.0,28000.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,2026-02-04 21:07:19.830133
SMMR,26.09,25.62,26.04,10000.0,5000.0,,1111200.0,2107600.0,,,10000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,2026-02-04 21:07:19.830133
ATMN,25.54,25.55,25.6,10000.0,5000.0,2526.0,1663300.0,1393700.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,2026-02-04 21:07:19.830133
WNTR,25.21,25.38,25.44,,,3009.0,1571800.0,1869800.0,3009.0,,2000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,2026-02-04 21:07:19.830133
SPNG,24.32,24.32,24.57,2390200.0,2224.0,1497800.0,2224.0,28000.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,2026-02-04 21:07:20.897088
SMMR,26.02,26.02,26.04,1220500.0,1674.0,1892000.0,3348.0,,5000.0,4908.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,2026-02-04 21:07:20.897088
ATMN,25.43,25.36,25.43,1673200.0,4872.0,1623300.0,4872.0,,5000.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,2026-02-04 21:07:20.897088
WNTR,25.38,25.38,25.44,1571800.0,5942.0,1764200.0,5942.0,,,10000.0,6092.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,2026-02-04 21:07:20.897088
SPNG,24.3,24.3,24.6,2230400.0,3024.0,3024.0,1372900.0,28000.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,2026-02-04 21:07:21.939299
SMMR,25.62,25.62,26.04,1111200.0,2646.0,2646.0,1892000.0,,5000.0,2000.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,2026-02-04 21:07:21.939299
ATMN,25.6,25.36,25.6,1789500.0,1445.0,,1407300.0,,5000.0,,5000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,2026-02-04 21:07:21.939299
WNTR,25.21,25.21,25.44,1586400.0,,2349.0,1858100.0,,,10000.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,2026-02-04 21:07:21.939299
SPNG,24.65,24.65,24.91,2238400.0,1317.0,1553300.0,28000.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,2026-02-04 21:07:22.984650
SMMR,25.62,25.85,26.04,1461700.0,1152.0,2013300.0,,4092.0,5000.0,10000.0,1152.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,2026-02-04 21:07:22.984650
ATMN,25.59,25.36,25.59,1789500.0,1134.0,1610800.0,,,5000.0,10000.0,1134.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,2026-02-04 21:07:22.984650
WNTR,25.21,25.4,25.44,1696700.0,1786.0,1884100.0,,2000.0,,10000.0,1786.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,2026-02-04 21:07:22.984650
SPNG,24.65,24.65,24.79,2057100.0,1580.0,1391800.0,1580.0,28000.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,2026-02-04 21:07:24.031447
SMMR,25.85,25.85,25.94,1590700.0,1776.0,1925700.0,1776.0,,5000.0,5000.0,2000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,2026-02-04 21:07:24.031447
ATMN,25.69,25.36,25.69,1880100.0,695.0,1597800.0,695.0,,,5000.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,2026-02-04 21:07:24.031447
WNTR,25.33,25.21,25.24,1586400.0,2548.0,2094400.0,,,2000.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,2026-02-04 21:07:24.031447
SPNG,24.28,24.29,24.79,912.0,2294800.0,1389700.0,1824.0,28000.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,2026-02-04 21:07:25.076305
SMMR,25.73,25.73,25.81,1948.0,1473800.0,1922700.0,1948.0,,2000.0,5000.0,6092.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,2026-02-04 21:07:25.076305
ATMN,25.36,25.67,25.69,1638.0,1622900.0,1597800.0,1638.0,,5908.0,5000.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,2026-02-04 21:07:25.076305
WNTR,25.45,25.45,25.48,3238.0,1586400.0,1730300.0,3238.0,,10000.0,,10000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,2026-02-04 21:07:25.076305
SPNG,24.67,24.28,24.67,2055200.0,2306.0,2108.0,2306.0,1271600.0,28000.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,2026-02-04 21:07:26.106314
SMMR,25.74,25.73,25.74,1578200.0,2348.0,10000.0,2348.0,1960400.0,,5000.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,2026-02-04 21:07:26.106314
ATMN,25.54,25.6,25.69,1755500.0,2630.0,,1315.0,1597800.0,,5000.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,2026-02-04 21:07:26.106314
WNTR,25.48,25.45,25.48,1586400.0,1952.0,10000.0,1952.0,1828500.0,,,2000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,2026-02-04 21:07:26.106314
SPNG,24.65,24.65,24.79,2157200.0,990.0,1485200.0,990.0,28000.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,2026-02-04 21:07:27.141643
SMMR,25.76,25.77,25.78,1889500.0,1210.0,2146900.0,1210.0,,10000.0,5000.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,2026-02-04 21:07:27.141643
ATMN,25.54,25.6,25.66,1755500.0,1129.0,1831600.0,1129.0,,10000.0,5000.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,2026-02-04 21:07:27.141643
WNTR,25.15,25.15,25.48,1388900.0,1092.0,1828500.0,1092.0,,5000.0,,10000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,2026-02-04 21:07:27.141643
SPNG,24.19,24.24,24.56,1260.0,2297700.0,1560100.0,2520.0,20000.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,2026-02-04 21:07:28.171318
SMMR,25.73,25.79,25.8,1447.0,1884200.0,2042600.0,1447.0,,3092.0,5000.0,5000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,2026-02-04 21:07:28.171318
ATMN,25.55,25.44,25.55,1654.0,1854500.0,1756900.0,1654.0,,,5000.0,9908.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,2026-02-04 21:07:28.171318
WNTR,25.15,25.22,25.23,1306.0,1721000.0,1848800.0,1306.0,,5000.0,,10000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,2026-02-04 21:07:28.171318
SPNG,24.79,24.25,24.57,2148900.0,1790.0,1790.0,1449900.0,28000.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,2026-02-04 21:07:29.202928
SMMR,25.94,25.79,25.8,1884200.0,2300.0,2300.0,2162200.0,,5000.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,2026-02-04 21:07:29.202928
ATMN,25.32,25.36,25.66,1914900.0,,,1913000.0,,5000.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,2026-02-04 21:07:29.202928
WNTR,25.48,25.24,25.48,1721000.0,4260.0,4260.0,1740600.0,,,10000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,2026-02-04 21:07:29.202928
SPNG,24.31,24.29,24.31,2087800.0,1898.0,1569600.0,1898.0,23000.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,2026-02-04 21:07:30.236140
SMMR,25.81,25.82,25.89,1915400.0,2439.0,2267900.0,,,10000.0,5000.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,2026-02-04 21:07:30.236140
ATMN,25.49,25.49,25.6,1769400.0,2528.0,1831600.0,2528.0,,2677.0,5000.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,2026-02-04 21:07:30.236140
WNTR,25.5,25.25,25.49,1931600.0,2603.0,1828500.0,2603.0,,10000.0,,10000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,2026-02-04 21:07:30.236140
SPNG,24.29,24.29,24.66,1956300.0,2566.0,2566.0,1449900.0,23000.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,2026-02-04 21:07:31.274844
SMMR,25.73,25.79,25.85,1783500.0,4148.0,4148.0,2058800.0,,10000.0,5000.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,2026-02-04 21:07:31.274844
ATMN,25.49,25.53,25.63,1689300.0,4438.0,4438.0,1727400.0,,5323.0,5000.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,2026-02-04 21:07:31.274844
WNTR,25.5,25.25,25.49,1759100.0,4570.0,4570.0,1711200.0,,10000.0,,10000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,2026-02-04 21:07:31.274844
SPNG,24.29,24.38,24.41,2079100.0,1168.0,1666900.0,1168.0,20000.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,2026-02-04 21:07:32.323924
SMMR,25.89,25.73,25.89,1900600.0,1887.0,2267900.0,,,2677.0,5000.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,2026-02-04 21:07:32.323924
ATMN,25.51,25.51,25.71,1973300.0,,1840400.0,1720.0,,,5000.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,2026-02-04 21:07:32.323924
WNTR,25.5,25.27,25.49,1820000.0,2079.0,1828500.0,2079.0,,10000.0,,10000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,2026-02-04 21:07:32.323924
SPNG,24.29,24.38,24.41,2075100.0,1308.0,1642100.0,1308.0,20000.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,2026-02-04 21:07:32.866279
SMMR,25.89,25.73,25.74,1887100.0,2357.0,2172000.0,2357.0,,2677.0,5000.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,2026-02-04 21:07:32.866279
ATMN,25.51,25.59,25.71,1876500.0,2122.0,1845900.0,2122.0,,,5000.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,2026-02-04 21:07:32.866279
WNTR,25.5,25.27,25.31,1820000.0,2330.0,1803600.0,2330.0,,10000.0,,10000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,2026-02-04 21:07:32.866279
SPNG,24.41,24.38,24.41,1959700.0,2762.0,1642100.0,2762.0,10000.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,2026-02-04 21:07:33.938872
SMMR,25.89,25.73,25.76,1778300.0,4974.0,2161600.0,2487.0,,10000.0,5000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,2026-02-04 21:07:33.938872
ATMN,25.51,25.59,25.71,1771000.0,4478.0,1774400.0,4478.0,,5323.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,2026-02-04 21:07:33.938872
WNTR,25.34,25.34,25.5,1743900.0,5484.0,1828500.0,5484.0,,10000.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,2026-02-04 21:07:33.938872
SPNG,24.79,24.38,24.79,1959700.0,2326.0,1745200.0,2326.0,5000.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,2026-02-04 21:07:35.002823
SMMR,25.88,25.88,25.89,1770900.0,3872.0,2059100.0,3872.0,,10000.0,5000.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,2026-02-04 21:07:35.002823
ATMN,25.58,25.57,25.69,1863300.0,2273.0,1880500.0,2273.0,,,5000.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,2026-02-04 21:07:35.002823
WNTR,25.36,25.36,25.43,1863100.0,2548.0,1817800.0,2548.0,,10000.0,,2000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,2026-02-04 21:07:35.002823
SPNG,24.54,24.38,24.54,3323.0,1596.0,1934800.0,1862100.0,1596.0,5000.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,2026-02-04 21:07:36.050302
SMMR,25.93,25.88,25.93,10000.0,2233.0,1900300.0,2164700.0,2233.0,,5000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,2026-02-04 21:07:36.050302
