word,avg_effect,std_effect,count,total_impact
remaining,0.0046286505228693335,0.017845312894063752,82,0.37954934287528536
period,0.004620022807990602,0.02489405380341608,387,1.787948826692363
positive,0.004611124291393094,0.014836212325748773,32,0.147555977324579
indication,0.004600085997694292,0.03095741841385673,52,0.2392044718801032
regulators,0.004590079325242414,0.02710090930266954,326,1.496365860029027
benefits,0.00458303394457082,0.024492002996826148,278,1.2740834365906881
iss,0.004578549089081055,0.02273984047321317,131,0.5997899306696183
bytelayer,0.004575630833286066,0.02937466602462459,856,3.9167399932928726
impact,0.00457127595180937,0.023078614451972426,183,0.8365434991811147
rates,0.004544418487465519,0.02241368245081245,285,1.295159268927673
incremental,0.004510277923125117,0.015779383405787946,81,0.36533251177313447
lacks,0.00450567725348975,0.019754669188599652,42,0.1892384446465695
procedural,0.00450567725348975,0.019754669188599652,42,0.1892384446465695
primarily,0.00450567725348975,0.019754669188599652,42,0.1892384446465695
direct,0.00450567725348975,0.019754669188599652,42,0.1892384446465695
jobs,0.00450567725348975,0.019754669188599652,42,0.1892384446465695
legislators,0.00450567725348975,0.019754669188599652,42,0.1892384446465695
dependent,0.00450567725348975,0.019754669188599652,42,0.1892384446465695
fuel,0.00450567725348975,0.019754669188599652,84,0.378476889293139
industries,0.00450567725348975,0.019754669188599652,42,0.1892384446465695
reliability,0.00450567725348975,0.019754669188599652,42,0.1892384446465695
criticized,0.00450567725348975,0.019754669188599652,42,0.1892384446465695
fossil,0.00450567725348975,0.019754669188599652,84,0.378476889293139
expense,0.00450567725348975,0.019754669188599652,42,0.1892384446465695
create,0.00450567725348975,0.019754669188599652,42,0.1892384446465695
offer,0.004449732977458774,0.022461970862569413,241,1.0723856475675646
assets,0.0044496587366198844,0.01833857495741489,90,0.4004692862957896
protection,0.0044272333151645854,0.013934262851704253,42,0.1859437992369126
filings,0.0044195649438453725,0.020655939160595275,476,2.1037129132703973
joint,0.004384959539366901,0.019930635409338947,241,1.0567752489874231
cash,0.004328220216188926,0.023269523438779492,365,1.579800378908958
oil,0.004324086848973572,0.0325969420057926,79,0.3416028610689122
management,0.004322377753329745,0.02401107305328711,442,1.9104909669717471
pricing,0.004311511524596629,0.02036009157824609,83,0.3578554565415202
despite,0.004311148039349855,0.017120501948993633,79,0.34058069510863853
challenging,0.004311148039349855,0.017120501948993633,79,0.34058069510863853
interest,0.004282705654940528,0.02241820343689747,704,3.015024781078132
investment,0.004277829943494351,0.029351495482332127,450,1.9250234745724577
anticipated,0.004256953078262075,0.018802715584107642,86,0.3660979647305384
vote,0.004209804150361696,0.020607286144192886,687,2.8921354512984854
ratio,0.00419195049024026,0.02745947191072891,290,1.2156656421696754
forward,0.004189492607482882,0.021402380755606323,298,1.2484687970298989
submitted,0.004186732322810117,0.024937781922483356,181,0.7577985504286311
conditions,0.004179942073047963,0.023239366522635644,1344,5.6178421461764625
finding,0.004159936479650631,0.01399323012281833,56,0.23295644286043535
materials,0.0041372411279802955,0.019078595650023872,158,0.6536840982208867
corridor,0.004109499101490665,0.018351702948416728,214,0.8794328077190022
conference,0.004109499101490665,0.018351702948416728,642,2.638298423157007
substantive,0.004109499101490665,0.018351702948416728,214,0.8794328077190022
chatter,0.004109499101490665,0.018351702948416728,214,0.8794328077190022
renewed,0.004109499101490665,0.018351702948416728,214,0.8794328077190022
backing,0.004109499101490665,0.018351702948416728,214,0.8794328077190022
characterize,0.004109499101490665,0.018351702948416728,214,0.8794328077190022
attendees,0.004109499101490665,0.018351702948416728,214,0.8794328077190022
approaches,0.004109499101490665,0.018351702948416728,214,0.8794328077190022
2b,0.004064303498007084,0.017572011526032362,87,0.3535944043266163
report,0.004062654637000433,0.02142017251716025,486,1.9744501535822105
indications,0.004061632097454942,0.02345355460700772,168,0.6823541923724302
years,0.004054241505819612,0.012638142290427869,26,0.1054102791513099
widen,0.004011100104469841,0.030548483612325115,125,0.5013875130587301
valuation,0.004009712737168656,0.024422746935941927,411,1.6479919349763177
reaffirms,0.00398252935430006,0.01645091284646872,24,0.09558070450320144
schedules,0.0039796497676004745,0.017744562059126837,197,0.7839910042172935
bond,0.0038947009807320685,0.027355970364265736,260,1.0126222549903379
two,0.0038745013722117933,0.02594148135816535,142,0.5501791948540746
employee,0.00386659632113199,0.01616465449575804,90,0.3479936689018791
relevant,0.0038653494298328058,0.019008966888939154,103,0.398130991272779
steering,0.003859767098341766,0.01890742030253556,99,0.38211694273583485
reduce,0.003846147648321625,0.01503846255438855,81,0.3115379595140516
supplemental,0.0038114028720096305,0.019616457469638783,254,0.9680963294904461
implications,0.003789421792247071,0.023901108055126633,386,1.4627168118073695
door,0.0037870077849578667,0.02342480069221584,308,1.166398397767023
closed,0.0037870077849578667,0.02342480069221584,308,1.166398397767023
topics,0.003787007784957866,0.02342480069221584,154,0.5831991988835113
subsequent,0.003787007784957866,0.02342480069221584,154,0.5831991988835113
between,0.003787007784957866,0.02342480069221584,154,0.5831991988835113
principals,0.003787007784957866,0.02342480069221584,154,0.5831991988835113
held,0.003787007784957866,0.02342480069221584,154,0.5831991988835113
unscheduled,0.003787007784957866,0.02342480069221584,154,0.5831991988835113
matters,0.003787007784957866,0.02342480069221584,154,0.5831991988835113
representatives,0.003787007784957866,0.02342480069221584,154,0.5831991988835113
declined,0.003787007784957866,0.02342480069221584,154,0.5831991988835113
expands,0.003748438229849444,0.01470583791162219,90,0.33735944068644996
bid,0.003716962583615245,0.022573377692607713,269,0.9998629349925009
any,0.0036801438859605743,0.022786076699363184,202,0.743389064964036
asset,0.003679196103472484,0.018097374139957094,138,0.5077290622792028
comprehensive,0.003648848514167401,0.029861187209285326,138,0.5035410949551014
state,0.0036434086662628967,0.02280063935484965,657,2.3937194937347233
days,0.0036408733499060757,0.02264848315169286,440,1.6019842739586734
commencing,0.003602915743572959,0.012992447734579091,59,0.21257202887080456
clarification,0.0035958751374682266,0.03027368353667107,76,0.27328651044758523
prices,0.0035947051232534284,0.028423817172573158,190,0.6829939734181514
energy,0.0035850401139550163,0.021627778956828533,1011,3.6244755552085213
multiple,0.0035672915253960567,0.030709371400117366,68,0.24257582372693184
showing,0.00356505314654472,0.022062449642351555,296,1.055255731377237
does,0.0035324449457575513,0.01907613763420723,224,0.7912676678496915
component,0.0035310263780184608,0.021452991537389856,100,0.3531026378018461
final,0.003511782129889336,0.021655871631271847,265,0.9306222644206741
generates,0.0035103803695430177,0.019192117630633766,371,1.3023511171004596
indicate,0.003495672982251903,0.024476097257752117,420,1.4681826525457993
reducing,0.0034903297349340736,0.014906290518304164,81,0.28271670852965997
executives,0.003486810748962971,0.019967373104128838,409,1.426105596325855
closing,0.003482630608222947,0.022837028859724343,909,3.1657112228746587
case,0.0034533739935942373,0.02236219569286584,580,2.0029569162846577
rights,0.0034318275181193024,0.017404377618158957,104,0.35691006188440744
today,0.0034235457037857537,0.014677154861233905,47,0.16090664807793043
mailed,0.0034235457037857537,0.014677154861233905,47,0.16090664807793043
above,0.0034041456661619007,0.021482903106663512,249,0.8476322708743133
meeting,0.003391635732527527,0.020936588680086934,1395,4.7313318468759
maintaining,0.003381353965450466,0.024150470461325773,229,0.7743300580881567
superior,0.0033577738728954964,0.025977046137805715,78,0.2619063620858487
commitment,0.003350424404605471,0.017351102825508197,194,0.6499823344934613
filing,0.003340316810005149,0.023005066606436527,298,0.9954144093815345
cloudsys,0.0033341177631335925,0.027519843001167263,887,2.9573624558994966
stock,0.0033165880911799985,0.02311090647158744,720,2.387943425649599
accelerated,0.003299811218036792,0.021731406262267064,292,0.9635448756667433
shareholders,0.003280809131955385,0.021496578304583753,565,1.8536571595547926
minority,0.003266036977074975,0.019550059554084755,40,0.130641479082999
finance,0.0032574219773151727,0.01556488604934133,78,0.2540789142305835
industry,0.003233406246978029,0.022942812044657507,586,1.894776060729125
technology,0.0032303618989881332,0.02099156888999578,60,0.193821713939288
structure,0.0032227457891493344,0.024932419521482778,318,1.0248331609494883
covering,0.0032156343009867496,0.02162621556362804,269,0.8650056269654357
suggest,0.003205865621006495,0.02048146565105624,62,0.19876366850240268
address,0.0032003922114479887,0.02281045935364151,175,0.560068637003398
financing,0.0031955730983505193,0.01795386417823673,676,2.160207414484951
notification,0.0031691067004382353,0.021443893008495467,245,0.7764311416073676
ftc,0.0031686662115098926,0.02309423118835511,487,1.5431404450053177
500m,0.0031661649589982783,0.03568100655645825,50,0.1583082479499139
co,0.0031661649589982783,0.03568100655645825,50,0.1583082479499139
agrees,0.0031661649589982783,0.03568100655645825,50,0.1583082479499139
emerges,0.0031659713300989712,0.019482366704865636,61,0.19312425113603723
outside,0.0031506353832249827,0.021264597651233702,446,1.4051833809183423
december,0.0031506353832249827,0.021264597651233702,223,0.7025916904591711
approvals,0.0031492397357606922,0.021263546149316376,385,1.2124572982678665
one,0.0031436064872980797,0.021082668181441437,245,0.7701835893880296
emerge,0.0031373366676995407,0.03686389011664817,41,0.12863080337568117
fairness,0.003130916209807522,0.02011666034627203,502,1.5717199373233761
letter,0.0031047944192725795,0.01485330244862383,20,0.06209588838545159
transmission,0.0030960485364478945,0.02482061885082887,111,0.3436613875457163
discussion,0.003095432069670066,0.019923750456312398,401,1.2412682599376965
petronorth,0.0030351343815644646,0.02846509274312108,572,1.7360968662548737
renegotiation,0.0030345036957121966,0.022820334806130462,171,0.5189001319667856
committed,0.0030049735084316733,0.02292803015846254,126,0.3786266620623908
syndication,0.0029836237767310817,0.01752767208978238,122,0.364002100761192
demonstrating,0.002972865605945387,0.019753980219338694,235,0.6986234173971659
opinion,0.002967472854882801,0.01897803224976093,233,0.6914211751876926
signals,0.0029358748785232535,0.018720788151512475,341,1.0011333335764294
development,0.002915329068877046,0.01743124652948829,180,0.5247592323978683
agreements,0.00290323879961453,0.015222243140621839,167,0.4848408795356265
volatility,0.0028843406354823638,0.026941259823213035,261,0.752812905860897
commit,0.0028517667382894256,0.014257708630825601,74,0.21103073863341748
units,0.0028274616910614696,0.022099828628980724,48,0.13571816117095054
leadership,0.0028274616910614696,0.022099828628980724,48,0.13571816117095054
appointed,0.0028274616910614696,0.022099828628980724,48,0.13571816117095054
certain,0.0028057979208945417,0.021672981966004968,218,0.6116639467550101
q4,0.0028016191814559436,0.026989771814014157,62,0.1737003892502685
date,0.0027889080620462398,0.02100935753149051,572,1.5952554114904491
banks,0.002783594367593186,0.0169839165935368,222,0.6179579496056873
than,0.0027583342511082807,0.022080288880319036,435,1.199875399232102
mixed,0.0027505032813345772,0.02073628150631531,611,1.6805575048954267
debt,0.00274900387375101,0.02412600222111733,478,1.314023851652983
discuss,0.002746814361807262,0.021809023758828358,389,1.0685107867430248
mutually,0.002740261355915422,0.023021466777954757,46,0.1260520223721094
november,0.002740261355915422,0.023021466777954757,46,0.1260520223721094
enterprise,0.002739398200393103,0.03364715219953797,158,0.43282491566211023
financial,0.0027123973288593435,0.022832768916730445,556,1.5080929148457949
fsr,0.002712380941960347,0.0120569711851192,29,0.07865904731685006
atlas,0.002698742656756468,0.020445218196525058,745,2.0105632792835686
original,0.0026937471935124667,0.020253121467471193,157,0.42291830938145725
nuanced,0.0026937471935124667,0.020253121467471193,157,0.42291830938145725
warranted,0.0026937471935124667,0.020253121467471193,157,0.42291830938145725
weighing,0.0026937471935124667,0.020253121467471193,157,0.42291830938145725
members,0.0026937471935124667,0.020253121467471193,157,0.42291830938145725
contradict,0.0026937471935124667,0.020253121467471193,157,0.42291830938145725
presented,0.0026937471935124667,0.020253121467471193,157,0.42291830938145725
comparable,0.0026937471935124667,0.020253121467471193,157,0.42291830938145725
multiples,0.0026937471935124667,0.020253121467471193,157,0.42291830938145725
sensitivity,0.0026937471935124667,0.020253121467471193,157,0.42291830938145725
around,0.0026937471935124667,0.020253121467471193,157,0.42291830938145725
highlights,0.0026937471935124667,0.020253121467471193,157,0.42291830938145725
update,0.002678020044303158,0.023229757439240533,432,1.1569046591389642
strategic,0.002660240009038272,0.02251714264763598,940,2.5006256084959757
removing,0.0026572409467705382,0.017323300555262315,93,0.24712340804966007
examining,0.0026473479098971294,0.023927441105807575,113,0.29915031381837565
process,0.002644242634905855,0.02338894728520241,400,1.057697053962342
specified,0.002642733901335231,0.029045435047077437,36,0.0951384204480683
420m,0.002642733901335231,0.029045435047077437,36,0.0951384204480683
circumstances,0.002642733901335231,0.029045435047077437,36,0.0951384204480683
advisor,0.002627563820649346,0.023000856003509918,374,0.9827088689228555
share,0.0026104396791886077,0.024878743576343496,400,1.044175871675443
tax,0.0026096879359340324,0.019069256910135793,152,0.39667256626197295
expansion,0.0026058031902234926,0.011380567815899089,14,0.036481244663128895
four,0.0026058031902234926,0.011380567815899089,14,0.036481244663128895
next,0.0026058031902234926,0.011380567815899089,14,0.036481244663128895
wind,0.0026058031902234926,0.011380567815899089,14,0.036481244663128895
3gw,0.0026058031902234926,0.011380567815899089,14,0.036481244663128895
taking,0.002581715966385081,0.011514238024479416,27,0.06970633109239718
profit,0.002581715966385081,0.011514238024479416,27,0.06970633109239718
rotation,0.002581715966385081,0.011514238024479416,27,0.06970633109239718
intraday,0.002581715966385081,0.011514238024479416,27,0.06970633109239718
implementing,0.0025721932793992433,0.01290230182808964,43,0.11060431101416746
consider,0.0025721932793992433,0.01290230182808964,43,0.11060431101416746
discussed,0.0025721932793992433,0.01290230182808964,43,0.11060431101416746
project,0.002571781606146233,0.018084822897887213,199,0.5117845396231003
agencies,0.002564662872868901,0.021595376164055886,155,0.3975227452946797
payable,0.0025270903575705535,0.022347720609349718,72,0.18195050574507984
agreement,0.0025251772158299316,0.019577701601119463,961,2.426695304412564
duties,0.0025124695431608603,0.01870459378006318,39,0.09798631218327356
against,0.0024862640809724243,0.021372033866289688,138,0.34310444317419453
expectations,0.002485353393587364,0.02185876239330371,261,0.6486772357263021
provide,0.0024596311959522144,0.022248000183504923,214,0.5263610759337739
technical,0.002447465195910161,0.020280962222578944,527,1.289814158244655
extended,0.0024440187742680265,0.021989250197926375,640,1.5641720155315368
pending,0.0024217897269493134,0.02089612779967958,597,1.44580846698874
stronger,0.002411446813805876,0.0124570136443164,36,0.08681208529701152
preferred,0.0024072593402823224,0.024115848116318322,136,0.32738727027839587
pushed,0.0023933554294539444,0.020431631234809355,65,0.1555681029145064
spreads,0.002387372915991563,0.024771830839824725,383,0.9143638268247687
transaction,0.0023697056220131586,0.0235757592805702,2887,6.841340130751989
existing,0.002367132311333008,0.021674094272426784,201,0.47579359457793463
announces,0.0023502249333784,0.0217792556773632,418,0.9823940221521712
regional,0.0023418310757178317,0.019312614440585137,181,0.42387142470492756
sales,0.0023309113068066697,0.01710584471585533,71,0.16549470278327355
clearances,0.0023168441661786964,0.019456666493394552,88,0.2038822866237253
merger,0.0023162759259530855,0.023109203883826042,1466,3.3956605074472233
eec,0.002313787736960327,0.014696744482196178,106,0.24526150011779466
grid,0.002313081232752013,0.017812025634131947,106,0.24518661067171335
conduct,0.0023118845394844868,0.027901271248559647,162,0.3745252953964868
expected,0.002288894518400312,0.02146518032411816,592,1.3550255548929846
finsure,0.002285080726544856,0.019723057861301983,582,1.3299169828491062
integration,0.0022774930718115053,0.02185899895041598,977,2.2251107311598406
bank,0.0022545586962304047,0.020558625018654825,880,1.984011652682756
readiness,0.0022483833819827233,0.021503577643735883,46,0.10342563557120528
day,0.0022483833819827233,0.021503577643735883,46,0.10342563557120528
commences,0.0022483833819827233,0.021503577643735883,46,0.10342563557120528
testing,0.0022460349057048055,0.012664958026544729,33,0.07411915188825859
annual,0.0022460349057048055,0.012664958026544729,33,0.07411915188825859
require,0.0022460349057048055,0.012664958026544729,33,0.07411915188825859
imposed,0.0022460349057048055,0.012664958026544729,33,0.07411915188825859
test,0.0022460349057048055,0.012664958026544729,33,0.07411915188825859
parties,0.0022451877507507906,0.023972519808542578,578,1.297718519933957
backlash,0.0022319767464509138,0.014723261894832652,27,0.06026337215417467
overpaying,0.0022319767464509138,0.014723261894832652,27,0.06026337215417467
firm,0.0022270546309597007,0.023652687853815732,221,0.4921790734420939
agenda,0.0022111746469615206,0.021287498553551658,364,0.8048675714939935
meetings,0.0022111746469615206,0.021287498553551658,364,0.8048675714939935
clarity,0.0022039614866511178,0.030804811978282637,61,0.13444165068571817
definitive,0.002195760783901364,0.019265028106924643,309,0.6784900822255215
ask,0.002184025217213172,0.022189367525904287,220,0.48048554778689784
different,0.002184025217213172,0.022189367525904287,220,0.48048554778689784
bull,0.002184025217213172,0.022189367525904287,220,0.48048554778689784
contributed,0.002184025217213172,0.022189367525904287,220,0.48048554778689784
divergence,0.002184025217213172,0.022189367525904287,220,0.48048554778689784
highlight,0.002184025217213172,0.022189367525904287,220,0.48048554778689784
bear,0.002184025217213172,0.022189367525904287,220,0.48048554778689784
opportunities,0.002184025217213172,0.022189367525904287,220,0.48048554778689784
cite,0.002184025217213172,0.022189367525904287,220,0.48048554778689784
wider,0.002184025217213172,0.022189367525904287,220,0.48048554778689784
estimates,0.002184025217213172,0.022189367525904287,220,0.48048554778689784
timelines,0.002184025217213172,0.022189367525904287,220,0.48048554778689784
securities,0.002184025217213172,0.022189367525904287,220,0.48048554778689784
accretion,0.002184025217213172,0.022189367525904287,220,0.48048554778689784
side,0.002184025217213172,0.022189367525904287,220,0.48048554778689784
divergent,0.002184025217213172,0.022189367525904287,220,0.48048554778689784
typical,0.002184025217213172,0.022189367525904287,220,0.48048554778689784
subscription,0.0021829673408611176,0.016475670602257256,88,0.19210112599577836
exchange,0.0021782879564561457,0.027421627605643848,350,0.762400784759651
800m,0.0021690075501424365,0.012968404537295477,79,0.17135159646125248
regulatory,0.002161843184538327,0.02158882775194577,2588,5.594850161585191
companies,0.0021493408739678473,0.022868453769090483,971,2.0870099886227798
revenue,0.0021487157923782856,0.025285290847195586,308,0.6618044640525119
board,0.002133961189584759,0.021277851094548442,820,1.7498481754595023
partially,0.0021096372062500003,0.014924644981354561,32,0.06750839060000001
divest,0.0021096372062500003,0.014924644981354561,32,0.06750839060000001
refinances,0.0021087312838431902,0.016723971906851372,92,0.1940032781135735
competing,0.0021050826885657056,0.021250361109124066,99,0.20840318616800485
standalone,0.002065911770194368,0.01919413308246684,201,0.415248265809068
adequacy,0.002065911770194368,0.01919413308246684,201,0.415248265809068
ne,0.002064790152784268,0.015050426983793226,48,0.09910992733364485
iso,0.002064790152784268,0.015050426983793226,48,0.09910992733364485
operator,0.002064790152784268,0.015050426983793226,48,0.09910992733364485
adversely,0.002064790152784268,0.015050426983793226,48,0.09910992733364485
standard,0.002061904634176644,0.021267650746437602,217,0.44743330561633177
review,0.0020618393707724112,0.024471454591424857,1980,4.082441954129374
banking,0.002035431739602192,0.020230403090044667,500,1.017715869801096
takes,0.0020353027305940454,0.01841561377975308,59,0.12008286110504868
debating,0.0020320753796367022,0.02200685208737635,180,0.3657735683346064
softness,0.0020320753796367022,0.02200685208737635,180,0.3657735683346064
communication,0.0020320753796367022,0.02200685208737635,180,0.3657735683346064
revising,0.0020320753796367022,0.02200685208737635,180,0.3657735683346064
prior,0.0020320753796367022,0.02200685208737635,180,0.3657735683346064
economic,0.0020320753796367022,0.02200685208737635,180,0.3657735683346064
strengthens,0.0020320753796367022,0.02200685208737635,180,0.3657735683346064
weakens,0.0020320753796367022,0.02200685208737635,180,0.3657735683346064
trending,0.0020320753796367022,0.02200685208737635,180,0.3657735683346064
projections,0.0020320753796367022,0.02200685208737635,180,0.3657735683346064
overall,0.0020320753796367022,0.02200685208737635,180,0.3657735683346064
agree,0.0019900370732031164,0.02397570727815286,94,0.18706348488109295
made,0.0019509600257115642,0.013741141769935445,76,0.14827296195407888
waives,0.0019225378592560081,0.02202768998115152,26,0.04998598434065621
value,0.0019133768694634197,0.030635112367889263,142,0.2716995154638056
guidance,0.0018987051979672009,0.02196714463473644,294,0.5582193282023571
billion,0.001887712826901796,0.01844127158198332,130,0.2454026674972335
disclosed,0.0018694018707435488,0.022260507759230063,660,1.2338052346907422
synergy,0.0018629060487382878,0.023801998694822725,266,0.49553300896438457
realization,0.0018629060487382878,0.023801998694822725,266,0.49553300896438457
mutual,0.001853101529800379,0.014570616526132021,42,0.07783026425161592
september,0.001853101529800379,0.014570616526132021,42,0.07783026425161592
stable,0.0018392861744981543,0.017600618559098436,113,0.20783933771829144
investors,0.0018123049374173471,0.023897273102451985,217,0.39327017141956433
routine,0.0017964244630644835,0.019850266049928456,609,1.0940224980062705
conclusions,0.0017864857154445072,0.021506818465573806,541,0.9664887720554785
teams,0.001784676286488888,0.020000549550351035,143,0.255208708967911
recommending,0.0017826050846691556,0.01586960703360059,85,0.15152143219687822
issue,0.0017623591584619847,0.020996819449740668,301,0.5304701066970574
credit,0.0017386110238121176,0.022167393430021283,726,1.2622316032875973
analysts,0.0017044074155944306,0.02421706726452626,845,1.440224266177294
advisory,0.0016993453294643912,0.016536821307702083,143,0.24300638211340794
regarding,0.0016973867603647214,0.023521883911462406,760,1.2900139378771882
reportedly,0.0016740437177289315,0.021733626932932276,310,0.5189535524959688
proxy,0.0016672039372388938,0.019913964199288762,857,1.428793774213732
syndicate,0.001648951766638925,0.014515121458007372,132,0.21766163319633808
outlook,0.00164543704141615,0.02118723122936759,504,0.8293002688737396
request,0.0016066826854609238,0.028131986209256325,269,0.4321976423889885
spk,0.0015956885503552887,0.01676327041099737,82,0.13084646112913367
retained,0.0015885547861471067,0.021509481456786803,297,0.47180077148569066
jurisdictions,0.0015834803660987205,0.016682696438885005,49,0.0775905379388373
investor,0.001577266419050162,0.023687069569240052,373,0.5883203743057105
others,0.0015754379083942986,0.01997438578962478,929,1.4635818168983035
sector,0.0015701937513178915,0.026618365535138574,600,0.9421162507907349
delays,0.0015690355395581192,0.022233214196224843,78,0.1223847720855333
only,0.0015655008202552073,0.01643973832851315,52,0.08140604265327078
formed,0.001564773952543358,0.01924288181531126,97,0.15178307339670571
heightened,0.0015533185907563726,0.021233703609057186,260,0.40386283359665687
within,0.001547040302820386,0.02517400850140187,126,0.19492707815536864
office,0.001542605626515614,0.025324795595093944,131,0.20208133707354542
operating,0.0015303274183648765,0.021536230992389764,197,0.3014745014178807
reaches,0.0015140287360391918,0.02102189403403472,321,0.48600322426858056
greengrid,0.0015084411488427596,0.027255011578100397,624,0.941267276877882
updated,0.0014982911467635405,0.020993874476260437,1152,1.7260314010715987
ability,0.0014900779382835316,0.023218196498539248,113,0.16837880702603908
provides,0.0014822462778871478,0.022753673654091013,425,0.6299546681020378
institutional,0.0014810707165071077,0.019672007791677205,863,1.278164028345634
p,0.0014657702624067898,0.021376292010450177,153,0.22426285014823882
published,0.0014462537135461748,0.0213992478600158,637,0.9212636155289133
key,0.0014234196856817106,0.022923272976964896,569,0.8099258011528934
uncertain,0.0014155480798802636,0.021988050997904195,384,0.5435704626740212
cld,0.0014131489279020945,0.027407058553725303,36,0.0508733614044754
commercial,0.0013661841773828674,0.01869990100462537,82,0.11202710254539514
not,0.0013587168273858797,0.02184748982048208,835,1.1345285508672096
sources,0.0013379645378656913,0.023365974514569298,480,0.6422229781755319
research,0.001326098025933025,0.021684103076970836,408,0.5410479945806742
shareholder,0.0013243713894946275,0.020579184078619594,1336,1.7693601763648223
pro,0.001313816932017824,0.027229721554660333,108,0.141892228657925
flows,0.001309776060714304,0.02044119753564779,237,0.31041692638929
sell,0.0012928280223553005,0.02153133604163656,263,0.34001376987944404
publicly,0.0012874057375461222,0.022116458783062405,191,0.24589449587130935
changes,0.0012873225849165826,0.020222508491998227,359,0.46214880798505314
march,0.0012710721356038231,0.02483457755249322,48,0.06101146250898351
wealth,0.0012641933979709277,0.01844085784477351,52,0.06573805669448825
sovereign,0.0012641933979709277,0.01844085784477351,52,0.06573805669448825
large,0.0012594201640413133,0.02099068374696824,243,0.30603909986203914
business,0.0012493503023296626,0.020259080501688106,61,0.07621036844210942
influence,0.0012248706773480235,0.02135997654246299,206,0.25232335953369284
experience,0.001214614867013863,0.01462137421150266,58,0.07044766228680405
revised,0.0011953935042836354,0.023116733055726656,212,0.2534234229081307
strengthening,0.001191090603525301,0.021443726969357174,166,0.19772104018519998
fees,0.0011751230087210347,0.026976739153203765,77,0.09048447167151967
outstanding,0.0011741311894034624,0.019404133237608482,213,0.2500899433429375
staff,0.00114647621287693,0.02009156333660807,594,0.6810068704488965
political,0.0011364849143956275,0.021452213503050765,118,0.13410521989868404
eastenergy,0.0011328762106739094,0.0178331844527395,679,0.7692229470475844
secured,0.0011280395646956398,0.022689831518282463,184,0.20755927990399772
modest,0.0011198093731647324,0.013225509523496808,14,0.015677331224306253
settles,0.0011198093731647324,0.013225509523496808,14,0.015677331224306253
obstacle,0.0011198093731647324,0.013225509523496808,14,0.015677331224306253
signal,0.001113512580924634,0.02303189950976556,384,0.42758883107505946
following,0.0010796251268229647,0.013687939265585052,40,0.043185005072918586
s,0.0010744477981560893,0.021763805704923807,1183,1.2710717452186535
timeline,0.0010728057697869462,0.025074895165683595,508,0.5449853310517687
commissioner,0.0010661846163367674,0.016699287263558866,38,0.04051501542079716
significant,0.0010652603171756668,0.031274954970222604,159,0.16937639043093103
focused,0.0010637962703648125,0.024535550626221366,69,0.07340194265517205
session,0.0010555636790975347,0.01949156398322289,630,0.6650051178314469
interpret,0.0010555636790975343,0.01949156398322289,210,0.22166837261048222
holds,0.0010555636790975343,0.01949156398322289,210,0.22166837261048222
tone,0.0010555636790975343,0.01949156398322289,210,0.22166837261048222
constructive,0.0010555636790975343,0.01949156398322289,210,0.22166837261048222
convened,0.0010555636790975343,0.01949156398322289,210,0.22166837261048222
disclosure,0.0010503480726992678,0.019550444044267132,419,0.4400958424609932
threshold,0.0010468690785233167,0.025180696262174347,50,0.05234345392616584
related,0.001036835085331264,0.021156362617692857,387,0.40125517802319915
engagement,0.0010055552601544785,0.021109355500617086,333,0.3348499016314413
through,0.0010044309898885613,0.019723183080835656,565,0.5675035092870371
advisors,0.0009948842004028813,0.02198419271004677,569,0.5660891100292395
executed,0.0009863776970095506,0.01836348261386081,392,0.3866600572277439
completed,0.000972850211090978,0.03588375942370929,130,0.12647052744182713
party,0.0009592243746719709,0.02202826304629904,254,0.24364299116668062
initial,0.0009500284032830099,0.017602078032896214,11,0.010450312436113109
rationale,0.0009361860479437003,0.02443584090380811,388,0.36324018660215573
either,0.0009201750326907242,0.02361644433048643,123,0.11318152902095908
outreach,0.0009201750326907242,0.02361644433048643,123,0.11318152902095908
interpretation,0.0009201750326907242,0.02361644433048643,123,0.11318152902095908
exploratory,0.0009201750326907242,0.02361644433048643,123,0.11318152902095908
position,0.0009201750326907242,0.02361644433048643,123,0.11318152902095908
negotiating,0.0009201750326907242,0.02361644433048643,123,0.11318152902095908
viewing,0.0009201750326907242,0.02361644433048643,123,0.11318152902095908
step,0.0009201750326907242,0.02361644433048643,123,0.11318152902095908
parallel,0.0009201750326907242,0.02361644433048643,123,0.11318152902095908
engages,0.0009201750326907242,0.02361644433048643,123,0.11318152902095908
dissatisfaction,0.0009201750326907242,0.02361644433048643,123,0.11318152902095908
reading,0.0009201750326907242,0.02361644433048643,123,0.11318152902095908
identified,0.000908665340062687,0.021903135776870072,359,0.32621085708250463
analysis,0.0008956286200920559,0.02303198563751042,1079,0.9663832810793284
departments,0.0008878109098539138,0.018983067990616033,103,0.09144452371495312
developer,0.000882662933677789,0.015531138716836663,42,0.03707184321446714
developers,0.000882662933677789,0.015531138716836663,42,0.03707184321446714
includes,0.000859971100709052,0.025359265720487783,154,0.132435549509194
utilities,0.0008460927443395873,0.016154428457248664,35,0.029613246051885554
participants,0.0008448853030812183,0.02516962219525957,356,0.3007791678969137
execution,0.0008336347673507193,0.023179677840084845,247,0.20590778753562766
recommendations,0.0008217147680798084,0.01631288355685145,102,0.08381490634414046
firms,0.0008217147680798084,0.01631288355685145,102,0.08381490634414046
doj,0.000817436872536819,0.023725074247354854,284,0.2321520718004566
